osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel
18890711,Liberty Street,residential,False,False,151.048,"LINESTRING (-78.197592 36.444037, -78.197426 36.44411, -78.197291 36.444156, -78.197151 36.444193, -78.195983 36.444433)",,,
68301595,,trunk,False,False,75.324,"LINESTRING (-78.197592 36.444037, -78.197443 36.443571, -78.197382 36.443381)",2,US 158;US 401,
"[68301595, 639208532, 639208535]",,trunk,False,True,62.394,"LINESTRING (-78.197592 36.444037, -78.1976399 36.4441892, -78.1977158 36.4444182, -78.1977683 36.4445799)",2,US 158;US 401,yes
169139461,Elm Street,residential,False,True,80.719,"LINESTRING (-78.195983 36.444433, -78.195758 36.44373)",,,
18890711,Liberty Street,residential,False,False,155.059,"LINESTRING (-78.195983 36.444433, -78.1946559 36.4447098, -78.194305 36.444783)",,,
18890711,Liberty Street,residential,False,True,151.048,"LINESTRING (-78.195983 36.444433, -78.197151 36.444193, -78.197291 36.444156, -78.197426 36.44411, -78.197592 36.444037)",,,
18890711,Liberty Street,residential,False,False,126.328,"LINESTRING (-78.194305 36.444783, -78.192947 36.445095)",,,
18892949,Pine Street,residential,False,True,79.962,"LINESTRING (-78.194305 36.444783, -78.194085 36.444086)",,,
18890711,Liberty Street,residential,False,True,155.059,"LINESTRING (-78.194305 36.444783, -78.1946559 36.4447098, -78.195983 36.444433)",,,
18890711,Liberty Street,residential,False,True,126.328,"LINESTRING (-78.192947 36.445095, -78.194305 36.444783)",,,
18896277,Division Street,unclassified,False,False,35.635,"LINESTRING (-78.192947 36.445095, -78.192856 36.444783)",,,
18896277,Division Street,unclassified,False,True,57.58,"LINESTRING (-78.192947 36.445095, -78.192984 36.44524, -78.193078 36.445602)",,,
18896407,Center Street,residential,False,True,90.596,"LINESTRING (-78.1956814 36.449758, -78.195638 36.448944)",,,
18893614,West Darden Street,residential,False,False,103.357,"LINESTRING (-78.197655 36.442092, -78.1967067 36.4423231, -78.1965603 36.4423836)",,,
18893614,West Darden Street,residential,False,True,114.346,"LINESTRING (-78.197655 36.442092, -78.197776 36.442067, -78.197972 36.442027, -78.198894 36.441839)",,,
18895653,Rose Street,residential,False,False,136.611,"LINESTRING (-78.197655 36.442092, -78.197661 36.442213, -78.197663 36.442622, -78.197642 36.443115, -78.197653 36.44332)",,,
31488575,,trunk,False,False,94.978,"LINESTRING (-78.199114 36.445345, -78.198088 36.445565)",2,US 1;US 158,
18894963,Warren Place,residential,False,False,125.91000000000001,"LINESTRING (-78.199114 36.445345, -78.199145 36.445445, -78.199151 36.445494, -78.1991587 36.4462465, -78.199161 36.446474)",,,
31488575,,trunk,False,True,94.978,"LINESTRING (-78.198088 36.445565, -78.199114 36.445345)",2,US 1;US 158,
