osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
12397147,Cook Street,residential,False,False,247.103,"LINESTRING (-82.253448 34.735889, -82.2533827 34.7358945, -82.253175 34.735912, -82.252788 34.735968, -82.252093 34.73606, -82.25206 34.736057, -82.252034 34.73605, -82.251997 34.736015, -82.251931 34.735846, -82.251858 34.735687, -82.251736 34.735341, -82.251651 34.735058)",,,
12432949,Hedge Street,residential,False,False,245.998,"LINESTRING (-82.253448 34.735889, -82.253526 34.736125, -82.2535613 34.7362457, -82.2536821 34.7366595, -82.2537274 34.7368149, -82.2537374 34.7368493, -82.2539707 34.7376478, -82.254023 34.737827, -82.254104 34.738034)",2,25 mph,
12432949,Hedge Street,residential,False,True,124.01100000000001,"LINESTRING (-82.253448 34.735889, -82.2531166 34.7349374, -82.253069 34.7348182)",2,25 mph,
12438309,East Trade Street,residential,False,True,112.55300000000001,"LINESTRING (-82.253448 34.735889, -82.2535659 34.7358859, -82.2537291 34.7358567, -82.25448 34.735724, -82.2545861 34.735712, -82.254657 34.735704)",,,
12397147,Cook Street,residential,False,True,247.103,"LINESTRING (-82.251651 34.735058, -82.251736 34.735341, -82.251858 34.735687, -82.251931 34.735846, -82.251997 34.736015, -82.252034 34.73605, -82.25206 34.736057, -82.252093 34.73606, -82.252788 34.735968, -82.253175 34.735912, -82.2533827 34.7358945, -82.253448 34.735889)",,,
12439523,Moore Street,residential,False,False,91.57000000000001,"LINESTRING (-82.251651 34.735058, -82.2514674 34.7351177, -82.251439 34.735127, -82.2514029 34.7351648, -82.251332 34.735239, -82.251085 34.735512, -82.25097 34.735633)",,,
12439523,Moore Street,residential,False,True,132.369,"LINESTRING (-82.251651 34.735058, -82.2517137 34.7350506, -82.251787 34.735042, -82.2518618 34.73503, -82.2520639 34.7349977, -82.252256 34.7349669, -82.252518 34.734925, -82.252959 34.734846, -82.253069 34.7348182)",,,
12398286,Crisp Street,residential,False,False,46.149,"LINESTRING (-82.2549954 34.7336593, -82.2549405 34.7336588, -82.254853 34.733658, -82.254813 34.733661, -82.2547115 34.7336556, -82.2545902 34.7336602, -82.254491 34.733664)",,,
353106461,South Main Street,residential,False,False,115.46700000000001,"LINESTRING (-82.2549954 34.7336593, -82.2549927 34.7340787, -82.2550061 34.7345003, -82.2550122 34.7346975)",,,
12398286,Crisp Street,residential,False,False,160.213,"LINESTRING (-82.254491 34.733664, -82.2544166 34.7336782, -82.2542283 34.7337142, -82.2541534 34.733729, -82.2537119 34.7338164, -82.253532 34.733852, -82.2533342 34.7338943, -82.252915 34.733981, -82.2527881 34.7340066)",,,
12398286,Crisp Street,residential,False,True,46.14900000000001,"LINESTRING (-82.254491 34.733664, -82.2545902 34.7336602, -82.2547115 34.7336556, -82.254813 34.733661, -82.254853 34.733658, -82.2549405 34.7336588, -82.2549954 34.7336593)",,,
