osmid,oneway,highway,junction,reversed,length,geometry,lanes,name,maxspeed
1093154648,True,residential,,False,25.701999999999998,"LINESTRING (-122.0391103 47.6058268, -122.039142 47.6058016, -122.0391564 47.605714, -122.0392009 47.6056082)",,225th Place Southeast,
1093154644,True,tertiary,roundabout,False,3.715,"LINESTRING (-122.0390411 47.6055636, -122.0390733 47.605589)",,,
1093154650,True,tertiary,roundabout,False,4.271,"LINESTRING (-122.0407956 47.6055682, -122.0408217 47.605593, -122.0408282 47.6055997)",,,
1093154644,True,tertiary,roundabout,False,10.134,"LINESTRING (-122.0390733 47.605589, -122.0391121 47.6056045, -122.0391561 47.6056111, -122.0392009 47.6056082)",,,
1093154647,True,residential,,False,27.052,"LINESTRING (-122.0390733 47.605589, -122.0390759 47.6056264, -122.0390828 47.6057975, -122.0391103 47.6058268)",,225th Place Southeast,
1093154644,True,tertiary,roundabout,False,5.46,"LINESTRING (-122.0392009 47.6056082, -122.0392423 47.6055962, -122.0392631 47.6055838)",,,
1093154644,True,tertiary,roundabout,False,19.573,"LINESTRING (-122.0392867 47.6054622, -122.0392694 47.6054493, -122.0392533 47.6054375, -122.0392096 47.6054218, -122.0391605 47.6054171, -122.039112 47.6054239, -122.0390598 47.6054475)",,,
1093154649,True,tertiary,,False,116.61799999999998,"LINESTRING (-122.0408275 47.6054566, -122.0407335 47.6054613, -122.0405213 47.6054773, -122.0402732 47.6054824, -122.0401786 47.6054843, -122.0395033 47.6055067, -122.0393945 47.6054958, -122.0392867 47.6054622)",,Southeast 4th Street,25 mph
1093154650,True,tertiary,roundabout,False,13.5,"LINESTRING (-122.0408275 47.6054566, -122.0407994 47.6054803, -122.0407839 47.6055088, -122.0407826 47.6055392, -122.0407956 47.6055682)",,,
1093154650,True,tertiary,roundabout,False,13.758,"LINESTRING (-122.0410287 47.6055874, -122.0410526 47.6055599, -122.0410615 47.6055286, -122.0410545 47.605497, -122.0410343 47.6054725)",,,
1093154658,True,tertiary,,False,145.979,"LINESTRING (-122.0410287 47.6055874, -122.041115 47.6055704, -122.0412279 47.6055621, -122.0416092 47.6055632, -122.0419441 47.6055621, -122.0428491 47.6055543, -122.0429104 47.60556, -122.0429688 47.6055707)",,Southeast 4th Street,25 mph
1093154650,True,tertiary,roundabout,False,11.42,"LINESTRING (-122.0408282 47.6055997, -122.0408581 47.6056109, -122.0409011 47.6056201, -122.0409484 47.6056194, -122.0409724 47.6056132)",,,
"[1093154653, 1093154654]",True,residential,,False,56.982,"LINESTRING (-122.0408282 47.6055997, -122.0408591 47.6057511, -122.0408694 47.6058162, -122.0408997 47.6058557, -122.0409251 47.6058161, -122.0409278 47.6057506, -122.0409486 47.6056638, -122.0409724 47.6056132)",,224th Avenue Southeast,
1093154650,True,tertiary,roundabout,False,5.167,"LINESTRING (-122.0409724 47.6056132, -122.0409926 47.605608, -122.0410287 47.6055874)",,,
6516147,False,residential,,True,322.36800000000005,"LINESTRING (-122.0430766 47.6052567, -122.0431034 47.605068, -122.0431112 47.6036366, -122.0431422 47.6034978, -122.0431839 47.6034044, -122.0432454 47.6033069, -122.0433322 47.6032283, -122.043458 47.6031393, -122.0436533 47.6030626, -122.0438021 47.6030295, -122.0440417 47.6030135, -122.0441087 47.603009, -122.0444757 47.6030017)",,222nd Place Southeast,
1093154664,True,residential,,False,23.720000000000002,"LINESTRING (-122.0430766 47.6052567, -122.0430487 47.6052758, -122.0430366 47.6053136, -122.04303 47.6053927, -122.0430247 47.6054247, -122.0430061 47.6054589)",,222nd Place Southeast,
1093154657,True,tertiary,,False,145.36499999999998,"LINESTRING (-122.0429647 47.6054837, -122.0428979 47.6054891, -122.0428055 47.6054976, -122.0412401 47.6055084, -122.0411594 47.6054984, -122.0410343 47.6054725)",,Southeast 4th Street,25 mph
1093154661,True,tertiary,roundabout,False,10.079,"LINESTRING (-122.0429647 47.6054837, -122.042958 47.6054973, -122.0429498 47.6055222, -122.0429535 47.6055475, -122.0429688 47.6055707)",,,
1093154661,True,tertiary,roundabout,False,4.087,"LINESTRING (-122.0429688 47.6055707, -122.0429944 47.6055896, -122.0430088 47.6055951)",,,
"[1093154666, 1093154659]",True,tertiary,,False,219.715,"LINESTRING (-122.0431633 47.6055745, -122.0432033 47.605572, -122.0434068 47.6055622, -122.0435846 47.6055612, -122.0437203 47.6055613, -122.0440169 47.6055613, -122.0444199 47.6055645, -122.0445546 47.605568, -122.0449742 47.6055703, -122.0449953 47.6055704, -122.0455251 47.6055726, -122.0456925 47.6055728, -122.0459671 47.6055732, -122.0460812 47.6055371)",,Southeast 4th Street,25 mph
1093154661,True,tertiary,roundabout,False,10.239,"LINESTRING (-122.0431633 47.6055745, -122.0431794 47.6055542, -122.0431863 47.6055317, -122.0431833 47.6055087, -122.0431708 47.6054873)",,,
1093154661,True,tertiary,roundabout,False,2.834,"LINESTRING (-122.0431708 47.6054873, -122.043147 47.6054675)",,,
1093154661,True,tertiary,roundabout,False,11.313,"LINESTRING (-122.043147 47.6054675, -122.0431152 47.6054538, -122.0430787 47.6054475, -122.043041 47.6054493, -122.0430061 47.6054589)",,,
1093154665,True,residential,,False,24.751,"LINESTRING (-122.043147 47.6054675, -122.0431225 47.6054221, -122.0431159 47.6053893, -122.0431095 47.6053213, -122.0431063 47.6052764, -122.0430766 47.6052567)",,222nd Place Southeast,
1093154661,True,tertiary,roundabout,False,4.152,"LINESTRING (-122.0430061 47.6054589, -122.0429647 47.6054837)",,,
1093154661,True,tertiary,roundabout,False,8.699,"LINESTRING (-122.0430088 47.6055951, -122.0430274 47.6056021, -122.0430646 47.6056069, -122.0431021 47.6056035, -122.0431192 47.6055979)",,,
1093154662,True,residential,,False,27.858999999999998,"LINESTRING (-122.0430088 47.6055951, -122.0430161 47.6056165, -122.0430327 47.6056837, -122.0430419 47.6057349, -122.0430573 47.6058031, -122.043088 47.6058372)",,222nd Place Southeast,
1093154661,True,tertiary,roundabout,False,4.254,"LINESTRING (-122.0431192 47.6055979, -122.0431362 47.6055923, -122.0431633 47.6055745)",,,
6461488,False,tertiary,,True,13.633,"LINESTRING (-122.0460812 47.6055371, -122.0461376 47.6055385, -122.0461901 47.6055385, -122.046263 47.6055391)",2,Southeast 4th Street,25 mph
"[1093154667, 1093154660]",True,tertiary,,False,219.341,"LINESTRING (-122.0460812 47.6055371, -122.0459711 47.6055001, -122.0456956 47.6055008, -122.0455283 47.6055005, -122.044994 47.6055027, -122.044551 47.6055039, -122.0444148 47.6055046, -122.0437189 47.605506, -122.0436086 47.6055063, -122.0435472 47.6055075, -122.0434511 47.6055053, -122.0432907 47.6055028, -122.0431708 47.6054873)",,Southeast 4th Street,25 mph
