osmid,oneway,highway,junction,reversed,length,geometry,lanes,name,maxspeed
1093154650,True,tertiary,roundabout,False,17.618,"LINESTRING (-122.0410343 47.6054725, -122.0409975 47.6054473, -122.040954 47.6054348, -122.040909 47.6054325, -122.0408654 47.6054401, -122.0408275 47.6054566)",,,
"[428230984, 428230960]",True,secondary,,False,418.17,"LINESTRING (-122.035546 47.6055065, -122.0355472 47.6054035, -122.0355733 47.6031327, -122.0355931 47.6024391, -122.0355925 47.60229, -122.0355905 47.601746)","['3', '2']",228th Avenue Southeast,40 mph
"[1123772728, 1093154642]",False,tertiary,,False,198.952,"LINESTRING (-122.035546 47.6055065, -122.035734 47.6055032, -122.0359786 47.6054978, -122.0366511 47.6054926, -122.037818 47.605506, -122.0381316 47.6055046, -122.0381993 47.6055053)",,Southeast 4th Street,25 mph
6516147,False,residential,,False,322.36799999999994,"LINESTRING (-122.0444757 47.6030017, -122.0441087 47.603009, -122.0440417 47.6030135, -122.0438021 47.6030295, -122.0436533 47.6030626, -122.043458 47.6031393, -122.0433322 47.6032283, -122.0432454 47.6033069, -122.0431839 47.6034044, -122.0431422 47.6034978, -122.0431112 47.6036366, -122.0431034 47.605068, -122.0430766 47.6052567)",,222nd Place Southeast,
1093154663,True,residential,,False,26.806,"LINESTRING (-122.043088 47.6058372, -122.0431008 47.6058014, -122.043098 47.6057583, -122.0431075 47.6056797, -122.0431123 47.6056298, -122.0431192 47.6055979)",,222nd Place Southeast,
94236211,False,residential,,True,135.184,"LINESTRING (-122.0355483 47.5975305, -122.0356771 47.5975224, -122.0357754 47.5975162, -122.0359436 47.5974971, -122.0361412 47.5974624, -122.0363707 47.5974149, -122.0366054 47.5973784, -122.0367865 47.5973631, -122.0373228 47.5973517)",,Southeast 13th Way,
990280560,True,secondary_link,,False,50.382,"LINESTRING (-122.0355483 47.5975305, -122.0354959 47.5975842, -122.0354777 47.5976376, -122.0354833 47.5978496, -122.0354621 47.5979009, -122.0354166 47.5979624)",,228th Avenue Southeast,
94236211,False,residential,,False,135.184,"LINESTRING (-122.0373228 47.5973517, -122.0367865 47.5973631, -122.0366054 47.5973784, -122.0363707 47.5974149, -122.0361412 47.5974624, -122.0359436 47.5974971, -122.0357754 47.5975162, -122.0356771 47.5975224, -122.0355483 47.5975305)",,Southeast 13th Way,
245120241,False,residential,,True,77.555,"LINESTRING (-122.0373228 47.5973517, -122.037341 47.5976665, -122.0373655 47.5977626, -122.0373847 47.5978074, -122.0374058 47.5978536, -122.0374551 47.5979308, -122.0375402 47.5980198)",,227th Avenue Southeast,
94236335,False,residential,,False,66.349,"LINESTRING (-122.0388637 47.597459, -122.0389998 47.5975946, -122.0390408 47.5976733, -122.0390624 47.5977472, -122.0390674 47.5980214)",,226th Court Southeast,
94236335,False,residential,,True,66.349,"LINESTRING (-122.0390674 47.5980214, -122.0390624 47.5977472, -122.0390408 47.5976733, -122.0389998 47.5975946, -122.0388637 47.597459)",,226th Court Southeast,
94236385,False,residential,,False,51.31699999999999,"LINESTRING (-122.0390674 47.5980214, -122.0396104 47.598027, -122.0396784 47.5980325, -122.0397469 47.5980492)",,Southeast 13th Street,
94236385,False,residential,,True,106.99000000000001,"LINESTRING (-122.0390674 47.5980214, -122.0385886 47.5980236, -122.0383959 47.5980367, -122.0378996 47.598098, -122.0377684 47.5981248, -122.0376662 47.5981569)",,Southeast 13th Street,
245120241,False,residential,,False,17.935,"LINESTRING (-122.0376662 47.5981569, -122.0375402 47.5980198)",,227th Avenue Southeast,
94236385,False,residential,,False,106.99000000000001,"LINESTRING (-122.0376662 47.5981569, -122.0377684 47.5981248, -122.0378996 47.598098, -122.0383959 47.5980367, -122.0385886 47.5980236, -122.0390674 47.5980214)",,Southeast 13th Street,
"[6442944, 245120241, 245120242]",False,residential,,True,221.52400000000003,"LINESTRING (-122.0376662 47.5981569, -122.0377122 47.5982597, -122.0377291 47.5983203, -122.0377405 47.5985998, -122.0377612 47.5986409, -122.0378124 47.5986791, -122.0378753 47.5987026, -122.0379391 47.5987078, -122.0396559 47.5987104, -122.0397318 47.5986986, -122.0397891 47.5986721, -122.0398242 47.5986452, -122.0398463 47.5986037, -122.0398501 47.598584)",,"['227th Avenue Southeast', 'Southeast 12th Place', '225th Place Southeast']",
410674442,False,tertiary,,False,9.429,"LINESTRING (-122.0355905 47.601746, -122.0354648 47.6017485)",,Southeast 8th Street,30 mph
"[428230971, 389223484, 428230990]",True,secondary,,False,468.826,"LINESTRING (-122.0355905 47.601746, -122.0355898 47.6016684, -122.0355876 47.600952, -122.0355646 47.600176, -122.03555 47.5998559, -122.0355494 47.5998436, -122.035545 47.599707, -122.0355408 47.5995756, -122.0355373 47.5992617, -122.0355375 47.5991807, -122.0355685 47.5981193, -122.0355552 47.5977429, -122.0355483 47.5975305)","['3', '2']",228th Avenue Southeast,40 mph
6461488,False,tertiary,,False,55.783,"LINESTRING (-122.047007 47.6055451, -122.046263 47.6055391)",2,Southeast 4th Street,25 mph
"[6442944, 94236385]",False,residential,,False,62.41,"LINESTRING (-122.0397469 47.5980492, -122.0397954 47.5980743, -122.0398269 47.5981059, -122.0398514 47.5981438, -122.0398568 47.5981732, -122.0398545 47.5985609, -122.0398501 47.598584)",,"['225th Place Southeast', 'Southeast 13th Street']",
94236385,False,residential,,True,51.317,"LINESTRING (-122.0397469 47.5980492, -122.0396784 47.5980325, -122.0396104 47.598027, -122.0390674 47.5980214)",,Southeast 13th Street,
784092832,False,residential,,False,36.322,"LINESTRING (-122.0397469 47.5980492, -122.039817 47.5980061, -122.0398754 47.5978227, -122.0398754 47.5977476)",,225th Place Southeast,
"[428230962, 428230979, 428230957]",True,secondary,,False,48.156,"LINESTRING (-122.0354045 47.5975294, -122.035407 47.5976193, -122.0354135 47.5978506, -122.0354166 47.5979624)","['3', '2']",228th Avenue Southeast,40 mph
"[389223489, 389223486]",True,secondary_link,,False,106.05799999999999,"LINESTRING (-122.03542 47.5988303, -122.0353491 47.598982, -122.0352916 47.5990482, -122.0352689 47.599068, -122.0352423 47.5990851, -122.0352039 47.5991072, -122.0351593 47.599126, -122.035077 47.5991503, -122.0349492 47.5991882, -122.0351568 47.5992611, -122.0352013 47.5992798, -122.0352497 47.5993083, -122.03529 47.5993431, -122.0354211 47.5994804)",,,
"[428230976, 410674440]",True,secondary,,False,72.29,"LINESTRING (-122.03542 47.5988303, -122.0354174 47.5991804, -122.035417 47.5992548, -122.0354211 47.5994804)","['3', '2']",228th Avenue Southeast,40 mph
"[410674440, 1077971017]",True,secondary,,False,207.35,"LINESTRING (-122.0354211 47.5994804, -122.0354392 47.6004887, -122.0354585 47.6010112, -122.0354712 47.6013448)","['3', '2']",228th Avenue Southeast,40 mph
428230969,True,secondary,,False,44.893,"LINESTRING (-122.0354712 47.6013448, -122.0354647 47.6016719, -122.0354648 47.6017485)",3,228th Avenue Southeast,40 mph
410674442,False,tertiary,,True,9.429,"LINESTRING (-122.0354648 47.6017485, -122.0355905 47.601746)",,Southeast 8th Street,30 mph
428230981,True,secondary,,False,44.456,"LINESTRING (-122.0354648 47.6017485, -122.0354657 47.6021483)",2,228th Avenue Southeast,40 mph
428230981,True,secondary,,False,110.283,"LINESTRING (-122.0354657 47.6021483, -122.0354452 47.60314)",2,228th Avenue Southeast,40 mph
428230981,True,secondary,,False,77.393,"LINESTRING (-122.0354452 47.60314, -122.0354395 47.603836)",2,228th Avenue Southeast,40 mph
"[6442944, 245120241, 245120242]",False,residential,,False,221.524,"LINESTRING (-122.0398501 47.598584, -122.0398463 47.5986037, -122.0398242 47.5986452, -122.0397891 47.5986721, -122.0397318 47.5986986, -122.0396559 47.5987104, -122.0379391 47.5987078, -122.0378753 47.5987026, -122.0378124 47.5986791, -122.0377612 47.5986409, -122.0377405 47.5985998, -122.0377291 47.5983203, -122.0377122 47.5982597, -122.0376662 47.5981569)",,"['Southeast 12th Place', '227th Avenue Southeast', '225th Place Southeast']",
"[6442944, 94236385]",False,residential,,True,62.41,"LINESTRING (-122.0398501 47.598584, -122.0398545 47.5985609, -122.0398568 47.5981732, -122.0398514 47.5981438, -122.0398269 47.5981059, -122.0397954 47.5980743, -122.0397469 47.5980492)",,"['Southeast 13th Street', '225th Place Southeast']",
464948881,False,unclassified,,False,68.72200000000001,"LINESTRING (-122.0398501 47.598584, -122.0403239 47.598586, -122.0404258 47.5986231, -122.0404808 47.5986421, -122.0405948 47.5986674, -122.040678 47.5986683, -122.040737 47.5986557)",,,
464948881,False,unclassified,,True,68.72200000000001,"LINESTRING (-122.040737 47.5986557, -122.040678 47.5986683, -122.0405948 47.5986674, -122.0404808 47.5986421, -122.0404258 47.5986231, -122.0403239 47.598586, -122.0398501 47.598584)",,,
428230981,True,secondary,,False,43.511,"LINESTRING (-122.0354332 47.6046148, -122.03543 47.6050061)",2,228th Avenue Southeast,40 mph
428230981,True,secondary,,False,86.6,"LINESTRING (-122.0354395 47.603836, -122.0354337 47.6045548, -122.0354332 47.6046148)",2,228th Avenue Southeast,40 mph
1093154643,True,tertiary,,False,115.73200000000001,"LINESTRING (-122.0392631 47.6055838, -122.0393807 47.6055591, -122.0399144 47.6055509, -122.0399381 47.6055509, -122.0402848 47.605544, -122.0405126 47.6055368, -122.0406471 47.6055425, -122.0407956 47.6055682)",,Southeast 4th Street,25 mph
1093154644,True,tertiary,roundabout,False,14.803,"LINESTRING (-122.0392631 47.6055838, -122.039276 47.6055761, -122.0392814 47.60557, -122.039299 47.6055499, -122.0393088 47.6055203, -122.0393046 47.60549, -122.0392867 47.6054622)",,,
6461488,False,tertiary,,True,55.783,"LINESTRING (-122.046263 47.6055391, -122.047007 47.6055451)",2,Southeast 4th Street,25 mph
6461488,False,tertiary,,False,13.633000000000001,"LINESTRING (-122.046263 47.6055391, -122.0461901 47.6055385, -122.0461376 47.6055385, -122.0460812 47.6055371)",2,Southeast 4th Street,25 mph
245120241,False,residential,,True,17.935,"LINESTRING (-122.0375402 47.5980198, -122.0376662 47.5981569)",,227th Avenue Southeast,
245120241,False,residential,,False,77.555,"LINESTRING (-122.0375402 47.5980198, -122.0374551 47.5979308, -122.0374058 47.5978536, -122.0373847 47.5978074, -122.0373655 47.5977626, -122.037341 47.5976665, -122.0373228 47.5973517)",,227th Avenue Southeast,
735461718,False,residential,,False,102.539,"LINESTRING (-122.0375402 47.5980198, -122.0373347 47.5980975, -122.0371107 47.5981175, -122.0369096 47.5981114, -122.0367724 47.5980497, -122.0367519 47.597686)",,,
735461718,False,residential,,True,102.53899999999999,"LINESTRING (-122.0367519 47.597686, -122.0367724 47.5980497, -122.0369096 47.5981114, -122.0371107 47.5981175, -122.0373347 47.5980975, -122.0375402 47.5980198)",,,
784092832,False,residential,,True,36.322,"LINESTRING (-122.0398754 47.5977476, -122.0398754 47.5978227, -122.039817 47.5980061, -122.0397469 47.5980492)",,225th Place Southeast,
"[428230976, 428230979]",True,secondary,,False,96.51400000000001,"LINESTRING (-122.0354166 47.5979624, -122.0354257 47.5982842, -122.0354216 47.5986756, -122.03542 47.5988303)","['3', '2']",228th Avenue Southeast,40 mph
1093154656,True,tertiary,,False,65.326,"LINESTRING (-122.0381993 47.6055053, -122.038288 47.6055451, -122.0385162 47.6055483, -122.0387853 47.6055214, -122.0388601 47.6055264, -122.0389736 47.6055474, -122.0390411 47.6055636)",,Southeast 4th Street,25 mph
"[1123772728, 1093154642]",False,tertiary,,True,198.952,"LINESTRING (-122.0381993 47.6055053, -122.0381316 47.6055046, -122.037818 47.605506, -122.0366511 47.6054926, -122.0359786 47.6054978, -122.035734 47.6055032, -122.035546 47.6055065)",,Southeast 4th Street,25 mph
1093154641,True,tertiary,,False,65.17399999999999,"LINESTRING (-122.0390598 47.6054475, -122.0390258 47.6054549, -122.0388128 47.6054725, -122.0384199 47.6054842, -122.038289 47.6054846, -122.0381993 47.6055053)",,Southeast 4th Street,25 mph
1093154644,True,tertiary,roundabout,False,13.849,"LINESTRING (-122.0390598 47.6054475, -122.0390389 47.6054674, -122.0390228 47.605499, -122.0390236 47.6055324, -122.0390411 47.6055636)",,,
