osmid,name,highway,oneway,reversed,length,geometry,access,lanes,ref,maxspeed
16247840,Forest Lawn Cemetery,residential,False,False,137.88400000000001,"LINESTRING (-84.595827 39.017701, -84.59588 39.01771, -84.596264 39.017896, -84.596543 39.017986, -84.59672 39.018001, -84.596933 39.017998, -84.597013 39.018006, -84.597099 39.018025, -84.597155 39.018047, -84.597204 39.018076, -84.597273 39.018134)",,,,
945025101,,residential,False,True,51.031,"LINESTRING (-84.600791 39.016966, -84.6003258 39.0172488)",destination,,,
16250577,Commonwealth Avenue,primary,False,True,40.446,"LINESTRING (-84.600791 39.016966, -84.6005875 39.0167815, -84.600474 39.016699)",,4,KY 236,
"[945025100, 760892710]",Commonwealth Avenue,primary,False,False,120.711,"LINESTRING (-84.600791 39.016966, -84.6009782 39.0171373, -84.6010082 39.0171648, -84.60104 39.0171939, -84.601134 39.0172799, -84.6012031 39.0173428, -84.6012649 39.017398, -84.601376 39.0174973, -84.6014536 39.0175666, -84.6016492 39.0177415, -84.601699 39.017791)",,"['4', '2']",KY 236,
601665900,Center Street,residential,False,False,61.489,"LINESTRING (-84.599644 39.020625, -84.599181 39.020205)",,,,
16245451,Locust Street,residential,False,False,159.951,"LINESTRING (-84.598895 39.018503, -84.598975 39.018548, -84.600117 39.019581)",,,,
16249865,Crescent Avenue,residential,False,False,137.006,"LINESTRING (-84.598895 39.018503, -84.5990457 39.0183126, -84.5990679 39.0182845, -84.5991115 39.0182333, -84.599183 39.018139, -84.599213 39.018073, -84.59925 39.01795, -84.5992562 39.0178946, -84.599278 39.017698, -84.599295 39.017505, -84.5992939 39.0173429)",,,,
16249865,Crescent Avenue,residential,False,True,110.914,"LINESTRING (-84.598895 39.018503, -84.5982564 39.0193041, -84.598219 39.019351)",,,,
16248753,Queen Street,residential,False,True,106.55,"LINESTRING (-84.600117 39.019581, -84.599181 39.020205)",,,,
697761557,Queen Street,residential,False,False,107.851,"LINESTRING (-84.600117 39.019581, -84.601064 39.018949)",,,,
16245451,Locust Street,residential,False,True,159.951,"LINESTRING (-84.600117 39.019581, -84.598975 39.018548, -84.598895 39.018503)",,,,
697761556,Locust Street,residential,True,False,234.961,"LINESTRING (-84.600117 39.019581, -84.6007583 39.0201663, -84.6012265 39.0205936, -84.60188 39.02119)",,,,
16249171,Cowie Avenue,residential,False,False,109.557,"LINESTRING (-84.60188 39.02119, -84.602842 39.020548)",,,,
442133132,Erlanger Road,residential,False,False,11.213,"LINESTRING (-84.599207 39.017268, -84.5992939 39.0173429)",,,,
"[442133129, 760915701, 760915702, 760892719]",Dixie Highway,primary,False,False,126.78,"LINESTRING (-84.599207 39.017268, -84.599384 39.01719, -84.599627 39.017076, -84.5997555 39.0170113, -84.599774 39.017002, -84.5999763 39.0168942, -84.6000775 39.0168392, -84.600146 39.016808, -84.6003444 39.0167424, -84.600474 39.016699)",,"['4', '5', '6']",US 25;US 42;US 127,35 mph
"[737540100, 737540101, 737540103]",Dixie Highway,primary,False,True,110.22299999999998,"LINESTRING (-84.599207 39.017268, -84.5989346 39.0173934, -84.5987364 39.0174847, -84.598601 39.017547, -84.598519 39.017586, -84.5983816 39.0176456, -84.598104 39.017766)",,"['4', '5']",US 25;US 42;US 127,35 mph
442133132,Erlanger Road,residential,False,True,11.213,"LINESTRING (-84.5992939 39.0173429, -84.599207 39.017268)",,,,
16245587,Erlanger Road,residential,False,False,172.553,"LINESTRING (-84.5992939 39.0173429, -84.599444 39.017468, -84.5996327 39.0176409, -84.59973 39.01773, -84.599778 39.0177735, -84.5998115 39.0178039, -84.5999457 39.0179256, -84.6000415 39.0180126, -84.6002802 39.0182292, -84.600302 39.018249, -84.600592 39.018522)",,,,
16249865,Crescent Avenue,residential,False,True,137.00599999999997,"LINESTRING (-84.5992939 39.0173429, -84.599295 39.017505, -84.599278 39.017698, -84.5992562 39.0178946, -84.59925 39.01795, -84.599213 39.018073, -84.599183 39.018139, -84.5991115 39.0182333, -84.5990679 39.0182845, -84.5990457 39.0183126, -84.598895 39.018503)",,,,
16245587,Erlanger Road,residential,False,False,62.587,"LINESTRING (-84.600592 39.018522, -84.601064 39.018949)",,,,
16245587,Erlanger Road,residential,False,True,172.55299999999997,"LINESTRING (-84.600592 39.018522, -84.600302 39.018249, -84.6002802 39.0182292, -84.6000415 39.0180126, -84.5999457 39.0179256, -84.5998115 39.0178039, -84.599778 39.0177735, -84.59973 39.01773, -84.5996327 39.0176409, -84.599444 39.017468, -84.5992939 39.0173429)",,,,
16247246,Home Street,residential,False,False,125.51299999999999,"LINESTRING (-84.600592 39.018522, -84.6010634 39.0182107, -84.6010879 39.0181945, -84.6016173 39.017845, -84.601699 39.017791)",,,,
16245587,Erlanger Road,residential,False,True,62.587,"LINESTRING (-84.601064 39.018949, -84.600592 39.018522)",,,,
697761557,Queen Street,residential,False,True,107.851,"LINESTRING (-84.601064 39.018949, -84.600117 39.019581)",,,,
16245587,Erlanger Road,residential,False,False,113.042,"LINESTRING (-84.601064 39.018949, -84.601082 39.0189654, -84.6012533 39.0191211, -84.601492 39.019338, -84.601577 39.019398, -84.601926 39.019713)",,,,
