osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,width,access,bridge
512352813,2,A167,St Cuthberts Way,primary,30 mph,,True,False,38.154999999999994,"LINESTRING (-1.5507433 54.5265633, -1.5506977 54.5266333, -1.5506346 54.5267018, -1.5505904 54.5267633, -1.5505734 54.5268173, -1.5505825 54.5268862)",,,
23131017,,,Victoria Road,residential,20 mph,,True,False,34.128,"LINESTRING (-1.5526445 54.5218508, -1.5526167 54.5217883, -1.552591 54.5217423, -1.5525585 54.5217141, -1.5525138 54.5216752, -1.5523612 54.5216045)",,,
1179917272,2,A167,Feethams Roundabout,primary,30 mph,roundabout,True,False,25.570999999999998,"LINESTRING (-1.5526445 54.5218508, -1.5527034 54.5218061, -1.5527818 54.5217665, -1.5528778 54.5217303, -1.5529516 54.5217111)",,,
"[1183363299, 1183363316]",2,A167,Northgate Roundabout,primary,30 mph,roundabout,True,False,37.014,"LINESTRING (-1.5531133 54.5279104, -1.5533659 54.5278544, -1.5534709 54.5278379, -1.5535434 54.5278388, -1.5536613 54.5278568)",,,
1183363300,2,A167,Northgate Roundabout,primary,30 mph,roundabout,True,False,21.343,"LINESTRING (-1.5530585 54.5283022, -1.5529678 54.5282453, -1.5529118 54.5281936, -1.5528806 54.5281434)",,,
"[38705932, 38705933, 23156046]",2,A68,St Augustines Way,primary,30 mph,,True,False,319.50100000000003,"LINESTRING (-1.5538452 54.5280265, -1.5539596 54.5280856, -1.5540928 54.5281167, -1.5542679 54.5281397, -1.5545628 54.5281379, -1.5548859 54.5281, -1.5551823 54.5280459, -1.5553943 54.5279917, -1.5556105 54.5279201, -1.5557382 54.5278661, -1.5560223 54.5277317, -1.556406 54.527495, -1.5569213 54.527145, -1.5574756 54.5267718, -1.5575416 54.5267057, -1.5576253 54.5265998)",,,yes
1183363299,2,A167,Northgate Roundabout,primary,30 mph,roundabout,True,False,28.287999999999997,"LINESTRING (-1.5538452 54.5280265, -1.5538324 54.5281225, -1.5537647 54.5281883, -1.5536629 54.5282444)",,,
38294682,1,A167,Northgate,primary,30 mph,,True,False,25.942,"LINESTRING (-1.5533304 54.5283263, -1.5532296 54.528412, -1.5532093 54.528438, -1.5531375 54.52853)",,,
1183363304,2,A167,Northgate Roundabout,primary,30 mph,roundabout,True,False,18.083,"LINESTRING (-1.5533304 54.5283263, -1.553191 54.5283297, -1.5530585 54.5283022)",,,
28293434,1,A167,Grange Road,primary,,,True,False,64.918,"LINESTRING (-1.5590326 54.5219748, -1.5591145 54.5218999, -1.5592897 54.5217401, -1.5593166 54.5217159, -1.5595947 54.5214909)",4,,
1179917249,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,43.646,"LINESTRING (-1.5590326 54.5219748, -1.5591039 54.5219392, -1.559176 54.5219158, -1.5592863 54.5218971, -1.5593933 54.5218951, -1.5595111 54.5219111, -1.5596499 54.5219533)",,,
28293450,2,B6280,Grange Road,secondary,,,False,False,58.978,"LINESTRING (-1.5608782 54.5224069, -1.5611553 54.5224658, -1.5615109 54.5225413, -1.5617448 54.5225729)",,,
28293451,2,B6280,Grange Road,secondary,,,True,False,51.063,"LINESTRING (-1.5608782 54.5224069, -1.5604081 54.5223142, -1.5603684 54.5223129, -1.5603147 54.5223175, -1.5602634 54.5223254, -1.5602048 54.5223401, -1.5601386 54.5223699)",,,
23155897,,,Crown Street,unclassified,,,False,False,96.953,"LINESTRING (-1.552289 54.5249528, -1.5523779 54.5251807, -1.5526304 54.5258019)",,,
"[38703307, 23130199]",3,,Stonebridge,"['residential', 'unclassified']","['20 mph', '30 mph']",,False,False,82.214,"LINESTRING (-1.552289 54.5249528, -1.5520908 54.5249371, -1.5515492 54.5249492, -1.5512907 54.5249636, -1.5510206 54.5249836)",,,yes
"[224358539, 827466438]",,,Tubwell Row,unclassified,20 mph,,False,True,92.133,"LINESTRING (-1.552289 54.5249528, -1.552618 54.5249274, -1.552879 54.5249146, -1.5530739 54.5249051, -1.5531186 54.524903, -1.5533664 54.5248913, -1.5535305 54.5248823, -1.5537097 54.5248725)",,,
"[38703307, 23130199]",3,,Stonebridge,"['unclassified', 'residential']","['20 mph', '30 mph']",,False,True,82.21400000000001,"LINESTRING (-1.5510206 54.5249836, -1.5512907 54.5249636, -1.5515492 54.5249492, -1.5520908 54.5249371, -1.552289 54.5249528)",,,yes
"[827466432, 312786024]",1,,,unclassified,30 mph,,True,False,31.813,"LINESTRING (-1.5510206 54.5249836, -1.5509056 54.5249912, -1.5507283 54.525003, -1.5506658 54.5250072, -1.5505306 54.525015)",,no,yes
"[827466433, 827467354, 114310727]","['1', '2']",,Stonebridge,unclassified,30 mph,,True,False,45.114000000000004,"LINESTRING (-1.5510206 54.5249836, -1.5509136 54.52503, -1.550807 54.5250668, -1.5507835 54.525075, -1.5507365 54.5250969, -1.5507024 54.5251156, -1.5506769 54.5251343, -1.5506259 54.5252048, -1.5505783 54.5252775)",,,yes
32935937,,,East Street,unclassified,,,True,False,76.61,"LINESTRING (-1.5529572 54.5266037, -1.5524081 54.5265927, -1.5517705 54.5265839)",,,
62267191,,,Quebec Street,residential,,,False,False,51.199000000000005,"LINESTRING (-1.5529572 54.5266037, -1.5529327 54.5267497, -1.5529128 54.5269984, -1.5529713 54.5270241, -1.5529711 54.5270463)",,,
791119429,2,,Crown Street,unclassified,,,False,True,92.106,"LINESTRING (-1.5529572 54.5266037, -1.5529722 54.5265508, -1.5526304 54.5258019)",,,
23157903,2,A68,St Augustines Way,primary,30 mph,,True,False,60.063,"LINESTRING (-1.5578013 54.5266835, -1.5576715 54.5267676, -1.5575105 54.5268597, -1.5571836 54.527087)",,,
44741708,2,A68,Bondgate roundabout,primary,30 mph,roundabout,True,False,16.101,"LINESTRING (-1.5578013 54.5266835, -1.5577516 54.526681, -1.5577053 54.5266701, -1.5576667 54.5266518, -1.5576392 54.5266276, -1.5576253 54.5265998)",,,
44741708,2,A68,Bondgate roundabout,primary,30 mph,roundabout,True,False,3.342,"LINESTRING (-1.5579416 54.5265464, -1.5579558 54.5265753)",,,
44741708,2,A68,Bondgate roundabout,primary,30 mph,roundabout,True,False,14.597999999999999,"LINESTRING (-1.5577533 54.5264927, -1.5577984 54.5264904, -1.5578428 54.5264952, -1.5578835 54.5265068, -1.5579172 54.5265243, -1.5579416 54.5265464)",,,
44741708,2,A68,Bondgate roundabout,primary,30 mph,roundabout,True,False,3.568,"LINESTRING (-1.5578551 54.5266761, -1.5578013 54.5266835)",,,
575331023,2,,Commercial Street,unclassified,,,True,False,21.656,"LINESTRING (-1.5536613 54.5278568, -1.5538131 54.5278233, -1.5539829 54.5278035)",,,
1183363299,2,A167,Northgate Roundabout,primary,30 mph,roundabout,True,False,15.052,"LINESTRING (-1.5536613 54.5278568, -1.5537419 54.5278915, -1.5538252 54.5279516)",,,
1179917270,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,30.625,"LINESTRING (-1.5596823 54.5225455, -1.559558 54.5225139, -1.5592555 54.5224253)",,,
29187406,2,,West Street,tertiary,,,True,False,23.909,"LINESTRING (-1.5600128 54.5224718, -1.5599547 54.5225352, -1.5599116 54.5226023, -1.5598857 54.5226723)",,,
1179917265,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,23.624000000000002,"LINESTRING (-1.5600128 54.5224718, -1.5599322 54.5225108, -1.5598591 54.5225319, -1.5597656 54.522545, -1.5596823 54.5225455)",,,
23129935,1,B6280,Grange Road,secondary,,,True,False,66.451,"LINESTRING (-1.5600055 54.5220917, -1.5601793 54.5221385, -1.5603537 54.5222073, -1.5608782 54.5224069)",,,
1179917256,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,34.853,"LINESTRING (-1.5600055 54.5220917, -1.5600854 54.5221336, -1.5601305 54.5221728, -1.5601609 54.5222176, -1.5601737 54.5222631, -1.5601677 54.5223174, -1.5601386 54.5223699)",,,
23120863,2,A167,Victoria Road,primary,,,True,False,45.144,"LINESTRING (-1.5592555 54.5224253, -1.5585614 54.5223749)",,,
1179917267,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,46.463,"LINESTRING (-1.5592555 54.5224253, -1.5591164 54.5223775, -1.5590361 54.5223393, -1.5589661 54.5222965, -1.558918 54.5222457, -1.558894 54.5221915, -1.5588934 54.5221362, -1.5589094 54.5221019)",,,
1179917260,2,A167,Grange Road Roundabout,primary,,roundabout,True,False,13.939,"LINESTRING (-1.5601386 54.5223699, -1.5600128 54.5224718)",,,
787044167,2,,Freeman's Place Roundabout,primary,30 mph,roundabout,True,False,3.544,"LINESTRING (-1.5504892 54.5267312, -1.5504832 54.526742, -1.5504722 54.5267615)",,,
28292724,1,B6279,Freemans Place,secondary,30 mph,,True,False,78.25800000000001,"LINESTRING (-1.5501268 54.5268057, -1.5499263 54.5268063, -1.5496979 54.5268268, -1.5495091 54.5268603, -1.5493284 54.526908, -1.5491997 54.5269765, -1.5490522 54.5270637)",,,
156344302,2,,Freeman's Place Roundabout,primary,30 mph,roundabout,True,False,19.514,"LINESTRING (-1.5501268 54.5268057, -1.5500779 54.5267723, -1.5500511 54.5267312, -1.5500494 54.5266874, -1.5500731 54.5266457)",,,
"[28292840, 827669246, 24081606, 24080581]",2,A167,St Cuthberts Way,primary,30 mph,,True,False,204.564,"LINESTRING (-1.5505825 54.5268862, -1.5506735 54.5269594, -1.5507663 54.5270213, -1.5509771 54.5271631, -1.5511217 54.5272519, -1.5511661 54.5272791, -1.5513837 54.5274127, -1.551556 54.5275069, -1.5518102 54.5276155, -1.5520975 54.5277132, -1.552299 54.5277634, -1.552515 54.5278129, -1.5527529 54.5278576, -1.5529384 54.527884, -1.5531133 54.5279104)",,,yes
"[62269061, 62287542, 62287535]",2,,Russell Street,residential,,,False,False,64.392,"LINESTRING (-1.550074 54.5277641, -1.5503111 54.5277477, -1.5505873 54.5277518, -1.5507484 54.527761, -1.5507657 54.527762, -1.55081 54.5277645, -1.5508813 54.5277554, -1.5510222 54.5276849)",,,yes
384164607,2,,Russell Street,residential,,,False,True,68.41799999999999,"LINESTRING (-1.550074 54.5277641, -1.5498404 54.5277888, -1.5496634 54.5278072, -1.5493786 54.5278154, -1.5490212 54.5278047)",,,
24082865,,,Russell Street,residential,,,True,False,22.3,"LINESTRING (-1.5490212 54.5278047, -1.5486761 54.527794)",,,
384164607,2,,Russell Street,residential,,,False,False,68.41799999999999,"LINESTRING (-1.5490212 54.5278047, -1.5493786 54.5278154, -1.5496634 54.5278072, -1.5498404 54.5277888, -1.550074 54.5277641)",,,
62269000,,,Lodge Street,residential,,,False,True,10.198,"LINESTRING (-1.5486761 54.527794, -1.548684 54.5277024)",,,
24082865,,,Russell Street,residential,,,True,False,25.462,"LINESTRING (-1.5486761 54.527794, -1.5484469 54.5277866, -1.5482944 54.52775)",,,
38294683,2,A167,Northgate,primary,30 mph,,True,False,26.04,"LINESTRING (-1.5531375 54.52853, -1.5531168 54.5283973, -1.5530585 54.5283022)",,,
338661829,2,B6280,Parkgate,secondary,30 mph,,False,True,13.446,"LINESTRING (-1.5505005 54.5246152, -1.5502924 54.5246092)",,,
827669250,2,A167,St Cuthberts Way,primary,30 mph,,True,False,11.063,"LINESTRING (-1.5505005 54.5246152, -1.5505079 54.5247146)",,,
659528433,1,A167,St Cuthberts Way,primary,30 mph,,True,False,71.339,"LINESTRING (-1.5507231 54.5261118, -1.5507178 54.5262955, -1.5506883 54.5264092, -1.55064 54.5265181, -1.5505676 54.5266263, -1.5504892 54.5267312)",,,
"[827669259, 512352813]",2,A167,St Cuthberts Way,primary,30 mph,,True,False,51.325,"LINESTRING (-1.5507231 54.5261118, -1.5507647 54.5261629, -1.5507863 54.5262135, -1.5507976 54.526278, -1.5507942 54.526387, -1.5507755 54.5264842, -1.5507433 54.5265633)",,,
23129785,3,B6280,Parkgate,secondary,30 mph,,False,False,40.677,"LINESTRING (-1.5491956 54.5245093, -1.5489231 54.5244642, -1.5485959 54.5243972)",,,
62267237,,,Tannery Yard,residential,,,False,False,99.02600000000001,"LINESTRING (-1.5491956 54.5245093, -1.5491438 54.5245935, -1.5490101 54.5248111, -1.5490087 54.5248803, -1.5490288 54.524934, -1.5491261 54.5251861, -1.5490975 54.525279, -1.5490427 54.5253019, -1.5489575 54.5253238)",,,
366108660,3,B6280,Parkgate,secondary,30 mph,,False,True,35.0,"LINESTRING (-1.5491956 54.5245093, -1.5492995 54.5245216, -1.5497271 54.524572)",,,
29187398,2,,West Street,tertiary,,,False,True,42.925,"LINESTRING (-1.5601916 54.5231263, -1.5601224 54.52308, -1.5599461 54.5227718)",,,
378469982,2,,Coniscliffe Road,tertiary,,,False,True,15.459,"LINESTRING (-1.5601916 54.5231263, -1.5602551 54.5231313, -1.5603241 54.5231231, -1.5604173 54.523095)",,,
29187398,2,,West Street,tertiary,,,False,True,11.73,"LINESTRING (-1.5599461 54.5227718, -1.5598857 54.5226723)",,,
29187398,2,,West Street,tertiary,,,False,False,42.925,"LINESTRING (-1.5599461 54.5227718, -1.5601224 54.52308, -1.5601916 54.5231263)",,,
38295775,,,Northumberland Street,residential,,,True,False,135.237,"LINESTRING (-1.5599461 54.5227718, -1.5594182 54.5228792, -1.5592477 54.5229202, -1.5579992 54.5232207)",,,
29187398,2,,West Street,tertiary,,,False,False,11.73,"LINESTRING (-1.5598857 54.5226723, -1.5599461 54.5227718)",,,
32936054,2,,West Street,tertiary,,,True,False,19.406,"LINESTRING (-1.5598857 54.5226723, -1.5598293 54.5226244, -1.5597609 54.522582, -1.5596823 54.5225455)",,,
395590744,,,Duke Street,residential,20 mph,,True,False,71.659,"LINESTRING (-1.5606965 54.5254042, -1.5595861 54.5253979)",4,,
952720828,2,,Larchfield Street,unclassified,20 mph,,False,False,51.673,"LINESTRING (-1.5606965 54.5254042, -1.5606968 54.5253756, -1.5606992 54.5251107, -1.5606992 54.5249395)",,,
"[952720827, 952720828]",2,,Larchfield Street,unclassified,20 mph,,False,True,60.323,"LINESTRING (-1.5606965 54.5254042, -1.560698 54.5254432, -1.56071 54.5257581, -1.5607126 54.5259466)",,,
38296604,2,,Coniscliffe Road,tertiary,,,False,True,77.158,"LINESTRING (-1.5604173 54.523095, -1.5612621 54.5228357, -1.5613756 54.5228009, -1.5614856 54.5227901)",,,
38297801,,,Larchfield Street,unclassified,,,False,True,156.799,"LINESTRING (-1.5604173 54.523095, -1.5604516 54.5231857, -1.5605842 54.5235357, -1.5606668 54.5237689, -1.5606939 54.5238816, -1.5607072 54.5239962, -1.560718 54.5240818, -1.5607072 54.5244881)",,,
378469982,2,,Coniscliffe Road,tertiary,,,False,False,15.459,"LINESTRING (-1.5604173 54.523095, -1.5603241 54.5231231, -1.5602551 54.5231313, -1.5601916 54.5231263)",,,
23155897,,,Crown Street,unclassified,,,False,True,96.953,"LINESTRING (-1.5526304 54.5258019, -1.5523779 54.5251807, -1.552289 54.5249528)",,,
32935952,,,Priestgate,unclassified,,,False,True,81.414,"LINESTRING (-1.5526304 54.5258019, -1.5522623 54.5258686, -1.5516202 54.5259727, -1.5514199 54.526008)",,yes,
38356610,2,,Priestgate,unclassified,,,False,False,53.583,"LINESTRING (-1.5526304 54.5258019, -1.5529333 54.5257755, -1.5534284 54.5257455, -1.5534545 54.5257439)",,,
791119429,2,,Crown Street,unclassified,,,False,False,92.106,"LINESTRING (-1.5526304 54.5258019, -1.5529722 54.5265508, -1.5529572 54.5266037)",,,
38171722,,,Feethams,unclassified,,,False,False,93.23899999999999,"LINESTRING (-1.5536023 54.5232886, -1.5536291 54.523178, -1.5536473 54.5231026, -1.5536864 54.5229412, -1.5537704 54.5225255, -1.5537785 54.5224565)",,,
"[32936137, 38171722, 1123407516]","['1', '2']",,"['Feethams', 'Church Row']",unclassified,,,False,True,182.12,"LINESTRING (-1.5536023 54.5232886, -1.553552 54.5235302, -1.5535241 54.5236742, -1.5535116 54.5237386, -1.5535011 54.5237931, -1.5534844 54.5239015, -1.55347 54.5240081, -1.5534535 54.5241295, -1.5535848 54.5242352, -1.5536063 54.5242553, -1.5536883 54.5243296, -1.5537327 54.524392, -1.553749 54.5244258, -1.5537461 54.5244917, -1.5537169 54.5247044, -1.5537085 54.5247662, -1.5537097 54.5248725)",,,
"[32936137, 38171722, 1123407516]","['1', '2']",,"['Feethams', 'Church Row']",unclassified,,,False,False,182.12,"LINESTRING (-1.5537097 54.5248725, -1.5537085 54.5247662, -1.5537169 54.5247044, -1.5537461 54.5244917, -1.553749 54.5244258, -1.5537327 54.524392, -1.5536883 54.5243296, -1.5536063 54.5242553, -1.5535848 54.5242352, -1.5534535 54.5241295, -1.55347 54.5240081, -1.5534844 54.5239015, -1.5535011 54.5237931, -1.5535116 54.5237386, -1.5535241 54.5236742, -1.553552 54.5235302, -1.5536023 54.5232886)",,,
"[38171720, 32936145, 391075537]",2,,"['East Row', 'Tubwell Row', 'Horsemarket']",unclassified,,,False,True,177.80699999999996,"LINESTRING (-1.5537097 54.5248725, -1.5539968 54.5248705, -1.5541188 54.5248759, -1.5544231 54.5249067, -1.5544526 54.5249097, -1.5544863 54.5248308, -1.5545617 54.5245497, -1.5546549 54.5242426, -1.5546923 54.5241979, -1.5547283 54.5241753, -1.5547615 54.5241588, -1.5548086 54.5241339, -1.5548677 54.5241194, -1.5553405 54.5241123, -1.5553967 54.5241115)",,,
"[224358539, 827466438]",,,Tubwell Row,unclassified,20 mph,,False,False,92.13300000000001,"LINESTRING (-1.5537097 54.5248725, -1.5535305 54.5248823, -1.5533664 54.5248913, -1.5531186 54.524903, -1.5530739 54.5249051, -1.552879 54.5249146, -1.552618 54.5249274, -1.552289 54.5249528)",,,
23156102,2,,Bondgate,unclassified,20 mph,,True,False,37.201,"LINESTRING (-1.5572486 54.5263334, -1.5575856 54.5264247, -1.5577533 54.5264927)",,,
32936275,,,Skinnergate,unclassified,,,True,False,113.69800000000001,"LINESTRING (-1.5574789 54.5253207, -1.5574403 54.5254159, -1.5573545 54.5257109, -1.5573363 54.5258178, -1.5572486 54.5263334)",6.7,,
