osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access,ref,bridge
"[17177153, 791687667]",Hartford Avenue,tertiary,,False,False,296.55,,"LINESTRING (-72.6526771 41.7142715, -72.6537898 41.7145191, -72.6547639 41.7147424, -72.6551063 41.7148209, -72.6553076 41.7148697, -72.6554825 41.7149195, -72.6555681 41.714956, -72.6556355 41.7149848, -72.6557621 41.7150633, -72.655972 41.7152178)",,,
17189645,Main Street,tertiary,,False,True,165.95999999999998,,"LINESTRING (-72.6526771 41.7142715, -72.6526875 41.7141135, -72.6526941 41.7140317, -72.6526964 41.7139038, -72.6526944 41.7137954, -72.6526872 41.7136131, -72.6526561 41.7131979, -72.6526384 41.7129362, -72.6526409 41.7128341, -72.6526446 41.7127805)",yes,,
657687450,Main Street,tertiary,,False,False,140.329,,"LINESTRING (-72.6526771 41.7142715, -72.652651 41.7144181, -72.6526465 41.7145238, -72.6526428 41.7147136, -72.6526433 41.7147526, -72.6526482 41.7151467, -72.6526613 41.715532)",yes,,
791687667,Hartford Avenue,tertiary,,False,False,18.438,,"LINESTRING (-72.655972 41.7152178, -72.6561119 41.7153466)",,,
17182580,Willard Street,residential,,False,False,217.90000000000003,,"LINESTRING (-72.655972 41.7152178, -72.6564053 41.7149013, -72.6571261 41.714325, -72.6571536 41.7142169, -72.6571487 41.7140985, -72.6570369 41.7136155)",,,
"[17177153, 791687667]",Hartford Avenue,tertiary,,False,True,296.55,,"LINESTRING (-72.655972 41.7152178, -72.6557621 41.7150633, -72.6556355 41.7149848, -72.6555681 41.714956, -72.6554825 41.7149195, -72.6553076 41.7148697, -72.6551063 41.7148209, -72.6547639 41.7147424, -72.6537898 41.7145191, -72.6526771 41.7142715)",,,
791687667,Hartford Avenue,tertiary,,False,False,162.406,,"LINESTRING (-72.6561119 41.7153466, -72.6574369 41.7164213)",,,
791687667,Hartford Avenue,tertiary,,False,True,18.438,,"LINESTRING (-72.6561119 41.7153466, -72.655972 41.7152178)",,,
17185355,Meggat Park,residential,,False,True,337.08700000000005,,"LINESTRING (-72.6561119 41.7153466, -72.6557055 41.7156846, -72.655582 41.7158421, -72.6554617 41.7159954, -72.6553459 41.716143, -72.6550841 41.7164768, -72.6545057 41.7171681, -72.6543938 41.7174427, -72.6542255 41.7179856)",,,
17178184,Woodland Street,residential,,False,False,89.651,,"LINESTRING (-72.6573176 41.7135862, -72.6571362 41.7127914)",,,
17178300,Church Street,tertiary,,False,False,72.914,,"LINESTRING (-72.6573176 41.7135862, -72.6581845 41.7134803)",yes,,
17178300,Church Street,tertiary,,False,True,23.526,,"LINESTRING (-72.6573176 41.7135862, -72.6570369 41.7136155)",yes,,
17178184,Woodland Street,residential,,False,False,101.196,,"LINESTRING (-72.6571362 41.7127914, -72.6569449 41.7118926)",,,
17178184,Woodland Street,residential,,False,True,89.651,,"LINESTRING (-72.6571362 41.7127914, -72.6573176 41.7135862)",,,
17178184,Woodland Street,residential,,False,True,101.196,,"LINESTRING (-72.6569449 41.7118926, -72.6571362 41.7127914)",,,
17185706,Center Street,residential,,False,True,293.88599999999997,,"LINESTRING (-72.6569449 41.7118926, -72.6568282 41.7118365, -72.6541318 41.7102884)",,,
17178300,Church Street,tertiary,,False,True,72.914,,"LINESTRING (-72.6581845 41.7134803, -72.6573176 41.7135862)",yes,,
17190988,Rosedale Street,residential,,False,False,123.069,,"LINESTRING (-72.6581845 41.7134803, -72.6584379 41.7145708)",,,
1148378927,Great Meadow Road,tertiary,25 mph,False,False,18.205,,"LINESTRING (-72.6490696 41.7139584, -72.6488659 41.7140191)",,,
"[252219696, 252219698]",Marsh Street,tertiary,25 mph,False,True,466.95200000000017,,"LINESTRING (-72.6490696 41.7139584, -72.6491051 41.7139221, -72.6491172 41.7138803, -72.6491172 41.7138338, -72.6490959 41.7137805, -72.6484533 41.7127236, -72.6481659 41.712282, -72.6480042 41.7120336, -72.6479548 41.7119424, -72.6479318 41.7118641, -72.6479341 41.7117783, -72.647965 41.7116923, -72.6480341 41.7116099, -72.6481095 41.711555, -72.6481999 41.7115123, -72.6483057 41.7114816, -72.6489081 41.7113244, -72.6493651 41.7112052, -72.6493761 41.7112023, -72.6495111 41.7111794, -72.6496237 41.7111773, -72.6497271 41.7111846, -72.6498323 41.7112044, -72.6499398 41.7112474, -72.6500378 41.7112921, -72.6500583 41.7113029)",,,
1002130525,Great Meadow Road,residential,25 mph,False,True,37.822,,"LINESTRING (-72.6470417 41.7145625, -72.6474649 41.7144364)",,,
17185633,State Street,tertiary,,False,True,77.193,,"LINESTRING (-72.6542255 41.7179856, -72.6533123 41.7178541)",,,
17185355,Meggat Park,residential,,False,False,337.08700000000005,,"LINESTRING (-72.6542255 41.7179856, -72.6543938 41.7174427, -72.6545057 41.7171681, -72.6550841 41.7164768, -72.6553459 41.716143, -72.6554617 41.7159954, -72.655582 41.7158421, -72.6557055 41.7156846, -72.6561119 41.7153466)",,,
970438752,State Street,tertiary,,False,False,62.956,,"LINESTRING (-72.6526484 41.7176067, -72.6527061 41.7176619, -72.6528241 41.717726, -72.653044 41.7177981, -72.6533123 41.7178541)",,,
1111750360,Main Street,residential,,False,False,62.06,,"LINESTRING (-72.6526484 41.7176067, -72.652654 41.7178059, -72.652664 41.7181647)",,,
1144381164,Main Street,tertiary,,False,True,230.699,,"LINESTRING (-72.6526484 41.7176067, -72.6526548 41.7165698, -72.6526613 41.715532)",yes,,
17185706,Center Street,residential,,False,False,293.88599999999997,,"LINESTRING (-72.6541318 41.7102884, -72.6568282 41.7118365, -72.6569449 41.7118926)",,,
17189645,Main Street,tertiary,,False,False,310.55499999999995,,"LINESTRING (-72.6541318 41.7102884, -72.6535302 41.7108828, -72.6531864 41.7112225, -72.6531148 41.7113089, -72.6530821 41.7113547, -72.6530481 41.7114023, -72.6529929 41.7115066, -72.652968 41.7115616, -72.6529429 41.7116171, -72.6528957 41.7117565, -72.6528082 41.71203, -72.6527855 41.7121062, -72.6527461 41.712254, -72.6527096 41.7124018, -72.652673 41.7125938, -72.6526634 41.7126433, -72.6526523 41.7127159, -72.6526446 41.7127805)",yes,,
217968445,State Street,residential,,False,False,72.505,,"LINESTRING (-72.652664 41.7181647, -72.6527222 41.7180183, -72.6528509 41.7179142, -72.6530011 41.7178581, -72.6533123 41.7178541)",,,
1111750360,Main Street,residential,,False,True,62.06,,"LINESTRING (-72.652664 41.7181647, -72.652654 41.7178059, -72.6526484 41.7176067)",,,
17190988,Rosedale Street,residential,,False,True,123.069,,"LINESTRING (-72.6584379 41.7145708, -72.6581845 41.7134803)",,,
17171222,,motorway_link,25 mph,True,False,335.07500000000005,1,"LINESTRING (-72.6496301 41.716972, -72.6495604 41.7166571, -72.6494382 41.71632, -72.6492882 41.7159877, -72.6492353 41.715819, -72.649196 41.7156674, -72.6491523 41.7154719, -72.6490344 41.7149051, -72.6488829 41.7141083, -72.6488659 41.7140191)",,,
"[1098762864, 175430902, 1098771223]",,motorway,55 mph,True,False,627.0609999999999,3,"LINESTRING (-72.6496301 41.716972, -72.6493679 41.716331, -72.6492282 41.7160343, -72.6490836 41.715743, -72.64892 41.7154344, -72.6483355 41.7143345, -72.6481906 41.7140583, -72.6469408 41.7117043)",,I 91,yes
17178300,Church Street,tertiary,,False,False,23.526,,"LINESTRING (-72.6570369 41.7136155, -72.6573176 41.7135862)",yes,,
17178300,Church Street,tertiary,,False,True,379.519,,"LINESTRING (-72.6570369 41.7136155, -72.6568208 41.7136264, -72.6566392 41.7136162, -72.6564723 41.7136004, -72.6551283 41.7134588, -72.6549635 41.7134358, -72.6548129 41.7134042, -72.6546379 41.7133599, -72.6532885 41.7129712, -72.6531739 41.7129373, -72.6526446 41.7127805)",yes,,
17182580,Willard Street,residential,,False,True,217.89999999999998,,"LINESTRING (-72.6570369 41.7136155, -72.6571487 41.7140985, -72.6571536 41.7142169, -72.6571261 41.714325, -72.6564053 41.7149013, -72.655972 41.7152178)",,,
17185633,State Street,tertiary,,False,False,77.193,,"LINESTRING (-72.6533123 41.7178541, -72.6542255 41.7179856)",,,
217968445,State Street,residential,,False,True,72.505,,"LINESTRING (-72.6533123 41.7178541, -72.6530011 41.7178581, -72.6528509 41.7179142, -72.6527222 41.7180183, -72.652664 41.7181647)",,,
970438752,State Street,tertiary,,False,True,62.956,,"LINESTRING (-72.6533123 41.7178541, -72.653044 41.7177981, -72.6528241 41.717726, -72.6527061 41.7176619, -72.6526484 41.7176067)",,,
"[252219696, 252219698]",Marsh Street,tertiary,25 mph,False,False,466.95199999999994,,"LINESTRING (-72.6500583 41.7113029, -72.6500378 41.7112921, -72.6499398 41.7112474, -72.6498323 41.7112044, -72.6497271 41.7111846, -72.6496237 41.7111773, -72.6495111 41.7111794, -72.6493761 41.7112023, -72.6493651 41.7112052, -72.6489081 41.7113244, -72.6483057 41.7114816, -72.6481999 41.7115123, -72.6481095 41.711555, -72.6480341 41.7116099, -72.647965 41.7116923, -72.6479341 41.7117783, -72.6479318 41.7118641, -72.6479548 41.7119424, -72.6480042 41.7120336, -72.6481659 41.712282, -72.6484533 41.7127236, -72.6490959 41.7137805, -72.6491172 41.7138338, -72.6491172 41.7138803, -72.6491051 41.7139221, -72.6490696 41.7139584)",,,
"[252219696, 252218561]",Marsh Street,tertiary,25 mph,False,True,24.431,,"LINESTRING (-72.6500583 41.7113029, -72.6501286 41.7113399, -72.6502256 41.711401, -72.6502831 41.711444)",yes,,
252219706,Broad Street,tertiary,,False,True,19.909,,"LINESTRING (-72.6500583 41.7113029, -72.6501011 41.7112539, -72.6501376 41.7112081, -72.6501549 41.7111421)",,,
17178300,Church Street,tertiary,,False,False,379.51899999999995,,"LINESTRING (-72.6526446 41.7127805, -72.6531739 41.7129373, -72.6532885 41.7129712, -72.6546379 41.7133599, -72.6548129 41.7134042, -72.6549635 41.7134358, -72.6551283 41.7134588, -72.6564723 41.7136004, -72.6566392 41.7136162, -72.6568208 41.7136264, -72.6570369 41.7136155)",yes,,
17179158,Marsh Street,tertiary,25 mph,True,False,46.47,,"LINESTRING (-72.6526446 41.7127805, -72.6526224 41.7127517, -72.6526109 41.7127378, -72.6525995 41.7127262, -72.6525884 41.712717, -72.6525741 41.7127079, -72.6525585 41.7127002, -72.6525394 41.7126924, -72.6525135 41.7126834, -72.6524639 41.712668, -72.6524034 41.7126501, -72.6522848 41.7126166, -72.6522775 41.7126149, -72.6522678 41.7126136, -72.6522574 41.7126129, -72.6522447 41.7126127, -72.65223 41.7126132, -72.6521971 41.712616, -72.6521621 41.7126211)",yes,,
17189645,Main Street,tertiary,,False,False,165.96,,"LINESTRING (-72.6526446 41.7127805, -72.6526409 41.7128341, -72.6526384 41.7129362, -72.6526561 41.7131979, -72.6526872 41.7136131, -72.6526944 41.7137954, -72.6526964 41.7139038, -72.6526941 41.7140317, -72.6526875 41.7141135, -72.6526771 41.7142715)",yes,,
17189645,Main Street,tertiary,,False,True,310.55499999999995,,"LINESTRING (-72.6526446 41.7127805, -72.6526523 41.7127159, -72.6526634 41.7126433, -72.652673 41.7125938, -72.6527096 41.7124018, -72.6527461 41.712254, -72.6527855 41.7121062, -72.6528082 41.71203, -72.6528957 41.7117565, -72.6529429 41.7116171, -72.652968 41.7115616, -72.6529929 41.7115066, -72.6530481 41.7114023, -72.6530821 41.7113547, -72.6531148 41.7113089, -72.6531864 41.7112225, -72.6535302 41.7108828, -72.6541318 41.7102884)",yes,,
252218560,Marsh Street,tertiary,25 mph,True,False,48.82799999999999,,"LINESTRING (-72.6521621 41.7126211, -72.652173 41.7126531, -72.6521771 41.7126627, -72.6521814 41.712671, -72.6521862 41.7126783, -72.6521913 41.7126842, -72.6521973 41.7126896, -72.6522051 41.7126952, -72.6522199 41.7127037, -72.6522385 41.7127133, -72.6522581 41.7127226, -72.6522794 41.712732, -72.6523412 41.712757, -72.6524105 41.7127832, -72.6524361 41.7127905, -72.6524507 41.7127937, -72.652465 41.7127961, -72.6524791 41.7127979, -72.652493 41.7127992, -72.6525065 41.7127999, -72.652523 41.7128001, -72.6525388 41.7127996, -72.6525538 41.7127986, -72.6525708 41.7127968, -72.6525864 41.7127946, -72.6526027 41.7127916, -72.6526167 41.7127885, -72.6526322 41.7127844, -72.6526446 41.7127805)",yes,,
252218561,Marsh Street,tertiary,25 mph,False,False,203.847,,"LINESTRING (-72.6521621 41.7126211, -72.6521407 41.7126129, -72.6521163 41.7126027, -72.6520918 41.7125916, -72.6520685 41.7125804, -72.6520458 41.7125688, -72.6520217 41.7125557, -72.6519996 41.7125428, -72.6519797 41.7125306, -72.6512302 41.7120633, -72.6505127 41.7116118, -72.6503696 41.7115086, -72.6502831 41.711444)",yes,,
"[348799099, 175430911, 175430895]",,motorway,55 mph,True,False,332.30699999999996,"['4', '3']","LINESTRING (-72.6478794 41.7138869, -72.6479926 41.7141162, -72.6481375 41.7143924, -72.6487509 41.7154943, -72.6489071 41.7157878, -72.6490541 41.7160757, -72.6491941 41.7163774, -72.6493214 41.7166736)",,I 91,yes
252219706,Broad Street,tertiary,,False,False,19.909,,"LINESTRING (-72.6501549 41.7111421, -72.6501376 41.7112081, -72.6501011 41.7112539, -72.6500583 41.7113029)",,,
"[252219696, 252218561]",Marsh Street,tertiary,25 mph,False,False,24.431,,"LINESTRING (-72.6502831 41.711444, -72.6502256 41.711401, -72.6501286 41.7113399, -72.6500583 41.7113029)",yes,,
252218561,Marsh Street,tertiary,25 mph,False,True,203.84699999999998,,"LINESTRING (-72.6502831 41.711444, -72.6503696 41.7115086, -72.6505127 41.7116118, -72.6512302 41.7120633, -72.6519797 41.7125306, -72.6519996 41.7125428, -72.6520217 41.7125557, -72.6520458 41.7125688, -72.6520685 41.7125804, -72.6520918 41.7125916, -72.6521163 41.7126027, -72.6521407 41.7126129, -72.6521621 41.7126211)",yes,,
1236955840,Broad Street,tertiary,,True,False,35.230000000000004,,"LINESTRING (-72.6502831 41.711444, -72.6502075 41.711281, -72.6501549 41.7111421)",,,
