osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
"[121165864, 850752630, 80396302]",True,2,US 30,Lincoln Highway,primary,45 mph,False,413.721,yes,"LINESTRING (-87.7398572 41.5062178, -87.7420013 41.5062133, -87.7429985 41.5062043, -87.7448254 41.50621)"
1075098222,False,,,207th Street,residential,,False,117.035,,"LINESTRING (-87.7342162 41.5134735, -87.7353387 41.5134737, -87.7356218 41.5134725)"
1075098222,False,,,207th Street,residential,,True,171.541,,"LINESTRING (-87.737682 41.5134636, -87.7356218 41.5134725)"
24086021,False,2,,Corporate Lakes Drive,unclassified,,False,571.813,,"LINESTRING (-87.737682 41.5134636, -87.7376814 41.5133694, -87.7376774 41.5126829, -87.737661 41.5099317, -87.7376563 41.5091431, -87.7376539 41.5087516, -87.7376533 41.5086471, -87.7376032 41.5084831, -87.7375314 41.5083349)"
24089849,True,,,Holiday Plaza Drive,residential,,False,17.093,,"LINESTRING (-87.735098 41.5062229, -87.7351016 41.5060692)"
1077534578,True,3,US 30,Lincoln Highway,primary,45 mph,False,79.126,,"LINESTRING (-87.735098 41.5062229, -87.7360482 41.5062259)"
245920158,False,,,North Gateway Drive,unclassified,,True,14.582,,"LINESTRING (-87.7351078 41.5055116, -87.7349561 41.5054461)"
992236494,True,3,I 57,,motorway,55 mph,False,593.762,,"LINESTRING (-87.7426665 41.5118554, -87.742658 41.510515, -87.7426477 41.5065156)"
80396307,True,,,,motorway_link,,False,14.857,,"LINESTRING (-87.7448254 41.50621, -87.7448279 41.5060764)"
80396298,True,,,,motorway_link,,False,896.232,,"LINESTRING (-87.7360482 41.5062259, -87.7375858 41.5062743, -87.7378854 41.5062903, -87.7382062 41.5063074, -87.7385484 41.5063449, -87.7387465 41.5063945, -87.7389589 41.5064696, -87.7391574 41.5065501, -87.7392927 41.5066286, -87.7394577 41.5067364, -87.7396736 41.5068759, -87.7407384 41.5076539, -87.741386 41.5081494, -87.7415926 41.5083543, -87.7417498 41.5085222, -87.7418986 41.5087314, -87.7419924 41.5089142, -87.7421448 41.5092977, -87.742198 41.5095751, -87.7422154 41.5099712, -87.7423205 41.5113659)"
121165864,True,2,US 30,Lincoln Highway,primary,45 mph,False,317.18499999999995,,"LINESTRING (-87.7360482 41.5062259, -87.7379532 41.5062219, -87.7383804 41.506221, -87.7398572 41.5062178)"
"[80396300, 117889063]",True,1,,,motorway_link,,False,530.1519999999999,yes,"LINESTRING (-87.7426477 41.5065156, -87.7427144 41.5062372, -87.7427107 41.5054586, -87.7427205 41.5052995, -87.7427432 41.5052084, -87.7427917 41.5050941, -87.7428458 41.5050017, -87.7429346 41.5048997, -87.7430113 41.5048352, -87.7430838 41.5047818, -87.7432252 41.504727, -87.7433711 41.5046902, -87.7435145 41.5046767, -87.7436753 41.5047012, -87.7438027 41.5047376, -87.7439271 41.5047856, -87.7440282 41.5048684, -87.7441177 41.5049504, -87.7442002 41.5050608, -87.744257 41.5051865, -87.744292 41.5052993, -87.744276 41.5054009, -87.7442442 41.50555, -87.7441857 41.5056443, -87.7440976 41.5057388, -87.74401 41.5058148, -87.7439051 41.5058714, -87.7437377 41.5059192, -87.7435998 41.5059561, -87.7433879 41.5059862, -87.7431331 41.5060023, -87.7429936 41.5060163, -87.7425867 41.5060812)"
"[1055900541, 1055900542]",True,"['3', '2']",I 57,,motorway,55 mph,False,615.808,,"LINESTRING (-87.7422775 41.5058279, -87.7422952 41.5081039, -87.7423205 41.5113659)"
24089849,True,,,Holiday Plaza Drive,residential,,False,62.005,,"LINESTRING (-87.7351016 41.5060692, -87.7351078 41.5055116)"
1077534579,True,3,US 30,Lincoln Highway,primary,40 mph,False,13.057,,"LINESTRING (-87.7351016 41.5060692, -87.7349448 41.5060689)"
1041074717,True,3,US 30,Lincoln Highway,primary,45 mph,False,267.003,,"LINESTRING (-87.7383078 41.5060803, -87.7371864 41.5060836, -87.7360931 41.506069, -87.7351016 41.5060692)"
850752611,True,3,US 30,Lincoln Highway,primary,45 mph,False,177.004,,"LINESTRING (-87.7417985 41.5060819, -87.7396729 41.5060809)"
80396305,True,,,,motorway_link,,False,482.43399999999997,,"LINESTRING (-87.7417985 41.5060819, -87.7414351 41.5060023, -87.7411937 41.5059701, -87.7409899 41.505926, -87.7408477 41.5058777, -87.7406489 41.5057944, -87.7404618 41.5056591, -87.7403758 41.5055688, -87.7403221 41.5054684, -87.7402873 41.5053781, -87.7402737 41.5052834, -87.7402763 41.5051665, -87.7403027 41.5050517, -87.7403466 41.5049598, -87.740421 41.5048631, -87.7404797 41.5047996, -87.7405823 41.5047223, -87.7407111 41.5046512, -87.7408524 41.5045939, -87.7409968 41.5045593, -87.7411339 41.504541, -87.7412761 41.50455, -87.741455 41.5045778, -87.7416042 41.5046182, -87.741769 41.5046935, -87.741928 41.5048128, -87.7420295 41.504938, -87.7420911 41.5050582, -87.742177 41.5052713, -87.7422775 41.5058279)"
1140712209,True,3,US 30,Lincoln Highway,primary,45 mph,False,113.675,,"LINESTRING (-87.7396729 41.5060809, -87.7383078 41.5060803)"
1140712208,True,,,,motorway_link,,False,22.093,,"LINESTRING (-87.7396729 41.5060809, -87.7397366 41.506157, -87.7398572 41.5062178)"
"[121165866, 1055682365]",True,3,US 30,Lincoln Highway,primary,45 mph,False,186.63,yes,"LINESTRING (-87.7448279 41.5060764, -87.7430058 41.5060807, -87.7425867 41.5060812)"
"[1064299908, 117744390]",True,4,US 30,Lincoln Highway,primary,45 mph,False,65.636,yes,"LINESTRING (-87.7425867 41.5060812, -87.7419845 41.506082, -87.7417985 41.5060819)"
245925559,True,2,,Corporate Lakes Drive,unclassified,,False,65.879,,"LINESTRING (-87.7350866 41.5068153, -87.735098 41.5062229)"
24086021,False,2,,Corporate Lakes Drive,unclassified,,True,276.147,,"LINESTRING (-87.7350866 41.5068153, -87.7354069 41.506817, -87.735556 41.5068178, -87.7356578 41.5068531, -87.7357005 41.5068679, -87.7358002 41.5069381, -87.7362197 41.5072547, -87.736364 41.5073652, -87.7364636 41.5074415, -87.7371093 41.5079361, -87.7372767 41.5080643, -87.7373454 41.5081274, -87.7374186 41.5081946, -87.7375314 41.5083349)"
24086021,False,2,,Corporate Lakes Drive,unclassified,,False,276.147,,"LINESTRING (-87.7375314 41.5083349, -87.7374186 41.5081946, -87.7373454 41.5081274, -87.7372767 41.5080643, -87.7371093 41.5079361, -87.7364636 41.5074415, -87.736364 41.5073652, -87.7362197 41.5072547, -87.7358002 41.5069381, -87.7357005 41.5068679, -87.7356578 41.5068531, -87.735556 41.5068178, -87.7354069 41.506817, -87.7350866 41.5068153)"
24086021,False,2,,Corporate Lakes Drive,unclassified,,True,571.813,,"LINESTRING (-87.7375314 41.5083349, -87.7376032 41.5084831, -87.7376533 41.5086471, -87.7376539 41.5087516, -87.7376563 41.5091431, -87.737661 41.5099317, -87.7376774 41.5126829, -87.7376814 41.5133694, -87.737682 41.5134636)"
245925565,False,,,Lake Superior Drive,unclassified,,False,391.53200000000004,,"LINESTRING (-87.7375314 41.5083349, -87.7376599 41.5082904, -87.7385099 41.5079855, -87.7385582 41.5079748, -87.7387039 41.5079427, -87.738907 41.5079317, -87.7390744 41.5079476, -87.739236 41.5079707, -87.7394267 41.5080469, -87.7395667 41.5081628, -87.7398623 41.5084076, -87.7404619 41.5089257, -87.7405183 41.5090332, -87.7405542 41.5091522, -87.7405849 41.5093671, -87.7405849 41.5097355)"
245920158,False,,,North Gateway Drive,unclassified,,False,14.582,,"LINESTRING (-87.7349561 41.5054461, -87.7351078 41.5055116)"
245925561,True,,,Holiday Plaza Drive,residential,,False,69.259,,"LINESTRING (-87.7349561 41.5054461, -87.7349448 41.5060689)"
245925561,True,,,Holiday Plaza Drive,residential,,False,17.281,,"LINESTRING (-87.7349448 41.5060689, -87.7349427 41.5062243)"
1077534579,True,3,US 30,Lincoln Highway,primary,40 mph,False,104.934,,"LINESTRING (-87.7349448 41.5060689, -87.7336848 41.5060827)"
245925558,True,2,,Corporate Lakes Drive,unclassified,,False,65.585,,"LINESTRING (-87.7349427 41.5062243, -87.7349494 41.5068141)"
1041074719,True,3,US 30,Lincoln Highway,primary,40 mph,False,12.933,,"LINESTRING (-87.7349427 41.5062243, -87.735098 41.5062229)"
245925565,False,,,Lake Superior Drive,unclassified,,True,391.53200000000004,,"LINESTRING (-87.7405849 41.5097355, -87.7405849 41.5093671, -87.7405542 41.5091522, -87.7405183 41.5090332, -87.7404619 41.5089257, -87.7398623 41.5084076, -87.7395667 41.5081628, -87.7394267 41.5080469, -87.739236 41.5079707, -87.7390744 41.5079476, -87.738907 41.5079317, -87.7387039 41.5079427, -87.7385582 41.5079748, -87.7385099 41.5079855, -87.7376599 41.5082904, -87.7375314 41.5083349)"
245925562,False,,,Lyons Drive,residential,,True,58.836,,"LINESTRING (-87.7356218 41.5134725, -87.7356371 41.5140015)"
1075098222,False,,,207th Street,residential,,False,171.541,,"LINESTRING (-87.7356218 41.5134725, -87.737682 41.5134636)"
1075098222,False,,,207th Street,residential,,True,117.035,,"LINESTRING (-87.7356218 41.5134725, -87.7353387 41.5134737, -87.7342162 41.5134735)"
245925562,False,,,Lyons Drive,residential,,False,58.836,,"LINESTRING (-87.7356371 41.5140015, -87.7356218 41.5134725)"
