osmid,oneway,lanes,ref,highway,maxspeed,junction,reversed,length,name,geometry,bridge,access
160165559,True,1,OR 43,primary,35 mph,roundabout,False,7.206,,"LINESTRING (-122.6097973 45.3614946, -122.6097415 45.361443)",,
83333916,False,,,residential,,,False,41.064,3rd Street,"LINESTRING (-122.6102217 45.3544302, -122.6097916 45.354218)",,
141296012,False,,,residential,,,True,83.578,6th Street,"LINESTRING (-122.6006541 45.3530187, -122.6015225 45.3534575)",,
141296012,False,,,residential,,,False,83.578,6th Street,"LINESTRING (-122.6015225 45.3534575, -122.6006541 45.3530187)",,
106844272,False,2,,residential,,,False,100.967,John Quincy Adams Street,"LINESTRING (-122.6015225 45.3534575, -122.6011463 45.3538308, -122.6007757 45.3541985)",,
141296012,False,,,residential,,,True,81.93199999999999,6th Street,"LINESTRING (-122.6015225 45.3534575, -122.6019847 45.353693, -122.6023718 45.3538896)",,
106844272,False,2,,residential,,,True,100.967,John Quincy Adams Street,"LINESTRING (-122.6007757 45.3541985, -122.6011463 45.3538308, -122.6015225 45.3534575)",,
"[418553738, 418553803, 418553804]",False,2,,secondary,25 mph,,True,81.88,7th Street,"LINESTRING (-122.6007757 45.3541985, -122.6008671 45.3542394, -122.6011135 45.3543645, -122.6013036 45.3544611, -122.6015384 45.3545804, -122.6016299 45.3546248)",,
140303229,False,2,,secondary,25 mph,,True,82.77,5th Street,"LINESTRING (-122.6031231 45.3531443, -122.6039853 45.3535767)",,
129799845,False,2,,residential,,,False,101.56,Monroe Street,"LINESTRING (-122.6031231 45.3531443, -122.6027505 45.3535144, -122.6023718 45.3538896)",,
141296012,False,,,residential,,,True,84.362,6th Street,"LINESTRING (-122.6023718 45.3538896, -122.60325 45.3543309)",,
129799845,False,2,,residential,,,False,100.22,Monroe Street,"LINESTRING (-122.6023718 45.3538896, -122.6020865 45.3541727, -122.6020034 45.3542558, -122.6016299 45.3546248)",,
129799845,False,2,,residential,,,True,101.56,Monroe Street,"LINESTRING (-122.6023718 45.3538896, -122.6027505 45.3535144, -122.6031231 45.3531443)",,
141296012,False,,,residential,,,False,81.93199999999999,6th Street,"LINESTRING (-122.6023718 45.3538896, -122.6019847 45.353693, -122.6015225 45.3534575)",,
129799845,False,2,,residential,,,False,103.377,Monroe Street,"LINESTRING (-122.6016299 45.3546248, -122.6012481 45.3550025, -122.6008661 45.3553839)",,
129799845,False,2,,residential,,,True,100.22,Monroe Street,"LINESTRING (-122.6016299 45.3546248, -122.6020034 45.3542558, -122.6020865 45.3541727, -122.6023718 45.3538896)",,
"[418553660, 418553661, 418553534]",False,,,secondary,25 mph,,True,83.406,7th Street,"LINESTRING (-122.6016299 45.3546248, -122.6017199 45.3546685, -122.6019912 45.3548036, -122.6021366 45.3548763, -122.6021808 45.354898, -122.6025016 45.3550577)",,
"[418553738, 418553803, 418553804]",False,2,,secondary,25 mph,,False,81.88,7th Street,"LINESTRING (-122.6016299 45.3546248, -122.6015384 45.3545804, -122.6013036 45.3544611, -122.6011135 45.3543645, -122.6008671 45.3542394, -122.6007757 45.3541985)",,
425386994,False,,,residential,,,True,82.376,8th Street,"LINESTRING (-122.6008661 45.3553839, -122.6017297 45.3558088)",,
129799845,False,2,,residential,,,True,103.377,Monroe Street,"LINESTRING (-122.6008661 45.3553839, -122.6012481 45.3550025, -122.6016299 45.3546248)",,
5308668,False,,,residential,,,True,82.556,4th Street,"LINESTRING (-122.605612 45.3532695, -122.6064769 45.3536959)",,
5289753,False,2,,residential,,,False,101.628,Jefferson Street,"LINESTRING (-122.605612 45.3532695, -122.6052272 45.3536397, -122.6048505 45.3540104)",,
140303229,False,2,,secondary,25 mph,,False,83.044,5th Street,"LINESTRING (-122.6048505 45.3540104, -122.6039853 45.3535767)",,
140303229,False,2,,secondary,25 mph,,True,82.461,5th Street,"LINESTRING (-122.6048505 45.3540104, -122.6057102 45.3544405)",,
5289753,False,2,,residential,,,False,101.352,Jefferson Street,"LINESTRING (-122.6048505 45.3540104, -122.6044787 45.3543753, -122.6041657 45.3546825, -122.6040954 45.3547515)",,
5289753,False,2,,residential,,,True,101.628,Jefferson Street,"LINESTRING (-122.6048505 45.3540104, -122.6052272 45.3536397, -122.605612 45.3532695)",,
5289753,False,2,,residential,,,False,100.251,Jefferson Street,"LINESTRING (-122.6040954 45.3547515, -122.6040412 45.3548054, -122.6037196 45.3551249, -122.6033546 45.3554876)",,
5289753,False,2,,residential,,,True,101.352,Jefferson Street,"LINESTRING (-122.6040954 45.3547515, -122.6041657 45.3546825, -122.6044787 45.3543753, -122.6048505 45.3540104)",,
141296012,False,,,residential,,,False,80.93900000000001,6th Street,"LINESTRING (-122.6040954 45.3547515, -122.6040231 45.3547155, -122.60325 45.3543309)",,
141296012,False,,,residential,,,True,82.501,6th Street,"LINESTRING (-122.6040954 45.3547515, -122.6041801 45.3547941, -122.6048703 45.3551418, -122.6049538 45.3551835)",,
5289753,False,2,,residential,,,False,103.322,Jefferson Street,"LINESTRING (-122.6033546 45.3554876, -122.6029673 45.3558747, -122.6025942 45.3562478)",,
5289753,False,2,,residential,,,True,100.251,Jefferson Street,"LINESTRING (-122.6033546 45.3554876, -122.6037196 45.3551249, -122.6040412 45.3548054, -122.6040954 45.3547515)",,
"[418553152, 418553153]",False,2,,secondary,25 mph,,True,82.636,7th Street,"LINESTRING (-122.6033546 45.3554876, -122.6036683 45.355648, -122.6042097 45.3559249)",,
"[418553442, 418553443, 418553366]",False,,,secondary,25 mph,,False,82.022,7th Street,"LINESTRING (-122.6033546 45.3554876, -122.6031041 45.3553614, -122.6028148 45.3552156, -122.6025016 45.3550577)",,
5289753,False,2,,residential,,,False,100.689,Jefferson Street,"LINESTRING (-122.6025942 45.3562478, -122.6018513 45.3569877)",,
425386994,False,,,residential,,,True,83.417,8th Street,"LINESTRING (-122.6025942 45.3562478, -122.603468 45.3566788)",,
5289753,False,2,,residential,,,True,103.322,Jefferson Street,"LINESTRING (-122.6025942 45.3562478, -122.6029673 45.3558747, -122.6033546 45.3554876)",,
425386994,False,,,residential,,,False,83.342,8th Street,"LINESTRING (-122.6025942 45.3562478, -122.602092 45.3559928, -122.6018926 45.3558915, -122.6017297 45.3558088)",,
5289753,False,2,,residential,,,True,100.689,Jefferson Street,"LINESTRING (-122.6018513 45.3569877, -122.6025942 45.3562478)",,
119411030,False,2,,tertiary,,,False,83.065,9th Street,"LINESTRING (-122.6018513 45.3569877, -122.6009837 45.356556)",,
119411030,False,2,,tertiary,,,True,81.936,9th Street,"LINESTRING (-122.6018513 45.3569877, -122.6027041 45.3574165)",,
5289753,False,2,,residential,,,False,102.25999999999999,Jefferson Street,"LINESTRING (-122.6018513 45.3569877, -122.6014639 45.3573694, -122.6010913 45.3577364)",,
5289753,False,2,,residential,,,True,102.25999999999999,Jefferson Street,"LINESTRING (-122.6010913 45.3577364, -122.6014639 45.3573694, -122.6018513 45.3569877)",,
135151661,False,2,,residential,,,True,82.791,10th Street,"LINESTRING (-122.6010913 45.3577364, -122.6011765 45.3577792, -122.6019535 45.3581692)",,
106844269,False,,,residential,,,True,80.642,11th Street,"LINESTRING (-122.6005189 45.3583179, -122.6010964 45.3586122, -122.6013548 45.3587433)",,
125833485,False,2,,residential,,,True,41.702,Jefferson Street,"LINESTRING (-122.6005189 45.3583179, -122.6005797 45.3582433, -122.6008228 45.3580101)",,
5290784,False,,,tertiary,,,False,82.749,9th Street,"LINESTRING (-122.6044222 45.3582777, -122.6035626 45.357843)",,
5299845,False,,,tertiary,,,True,101.681,Center Street,"LINESTRING (-122.6044222 45.3582777, -122.604714 45.3579875, -122.6047971 45.3579049, -122.6051732 45.3575309)",,
119411031,False,,,residential,,,False,102.369,Center Street,"LINESTRING (-122.6044222 45.3582777, -122.6040458 45.3586541, -122.6036684 45.3590307)",,
5290784,False,,,tertiary,,,True,82.749,9th Street,"LINESTRING (-122.6035626 45.357843, -122.6044222 45.3582777)",,
106805631,False,,,secondary,25 mph,,True,101.187,Washington Street,"LINESTRING (-122.6035626 45.357843, -122.6043109 45.3571003)",,
119411030,False,2,,tertiary,,,False,82.15,9th Street,"LINESTRING (-122.6035626 45.357843, -122.6027041 45.3574165)",,
198198905,False,2,,secondary,25 mph,,False,102.384,Washington Street,"LINESTRING (-122.6035626 45.357843, -122.6031841 45.3582187, -122.6028091 45.3585963)",,
90528625,False,2,,residential,,,True,101.446,John Adams Street,"LINESTRING (-122.6027041 45.3574165, -122.603468 45.3566788)",,
119411030,False,2,,tertiary,,,False,81.936,9th Street,"LINESTRING (-122.6027041 45.3574165, -122.6018513 45.3569877)",,
119411030,False,2,,tertiary,,,True,82.15,9th Street,"LINESTRING (-122.6027041 45.3574165, -122.6035626 45.357843)",,
425386995,False,2,,residential,,,False,102.19900000000001,John Adams Street,"LINESTRING (-122.6027041 45.3574165, -122.6023252 45.3577964, -122.6019535 45.3581692)",,
119411030,False,2,,tertiary,,,True,83.065,9th Street,"LINESTRING (-122.6009837 45.356556, -122.6018513 45.3569877)",,
5296888,False,2,,residential,,,True,101.493,Madison Street,"LINESTRING (-122.6009837 45.356556, -122.6013608 45.3561783, -122.6017297 45.3558088)",,
5290791,False,,,residential,,,True,83.67,9th Street,"LINESTRING (-122.6069424 45.3594716, -122.6067098 45.3592417, -122.6066303 45.3591631, -122.6065917 45.359125, -122.6063778 45.3589135, -122.6063198 45.3588594)",,
32000192,False,4,OR 99E,primary,30 mph,,False,102.174,McLoughlin Boulevard,"LINESTRING (-122.6069424 45.3594716, -122.6067494 45.3595659, -122.6066492 45.3596149, -122.6065968 45.3596367, -122.6059536 45.3599547, -122.6058702 45.3599974)",,
"[32000192, 909159262, 909159263]",False,4,OR 99E,primary,30 mph,,True,100.78399999999999,McLoughlin Boulevard,"LINESTRING (-122.6069424 45.3594716, -122.6070436 45.3594214, -122.6079135 45.3589916, -122.6079977 45.3589504)",yes,
5290791,False,,,residential,,,False,83.67,9th Street,"LINESTRING (-122.6063198 45.3588594, -122.6063778 45.3589135, -122.6065917 45.359125, -122.6066303 45.3591631, -122.6067098 45.3592417, -122.6069424 45.3594716)",,
30369473,False,2,,tertiary,,,False,102.813,Main Street,"LINESTRING (-122.6063198 45.3588594, -122.6064157 45.3588128, -122.6068677 45.3585914, -122.607317 45.358366, -122.6073965 45.3583279)",,
"[605168019, 31993645]",False,"['3', '2']",,tertiary,,,False,100.901,Main Street,"LINESTRING (-122.6063198 45.3588594, -122.6062422 45.3588972, -122.605962 45.3590335, -122.6057608 45.3591314, -122.6055889 45.359215, -122.6054977 45.3592594, -122.6054339 45.3592905, -122.6053404 45.359336, -122.6052582 45.3593761)",,
5290917,False,2,,secondary,,,False,42.506,Willamette Falls Drive,"LINESTRING (-122.610306 45.3605786, -122.610434 45.3606173, -122.6105468 45.3606412, -122.6106895 45.3606676, -122.6108245 45.3606918)",,
120727550,False,3,OR 43,secondary,35 mph,,True,33.408,Willamette Drive,"LINESTRING (-122.610306 45.3605786, -122.6100676 45.36081, -122.6100544 45.3608215)",,
120727552,False,3,OR 43,secondary,25 mph,,False,39.370000000000005,Willamette Drive,"LINESTRING (-122.610306 45.3605786, -122.6103946 45.3604892, -122.6104757 45.360407, -122.6105808 45.3602821)",,
5294417,False,4,,secondary,25 mph,,True,7.97,Willamette Falls Drive,"LINESTRING (-122.6109239 45.3607079, -122.6108245 45.3606918)",,
