osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,ref,maxspeed
117141219,12th Street,secondary,False,True,23.731,,"LINESTRING (-120.4573493 36.856553, -120.4575534 36.8564156)",,,
299211480,12th Street,secondary,True,False,79.134,2,"LINESTRING (-120.4573493 36.856553, -120.4572451 36.8565718, -120.4569132 36.8568023, -120.4567327 36.8569245, -120.4566908 36.857003)",,,
"[10338953, 117141219, 10348279]","['12th Street', 'West Nees Avenue']","['tertiary', 'secondary']",False,False,349.521,,"LINESTRING (-120.4605574 36.8543905, -120.4598421 36.8548667, -120.4589733 36.8554598, -120.4589191 36.8554935, -120.4586686 36.8556657, -120.4586146 36.8557052, -120.4585632 36.8557432, -120.458451 36.855823, -120.4582011 36.8559856, -120.458078 36.8560658, -120.4575534 36.8564156)",yes,,
10340979,M Street,residential,False,False,147.596,,"LINESTRING (-120.4575534 36.8564156, -120.458645 36.8574151)",,,
10340979,M Street,residential,False,True,145.315,,"LINESTRING (-120.4575534 36.8564156, -120.4564776 36.8554323)",,,
117141219,12th Street,secondary,False,False,23.731,,"LINESTRING (-120.4575534 36.8564156, -120.4573493 36.856553)",,,
"[10338953, 117141219, 10348279]","['West Nees Avenue', '12th Street']","['tertiary', 'secondary']",False,True,349.521,,"LINESTRING (-120.4575534 36.8564156, -120.458078 36.8560658, -120.4582011 36.8559856, -120.458451 36.855823, -120.4585632 36.8557432, -120.4586146 36.8557052, -120.4586686 36.8556657, -120.4589191 36.8554935, -120.4589733 36.8554598, -120.4598421 36.8548667, -120.4605574 36.8543905)",yes,,
10343623,8th Street,residential,False,False,59.503,,"LINESTRING (-120.459135 36.8622672, -120.4586268 36.8626151)",,,
10343623,8th Street,residential,False,True,57.031,,"LINESTRING (-120.459135 36.8622672, -120.4596037 36.8619173)",,,
10343407,7th Street,residential,False,False,163.091,,"LINESTRING (-120.459135 36.8622672, -120.4598804 36.8629744, -120.4593643 36.8633249)",,,
10346493,P Street,tertiary,False,True,102.636,,"LINESTRING (-120.4593643 36.8633249, -120.4586268 36.8626151)",,,
10343407,7th Street,residential,False,True,163.091,,"LINESTRING (-120.4593643 36.8633249, -120.4598804 36.8629744, -120.459135 36.8622672)",,,
10343623,8th Street,residential,False,True,12.162,,"LINESTRING (-120.4606238 36.8612497, -120.4607281 36.861179)",,,
10343623,8th Street,residential,False,False,117.249,,"LINESTRING (-120.4606238 36.8612497, -120.4601966 36.8615317, -120.4600918 36.8616009, -120.4596037 36.8619173)",,,
"[1188230252, 299211485]",,primary,True,False,115.733,"['1', '2']","LINESTRING (-120.4606238 36.8612497, -120.461001 36.8616005, -120.4611787 36.8617546, -120.4613501 36.8619069, -120.461529 36.8619858)",,CA 33,40 mph
10343623,8th Street,residential,False,False,57.031,,"LINESTRING (-120.4596037 36.8619173, -120.459135 36.8622672)",,,
10343623,8th Street,residential,False,True,117.249,,"LINESTRING (-120.4596037 36.8619173, -120.4600918 36.8616009, -120.4601966 36.8615317, -120.4606238 36.8612497)",,,
1188230254,O Street,tertiary,False,True,145.912,,"LINESTRING (-120.4596037 36.8619173, -120.4591753 36.8615047, -120.4585565 36.8609074)",,,
10343623,8th Street,residential,False,True,59.503,,"LINESTRING (-120.4586268 36.8626151, -120.459135 36.8622672)",,,
10346493,P Street,tertiary,False,False,102.636,,"LINESTRING (-120.4586268 36.8626151, -120.4593643 36.8633249)",,,
10346493,P Street,tertiary,False,True,145.962,,"LINESTRING (-120.4586268 36.8626151, -120.4575443 36.8616287)",,,
10343623,8th Street,residential,False,False,121.714,,"LINESTRING (-120.4586268 36.8626151, -120.4581079 36.862973, -120.457591 36.8633302)",,,
10343623,8th Street,residential,False,True,121.714,,"LINESTRING (-120.457591 36.8633302, -120.4581079 36.862973, -120.4586268 36.8626151)",,,
10343852,Q Street,residential,False,False,151.453,,"LINESTRING (-120.457591 36.8633302, -120.4568383 36.8626254, -120.4566822 36.8622087)",,,
117141218,Q Street,residential,False,False,33.269,,"LINESTRING (-120.4509224 36.8570582, -120.4511703 36.8572822)",,,
117141218,Q Street,residential,False,True,33.269,,"LINESTRING (-120.4511703 36.8572822, -120.4509224 36.8570582)",,,
10348711,14th Street,residential,False,True,125.328,,"LINESTRING (-120.4511703 36.8572822, -120.4517371 36.8569137, -120.4522635 36.8565714)",,,
117141218,Q Street,residential,False,False,57.958999999999996,,"LINESTRING (-120.4511703 36.8572822, -120.4513446 36.8574582, -120.4515678 36.8576951)",,,
10344417,Thatcher Drive,residential,False,False,81.488,,"LINESTRING (-120.4515678 36.8576951, -120.4513682 36.8577685, -120.4511714 36.8578127, -120.450952 36.8578003, -120.4506821 36.8577741)",,,
117141218,Q Street,residential,False,False,169.658,,"LINESTRING (-120.4515678 36.8576951, -120.4516767 36.8578376, -120.4517507 36.8578909, -120.4518854 36.8579574, -120.4520431 36.8579518, -120.4522056 36.8579033, -120.4524079 36.8578698, -120.4526358 36.8577741, -120.4528338 36.8576556, -120.4531025 36.8574209)",,,
117141218,Q Street,residential,False,True,57.958999999999996,,"LINESTRING (-120.4515678 36.8576951, -120.4513446 36.8574582, -120.4511703 36.8572822)",,,
10346493,P Street,tertiary,False,False,24.074,,"LINESTRING (-120.4531025 36.8574209, -120.4532549 36.8575998)",,,
10346493,P Street,tertiary,False,True,120.395,,"LINESTRING (-120.4531025 36.8574209, -120.4522635 36.8565714)",,,
117141218,Q Street,residential,False,True,169.65800000000002,,"LINESTRING (-120.4531025 36.8574209, -120.4528338 36.8576556, -120.4526358 36.8577741, -120.4524079 36.8578698, -120.4522056 36.8579033, -120.4520431 36.8579518, -120.4518854 36.8579574, -120.4517507 36.8578909, -120.4516767 36.8578376, -120.4515678 36.8576951)",,,
10343852,Q Street,residential,False,False,156.6,,"LINESTRING (-120.4566822 36.8622087, -120.455476 36.861183)",,,
10343876,9th Street,residential,False,True,100.209,,"LINESTRING (-120.4566822 36.8622087, -120.4575443 36.8616287)",,,
10343852,Q Street,residential,False,True,151.453,,"LINESTRING (-120.4566822 36.8622087, -120.4568383 36.8626254, -120.457591 36.8633302)",,,
