osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction
"[16743372, 16739917]","['North Water Street', 'West 1st Avenue']",residential,False,False,207.00600000000003,"LINESTRING (-79.0086935 34.6171652, -79.0095297 34.6172052, -79.0097487 34.6172419, -79.0103009 34.6174554, -79.0103023 34.6179417)",,,,,
16749318,East 1st Street,residential,False,True,82.709,"LINESTRING (-79.0086935 34.6171652, -79.0084836 34.6171613, -79.0077899 34.6171486)",,,,,
325525604,South Elm Street,tertiary,True,False,209.82399999999998,"LINESTRING (-79.0086935 34.6171652, -79.0087213 34.6166179, -79.0087286 34.6161827, -79.0086931 34.6152792)",,,,,
16738499,North Elm Street,tertiary,True,False,84.192,"LINESTRING (-79.008682 34.6179223, -79.0086935 34.6171652)",,,,,
16738546,West 2nd Street,primary,False,False,148.288,"LINESTRING (-79.008682 34.6179223, -79.0103023 34.6179417)",NC 41;NC 72,,,,
255808055,East 2nd Street,primary,False,True,82.92,"LINESTRING (-79.008682 34.6179223, -79.0086334 34.6179224, -79.0078203 34.6179011, -79.0077763 34.6178999)",NC 41;NC 72,,,,
16746332,West 3rd Street,residential,False,False,149.039,"LINESTRING (-79.0086577 34.6186485, -79.0091568 34.6186577, -79.0097175 34.618668, -79.010286 34.6186784)",,,,,
1234792036,North Elm Street,residential,True,False,83.549,"LINESTRING (-79.0086191 34.6193992, -79.0086577 34.6186485)",,,,,
16743388,East 4th Street,tertiary,False,True,82.49600000000001,"LINESTRING (-79.0086191 34.6193992, -79.0084055 34.6193945, -79.0081671 34.6193894, -79.0077179 34.6193796)",,,,,
16743829,West 4th Street,tertiary,False,False,149.733,"LINESTRING (-79.0086191 34.6193992, -79.0095526 34.619421, -79.0102548 34.6194357)",,,,,
656533951,North Elm Street,tertiary,True,False,47.016,"LINESTRING (-79.008599 34.6198217, -79.0086191 34.6193992)",,,,,
16746279,South Court Street,residential,True,False,81.6,"LINESTRING (-79.008599 34.6198217, -79.0083874 34.6198162, -79.00815 34.6198101, -79.007907 34.6198038, -79.0077077 34.6197987)",,,,,
656533951,North Elm Street,tertiary,True,False,35.983,"LINESTRING (-79.008585 34.6201451, -79.008599 34.6198217)",,,,,
16744944,West 5th Street,residential,False,False,148.832,"LINESTRING (-79.008585 34.6201451, -79.0095196 34.6201635, -79.010211 34.6201771)",,,,,
656533951,North Elm Street,tertiary,True,False,35.016,"LINESTRING (-79.0085831 34.62046, -79.008585 34.6201451)",,,,,
656533951,North Elm Street,tertiary,True,False,47.185,"LINESTRING (-79.0085756 34.6208843, -79.0085831 34.62046)",,,,,
16740719,West 6th Street,residential,False,False,112.90700000000001,"LINESTRING (-79.0085756 34.6208843, -79.009122 34.6208954, -79.0092767 34.6208985, -79.009495 34.6209029, -79.0098091 34.6209093)",,,,,
264650926,East 6th Street,residential,False,False,83.848,"LINESTRING (-79.0085756 34.6208843, -79.0082872 34.6208771, -79.0078571 34.6208664, -79.0076597 34.6208615)",,,,,
16741238,East 7th Street,residential,False,True,82.824,"LINESTRING (-79.0085465 34.6216197, -79.007642 34.6215919)",,,,,
656533951,North Elm Street,tertiary,True,False,81.816,"LINESTRING (-79.0085465 34.6216197, -79.0085756 34.6208843)",,,,,
16739981,East Elizabethtown Road,secondary,False,False,104.864,"LINESTRING (-79.0085427 34.6217804, -79.0076096 34.6223279)",,35 mph,,,
656533951,North Elm Street,tertiary,True,False,17.872,"LINESTRING (-79.0085427 34.6217804, -79.0085465 34.6216197)",,,,,
