osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,width,bridge
5671511,2,B2193,secondary,20 mph,False,False,7.805,,"LINESTRING (0.0113737 50.8718158, 0.0113443 50.8717481)",,
5771395,2,B2193,secondary,20 mph,True,False,160.649,Station Street,"LINESTRING (0.0113737 50.8718158, 0.0113782 50.8718704, 0.0113276 50.8719805, 0.0111871 50.872205, 0.0111484 50.8722585, 0.010886 50.8726212, 0.010435 50.8731226)",,
5671511,2,B2193,secondary,20 mph,False,True,7.805,,"LINESTRING (0.0113443 50.8717481, 0.0113737 50.8718158)",,
475732212,,,residential,20 mph,False,False,59.44200000000001,Southover Road,"LINESTRING (0.0113443 50.8717481, 0.0111775 50.871731, 0.0105326 50.8715987)",,
5772181,2,A2029,primary,20 mph,True,False,29.149,North Street,"LINESTRING (0.0115959 50.8746077, 0.0116489 50.8748677)",,
5772181,2,A2029,primary,20 mph,True,False,17.994,North Street,"LINESTRING (0.0115442 50.8744492, 0.0115959 50.8746077)",,
5733027,,A2029,primary,20 mph,True,False,74.034,Market Street,"LINESTRING (0.0112906 50.8738056, 0.0114343 50.8740908, 0.0115107 50.8742796, 0.0115445 50.8743878, 0.0115442 50.8744492)",,
"[86342453, 5772182]",1,,residential,20 mph,False,False,108.867,Market Lane,"LINESTRING (0.0112906 50.8738056, 0.0109294 50.8738738, 0.0104016 50.8739784, 0.0100958 50.8740126, 0.0099295 50.8740236, 0.0097863 50.8740294)",,
5733027,,A2029,primary,20 mph,True,False,36.272999999999996,Market Street,"LINESTRING (0.011121 50.8734975, 0.0112048 50.873658, 0.0112906 50.8738056)",,
5733026,,A277,primary,20 mph,True,False,19.233999999999998,High Street,"LINESTRING (0.0109734 50.8733536, 0.0110158 50.8734096, 0.0110842 50.8734561, 0.011121 50.8734975)",,
88527636,,,unclassified,,False,True,180.567,St Nicholas Lane,"LINESTRING (0.0109734 50.8733536, 0.0111043 50.8731997, 0.0111738 50.873094, 0.0113027 50.8729485, 0.0115231 50.8727043, 0.0116703 50.8725536, 0.0120355 50.8721327, 0.0121578 50.8719717, 0.0121875 50.8719236)",,
257159238,,A2029,primary,20 mph,False,False,45.762,High Street,"LINESTRING (0.0109734 50.8733536, 0.0108267 50.8732953, 0.0105471 50.8731828, 0.010435 50.8731226)",,
5733022,1,A2029,primary,20 mph,True,False,111.872,Fisher Street,"LINESTRING (0.010435 50.8731226, 0.010223 50.8734035, 0.0100497 50.8736017, 0.0098315 50.8738436, 0.0097961 50.8739135, 0.0097802 50.8739734, 0.0097863 50.8740294)",3.9,
216593366,2,A277,primary,20 mph,False,False,67.61,High Street,"LINESTRING (0.010435 50.8731226, 0.0102462 50.8730361, 0.0096331 50.8727858)",,
257159238,,A2029,primary,20 mph,False,True,45.762,High Street,"LINESTRING (0.010435 50.8731226, 0.0105471 50.8731828, 0.0108267 50.8732953, 0.0109734 50.8733536)",,
216593366,2,A277,primary,20 mph,False,False,46.781,High Street,"LINESTRING (0.0090001 50.8726009, 0.0083787 50.8724485)",,
31528902,,,residential,,True,False,140.519,Watergate Lane,"LINESTRING (0.0090001 50.8726009, 0.0092054 50.8722827, 0.0094342 50.871825, 0.0096985 50.8714176)",,
216593366,2,A277,primary,20 mph,False,True,48.955000000000005,High Street,"LINESTRING (0.0090001 50.8726009, 0.0094669 50.872733, 0.0096331 50.8727858)",,
5733024,1,A2029,primary,20 mph,True,False,18.765,West Street,"LINESTRING (0.0098595 50.8745223, 0.0101164 50.8744754)",,
4661368,2,A2029,primary,20 mph,False,False,13.715,Commercial Square,"LINESTRING (0.0098595 50.8745223, 0.0098064 50.8745343, 0.0096755 50.8745639)",,
5733046,,A2029,primary,20 mph,True,False,19.788,,"LINESTRING (0.011364 50.8734312, 0.0112527 50.873438, 0.0111481 50.8734663, 0.011121 50.8734975)",,
5772676,,A2029,primary,20 mph,True,False,28.91,High Street,"LINESTRING (0.011364 50.8734312, 0.0110561 50.873358, 0.0109734 50.8733536)",,
87078879,1,,unclassified,20 mph,False,True,20.491,Castle Precincts,"LINESTRING (0.0083689 50.8738994, 0.0084729 50.8739198, 0.0085643 50.8739271, 0.0086553 50.8739269)",,
95689037,,,residential,20 mph,True,False,29.635,North Street,"LINESTRING (0.0116489 50.8748677, 0.0117153 50.8751309)",,
259766501,2,A2029,primary,20 mph,True,False,27.034,Little East Street,"LINESTRING (0.0116489 50.8748677, 0.0117373 50.8749548, 0.0118174 50.8750071, 0.0119129 50.8750363)",,
36867643,2,A2029,primary,20 mph,False,True,11.641,White Hill,"LINESTRING (0.009518 50.8745968, 0.0096755 50.8745639)",,
36867643,2,A2029,primary,20 mph,False,False,53.514,White Hill,"LINESTRING (0.009518 50.8745968, 0.009431 50.8746255, 0.0091759 50.8747085, 0.0090101 50.8747483, 0.0089037 50.8747635, 0.0088138 50.8747724)",,
36867643,2,A2029,primary,20 mph,False,False,32.532,White Hill,"LINESTRING (0.00835 50.8747309, 0.0082262 50.8747063, 0.0078939 50.874686)",,
36867643,2,A2029,primary,20 mph,False,True,33.009,White Hill,"LINESTRING (0.00835 50.8747309, 0.0085743 50.8747648, 0.008633 50.8747667, 0.0088138 50.8747724)",,
86345070,,,residential,20 mph,True,False,127.40899999999999,St John's Terrace,"LINESTRING (0.00835 50.8747309, 0.0089597 50.8755689, 0.0091335 50.8757639)",,
114379263,2,A2029,primary,30 mph,False,False,65.537,Offham Road,"LINESTRING (0.00589 50.8759118, 0.0052779 50.876357)",,
93807688,,,residential,,False,False,146.872,Wallands Crescent,"LINESTRING (0.00589 50.8759118, 0.0060853 50.8760587, 0.0059137 50.8762686, 0.005109 50.8770031)",,
114379263,2,A2029,primary,30 mph,False,True,127.22300000000001,Offham Road,"LINESTRING (0.00589 50.8759118, 0.0063255 50.8754915, 0.0068947 50.8749594)",,
114379263,2,A2029,primary,30 mph,False,True,65.537,Offham Road,"LINESTRING (0.0052779 50.876357, 0.00589 50.8759118)",,
154762281,,,residential,20 mph,True,False,13.931,Prince Edward's Road,"LINESTRING (0.0052779 50.876357, 0.0051271 50.8762755)",,
114379263,2,A2029,primary,30 mph,False,False,401.518,Offham Road,"LINESTRING (0.0052779 50.876357, 0.0052662 50.8763614, 0.0050995 50.876424, 0.0049607 50.8764761, 0.0048912 50.8765022, 0.0048684 50.8765108, 0.004824 50.8765243, 0.004808 50.8765291, 0.0046843 50.8765666, 0.0046534 50.876576, 0.0045561 50.8766055, 0.0045255 50.8766148, 0.0045058 50.8766208, 0.0042155 50.8766992, 0.0042014 50.876703, 0.004135 50.876721, 0.0041222 50.8767244, 0.0040067 50.8767556, 0.0039979 50.876758, 0.0039265 50.8767773, 0.0032559 50.8769526, 0.0020553 50.8772765, 0.0005389 50.8779297, 0.0002541 50.8780536)",,
867298600,,,residential,,False,True,3.766,King Henry's Road,"LINESTRING (-0.0009246 50.8785211, -0.0009279 50.8784873)",,
114379263,2,A2029,primary,30 mph,False,True,97.68,Offham Road,"LINESTRING (-0.0009246 50.8785211, -0.0003805 50.8783053, 0.0002541 50.8780536)",,
"[31528897, 75915867]",,,residential,20 mph,False,False,347.42600000000004,"['Westgate Street', 'New Road']","LINESTRING (0.0062497 50.8719994, 0.0062504 50.8722049, 0.0062412 50.872307, 0.0062264 50.8723865, 0.0060706 50.8727096, 0.0060483 50.8727658, 0.0060401 50.8727993, 0.006037 50.8728434, 0.0060458 50.8728856, 0.0060631 50.8729242, 0.0060941 50.8729528, 0.0064446 50.8731611, 0.0065632 50.8732175, 0.0072271 50.8737217, 0.0079239 50.8742785, 0.0082661 50.8745949)",,
822371284,1,A277,primary,20 mph,False,False,47.181000000000004,High Street,"LINESTRING (0.0062497 50.8719994, 0.0061006 50.8719997, 0.0059291 50.8720082, 0.0057646 50.8720358, 0.0055879 50.8720607)",,
"[822371284, 216593366]","['1', '2']",A277,primary,20 mph,False,True,111.27700000000002,High Street,"LINESTRING (0.0062497 50.8719994, 0.0063441 50.8719988, 0.006596 50.8720197, 0.0066173 50.8720225, 0.0067459 50.8720432, 0.0068321 50.8720581, 0.0068963 50.8720697, 0.0077617 50.8722789)",,
159097102,,,residential,20 mph,True,False,37.717,Rotten Row,"LINESTRING (0.0055879 50.8720607, 0.0053921 50.872033, 0.0052062 50.8720059, 0.0050697 50.8719731)",,
"[822371283, 822371284]","['1', '2']",A277,primary,20 mph,False,False,45.497,High Street,"LINESTRING (0.0055879 50.8720607, 0.0055063 50.8720966, 0.0054079 50.8721227, 0.0052825 50.872128, 0.0051148 50.8721354, 0.0049671 50.8721444)",,
822371284,1,A277,primary,20 mph,False,True,47.181,High Street,"LINESTRING (0.0055879 50.8720607, 0.0057646 50.8720358, 0.0059291 50.8720082, 0.0061006 50.8719997, 0.0062497 50.8719994)",,
88527631,,,residential,20 mph,False,True,22.206,Antioch Street,"LINESTRING (0.0049671 50.8721444, 0.0049653 50.8719447)",,
822371283,2,A277,primary,20 mph,False,False,125.986,High Street,"LINESTRING (0.0049671 50.8721444, 0.0044975 50.8721652, 0.0044613 50.8721668, 0.0042901 50.8721681, 0.0040136 50.8721701, 0.0035922 50.872181, 0.003176 50.8722111)",,
"[822371283, 822371284]","['1', '2']",A277,primary,20 mph,False,True,45.497,High Street,"LINESTRING (0.0049671 50.8721444, 0.0051148 50.8721354, 0.0052825 50.872128, 0.0054079 50.8721227, 0.0055063 50.8720966, 0.0055879 50.8720607)",,
822371283,2,A277,primary,20 mph,False,False,29.162,High Street,"LINESTRING (0.002715 50.8722686, 0.0023123 50.8723334)",,
822371283,2,A277,primary,20 mph,False,True,32.974,High Street,"LINESTRING (0.002715 50.8722686, 0.003176 50.8722111)",,
87547251,,,residential,20 mph,False,True,51.885,Wellhouse Place,"LINESTRING (0.002715 50.8722686, 0.0027641 50.872394, 0.0027714 50.8724461, 0.0026391 50.8725653, 0.0026414 50.8727049)",,
1061740291,2,A277,primary,20 mph,False,True,28.261,High Street,"LINESTRING (0.0019546 50.8724502, 0.0023123 50.8723334)",,
"[32782909, 1036888998, 1036888999]","['1', '2']",,residential,20 mph,False,False,66.968,Irelands Lane,"LINESTRING (0.0019546 50.8724502, 0.0020452 50.8725464, 0.0021994 50.8726843, 0.0022651 50.8727715, 0.0023067 50.8728764, 0.0023134 50.8729458, 0.002303 50.8729618, 0.0022865 50.87299)",,
"[5733025, 1061740292]",2,A277,primary,20 mph,False,False,139.86100000000002,Western Road,"LINESTRING (0.0019546 50.8724502, 0.0016675 50.8725577, 0.0014055 50.8726558, 0.0011211 50.8727593, 0.0006692 50.8728863, 0.0004105 50.8729176, 0.0003876 50.8729201, 0.0002888 50.872932, 0.0001456 50.8729441)",,
87078879,1,,unclassified,20 mph,False,False,20.491,Castle Precincts,"LINESTRING (0.0086553 50.8739269, 0.0085643 50.8739271, 0.0084729 50.8739198, 0.0083689 50.8738994)",,
87078879,1,,unclassified,20 mph,False,True,60.552,Castle Precincts,"LINESTRING (0.0086553 50.8739269, 0.0087432 50.8739242, 0.0088772 50.8739217, 0.0091303 50.8739176, 0.0093419 50.8739242, 0.00944 50.8739347, 0.0095103 50.8739535)",,
"[925740480, 89935194]",1,,unclassified,20 mph,False,False,104.163,Castle Banks,"LINESTRING (0.0086553 50.8739269, 0.0086403 50.8739879, 0.0086084 50.8740348, 0.008496 50.8741499, 0.0084711 50.874222, 0.0084711 50.8743159, 0.0084852 50.874382, 0.008526 50.8744459, 0.0086032 50.8745292, 0.0086917 50.8746016, 0.0087869 50.8746671, 0.0088127 50.8747042, 0.0088138 50.8747724)",,
