osmid,oneway,name,highway,reversed,length,geometry,lanes,ref
24118972,True,West Hawthorne Avenue,residential,False,150.60000000000002,"LINESTRING (-73.699842 40.660915, -73.6999392 40.6609421, -73.7005776 40.6611197, -73.701517 40.6613839)",,
"[421088978, 421088979, 608904965]",False,Rockaway Avenue,secondary,False,163.134,"LINESTRING (-73.699842 40.660915, -73.699868 40.66086, -73.7000206 40.6605367, -73.7000642 40.6604469, -73.700134 40.6603, -73.7002386 40.6600787, -73.7003796 40.6597869, -73.7004578 40.659625, -73.700501 40.6595357)",,
24118972,True,West Hawthorne Avenue,residential,False,121.559,"LINESTRING (-73.701517 40.6613839, -73.7018538 40.6614798, -73.702138 40.661563, -73.7021895 40.6615767, -73.702871 40.661758)",,
667678116,False,South Corona Avenue,residential,True,76.09,"LINESTRING (-73.701517 40.6613839, -73.7013859 40.6616337, -73.701202 40.662025)",,
667678119,False,South Franklin Avenue,residential,False,76.167,"LINESTRING (-73.702871 40.661758, -73.702567 40.662403)",,
"[1104944134, 224678847]",False,South Franklin Avenue,residential,False,168.10500000000002,"LINESTRING (-73.702871 40.661758, -73.7030765 40.6613152, -73.703136 40.661187, -73.7031867 40.6610774, -73.7032276 40.6609928, -73.7032681 40.6609087, -73.703454 40.6605299, -73.703494 40.66046, -73.703538 40.660397, -73.7035642 40.6603415)",,
224678848,False,West Hawthorne Avenue,residential,False,172.3,"LINESTRING (-73.702871 40.661758, -73.7030604 40.6618102, -73.7032228 40.6618549, -73.7038645 40.6620317, -73.7042991 40.6621515, -73.7045793 40.6622287, -73.704791 40.662287)",,
"[24120368, 533107491]",False,Hicks Street,residential,False,163.618,"LINESTRING (-73.704791 40.662287, -73.7051573 40.6619423, -73.7052594 40.6618462, -73.7053432 40.6616721, -73.7054224 40.6615077, -73.7055443 40.6612936, -73.7056516 40.6611007, -73.7057046 40.6610066)",3,
24120368,False,Hicks Street,residential,True,79.291,"LINESTRING (-73.704791 40.662287, -73.704653 40.662417, -73.704284 40.662886)",,
224678848,False,West Hawthorne Avenue,residential,True,172.3,"LINESTRING (-73.704791 40.662287, -73.7045793 40.6622287, -73.7042991 40.6621515, -73.7038645 40.6620317, -73.7032228 40.6618549, -73.7030604 40.6618102, -73.702871 40.661758)",,
24118996,False,Bell Street,residential,False,16.686,"LINESTRING (-73.7073191 40.6665663, -73.707339 40.666417)",,
24118996,False,Bell Street,residential,False,37.368,"LINESTRING (-73.707339 40.666417, -73.707388 40.666083)",,
24118996,False,Bell Street,residential,True,16.686,"LINESTRING (-73.707339 40.666417, -73.7073191 40.6665663)",,
24121273,False,Iona Street,residential,False,72.911,"LINESTRING (-73.707339 40.666417, -73.708197 40.666497)",,
24118996,False,Bell Street,residential,False,89.262,"LINESTRING (-73.707388 40.666083, -73.707503 40.665285)",,
24118996,False,Bell Street,residential,True,37.368,"LINESTRING (-73.707388 40.666083, -73.707339 40.666417)",,
24123951,False,Smith Street,residential,False,129.299,"LINESTRING (-73.707388 40.666083, -73.706486 40.666001, -73.705866 40.665944)",,
24118996,False,Bell Street,residential,False,109.931,"LINESTRING (-73.707503 40.665285, -73.707629 40.664301)",,
24118996,False,Bell Street,residential,True,89.262,"LINESTRING (-73.707503 40.665285, -73.707388 40.666083)",,
24137719,False,Hamilton Place,residential,False,74.582,"LINESTRING (-73.707503 40.665285, -73.708382 40.665358)",,
24137719,False,Hamilton Place,residential,True,76.18700000000001,"LINESTRING (-73.707503 40.665285, -73.7066998 40.6652188, -73.706605 40.665211)",,
24118996,False,Bell Street,residential,True,109.931,"LINESTRING (-73.707629 40.664301, -73.707503 40.665285)",,
224673313,False,West Valley Stream Boulevard,residential,True,75.937,"LINESTRING (-73.707629 40.664301, -73.706734 40.664227)",,
224673313,False,West Valley Stream Boulevard,residential,False,75.437,"LINESTRING (-73.707629 40.664301, -73.708245 40.664352, -73.7085123 40.6644001)",,
