osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes,ref
"[303359849, 303358228]",False,"['Market Avenue', 'Plaza Drive']",residential,"[False, True]",289.057,"LINESTRING (-90.629823 38.5818826, -90.6299533 38.5818892, -90.6300992 38.5818966, -90.6302612 38.5819048, -90.6306142 38.5819227, -90.6306903 38.5819266, -90.6310819 38.5819392, -90.6311456 38.5819412, -90.6318575 38.5819638, -90.6318695 38.5819642, -90.6319446 38.5819601, -90.6319929 38.5819454, -90.632034 38.5819266, -90.6320572 38.5818951, -90.6320653 38.5818573, -90.63207 38.58117, -90.6320707 38.581071)",,,,
303359849,False,Market Avenue,residential,False,8.963000000000001,"LINESTRING (-90.6320707 38.581071, -90.6320707 38.5810412, -90.6320708 38.5809904)",,,,
"[303359849, 303358228]",False,"['Market Avenue', 'Plaza Drive']",residential,"[False, True]",289.057,"LINESTRING (-90.6320707 38.581071, -90.63207 38.58117, -90.6320653 38.5818573, -90.6320572 38.5818951, -90.632034 38.5819266, -90.6319929 38.5819454, -90.6319446 38.5819601, -90.6318695 38.5819642, -90.6318575 38.5819638, -90.6311456 38.5819412, -90.6310819 38.5819392, -90.6306903 38.5819266, -90.6306142 38.5819227, -90.6302612 38.5819048, -90.6300992 38.5818966, -90.6299533 38.5818892, -90.629823 38.5818826)",,,,
303359802,False,Wildwood Avenue,residential,True,9.997,"LINESTRING (-90.6308717 38.5810312, -90.6308701 38.5809413)",,,,
49393908,True,Main Street,residential,False,104.31900000000002,"LINESTRING (-90.6308717 38.5810312, -90.6314613 38.5810538, -90.6315289 38.5810564, -90.6320054 38.5810692, -90.6320707 38.581071)",,,,
303357712,False,Fountain Place,residential,True,9.508,"LINESTRING (-90.6297291 38.5809809, -90.6297345 38.5808955)",,,,
49393908,True,Main Street,residential,False,99.47699999999999,"LINESTRING (-90.6297291 38.5809809, -90.6298221 38.580985, -90.6308717 38.5810312)",,,,
303357712,False,Fountain Place,residential,False,86.53,"LINESTRING (-90.6297291 38.5809809, -90.6297229 38.5810725, -90.6296934 38.5815087, -90.6296826 38.5816681, -90.6296765 38.581758)",,,,
303359320,False,Eastgate Lane,residential,False,8.935,"LINESTRING (-90.6284899 38.5809243, -90.6284937 38.580844)",,,,
49393908,True,Main Street,residential,False,107.901,"LINESTRING (-90.6284899 38.5809243, -90.6285913 38.5809289, -90.6296333 38.5809765, -90.6297291 38.5809809)",,,,
303359320,False,Eastgate Lane,residential,True,100.119,"LINESTRING (-90.6284899 38.5809243, -90.6284849 38.5810183, -90.6284804 38.5811035, -90.6284631 38.5814301, -90.6284604 38.581482, -90.628451 38.5816389, -90.6284438 38.5817468, -90.6284389 38.5818238)",,,,
303357712,False,Fountain Place,residential,False,9.508,"LINESTRING (-90.6297345 38.5808955, -90.6297291 38.5809809)",,,,
49393908,True,Main Street,residential,False,108.007,"LINESTRING (-90.6297345 38.5808955, -90.6296417 38.5808916, -90.6285945 38.5808482, -90.6284937 38.580844)",,,,
50692028,True,,tertiary,False,15.565999999999999,"LINESTRING (-90.627456 38.5783409, -90.6275008 38.5783417, -90.6275447 38.5783349, -90.6275857 38.5783209, -90.6276218 38.5783002)",,roundabout,,
303358798,True,Taylor Road,residential,False,275.399,"LINESTRING (-90.627456 38.5783409, -90.6275055 38.5784018, -90.6275216 38.5784417, -90.6275228 38.5784489, -90.6275297 38.5784899, -90.627535 38.5785444, -90.6275163 38.5789051, -90.6274787 38.579553, -90.6274519 38.5807338, -90.6274503 38.5808027)",,,,
49393908,True,Main Street,residential,False,9.584,"LINESTRING (-90.6274474 38.5808977, -90.6275169 38.5808994, -90.6275576 38.5809005)",,,,
303358798,True,Taylor Road,residential,False,147.405,"LINESTRING (-90.6274474 38.5808977, -90.6274461 38.5809652, -90.6274341 38.5816083, -90.6274225 38.5822232)",,,,
303358798,True,Taylor Road,residential,False,10.567,"LINESTRING (-90.6274503 38.5808027, -90.6274474 38.5808977)",,,,
49393908,True,Main Street,residential,False,117.22899999999998,"LINESTRING (-90.6274503 38.5808027, -90.6273809 38.5808014, -90.627021 38.5807944, -90.6269457 38.5808026, -90.6268679 38.5808197, -90.626784 38.5808404, -90.6268663 38.5808716, -90.6268886 38.580876, -90.6269446 38.5808818, -90.6269906 38.5808865, -90.6273766 38.580896, -90.6274474 38.5808977)",,,,
624289714,True,Taylor Road,residential,False,25.8,"LINESTRING (-90.6274208 38.5824957, -90.6274364 38.5827274)",,,,
858160028,True,,trunk,False,31.868,"LINESTRING (-90.6274208 38.5824957, -90.6270558 38.5824687)",55 mph,,2,MO 100
858160028,True,,trunk,False,5.743,"LINESTRING (-90.6274867 38.5824994, -90.6274208 38.5824957)",55 mph,,2,MO 100
303358745,True,Taylor Road,residential,False,30.031,"LINESTRING (-90.6274867 38.5824994, -90.6275 38.5824207, -90.6275156 38.5822304)",,,,
50692028,True,,tertiary,False,12.815999999999999,"LINESTRING (-90.6276218 38.5783002, -90.6276663 38.5782543, -90.6276872 38.578199)",,roundabout,,
49393908,True,Main Street,residential,False,9.561,"LINESTRING (-90.6275602 38.5808058, -90.6275167 38.580804, -90.6274503 38.5808027)",,,,
303358745,True,Taylor Road,residential,False,278.98900000000003,"LINESTRING (-90.6275602 38.5808058, -90.6275617 38.5807378, -90.6275887 38.5795509, -90.6276128 38.5789092, -90.6276218 38.578576, -90.6276101 38.5785067, -90.6275988 38.5784378, -90.6275967 38.5784249, -90.6276057 38.5783684, -90.6276218 38.5783002)",,,,
303358745,True,Taylor Road,residential,False,10.533,"LINESTRING (-90.6275576 38.5809005, -90.6275602 38.5808058)",,,,
49393908,True,Main Street,residential,False,81.083,"LINESTRING (-90.6275576 38.5809005, -90.6275735 38.5809009, -90.6276263 38.5809022, -90.6284013 38.580922, -90.6284899 38.5809243)",,,,
303358745,True,Taylor Road,residential,False,24.971,"LINESTRING (-90.6275431 38.5819076, -90.6275592 38.5816938, -90.6275592 38.5816834)",,,,
303359247,True,,residential,False,20.375,"LINESTRING (-90.6275431 38.5819076, -90.627578 38.5818531, -90.6276128 38.5818217, -90.627654 38.581805, -90.6276691 38.5818033, -90.6277103 38.5817987)",,,,
303359219,False,Plaza Drive,residential,False,63.395,"LINESTRING (-90.6284389 38.5818238, -90.6282457 38.5818181, -90.628152 38.5818154, -90.6277103 38.5817987)",,,,
303359219,False,Plaza Drive,residential,True,94.078,"LINESTRING (-90.6284389 38.5818238, -90.6285983 38.5818312, -90.6287993 38.5818406, -90.6293943 38.5818648, -90.6295196 38.5818699)",,,,
303359320,False,Eastgate Lane,residential,False,100.11899999999999,"LINESTRING (-90.6284389 38.5818238, -90.6284438 38.5817468, -90.628451 38.5816389, -90.6284604 38.581482, -90.6284631 38.5814301, -90.6284804 38.5811035, -90.6284849 38.5810183, -90.6284899 38.5809243)",,,,
303359219,False,Plaza Drive,residential,True,63.394999999999996,"LINESTRING (-90.6277103 38.5817987, -90.628152 38.5818154, -90.6282457 38.5818181, -90.6284389 38.5818238)",,,,
303359228,True,,residential,False,19.356,"LINESTRING (-90.6277103 38.5817987, -90.6276685 38.5817879, -90.6276531 38.5817839, -90.6276128 38.5817567, -90.6275806 38.5817252, -90.6275592 38.5816834)",,,,
303358745,True,Taylor Road,residential,False,87.05499999999999,"LINESTRING (-90.6275592 38.5816834, -90.6275591 38.5816128, -90.6275577 38.5809681, -90.6275576 38.5809005)",,,,
303359320,False,Eastgate Lane,residential,False,10.387,"LINESTRING (-90.6284937 38.580844, -90.6284995 38.5807507)",,,,
303359320,False,Eastgate Lane,residential,True,8.935,"LINESTRING (-90.6284937 38.580844, -90.6284899 38.5809243)",,,,
49393908,True,Main Street,residential,False,81.25500000000001,"LINESTRING (-90.6284937 38.580844, -90.6284028 38.5808403, -90.62763 38.5808086, -90.627576 38.5808064, -90.6275602 38.5808058)",,,,
303359320,False,Eastgate Lane,residential,True,10.387,"LINESTRING (-90.6284995 38.5807507, -90.6284937 38.580844)",,,,
303359802,False,Wildwood Avenue,residential,False,99.131,"LINESTRING (-90.6309212 38.5800509, -90.6309129 38.580159, -90.6309012 38.5803267, -90.6308753 38.5806839, -90.6308717 38.5807335, -90.6308713 38.5807855, -90.6308708 38.5808537, -90.6308701 38.5809413)",,,,
303359802,False,Wildwood Avenue,residential,False,9.997,"LINESTRING (-90.6308701 38.5809413, -90.6308717 38.5810312)",,,,
49393908,True,Main Street,residential,False,98.843,"LINESTRING (-90.6308701 38.5809413, -90.6298276 38.5808993, -90.6297345 38.5808955)",,,,
303359802,False,Wildwood Avenue,residential,True,99.131,"LINESTRING (-90.6308701 38.5809413, -90.6308708 38.5808537, -90.6308713 38.5807855, -90.6308717 38.5807335, -90.6308753 38.5806839, -90.6309012 38.5803267, -90.6309129 38.580159, -90.6309212 38.5800509)",,,,
303357111,True,,trunk_link,False,29.127,"LINESTRING (-90.6296469 38.5824914, -90.6295986 38.5825218, -90.6295614 38.5825467, -90.6295119 38.5825633, -90.6293602 38.5826237)",,,,
"[773665946, 303357143]",False,Fountain Place,residential,False,55.19,"LINESTRING (-90.6296469 38.5824914, -90.6296505 38.5824028, -90.6296663 38.5820967, -90.6296731 38.5819955)",,,,
466930330,False,Village Hills Parkway,residential,True,7.457,"LINESTRING (-90.627736 38.5769741, -90.627783 38.5770302)",,,2,
"[466930331, 466930333]",True,Village Hills Parkway,residential,False,134.405,"LINESTRING (-90.627736 38.5769741, -90.6277294 38.5769773, -90.6276348 38.5770297, -90.6275369 38.5770957, -90.6274565 38.577178, -90.6273834 38.5772671, -90.6273579 38.5773248, -90.6273337 38.5773778, -90.6273096 38.5774532, -90.6272928 38.5775324, -90.6272868 38.5776131, -90.6272989 38.5777237, -90.627321 38.5778312, -90.6273512 38.5779413, -90.6273598 38.578054)",,,"['1', '2']",
1259741516,True,Manchester Road,tertiary,False,31.145,"LINESTRING (-90.6280013 38.5780675, -90.6276437 38.5780848)",,,,
624289701,False,Manchester Road,tertiary,True,517.578,"LINESTRING (-90.6280013 38.5780675, -90.6283308 38.5779795, -90.6291263 38.5777761, -90.6298823 38.5775828, -90.630256 38.5774872, -90.6308824 38.5773271, -90.6313315 38.5772123, -90.6319518 38.5770502, -90.6331541 38.5767436, -90.6333879 38.5766839, -90.633658 38.576615)",35 mph,,,
18718706,True,Village Hills Parkway,residential,False,123.899,"LINESTRING (-90.6275129 38.5780233, -90.6274337 38.5779277, -90.6274055 38.5778212, -90.6273936 38.5777001, -90.6273961 38.5775838, -90.6274062 38.5774978, -90.6274296 38.5774291, -90.6274538 38.5773652, -90.6274886 38.5772991, -90.627545 38.5772168, -90.6276087 38.5771492, -90.6276851 38.5770952, -90.627783 38.5770302)",,,1,
277231579,True,,tertiary,False,14.064,"LINESTRING (-90.6275129 38.5780233, -90.627459 38.5780228, -90.6274068 38.5780332, -90.6273598 38.578054)",,roundabout,,
277231579,True,,tertiary,False,17.098,"LINESTRING (-90.6273598 38.578054, -90.627315 38.5780904, -90.6272869 38.5781359, -90.6272806 38.5781884)",,roundabout,,
624730663,True,Manchester Road,tertiary,False,37.39,"LINESTRING (-90.626916 38.5783308, -90.6271822 38.578311, -90.6273442 38.578299)",,,,
303358745,True,Taylor Road,residential,False,35.973,"LINESTRING (-90.6275156 38.5822304, -90.6275431 38.5819076)",,,,
595379046,True,,trunk_link,False,49.735,"LINESTRING (-90.6279306 38.5825283, -90.6276842 38.5823975, -90.6275658 38.5823008, -90.6275156 38.5822304)",,,,
858160028,True,,trunk,False,38.718999999999994,"LINESTRING (-90.6279306 38.5825283, -90.6276302 38.5825078, -90.6274867 38.5824994)",55 mph,,2,MO 100
595379039,True,,trunk_link,False,42.862,"LINESTRING (-90.6274225 38.5822232, -90.6273338 38.5823249, -90.6272838 38.5823619, -90.6272158 38.5824035, -90.6270558 38.5824687)",,,,
624289714,True,Taylor Road,residential,False,30.307000000000002,"LINESTRING (-90.6274225 38.5822232, -90.6274183 38.582417, -90.6274208 38.5824957)",,,,
919083123,True,,tertiary,False,10.914,"LINESTRING (-90.6273442 38.578299, -90.6273852 38.5783228, -90.627456 38.5783409)",,roundabout,,
277231579,True,,tertiary,False,13.613,"LINESTRING (-90.6276437 38.5780848, -90.6276201 38.5780626, -90.6275702 38.5780368, -90.6275129 38.5780233)",,roundabout,,
"[303359849, 659473554]",False,Market Avenue,"['unclassified', 'residential']","[False, True]",58.893,"LINESTRING (-90.6320867 38.5804609, -90.6320837 38.5805617, -90.6320736 38.5809013, -90.6320708 38.5809904)",,,,
659473555,False,,unclassified,False,164.64999999999998,"LINESTRING (-90.6320867 38.5804609, -90.6320942 38.5803855, -90.6320868 38.5803539, -90.6320597 38.5803426, -90.6315281 38.5801832, -90.6314013 38.5802078, -90.6313395 38.5802573, -90.6313169 38.5803455, -90.6313571 38.5804043, -90.6314537 38.5804315, -90.6315108 38.5804342, -90.6320867 38.5804609)",,,,
659473555,False,,unclassified,True,164.64999999999998,"LINESTRING (-90.6320867 38.5804609, -90.6315108 38.5804342, -90.6314537 38.5804315, -90.6313571 38.5804043, -90.6313169 38.5803455, -90.6313395 38.5802573, -90.6314013 38.5802078, -90.6315281 38.5801832, -90.6320597 38.5803426, -90.6320868 38.5803539, -90.6320942 38.5803855, -90.6320867 38.5804609)",,,,
717767532,False,August Grove Court,residential,False,74.44999999999999,"LINESTRING (-90.6306437 38.5844488, -90.630354 38.5843754, -90.6300536 38.5843502, -90.6298498 38.5843628, -90.6298081 38.5843769)",,,,
717767533,False,Bright Leaf Court,residential,True,105.91499999999999,"LINESTRING (-90.6306437 38.5844488, -90.630759 38.5843523, -90.6309441 38.5842307, -90.6310407 38.5841427, -90.6311184 38.5840085, -90.6311753 38.583643)",,,,
717767535,True,Taylor Road,residential,False,40.278,"LINESTRING (-90.6313495 38.5835455, -90.6313535 38.5835261, -90.6313479 38.5834921, -90.6313303 38.5834607, -90.6313022 38.5834345, -90.6312657 38.5834155, -90.6312238 38.5834054, -90.63118 38.5834048, -90.6311378 38.583414, -90.6311006 38.583432, -90.6310713 38.5834576, -90.6310525 38.5834885)",,roundabout,,
717767542,False,Taylor Road,residential,True,196.311,"LINESTRING (-90.6313495 38.5835455, -90.6314913 38.5835645, -90.6317756 38.5836017, -90.6318383 38.5836074, -90.6321913 38.5836395, -90.6327331 38.5837129, -90.6335783 38.5838283)",,,,
717767533,False,Bright Leaf Court,residential,False,105.91499999999999,"LINESTRING (-90.6311753 38.583643, -90.6311184 38.5840085, -90.6310407 38.5841427, -90.6309441 38.5842307, -90.630759 38.5843523, -90.6306437 38.5844488)",,,,
717767535,True,Taylor Road,residential,False,20.66,"LINESTRING (-90.6311753 38.583643, -90.6312191 38.5836436, -90.6312613 38.5836344, -90.6312985 38.5836163, -90.6313277 38.5835908, -90.6313466 38.5835599, -90.6313495 38.5835455)",,roundabout,,
717767535,True,Taylor Road,residential,False,22.855,"LINESTRING (-90.6310525 38.5834885, -90.6310456 38.5835223, -90.6310512 38.5835563, -90.6310688 38.5835877, -90.6310969 38.5836139, -90.6311334 38.5836329, -90.6311753 38.583643)",,roundabout,,
717767536,False,Taylor Road,residential,True,179.995,"LINESTRING (-90.6310525 38.5834885, -90.6309133 38.5834896, -90.6294642 38.5833066, -90.6293126 38.5833066, -90.6291584 38.5833344, -90.6290142 38.5833763)",,,,
717767534,False,,residential,False,6.892,"LINESTRING (-90.6280346 38.5836201, -90.6280285 38.5836819)",,,,
717767537,True,Taylor Road,residential,False,75.292,"LINESTRING (-90.6280346 38.5836201, -90.6279052 38.5835818, -90.6278589 38.5835579, -90.6277925 38.5835236, -90.6277114 38.5834597, -90.6276235 38.5833763, -90.6275598 38.5832977, -90.6275263 38.583238, -90.6274485 38.5831499)",,,,
717767536,False,Taylor Road,residential,False,179.99499999999998,"LINESTRING (-90.6290142 38.5833763, -90.6291584 38.5833344, -90.6293126 38.5833066, -90.6294642 38.5833066, -90.6309133 38.5834896, -90.6310525 38.5834885)",,,,
717767537,True,Taylor Road,residential,False,92.254,"LINESTRING (-90.6290142 38.5833763, -90.6288714 38.5834136, -90.6286475 38.583531, -90.6285321 38.5835839, -90.6284336 38.5836122, -90.6283256 38.5836295, -90.6281553 38.5836332, -90.6280346 38.5836201)",,,,
717767534,False,,residential,True,6.892,"LINESTRING (-90.6280285 38.5836819, -90.6280346 38.5836201)",,,,
717767534,False,,residential,False,104.336,"LINESTRING (-90.6280285 38.5836819, -90.6279186 38.5839456, -90.6278957 38.584366, -90.6279306 38.5845243, -90.6279832 38.5845924)",,,,
717767539,True,Taylor Road,residential,False,97.529,"LINESTRING (-90.6280285 38.5836819, -90.6281539 38.5836977, -90.6283403 38.5837018, -90.6284718 38.5836825, -90.6286005 38.5836416, -90.6287266 38.5835692, -90.628913 38.5834529, -90.6290142 38.5833763)",,,,
717767538,False,Taylor Road,residential,True,47.022999999999996,"LINESTRING (-90.6274485 38.5831499, -90.6274397 38.5830802, -90.6274371 38.5830068, -90.6274384 38.5828408, -90.6274364 38.5827274)",,,,
717767539,True,Taylor Road,residential,False,84.487,"LINESTRING (-90.6274485 38.5831499, -90.6274512 38.5832668, -90.6275015 38.5833632, -90.6275974 38.5834733, -90.6276758 38.5835446, -90.6277851 38.5836106, -90.6278216 38.5836235, -90.6279031 38.5836521, -90.6280285 38.5836819)",,,,
717767543,True,Taylor Road,residential,False,22.852,"LINESTRING (-90.6357116 38.5842221, -90.6357555 38.5842226, -90.6357977 38.5842134, -90.6358349 38.5841954, -90.6358641 38.5841698, -90.6358829 38.5841389, -90.6358898 38.5841051)",,roundabout,,
717767542,False,Taylor Road,residential,False,83.799,"LINESTRING (-90.6355889 38.5840675, -90.6351799 38.5840202, -90.634635 38.5839582)",,,,
717767543,True,Taylor Road,residential,False,22.851000000000003,"LINESTRING (-90.6355889 38.5840675, -90.635582 38.5841014, -90.6355876 38.5841353, -90.6356051 38.5841667, -90.6356333 38.5841929, -90.6356698 38.5842119, -90.6357116 38.5842221)",,roundabout,,
717767543,True,Taylor Road,residential,False,38.085,"LINESTRING (-90.6358898 38.5841051, -90.6358843 38.5840711, -90.6358667 38.5840397, -90.6358385 38.5840135, -90.635802 38.5839945, -90.6357602 38.5839844, -90.6357164 38.5839839, -90.6356741 38.583993, -90.6356369 38.5840111, -90.6356077 38.5840366, -90.6355889 38.5840675)",,roundabout,,
717767549,False,Taylor Road,residential,True,84.16,"LINESTRING (-90.6358898 38.5841051, -90.635988 38.5841154, -90.6362952 38.5841544, -90.6368459 38.5842244)",,,,
717767542,False,Taylor Road,residential,True,92.978,"LINESTRING (-90.6335783 38.5838283, -90.634635 38.5839582)",,,,
717767542,False,Taylor Road,residential,False,196.311,"LINESTRING (-90.6335783 38.5838283, -90.6327331 38.5837129, -90.6321913 38.5836395, -90.6318383 38.5836074, -90.6317756 38.5836017, -90.6314913 38.5835645, -90.6313495 38.5835455)",,,,
717767542,False,Taylor Road,residential,False,92.978,"LINESTRING (-90.634635 38.5839582, -90.6335783 38.5838283)",,,,
717767542,False,Taylor Road,residential,True,83.799,"LINESTRING (-90.634635 38.5839582, -90.6351799 38.5840202, -90.6355889 38.5840675)",,,,
717767549,False,Taylor Road,residential,False,84.16,"LINESTRING (-90.6368459 38.5842244, -90.6362952 38.5841544, -90.635988 38.5841154, -90.6358898 38.5841051)",,,,
717767532,False,August Grove Court,residential,False,18.397,"LINESTRING (-90.6298081 38.5843769, -90.6296701 38.5844236, -90.6296188 38.5844498)",,,,
917502920,False,,residential,False,58.801,"LINESTRING (-90.6298081 38.5843769, -90.6297121 38.5842411, -90.6296535 38.5842122, -90.6295888 38.5842194, -90.6295334 38.5842531, -90.6295272 38.5843037, -90.6296188 38.5844498)",,,,
717767532,False,August Grove Court,residential,True,74.45,"LINESTRING (-90.6298081 38.5843769, -90.6298498 38.5843628, -90.6300536 38.5843502, -90.630354 38.5843754, -90.6306437 38.5844488)",,,,
717767532,False,August Grove Court,residential,True,18.397,"LINESTRING (-90.6296188 38.5844498, -90.6296701 38.5844236, -90.6298081 38.5843769)",,,,
917502920,False,,residential,True,58.80099999999999,"LINESTRING (-90.6296188 38.5844498, -90.6295272 38.5843037, -90.6295334 38.5842531, -90.6295888 38.5842194, -90.6296535 38.5842122, -90.6297121 38.5842411, -90.6298081 38.5843769)",,,,
717767534,False,,residential,True,104.336,"LINESTRING (-90.6279832 38.5845924, -90.6279306 38.5845243, -90.6278957 38.584366, -90.6279186 38.5839456, -90.6280285 38.5836819)",,,,
1011030600,False,,residential,False,50.174,"LINESTRING (-90.6279832 38.5845924, -90.628015 38.5845896, -90.6280462 38.5845955, -90.6280728 38.5846094, -90.6280918 38.5846296, -90.6281008 38.5846536, -90.6280988 38.5846786, -90.6280859 38.5847016, -90.6280638 38.5847197, -90.6280351 38.5847308, -90.6280065 38.5847337, -90.6279781 38.5847296, -90.6279527 38.5847187, -90.6279329 38.5847023, -90.6279205 38.5846819, -90.6279168 38.5846595, -90.6279222 38.5846373, -90.627936 38.5846175, -90.627957 38.584602, -90.6279832 38.5845924)",,,,
1011030600,False,,residential,True,50.17400000000001,"LINESTRING (-90.6279832 38.5845924, -90.627957 38.584602, -90.627936 38.5846175, -90.6279222 38.5846373, -90.6279168 38.5846595, -90.6279205 38.5846819, -90.6279329 38.5847023, -90.6279527 38.5847187, -90.6279781 38.5847296, -90.6280065 38.5847337, -90.6280351 38.5847308, -90.6280638 38.5847197, -90.6280859 38.5847016, -90.6280988 38.5846786, -90.6281008 38.5846536, -90.6280918 38.5846296, -90.6280728 38.5846094, -90.6280462 38.5845955, -90.628015 38.5845896, -90.6279832 38.5845924)",,,,
