osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,tunnel,access
8972635,Park Avenue,residential,False,False,127.71799999999999,"LINESTRING (-131.6445544 55.3429248, -131.6446732 55.343169, -131.644692 55.343225, -131.6446893 55.3432853, -131.6446713 55.343344, -131.6446338 55.3434076, -131.6445828 55.3434582, -131.6445394 55.343515, -131.6444535 55.343578, -131.6443748 55.3436262, -131.6442476 55.3436739, -131.6441341 55.3437047, -131.6440249 55.3437288, -131.6439179 55.3437465, -131.6437515 55.3437694)",,,,
8972922,Bawden Street,residential,False,True,127.37,"LINESTRING (-131.6445544 55.3429248, -131.644839 55.343187, -131.6456811 55.3438739)",,,,
1110579594,Bawden Street,residential,False,False,89.059,"LINESTRING (-131.6445544 55.3429248, -131.6444472 55.3423199, -131.6444334 55.3421271)",,,,
"[181002846, 8970654, 181002847]",Stedman Street,secondary,False,"[False, True]",271.151,"LINESTRING (-131.6394382 55.3402608, -131.6398951 55.340481, -131.6399424 55.3405058, -131.6401355 55.340605, -131.6402012 55.3406391, -131.6405135 55.3407999, -131.6410693 55.3410865, -131.641116 55.3411108, -131.6414968 55.3412958, -131.6426669 55.3418651)",AK 7,yes,,
351520755,Brown Way,residential,False,False,74.29,"LINESTRING (-131.6394382 55.3402608, -131.639259 55.3403516, -131.6391729 55.340469, -131.639078 55.3406769, -131.639034 55.3407804, -131.6390164 55.3408313, -131.6390138 55.3408538, -131.6390077 55.3408618)",,,,
8972922,Bawden Street,residential,False,False,15.252,"LINESTRING (-131.6465826 55.3446111, -131.6464441 55.3444988)",,,,
8972120,Pittinger Avenue,residential,False,False,90.74900000000001,"LINESTRING (-131.6465826 55.3446111, -131.6466565 55.3446561, -131.6466995 55.3446676, -131.6467543 55.3446719, -131.6468298 55.3446629, -131.6468874 55.3446479, -131.6473858 55.3444798, -131.6478167 55.344331)",,,,
8972910,Pine Street,residential,False,True,120.596,"LINESTRING (-131.6465826 55.3446111, -131.6465139 55.3447105, -131.6463895 55.3448414, -131.6462884 55.3449468, -131.6458868 55.3456179)",,,,
148014591,Main Street,residential,False,False,106.57,"LINESTRING (-131.6440826 55.3402204, -131.6450675 55.3409981)",,,,
"[8970753, 8973151]","['Spruce Mill Way', 'Bawden Street']",residential,False,True,156.19899999999998,"LINESTRING (-131.6440826 55.3402204, -131.6437953 55.3403664, -131.6436213 55.340473, -131.6434896 55.3405524, -131.6434246 55.3406114, -131.6434099 55.3406539, -131.6434324 55.3406965, -131.6434658 55.3407347, -131.6441904 55.3413384)",,,,
148014591,Main Street,residential,False,True,106.57,"LINESTRING (-131.6450675 55.3409981, -131.6440826 55.3402204)",,,,
1110575222,Main Street,residential,False,False,83.431,"LINESTRING (-131.6450675 55.3409981, -131.6458303 55.3416103)",,,,
"[8972418, 53543623]","['Front Street', 'Mill Street']",secondary,False,"[False, True]",87.41099999999999,"LINESTRING (-131.6450675 55.3409981, -131.6455794 55.3408037, -131.6457739 55.3407395, -131.6458421 55.340728, -131.6459203 55.3407242, -131.645999 55.3407245, -131.6460716 55.3407275, -131.6461521 55.3407372, -131.6462222 55.3407552, -131.6462902 55.3407808)",AK 7,,,
8972418,Mill Street,secondary,False,True,67.143,"LINESTRING (-131.6450675 55.3409981, -131.6449686 55.3410365, -131.6441904 55.3413384)",AK 7,,,
1110575222,Main Street,residential,False,False,58.426,"LINESTRING (-131.6458303 55.3416103, -131.6463483 55.3420454)",,,,
1110575222,Main Street,residential,False,True,83.431,"LINESTRING (-131.6458303 55.3416103, -131.6450675 55.3409981)",,,,
142228964,Mission Street,residential,True,False,93.092,"LINESTRING (-131.6458303 55.3416103, -131.6456778 55.3416221, -131.6443715 55.3417229)",,,,
1110575221,Main Street,residential,False,False,20.065,"LINESTRING (-131.6463483 55.3420454, -131.6465343 55.3421916)",,,,
1110575222,Main Street,residential,False,True,58.426,"LINESTRING (-131.6463483 55.3420454, -131.6458303 55.3416103)",,,,
1110575221,Main Street,residential,False,True,20.065,"LINESTRING (-131.6465343 55.3421916, -131.6463483 55.3420454)",,,,
8972301,Dock Street,residential,True,False,77.795,"LINESTRING (-131.6465343 55.3421916, -131.6470415 55.3419898, -131.6475481 55.3417953)",,,,
713189305,Main Street,residential,False,False,123.387,"LINESTRING (-131.6465343 55.3421916, -131.647292 55.3427917, -131.6476303 55.3430676, -131.6476651 55.3430959)",,,,
713189305,Main Street,residential,False,False,88.021,"LINESTRING (-131.6476651 55.3430959, -131.6484748 55.3437398)",,,,
147821522,Grant Street,residential,False,False,76.743,"LINESTRING (-131.6476651 55.3430959, -131.6481297 55.3429078, -131.648652 55.3426942)",,,,
147821522,Grant Street,residential,False,True,97.063,"LINESTRING (-131.6476651 55.3430959, -131.6475836 55.3431287, -131.6471866 55.3432891, -131.6464206 55.3436069)",,,,
713189305,Main Street,residential,False,True,123.387,"LINESTRING (-131.6476651 55.3430959, -131.6476303 55.3430676, -131.647292 55.3427917, -131.6465343 55.3421916)",,,,
8972142,Main Street,residential,False,False,106.143,"LINESTRING (-131.6501497 55.3450519, -131.6491825 55.3442717)",,,,
8972142,Main Street,residential,False,True,106.143,"LINESTRING (-131.6491825 55.3442717, -131.6501497 55.3450519)",,,,
"[8972229, 8973103]","['Revilla Street', 'Cedar Street']",residential,False,False,128.60399999999998,"LINESTRING (-131.6491825 55.3442717, -131.6490801 55.3443056, -131.6484049 55.3445296, -131.6477633 55.3439981)",,,,
"[147815764, 8973103]","['Front Street', 'Cedar Street']",residential,False,"[False, True]",125.265,"LINESTRING (-131.6491825 55.3442717, -131.6500823 55.3438984, -131.649603 55.3434874)",,,,
"[8972229, 8973103]","['Revilla Street', 'Cedar Street']",residential,False,True,128.60399999999998,"LINESTRING (-131.6477633 55.3439981, -131.6484049 55.3445296, -131.6490801 55.3443056, -131.6491825 55.3442717)",,,,
8972908,Pine Street,residential,False,False,100.287,"LINESTRING (-131.6477633 55.3439981, -131.6471394 55.344234, -131.6471149 55.344243, -131.6464441 55.3444988)",,,,
8972908,Pine Street,residential,False,True,53.375,"LINESTRING (-131.6477633 55.3439981, -131.6484197 55.3437599, -131.6484748 55.3437398)",,,,
8972922,Bawden Street,residential,False,False,127.37,"LINESTRING (-131.6456811 55.3438739, -131.644839 55.343187, -131.6445544 55.3429248)",,,,
8972922,Bawden Street,residential,False,True,84.59299999999999,"LINESTRING (-131.6456811 55.3438739, -131.6462633 55.3443496, -131.6464441 55.3444988)",,,,
147821522,Grant Street,residential,False,False,55.439,"LINESTRING (-131.6456811 55.3438739, -131.6460175 55.343765, -131.6464206 55.3436069)",,,,
"[8972234, 147821522, 147821523]",Grant Street,residential,False,True,239.402,"LINESTRING (-131.6456811 55.3438739, -131.645596 55.3439087, -131.6447549 55.3442523, -131.6443408 55.3444192, -131.6443051 55.3444843, -131.643858 55.3446449, -131.6437547 55.3446492, -131.6423737 55.3445835)",,viaduct,,
142228963,Edmonds Street,residential,False,False,108.763,"LINESTRING (-131.6464206 55.3436069, -131.6460487 55.34327, -131.6461433 55.3430844, -131.6457442 55.3427708)",,,,
147821522,Grant Street,residential,False,False,97.063,"LINESTRING (-131.6464206 55.3436069, -131.6471866 55.3432891, -131.6475836 55.3431287, -131.6476651 55.3430959)",,,,
147821522,Grant Street,residential,False,True,55.439,"LINESTRING (-131.6464206 55.3436069, -131.6460175 55.343765, -131.6456811 55.3438739)",,,,
"[141278048, 141278049, 141278051, 147809648]",Water Street,secondary,True,False,140.23200000000003,"LINESTRING (-131.648652 55.3426942, -131.6487828 55.342775, -131.6487895 55.3427783, -131.6489013 55.3428185, -131.6500273 55.3432365, -131.6503618 55.3433514, -131.6504922 55.3433912)",,,yes,
147821522,Grant Street,residential,False,True,76.743,"LINESTRING (-131.648652 55.3426942, -131.6481297 55.3429078, -131.6476651 55.3430959)",,,,
1110575220,Front Street,secondary,False,False,121.92,"LINESTRING (-131.648652 55.3426942, -131.6482076 55.3423249, -131.6480465 55.3421934, -131.6475481 55.3417953)",AK 7,,,
142228964,Mission Street,residential,True,False,107.54,"LINESTRING (-131.6443715 55.3417229, -131.6442609 55.3417322, -131.6441724 55.3417397, -131.6438432 55.3417669, -131.6432822 55.3418132, -131.6431741 55.3418285, -131.643091 55.3418574, -131.6430288 55.3418977, -131.6430121 55.3419567, -131.643007 55.3420107, -131.6430296 55.3420641)",,,,
1086305965,Bawden Street,residential,False,False,44.82299999999999,"LINESTRING (-131.6443715 55.3417229, -131.6443596 55.341687, -131.6442655 55.3414021, -131.6441904 55.3413384)",,,,
1086305965,Bawden Street,residential,False,True,45.14,"LINESTRING (-131.6443715 55.3417229, -131.6443934 55.341804, -131.6444334 55.3421271)",,,,
53543623,Front Street,secondary,False,True,77.518,"LINESTRING (-131.6468524 55.3412213, -131.6475481 55.3417953)",AK 7,,,
53543623,Front Street,secondary,False,False,60.583999999999996,"LINESTRING (-131.6468524 55.3412213, -131.6468022 55.3411803, -131.6463996 55.340852, -131.6463437 55.3408126, -131.6462902 55.3407808)",AK 7,,,
142228964,Mission Street,residential,True,False,77.994,"LINESTRING (-131.6468524 55.3412213, -131.6463539 55.3414232, -131.6459062 55.3415968, -131.6458303 55.3416103)",,,,
142228965,Edmonds Street,residential,False,False,33.425,"LINESTRING (-131.6449107 55.3420502, -131.6450946 55.3422022, -131.6452117 55.3422973)",,,,
1086305964,Dock Street,residential,True,False,91.041,"LINESTRING (-131.6449107 55.3420502, -131.6449873 55.3420399, -131.6463483 55.3420454)",,,,
1086305964,Dock Street,residential,True,False,31.369,"LINESTRING (-131.6444334 55.3421271, -131.6449107 55.3420502)",,,,
1086305965,Bawden Street,residential,False,False,45.14,"LINESTRING (-131.6444334 55.3421271, -131.6443934 55.341804, -131.6443715 55.3417229)",,,,
1110579594,Bawden Street,residential,False,True,89.059,"LINESTRING (-131.6444334 55.3421271, -131.6444472 55.3423199, -131.6445544 55.3429248)",,,,
53543623,Front Street,secondary,False,False,77.518,"LINESTRING (-131.6475481 55.3417953, -131.6468524 55.3412213)",AK 7,,,
"[148014541, 148014542]",,residential,True,False,18.991,"LINESTRING (-131.6475481 55.3417953, -131.6476662 55.3417513, -131.6477993 55.3417017)",,,,designated
1110575220,Front Street,secondary,False,True,121.92,"LINESTRING (-131.6475481 55.3417953, -131.6480465 55.3421934, -131.6482076 55.3423249, -131.648652 55.3426942)",AK 7,,,
8972309,Peterson Street,residential,False,False,80.678,"LINESTRING (-131.6402651 55.3433753, -131.6412935 55.34333, -131.6414778 55.3432387)",,,,
8972309,Peterson Street,residential,False,True,80.678,"LINESTRING (-131.6414778 55.3432387, -131.6412935 55.34333, -131.6402651 55.3433753)",,,,
181034410,Venetia Avenue,residential,False,False,237.41500000000002,"LINESTRING (-131.6414778 55.3432387, -131.6413773 55.3431822, -131.6412802 55.3431413, -131.6411786 55.3431146, -131.6410663 55.3431025, -131.6409264 55.3430971, -131.6400091 55.3431079, -131.6398589 55.3430971, -131.6397182 55.3430709, -131.6395699 55.3430308, -131.6394524 55.3429864, -131.6393486 55.3429384, -131.6392585 55.3428799, -131.6391984 55.3428244, -131.639151 55.3427594, -131.6391284 55.3426855, -131.6391241 55.3425917, -131.6391354 55.3424942, -131.6391435 55.3424549, -131.6391736 55.3423498, -131.6392065 55.3422553, -131.6391316 55.3421499)",,,,
"[181034410, 8972487]",Venetia Avenue,residential,False,True,33.978,"LINESTRING (-131.6414778 55.3432387, -131.6415569 55.3432997, -131.6416301 55.3433723, -131.6416746 55.3434263, -131.6417022 55.343465, -131.6417318 55.3435064)",,,,
142228963,Edmonds Street,residential,False,True,108.763,"LINESTRING (-131.6457442 55.3427708, -131.6461433 55.3430844, -131.6460487 55.34327, -131.6464206 55.3436069)",,,,
"[147821522, 8972234, 147821523]",Grant Street,residential,False,False,239.402,"LINESTRING (-131.6423737 55.3445835, -131.6437547 55.3446492, -131.643858 55.3446449, -131.6443051 55.3444843, -131.6443408 55.3444192, -131.6447549 55.3442523, -131.645596 55.3439087, -131.6456811 55.3438739)",,viaduct,,
8972351,Miller Ridge Road,residential,False,False,194.73599999999996,"LINESTRING (-131.6429573 55.3458234, -131.6427468 55.3458018, -131.642533 55.3457809, -131.6423265 55.3457569, -131.6421344 55.3457295, -131.6419695 55.3456967, -131.6418335 55.3456612, -131.6416586 55.3456185, -131.6412783 55.3455286, -131.6411916 55.3455202, -131.6410733 55.3455306, -131.6409373 55.3455442, -131.6408258 55.3455512, -131.6406935 55.3455311, -131.6405758 55.3455053, -131.6400455 55.3453548)",,,,
8972351,Miller Ridge Road,residential,False,True,159.304,"LINESTRING (-131.6429573 55.3458234, -131.6432153 55.3458381, -131.6434369 55.345848, -131.6436641 55.3458459, -131.64384 55.345837, -131.6440364 55.3458227, -131.6442282 55.3457987, -131.6444282 55.3457606, -131.6446165 55.3457118, -131.6448067 55.3456485, -131.6453099 55.3454611)",,,,
8973049,Summit Terrace,residential,False,True,538.867,"LINESTRING (-131.6429573 55.3458234, -131.6429174 55.3458936, -131.6428962 55.3459755, -131.6428946 55.3460632, -131.6429267 55.3461459, -131.6429949 55.3462197, -131.6430896 55.3462836, -131.6432156 55.3463377, -131.6441431 55.3467038, -131.6442373 55.3467291, -131.6443373 55.3467471, -131.6444556 55.3467617, -131.6446573 55.3467734, -131.6448303 55.3467731, -131.6450704 55.3467661, -131.6453169 55.3467603, -131.6455518 55.3467576, -131.6457018 55.3467641, -131.6458267 55.3467744, -131.6459743 55.3467986, -131.6461247 55.3468258, -131.6463136 55.3468627, -131.6464753 55.3469003, -131.6466188 55.3469408, -131.646761 55.3469841, -131.6470372 55.3470686, -131.6471732 55.3471078, -131.6473972 55.3471596, -131.6475823 55.3471922, -131.6477799 55.3472156, -131.6485318 55.3473104, -131.6488276 55.3473403, -131.64898 55.3473396, -131.6491575 55.3473284, -131.6492876 55.3473141, -131.6494129 55.3472758, -131.6495252 55.3472209, -131.6499638 55.3468935)",,,,
8972351,Miller Ridge Road,residential,False,True,194.73599999999996,"LINESTRING (-131.6400455 55.3453548, -131.6405758 55.3455053, -131.6406935 55.3455311, -131.6408258 55.3455512, -131.6409373 55.3455442, -131.6410733 55.3455306, -131.6411916 55.3455202, -131.6412783 55.3455286, -131.6416586 55.3456185, -131.6418335 55.3456612, -131.6419695 55.3456967, -131.6421344 55.3457295, -131.6423265 55.3457569, -131.642533 55.3457809, -131.6427468 55.3458018, -131.6429573 55.3458234)",,,,
"[181034410, 8972487]",Venetia Avenue,residential,False,False,33.977999999999994,"LINESTRING (-131.6417318 55.3435064, -131.6417022 55.343465, -131.6416746 55.3434263, -131.6416301 55.3433723, -131.6415569 55.3432997, -131.6414778 55.3432387)",,,,
713189303,Park Avenue,residential,False,False,70.573,"LINESTRING (-131.6417318 55.3435064, -131.6416001 55.3434992, -131.641477 55.3435013, -131.6413144 55.3435151, -131.6407474 55.3436174, -131.6406479 55.3436285)",,,,
"[142228962, 8972635, 713189303]",Park Avenue,residential,False,True,136.81,"LINESTRING (-131.6417318 55.3435064, -131.6418401 55.3435263, -131.6419622 55.343557, -131.6420968 55.3436052, -131.6422344 55.3436661, -131.6423927 55.3437272, -131.6425391 55.3437684, -131.6426888 55.343796, -131.6428403 55.3438131, -131.6430009 55.3438174, -131.6431126 55.3438141, -131.6433638 55.3437983, -131.6436801 55.3437757, -131.6437515 55.3437694)",,yes,,
"[8971449, 148013018, 148013013]",Harris Street,residential,False,True,29.169999999999998,"LINESTRING (-131.6406479 55.3436285, -131.6406769 55.3436777, -131.6407851 55.3438288, -131.6408165 55.3438726)",,yes,,
"[181034409, 713189303]",Park Avenue,residential,False,False,42.199,"LINESTRING (-131.6406479 55.3436285, -131.6405336 55.3436301, -131.6402735 55.343588, -131.640131 55.3435623, -131.6400062 55.343536)",,,,
713189303,Park Avenue,residential,False,True,70.57300000000001,"LINESTRING (-131.6406479 55.3436285, -131.6407474 55.3436174, -131.6413144 55.3435151, -131.641477 55.3435013, -131.6416001 55.3434992, -131.6417318 55.3435064)",,,,
147815764,Front Street,residential,False,False,56.709,"LINESTRING (-131.649603 55.3434874, -131.6490958 55.3430668)",,,,
"[713189305, 8972911]","['Pine Street', 'Main Street']",residential,False,True,84.955,"LINESTRING (-131.649603 55.3434874, -131.6487648 55.3437813, -131.6486307 55.3438125, -131.6485765 55.3438064, -131.6485352 55.3437926, -131.6484748 55.3437398)",,,,
"[147815764, 8973103]","['Front Street', 'Cedar Street']",residential,False,"[False, True]",125.265,"LINESTRING (-131.649603 55.3434874, -131.6500823 55.3438984, -131.6491825 55.3442717)",,,,
8972922,Bawden Street,residential,False,True,15.252,"LINESTRING (-131.6464441 55.3444988, -131.6465826 55.3446111)",,,,
8972908,Pine Street,residential,False,True,100.287,"LINESTRING (-131.6464441 55.3444988, -131.6471149 55.344243, -131.6471394 55.344234, -131.6477633 55.3439981)",,,,
8972922,Bawden Street,residential,False,False,84.59299999999999,"LINESTRING (-131.6464441 55.3444988, -131.6462633 55.3443496, -131.6456811 55.3438739)",,,,
8973060,Forest Avenue,residential,False,False,9.65,"LINESTRING (-131.6458868 55.3456179, -131.6457495 55.34558)",,,,
8972910,Pine Street,residential,False,False,120.596,"LINESTRING (-131.6458868 55.3456179, -131.6462884 55.3449468, -131.6463895 55.3448414, -131.6465139 55.3447105, -131.6465826 55.3446111)",,,,
8973060,Forest Avenue,residential,False,True,295.46900000000005,"LINESTRING (-131.6458868 55.3456179, -131.6479559 55.346191, -131.6491138 55.3465236, -131.6492581 55.3465691, -131.649367 55.3466078, -131.6494885 55.3466595, -131.6495969 55.3467076, -131.64972 55.3467657, -131.6498281 55.3468198, -131.6499638 55.3468935)",,,,
"[147809641, 8972947]",Water Street,secondary,True,False,93.153,"LINESTRING (-131.6504922 55.3433912, -131.650267 55.3432197, -131.6498286 55.342848, -131.6498092 55.3428277, -131.6497251 55.3427628, -131.6496333 55.3427126)",AK 7,,,
8972947,Water Street,secondary,True,False,65.95700000000001,"LINESTRING (-131.6496333 55.3427126, -131.6495438 55.3426751, -131.6494477 55.3426418, -131.6493386 55.3426212, -131.649216 55.3426183, -131.6490419 55.3426304, -131.6488676 55.3426525, -131.648652 55.3426942)",AK 7,,,
8973049,Summit Terrace,residential,False,False,538.867,"LINESTRING (-131.6499638 55.3468935, -131.6495252 55.3472209, -131.6494129 55.3472758, -131.6492876 55.3473141, -131.6491575 55.3473284, -131.64898 55.3473396, -131.6488276 55.3473403, -131.6485318 55.3473104, -131.6477799 55.3472156, -131.6475823 55.3471922, -131.6473972 55.3471596, -131.6471732 55.3471078, -131.6470372 55.3470686, -131.646761 55.3469841, -131.6466188 55.3469408, -131.6464753 55.3469003, -131.6463136 55.3468627, -131.6461247 55.3468258, -131.6459743 55.3467986, -131.6458267 55.3467744, -131.6457018 55.3467641, -131.6455518 55.3467576, -131.6453169 55.3467603, -131.6450704 55.3467661, -131.6448303 55.3467731, -131.6446573 55.3467734, -131.6444556 55.3467617, -131.6443373 55.3467471, -131.6442373 55.3467291, -131.6441431 55.3467038, -131.6432156 55.3463377, -131.6430896 55.3462836, -131.6429949 55.3462197, -131.6429267 55.3461459, -131.6428946 55.3460632, -131.6428962 55.3459755, -131.6429174 55.3458936, -131.6429573 55.3458234)",,,,
8973060,Forest Avenue,residential,False,False,295.46900000000005,"LINESTRING (-131.6499638 55.3468935, -131.6498281 55.3468198, -131.64972 55.3467657, -131.6495969 55.3467076, -131.6494885 55.3466595, -131.649367 55.3466078, -131.6492581 55.3465691, -131.6491138 55.3465236, -131.6479559 55.346191, -131.6458868 55.3456179)",,,,
8973060,Forest Avenue,residential,False,True,67.509,"LINESTRING (-131.6444607 55.3450962, -131.6446157 55.345187, -131.6453099 55.3454611)",,,,
147815764,Front Street,residential,False,True,56.709,"LINESTRING (-131.6490958 55.3430668, -131.649603 55.3434874)",,,,
713189305,Main Street,residential,False,True,88.021,"LINESTRING (-131.6484748 55.3437398, -131.6476651 55.3430959)",,,,
8972908,Pine Street,residential,False,False,53.375,"LINESTRING (-131.6484748 55.3437398, -131.6484197 55.3437599, -131.6477633 55.3439981)",,,,
"[713189305, 8972911]","['Pine Street', 'Main Street']",residential,False,False,84.955,"LINESTRING (-131.6484748 55.3437398, -131.6485352 55.3437926, -131.6485765 55.3438064, -131.6486307 55.3438125, -131.6487648 55.3437813, -131.649603 55.3434874)",,,,
142228965,Edmonds Street,residential,False,True,33.425,"LINESTRING (-131.6452117 55.3422973, -131.6450946 55.3422022, -131.6449107 55.3420502)",,,,
8972120,Pittinger Avenue,residential,False,True,90.74900000000001,"LINESTRING (-131.6478167 55.344331, -131.6473858 55.3444798, -131.6468874 55.3446479, -131.6468298 55.3446629, -131.6467543 55.3446719, -131.6466995 55.3446676, -131.6466565 55.3446561, -131.6465826 55.3446111)",,,,
8972299,Dock Street,residential,True,False,98.576,"LINESTRING (-131.6430296 55.3420641, -131.6431112 55.3421037, -131.6434179 55.3422522, -131.6434812 55.3422615, -131.6435558 55.3422615, -131.6444334 55.3421271)",,,,
8973060,Forest Avenue,residential,False,False,30.779,"LINESTRING (-131.6457495 55.34558, -131.6453099 55.3454611)",,,,
8973060,Forest Avenue,residential,False,True,9.65,"LINESTRING (-131.6457495 55.34558, -131.6458868 55.3456179)",,,,
8970542,Hillcrest Street,residential,False,False,69.51800000000001,"LINESTRING (-131.6457495 55.34558, -131.6457229 55.3454902, -131.6456883 55.345449, -131.6456543 55.3454116, -131.6452128 55.3451466, -131.6451903 55.3451106, -131.6451844 55.3450676)",,,,
8970542,Hillcrest Street,residential,False,True,69.518,"LINESTRING (-131.6451844 55.3450676, -131.6451903 55.3451106, -131.6452128 55.3451466, -131.6456543 55.3454116, -131.6456883 55.345449, -131.6457229 55.3454902, -131.6457495 55.34558)",,,,
"[148014542, 148014543]",,residential,True,False,192.59900000000002,"LINESTRING (-131.6477993 55.3417017, -131.6481369 55.3416409, -131.6486138 55.3419116, -131.6498459 55.3425871, -131.6496878 55.3426804, -131.6496333 55.3427126)",,,,designated
148014544,,residential,True,False,287.038,"LINESTRING (-131.6477993 55.3417017, -131.6475338 55.3414802, -131.6471856 55.3410653, -131.646135 55.3402938, -131.645322 55.3397329, -131.6451024 55.3398176)",,,,designated
"[148014545, 8971698]",Front Street,residential,True,False,130.817,"LINESTRING (-131.6462902 55.3407808, -131.6461766 55.3406866, -131.6451024 55.3398176)",,,,
"[8972418, 53543623]","['Front Street', 'Mill Street']",secondary,False,"[False, True]",87.411,"LINESTRING (-131.6462902 55.3407808, -131.6462222 55.3407552, -131.6461521 55.3407372, -131.6460716 55.3407275, -131.645999 55.3407245, -131.6459203 55.3407242, -131.6458421 55.340728, -131.6457739 55.3407395, -131.6455794 55.3408037, -131.6450675 55.3409981)",AK 7,,,
53543623,Front Street,secondary,False,True,60.583999999999996,"LINESTRING (-131.6462902 55.3407808, -131.6463437 55.3408126, -131.6463996 55.340852, -131.6468022 55.3411803, -131.6468524 55.3412213)",AK 7,,,
8972141,Main Street,residential,True,False,33.022,"LINESTRING (-131.643748 55.3399924, -131.6440826 55.3402204)",,,,
8973134,Freeman Street,residential,False,True,10.3,"LINESTRING (-131.6398919 55.343602, -131.6400062 55.343536)",,,,
181034410,Venetia Avenue,residential,False,False,8.984,"LINESTRING (-131.6391316 55.3421499, -131.6392679 55.3421271)",,,,
