osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,width
"[695666936, 4272835]",6,102,Quai du Général-Guisan,primary,50,False,False,131.787,"LINESTRING (6.1530513 46.2034285, 6.1528838 46.2034644, 6.1519267 46.2036615, 6.1514121 46.2037714)",,,
47857756,,,Place de la Poste,residential,,True,False,52.91,"LINESTRING (6.1411829 46.204104, 6.1411921 46.2040329, 6.1412412 46.2037007, 6.1412507 46.2036305)",,,
97113718,,,Quai de la Poste,residential,,True,False,16.122,"LINESTRING (6.1411829 46.204104, 6.1410748 46.2040847, 6.1409774 46.2040781)",,,
5156177,2,,Rue du Grütli,residential,,True,False,26.924,"LINESTRING (6.1412507 46.2036305, 6.1412516 46.2036233, 6.1412554 46.203595, 6.1412629 46.2035444, 6.1412845 46.2033895)",,,
"[294097331, 641609845]",,,Rue du Stand,residential,,True,False,58.454,"LINESTRING (6.1412507 46.2036305, 6.1412853 46.2036296, 6.1413381 46.2036298, 6.1420063 46.2036801)",,,
8160963,,,Rue du Grütli,residential,,False,False,25.267,"LINESTRING (6.1413179 46.2031604, 6.141346 46.202934)",,,
278797533,,,Rue Jean-Petitot,residential,,True,False,59.903,"LINESTRING (6.1413179 46.2031604, 6.1414167 46.2031671, 6.1419374 46.2032022, 6.1419999 46.2032064, 6.1420926 46.2032127)",,,
8160963,,,Rue du Grütli,residential,,False,True,25.267,"LINESTRING (6.141346 46.202934, 6.1413179 46.2031604)",,,
"[5156174, 48975639]",,,"['Boulevard du Théâtre', 'Place de la Synagogue']",residential,,True,False,64.00399999999999,"LINESTRING (6.141346 46.202934, 6.1413181 46.2028741, 6.1413313 46.2028173, 6.1413457 46.2027785, 6.1413563 46.2027581, 6.1413819 46.2027224, 6.1416172 46.2024086)",,,
122364963,,,Rue du Général-Dufour,residential,,False,False,56.725,"LINESTRING (6.1407601 46.2026732, 6.1407765 46.2026493, 6.1408733 46.2025081, 6.1408847 46.2024343, 6.1410125 46.202261, 6.141051 46.2022088)",,,
