osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed
13390032,North 1st Street,residential,False,False,115.199,"LINESTRING (-101.362363 38.482474, -101.362368 38.48351)",,
13390032,North 1st Street,residential,False,True,119.18,"LINESTRING (-101.362363 38.482474, -101.3623581 38.4814022)",,
13385922,West J Street,residential,False,False,114.47,"LINESTRING (-101.362363 38.482474, -101.361702 38.48247, -101.361048 38.482462)",,
13389613,East J Street,residential,False,False,106.717,"LINESTRING (-101.362363 38.482474, -101.36297 38.482471, -101.363589 38.482468)",,
13389176,2nd Street,residential,False,False,117.533,"LINESTRING (-101.361048 38.482462, -101.361045 38.483519)",,
13389176,2nd Street,residential,False,True,117.071,"LINESTRING (-101.361048 38.482462, -101.361019 38.4814094)",,
13385922,West J Street,residential,False,False,117.001,"LINESTRING (-101.361048 38.482462, -101.36038 38.482474, -101.359704 38.482473)",,
13385922,West J Street,residential,False,True,114.47,"LINESTRING (-101.361048 38.482462, -101.361702 38.48247, -101.362363 38.482474)",,
13385922,West J Street,residential,False,False,114.86500000000001,"LINESTRING (-101.359704 38.482473, -101.359051 38.48248, -101.3583875 38.48253)",,
13385922,West J Street,residential,False,True,117.001,"LINESTRING (-101.359704 38.482473, -101.36038 38.482474, -101.361048 38.482462)",,
13389534,3rd Street,residential,False,False,117.316,"LINESTRING (-101.359704 38.482473, -101.359714 38.483149, -101.359714 38.483528)",,
13389534,3rd Street,residential,False,True,117.484,"LINESTRING (-101.359704 38.482473, -101.359698 38.482011, -101.35969 38.4814165)",,
13389785,South 4th Street,primary,False,False,110.99,"LINESTRING (-101.3583875 38.48253, -101.3583653 38.483528)",KS 25,
13389785,South 4th Street,primary,False,True,123.082,"LINESTRING (-101.3583875 38.48253, -101.3583451 38.4814236)",KS 25,
13385922,West J Street,residential,False,True,114.86500000000001,"LINESTRING (-101.3583875 38.48253, -101.359051 38.48248, -101.359704 38.482473)",,
13389616,East J Street,residential,False,False,121.65100000000001,"LINESTRING (-101.3583875 38.48253, -101.3576729 38.4825243, -101.35699 38.4825315)",,
13388753,Bell Street,residential,False,True,114.42,"LINESTRING (-101.363591 38.483497, -101.363589 38.482468)",,
13389961,I Street,residential,False,True,106.463,"LINESTRING (-101.363591 38.483497, -101.362976 38.483504, -101.362368 38.48351)",,
13388787,North 7th Street,residential,False,False,113.346,"LINESTRING (-101.3542912 38.4783257, -101.354279 38.479345)",,
13388787,North 7th Street,residential,False,True,121.963,"LINESTRING (-101.3542912 38.4783257, -101.354269 38.477229)",,
13389842,N Street,residential,False,False,115.878,"LINESTRING (-101.3542912 38.4783257, -101.3549636 38.4783114, -101.355621 38.478281)",,
13388787,North 7th Street,residential,False,False,105.092,"LINESTRING (-101.354279 38.479345, -101.354298 38.48029)",,
13388787,North 7th Street,residential,False,True,113.346,"LINESTRING (-101.354279 38.479345, -101.3542912 38.4783257)",,
13389790,M Street,residential,False,False,117.461,"LINESTRING (-101.354279 38.479345, -101.354957 38.47933, -101.355628 38.47932)",,
13388787,North 7th Street,residential,False,False,119.004,"LINESTRING (-101.3543 38.480375, -101.354321 38.4814451)",,
