osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction
11133169,2,89th Street,residential,False,False,83.456,"LINESTRING (-80.1223721 25.8747692, -80.1232052 25.8747314)",,,
977900403,,89th Street,residential,False,True,90.779,"LINESTRING (-80.1223721 25.8747692, -80.1220811 25.8747806, -80.1220212 25.874783, -80.1214656 25.8748048)",,,
432831817,2,90th Street,residential,False,False,75.545,"LINESTRING (-80.1225221 25.8761978, -80.1232765 25.8761686)",,,
190675468,3,Harding Avenue,primary,True,False,160.28000000000003,"LINESTRING (-80.1225221 25.8761978, -80.1224835 25.8761086, -80.1224589 25.8760282, -80.1224404 25.8759398, -80.1224287 25.875836, -80.1224198 25.8757201, -80.1223864 25.8750661, -80.1223756 25.874841, -80.1223721 25.8747692)",FL A1A,30 mph,
829307526,1,90th Street,residential,True,False,89.32,"LINESTRING (-80.1225221 25.8761978, -80.1221443 25.8762117, -80.121874 25.8762224, -80.1217738 25.8762261, -80.1216301 25.8762315)",,,
11124273,2,91st Street,residential,False,False,83.818,"LINESTRING (-80.1228187 25.8780071, -80.1236552 25.8779651)",,,
11124273,2,91st Street,residential,False,True,97.434,"LINESTRING (-80.1228187 25.8780071, -80.1226579 25.8780167, -80.122482 25.8780224, -80.1218459 25.878048)",,,
190675468,3,Harding Avenue,primary,True,False,204.204,"LINESTRING (-80.1228187 25.8780071, -80.1227943 25.8777816, -80.1227375 25.8773061, -80.1227216 25.8771689, -80.1226744 25.8767271, -80.1226541 25.8765856, -80.1226372 25.8764924, -80.1226097 25.876399, -80.1225675 25.8762959, -80.1225221 25.8761978)",FL A1A,30 mph,
11142765,,92nd Street,residential,False,False,83.728,"LINESTRING (-80.1230102 25.8798174, -80.1230897 25.8798137, -80.123846 25.8797786)",,,
11142765,,92nd Street,residential,False,True,97.361,"LINESTRING (-80.1230102 25.8798174, -80.1229303 25.879821, -80.1221696 25.8798548, -80.1220381 25.8798511)",,,
190675468,3,Harding Avenue,primary,True,False,202.20600000000002,"LINESTRING (-80.1230102 25.8798174, -80.1229677 25.8794146, -80.122894 25.8787175, -80.1228187 25.8780071)",FL A1A,30 mph,
11144176,2,93rd Street,residential,False,False,97.191,"LINESTRING (-80.1231826 25.8816264, -80.1231023 25.8816293, -80.1228638 25.8816379, -80.1223824 25.8816586, -80.1222122 25.8816677)",,,
