osmid,name,highway,oneway,reversed,length,geometry,lanes,access,maxspeed
733198520,Divisadero Street,tertiary,False,False,76.843,"LINESTRING (-119.7894222 36.7433061, -119.7885598 36.743304)",,,
10337590,North Effie Street,residential,False,False,61.846,"LINESTRING (-119.7878016 36.7426799, -119.7882748 36.7430868)",,,
34121382,Tuolumne Street,residential,False,False,48.007,"LINESTRING (-119.7878016 36.7426799, -119.7873946 36.7429628)",,,
34121382,Tuolumne Street,residential,False,True,70.079,"LINESTRING (-119.7878016 36.7426799, -119.7878868 36.7426183, -119.7883872 36.7422592)",,,
10337590,North Effie Street,residential,False,True,24.152,"LINESTRING (-119.7882733 36.743304, -119.7882748 36.7430868)",,,
733198520,Divisadero Street,tertiary,False,False,67.819,"LINESTRING (-119.7882733 36.743304, -119.7875122 36.7433088)",,,
733198520,Divisadero Street,tertiary,False,True,25.528,"LINESTRING (-119.7882733 36.743304, -119.7885598 36.743304)",,,
747769479,Tulare Street,secondary,False,False,120.332,"LINESTRING (-119.7880908 36.7353603, -119.7872246 36.735978, -119.7870816 36.7360793)",2,,
747769479,Tulare Street,secondary,False,True,120.332,"LINESTRING (-119.7870816 36.7360793, -119.7872246 36.735978, -119.7880908 36.7353603)",2,,
"[929558810, 1002968852, 740125053]",Tulare Street,secondary,True,False,123.04100000000001,"LINESTRING (-119.7870816 36.7360793, -119.7869182 36.7361371, -119.7865285 36.7364085, -119.7863448 36.7365455, -119.7861309 36.7367035, -119.7860751 36.7368099)","['3', '2']",,
1153654838,M Street,residential,True,False,146.865,"LINESTRING (-119.7870816 36.7360793, -119.7865709 36.7356224, -119.7863089 36.7353778, -119.7859959 36.7350857)",2,,
10338194,N Street,residential,False,True,147.75099999999998,"LINESTRING (-119.7860751 36.7368099, -119.7855566 36.7363358, -119.785295 36.7360966, -119.7849823 36.7358106)",,,
604177488,N Street,residential,False,False,146.236,"LINESTRING (-119.7860751 36.7368099, -119.7864162 36.7371306, -119.7865658 36.7372713, -119.7866107 36.737314, -119.7871352 36.7378138)",,,
1002558762,Tulare Street,secondary,False,False,123.292,"LINESTRING (-119.7860751 36.7368099, -119.7851144 36.7374797, -119.7850314 36.7375378)",2,,
"[1002968853, 1002968854]",Tulare Street,secondary,True,False,123.036,"LINESTRING (-119.7860751 36.7368099, -119.7862015 36.7367666, -119.7868162 36.7363391, -119.7870107 36.7362069, -119.7870816 36.7360793)","['3', '2']",,
185545653,O Street,secondary,False,False,144.52100000000002,"LINESTRING (-119.7850314 36.7375378, -119.7851075 36.7376113, -119.7855189 36.7380056, -119.7860184 36.7384849, -119.7860711 36.7385353)",,,
185545653,O Street,secondary,False,True,73.096,"LINESTRING (-119.7850314 36.7375378, -119.7849367 36.7374531, -119.784485 36.7370475)",,,
