osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,bridge
766089742,True,1,tertiary,False,115.935,"LINESTRING (-104.9863146 39.9118336, -104.9866132 39.9116631, -104.9867121 39.9115964, -104.9867775 39.9115445, -104.9868235 39.9114998, -104.9868915 39.9114238, -104.9869565 39.9113328, -104.9869835 39.9112828, -104.9870195 39.9111968, -104.9870402 39.911082, -104.9870113 39.9110149)",Community Center Drive,25 mph,,
927877462,False,2,unclassified,False,98.93299999999999,"LINESTRING (-104.9863146 39.9118336, -104.986361 39.9118851, -104.9865 39.912043, -104.986539 39.912112, -104.986562 39.9121771, -104.986565 39.912222, -104.9865644 39.9125018, -104.986564 39.9126122, -104.986564 39.912671)",Community Center Drive,,,
338344787,True,6,primary,False,107.183,"LINESTRING (-104.9865578 39.9140113, -104.9862691 39.9140089, -104.985414 39.9140101, -104.9853011 39.9140103)",East 120th Avenue,40 mph,,
338371524,False,2,unclassified,True,70.906,"LINESTRING (-104.9865578 39.9140113, -104.986558 39.9139048, -104.9865582 39.9138751, -104.9865591 39.9137016, -104.98656 39.9135847, -104.9865637 39.9134758, -104.9865672 39.9133737)",Community Center Drive,,,
41785726,False,,unclassified,True,10.351,"LINESTRING (-104.9853275 39.9126273, -104.985211 39.9126012)",,,,
"[16967040, 1089780306]",True,2,tertiary,False,124.75900000000001,"LINESTRING (-104.9853275 39.9126273, -104.985405 39.9124752, -104.9855055 39.9123458, -104.9856574 39.912212, -104.9858307 39.9121014, -104.9861876 39.9119015, -104.9863146 39.9118336)",Grant Street,25 mph,,
41785726,False,,unclassified,False,105.97000000000001,"LINESTRING (-104.9853275 39.9126273, -104.985448 39.9126522, -104.9855026 39.9126598, -104.9855704 39.9126665, -104.9856435 39.9126705, -104.9857149 39.9126691, -104.985804 39.912669, -104.9862273 39.9126687, -104.986501 39.9126714, -104.986564 39.912671)",,,,
628685449,True,3,tertiary,False,17.825,"LINESTRING (-104.9851139 39.9140101, -104.9851128 39.9141704)",Grant Street,35 mph,,
628685444,True,5,primary,False,15.782,"LINESTRING (-104.9851128 39.9141704, -104.9852978 39.9141674)",East 120th Avenue,40 mph,,
43748695,False,,unclassified,True,115.533,"LINESTRING (-104.992581 39.9138643, -104.9925807 39.9137516, -104.9925809 39.913716, -104.9925811 39.9134644, -104.9925827 39.9132463, -104.9925809 39.9128253)",Delaware Street,,,
130920499,True,3,primary,False,59.267,"LINESTRING (-104.992581 39.9138643, -104.9924176 39.9138688, -104.9918894 39.9139135)",West 120th Avenue,40 mph,CO 128,
43748695,False,,unclassified,False,115.533,"LINESTRING (-104.9925809 39.9128253, -104.9925827 39.9132463, -104.9925811 39.9134644, -104.9925809 39.913716, -104.9925807 39.9137516, -104.992581 39.9138643)",Delaware Street,,,
"[338344067, 337120157]",True,"['4', '6']",primary,False,147.239,"LINESTRING (-104.9882835 39.913974, -104.9869772 39.9140022, -104.9865578 39.9140113)",East 120th Avenue,40 mph,,
606923713,True,5,primary,False,70.832,"LINESTRING (-104.988094 39.9141786, -104.9889245 39.9141763)",East 120th Avenue,40 mph,,
16960865,True,1,motorway_link,False,84.465,"LINESTRING (-104.988094 39.9141786, -104.9884848 39.9142572, -104.9885625 39.9142783, -104.9886052 39.9142928, -104.9886437 39.9143122, -104.9886897 39.9143422, -104.9887109 39.9143588, -104.988741 39.9143871, -104.988775 39.9144243, -104.9887949 39.9144501, -104.9888262 39.9145818)",,,,
41785726,False,,unclassified,True,116.83800000000001,"LINESTRING (-104.9879339 39.9126714, -104.9878883 39.9126714, -104.9875907 39.9126708, -104.9873318 39.9126702, -104.9869192 39.9126693, -104.986642 39.9126707, -104.986564 39.912671)",,,,
130921288,True,5,primary,False,100.687,"LINESTRING (-104.9918894 39.9139135, -104.9907098 39.91395)",West 120th Avenue,40 mph,CO 128,
933431970,True,,motorway_link,False,135.58599999999998,"LINESTRING (-104.9918894 39.9139135, -104.991315 39.9138822, -104.9911079 39.9138614, -104.9909341 39.9137957, -104.9908355 39.9136763, -104.9907732 39.9135151, -104.9907492 39.9133568)",,,,
628685447,True,4,tertiary,False,17.471,"LINESTRING (-104.9852978 39.9141674, -104.9853011 39.9140103)",Grant Street,25 mph,,
"[903340480, 606923707, 427824693, 337120174]",True,"['4', '3', '6', '5']",primary,False,238.52799999999996,"LINESTRING (-104.9852978 39.9141674, -104.985412 39.9141669, -104.9859613 39.9141637, -104.9862191 39.9141617, -104.9864926 39.9141685, -104.9868482 39.9141811, -104.9870609 39.9141815, -104.9873817 39.9141806, -104.9874551 39.9141804, -104.9875134 39.9141802, -104.9878632 39.9141793, -104.9879932 39.9141789, -104.988094 39.9141786)",East 120th Avenue,40 mph,,
628685448,True,5,primary,False,15.966,"LINESTRING (-104.9853011 39.9140103, -104.9851139 39.9140101)",East 120th Avenue,40 mph,,
"[628685442, 628685446]",True,"['3', '2']",tertiary,False,154.125,"LINESTRING (-104.9853011 39.9140103, -104.985301 39.9138961, -104.9852971 39.9136423, -104.9853003 39.9134638, -104.9853017 39.9133088, -104.9852886 39.9131278, -104.9852938 39.9127475, -104.9853275 39.9126273)",Grant Street,25 mph,,
338371525,True,1,unclassified,False,76.673,"LINESTRING (-104.9865677 39.9127853, -104.9864633 39.9128494, -104.9864302 39.9128787, -104.986418 39.9129001, -104.9864195 39.9130643, -104.9864215 39.9132752, -104.9864493 39.9133019, -104.9864859 39.9133259, -104.9865207 39.9133446, -104.9865672 39.9133737)",Community Center Drive,,,
927877462,False,2,unclassified,True,12.713999999999999,"LINESTRING (-104.9865677 39.9127853, -104.986566 39.9127367, -104.986564 39.912671)",Community Center Drive,,,
338371524,False,2,unclassified,False,70.906,"LINESTRING (-104.9865672 39.9133737, -104.9865637 39.9134758, -104.98656 39.9135847, -104.9865591 39.9137016, -104.9865582 39.9138751, -104.986558 39.9139048, -104.9865578 39.9140113)",Community Center Drive,,,
338371526,True,1,unclassified,False,75.46900000000001,"LINESTRING (-104.9865672 39.9133737, -104.9865921 39.9133473, -104.9866391 39.9133219, -104.9866739 39.9133019, -104.9866982 39.9132685, -104.9867052 39.9132352, -104.9867079 39.9130629, -104.9867104 39.9129028, -104.9866947 39.9128694, -104.9866599 39.912844, -104.9866199 39.9128187, -104.9865677 39.9127853)",Community Center Drive,,,
41785726,False,,unclassified,False,116.838,"LINESTRING (-104.986564 39.912671, -104.986642 39.9126707, -104.9869192 39.9126693, -104.9873318 39.9126702, -104.9875907 39.9126708, -104.9878883 39.9126714, -104.9879339 39.9126714)",,,,
41785726,False,,unclassified,True,105.97000000000001,"LINESTRING (-104.986564 39.912671, -104.986501 39.9126714, -104.9862273 39.9126687, -104.985804 39.912669, -104.9857149 39.9126691, -104.9856435 39.9126705, -104.9855704 39.9126665, -104.9855026 39.9126598, -104.985448 39.9126522, -104.9853275 39.9126273)",,,,
927877462,False,2,unclassified,False,12.713999999999999,"LINESTRING (-104.986564 39.912671, -104.986566 39.9127367, -104.9865677 39.9127853)",Community Center Drive,,,
927877462,False,2,unclassified,True,98.933,"LINESTRING (-104.986564 39.912671, -104.986564 39.9126122, -104.9865644 39.9125018, -104.986565 39.912222, -104.986562 39.9121771, -104.986539 39.912112, -104.9865 39.912043, -104.986361 39.9118851, -104.9863146 39.9118336)",Community Center Drive,,,
41785726,False,,unclassified,False,10.351,"LINESTRING (-104.985211 39.9126012, -104.9853275 39.9126273)",,,,
"[470893842, 628685443]",True,"['4', '2']",tertiary,False,157.333,"LINESTRING (-104.985211 39.9126012, -104.9851611 39.9127373, -104.9851381 39.9130069, -104.9851334 39.9131962, -104.9851263 39.9135032, -104.985117 39.9139155, -104.9851139 39.9140101)",Grant Street,25 mph,,
427827947,True,3,motorway_link,False,43.0,"LINESTRING (-104.9892005 39.9136252, -104.9890381 39.9138882, -104.9889995 39.9139792)",,,,
606863144,True,1,motorway_link,False,90.12400000000001,"LINESTRING (-104.9892005 39.9136252, -104.9891612 39.91366, -104.9891321 39.9136841, -104.9891048 39.9137054, -104.9890758 39.9137254, -104.9890355 39.913753, -104.9889882 39.9137841, -104.9889562 39.9138035, -104.9889102 39.9138291, -104.9888785 39.9138449, -104.9888466 39.9138597, -104.9887945 39.9138816, -104.9887549 39.9138964, -104.988691 39.913914, -104.9886298 39.9139283, -104.9885498 39.9139424, -104.9882835 39.913974)",,,,
337120168,True,3,primary,False,128.71800000000002,"LINESTRING (-104.9911133 39.9141379, -104.9915131 39.9141203, -104.9918762 39.9141061, -104.9922047 39.9140921, -104.9926204 39.9140765)",West 120th Avenue,40 mph,CO 128,
16966535,True,,unclassified,False,10.461,"LINESTRING (-104.9863192 39.9117402, -104.98631 39.9117857, -104.9863146 39.9118336)",Community Center Drive,,,
"[1089780309, 1089780308, 766089741]",True,"['1', '3', '2']",tertiary,False,139.02,"LINESTRING (-104.9863192 39.9117402, -104.9861344 39.9118359, -104.9859293 39.9119358, -104.9856688 39.9120617, -104.9855105 39.912162, -104.9854099 39.9122696, -104.9853093 39.9123998, -104.985245 39.9125135, -104.985211 39.9126012)",Grant Street,25 mph,,
