osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,access,maxspeed,tunnel
"[666880608, 666880609, 863010325]",Main Street,secondary,False,True,144.358,"LINESTRING (-89.5947696 40.6967711, -89.594676 40.6966828, -89.5945459 40.6965599, -89.5942962 40.6963241, -89.5942059 40.6962393, -89.594097 40.696137, -89.5940148 40.6960583, -89.5937909 40.6958456, -89.5937002 40.6957572)",,,,,,
21974852,Southwest Monroe Street,secondary,False,False,141.218,"LINESTRING (-89.5926698 40.6947784, -89.5927944 40.6947014, -89.5929613 40.694598, -89.5931804 40.6944624, -89.5938539 40.6940457, -89.5939675 40.6939754)",,,,,,
21982668,Northeast Monroe Street,tertiary,False,False,138.429,"LINESTRING (-89.5926698 40.6947784, -89.5925511 40.694853, -89.59193 40.6952435, -89.5915204 40.6955009, -89.5914058 40.695573)",,,,,,
662316218,Main Street,secondary,False,True,139.679,"LINESTRING (-89.5926698 40.6947784, -89.5925899 40.6947023, -89.5922077 40.6943384, -89.592174 40.6943063, -89.5917376 40.6938907, -89.5916378 40.6937957)",,,,,,
863010325,Main Street,secondary,False,False,139.256,"LINESTRING (-89.5926698 40.6947784, -89.59277 40.6948736, -89.5932012 40.6952832, -89.5936077 40.6956692, -89.5937002 40.6957572)",,,,,,
862922075,Northeast Jefferson Avenue,primary,True,False,130.043,"LINESTRING (-89.5845757 40.6966014, -89.5857545 40.6958471)",3,IL 29,,,,
21974880,Hancock Street,residential,False,False,139.90699999999998,"LINESTRING (-89.5845757 40.6966014, -89.5850725 40.6970945, -89.5856054 40.6975879)",,,,,,
21974880,Hancock Street,residential,False,True,135.661,"LINESTRING (-89.5845757 40.6966014, -89.5840622 40.6961225, -89.5835633 40.6956531)",,,,,,
21976594,Northeast Madison Avenue,residential,False,False,127.121,"LINESTRING (-89.5856054 40.6975879, -89.584453 40.6983252)",,,,,,
21974880,Hancock Street,residential,False,True,139.90699999999998,"LINESTRING (-89.5856054 40.6975879, -89.5850725 40.6970945, -89.5845757 40.6966014)",,,,,,
21976594,Northeast Madison Avenue,residential,False,True,129.24200000000002,"LINESTRING (-89.5856054 40.6975879, -89.5863289 40.6971447, -89.5867901 40.6968503)",,,,,,
1147272774,Green Street,living_street,False,True,91.41499999999999,"LINESTRING (-89.5834028 40.6939613, -89.5844017 40.6939759, -89.5844869 40.6939771)",,,,,,
21976586,Northeast Madison Avenue,tertiary,False,False,138.59500000000003,"LINESTRING (-89.5916378 40.6937957, -89.5915242 40.6938668, -89.5913228 40.693993, -89.5910524 40.6941625, -89.5910272 40.6941783, -89.5909863 40.6942039, -89.5909567 40.6942225, -89.5908621 40.6942818, -89.590829 40.6943025, -89.5908043 40.694318, -89.5906594 40.6944088, -89.5904842 40.6945186, -89.5903707 40.6945898)",,,,,,
21983913,Southwest Madison Avenue,tertiary,False,False,141.17200000000003,"LINESTRING (-89.5916378 40.6937957, -89.5917554 40.6937217, -89.5920314 40.6935479, -89.5920693 40.6935241, -89.5923408 40.6933532, -89.592793 40.6930686, -89.5928111 40.6930572, -89.5929262 40.6929848)",,,,,,
662316218,Main Street,secondary,False,False,139.679,"LINESTRING (-89.5916378 40.6937957, -89.5917376 40.6938907, -89.592174 40.6943063, -89.5922077 40.6943384, -89.5925899 40.6947023, -89.5926698 40.6947784)",,,,,,
662316218,Main Street,secondary,False,True,141.46699999999998,"LINESTRING (-89.5916378 40.6937957, -89.5915449 40.693709, -89.5911772 40.6933657, -89.5906925 40.6929132, -89.59058 40.6928081)",,,,,,
21976586,Northeast Madison Avenue,tertiary,False,False,136.755,"LINESTRING (-89.5903707 40.6945898, -89.5902497 40.6946661, -89.5899194 40.6948747, -89.5898314 40.6949303, -89.5896043 40.6950738, -89.5895536 40.6951058, -89.5894382 40.6951787, -89.5892151 40.6953197, -89.5891244 40.695377)",,,,,,
21976586,Northeast Madison Avenue,tertiary,False,True,138.59500000000003,"LINESTRING (-89.5903707 40.6945898, -89.5904842 40.6945186, -89.5906594 40.6944088, -89.5908043 40.694318, -89.590829 40.6943025, -89.5908621 40.6942818, -89.5909567 40.6942225, -89.5909863 40.6942039, -89.5910272 40.6941783, -89.5910524 40.6941625, -89.5913228 40.693993, -89.5915242 40.6938668, -89.5916378 40.6937957)",,,,,,
44664718,Hamilton Boulevard,tertiary,False,False,139.885,"LINESTRING (-89.5903707 40.6945898, -89.5904773 40.694691, -89.590808 40.6950051, -89.590892 40.695085, -89.5909377 40.6951284, -89.5913142 40.695486, -89.5914058 40.695573)",,,,,,
44664718,Hamilton Boulevard,tertiary,False,True,141.371,"LINESTRING (-89.5903707 40.6945898, -89.5902946 40.6945175, -89.5900834 40.6943168, -89.5900324 40.6942684, -89.589999 40.6942366, -89.5898584 40.694103, -89.5897116 40.6939636, -89.5896166 40.6938734, -89.5894377 40.6937034, -89.5893247 40.6935961)",,,,,,
"[53828433, 21976586, 53828435]",Northeast Madison Avenue,tertiary,False,False,129.742,"LINESTRING (-89.5891244 40.695377, -89.5890219 40.695437, -89.5888965 40.6955101, -89.5888299 40.695549, -89.5883175 40.6958882, -89.5881581 40.6959907, -89.5880516 40.6960592, -89.5879395 40.6961206)",,,yes,,,
21976586,Northeast Madison Avenue,tertiary,False,True,136.755,"LINESTRING (-89.5891244 40.695377, -89.5892151 40.6953197, -89.5894382 40.6951787, -89.5895536 40.6951058, -89.5896043 40.6950738, -89.5898314 40.6949303, -89.5899194 40.6948747, -89.5902497 40.6946661, -89.5903707 40.6945898)",,,,,,
100553697,Fayette Street,tertiary,True,False,142.964,"LINESTRING (-89.5891244 40.695377, -89.589037 40.6952951, -89.5886085 40.6948921, -89.5885998 40.6948839, -89.5881727 40.6944829, -89.5880597 40.6943763)",,,,,,
53828321,Spalding Avenue,tertiary,True,False,141.402,"LINESTRING (-89.5879395 40.6961206, -89.5880341 40.6962167, -89.5886341 40.6968111, -89.5889567 40.6971317)",,,,,,
"[53828433, 21976586, 53828435]",Northeast Madison Avenue,tertiary,False,True,129.742,"LINESTRING (-89.5879395 40.6961206, -89.5880516 40.6960592, -89.5881581 40.6959907, -89.5883175 40.6958882, -89.5888299 40.695549, -89.5888965 40.6955101, -89.5890219 40.695437, -89.5891244 40.695377)",,,yes,,,
21976594,Northeast Madison Avenue,residential,False,False,129.24200000000002,"LINESTRING (-89.5867901 40.6968503, -89.5863289 40.6971447, -89.5856054 40.6975879)",,,,,,
179731571,Bryan Avenue,residential,False,False,139.07799999999997,"LINESTRING (-89.5867901 40.6968503, -89.5868749 40.6969307, -89.587222 40.697257, -89.5873103 40.6973434, -89.5875031 40.6975261, -89.5878206 40.697827)",,,,,,
179731571,Bryan Avenue,residential,False,True,141.654,"LINESTRING (-89.5867901 40.6968503, -89.5867225 40.6967849, -89.58646 40.6965299, -89.5862648 40.6963415, -89.5861725 40.6962521, -89.5857545 40.6958471)",,,,,,
21976594,Northeast Madison Avenue,residential,False,True,127.121,"LINESTRING (-89.584453 40.6983252, -89.5856054 40.6975879)",,,,,,
100247855,Green Street,residential,False,True,141.409,"LINESTRING (-89.584453 40.6983252, -89.5839166 40.6978262, -89.5833933 40.6973394)",,,,,,
21976640,Liberty Street,residential,False,False,139.018,"LINESTRING (-89.5931389 40.6911827, -89.5930663 40.6911128, -89.5929624 40.6910127, -89.5926384 40.6907005, -89.5922092 40.6902873, -89.5921189 40.6902004)",,,,,,
862932204,Southwest Jefferson Avenue,secondary,True,False,140.538,"LINESTRING (-89.5931389 40.6911827, -89.5932365 40.6911209, -89.5933159 40.6910707, -89.5934841 40.6909643, -89.5935752 40.6909067, -89.5935979 40.6908924, -89.5936152 40.6908815, -89.5936489 40.6908601, -89.5940756 40.6905902, -89.5944189 40.6903731)",,,,,,
"[100244874, 100244907, 100244876, 53828366]",,motorway_link,True,False,316.423,"LINESTRING (-89.5880597 40.6943763, -89.5879789 40.6943121, -89.5878142 40.6941815, -89.5877525 40.694147, -89.5876962 40.6941205, -89.5876452 40.6940941, -89.5875916 40.6940697, -89.5875192 40.6940392, -89.5872804 40.6939578, -89.5869995 40.6938526, -89.5868003 40.6937585, -89.5866421 40.6936853, -89.5865589 40.6936406, -89.58649 40.6936001, -89.5864168 40.6935531, -89.5862478 40.693427, -89.58617 40.693364, -89.5860869 40.6932928, -89.5860171 40.6932277, -89.5859233 40.6931301, -89.5858374 40.6930305, -89.585585 40.6926937, -89.5854181 40.6924575)",1,IL 29,yes,,,
121145776,Northeast Jefferson Avenue,secondary,True,False,137.479,"LINESTRING (-89.5880597 40.6943763, -89.5881556 40.694317, -89.588679 40.6939944, -89.5886989 40.6939821, -89.5888488 40.6938896, -89.588873 40.6938747, -89.589037 40.6937735, -89.5892099 40.6936669, -89.5893247 40.6935961)",4,,,,,
179731584,Fayette Street,residential,True,False,139.166,"LINESTRING (-89.5880597 40.6943763, -89.5879863 40.6943077, -89.5877289 40.6940671, -89.5875736 40.6939221, -89.5874413 40.6937984, -89.5870856 40.693466, -89.5870197 40.6934044)",,,,,,
100553697,Fayette Street,tertiary,True,False,139.507,"LINESTRING (-89.5901548 40.6963587, -89.5900854 40.6962926, -89.5898265 40.6960459, -89.5896276 40.6958564, -89.5895108 40.6957452, -89.5892204 40.6954685, -89.5891244 40.695377)",,,,,,
"[862932226, 53828436, 53828437]",Northeast Monroe Street,tertiary,False,False,132.66400000000002,"LINESTRING (-89.5901548 40.6963587, -89.5900461 40.696424, -89.5899201 40.6964998, -89.5897837 40.6965817, -89.5893457 40.6968701, -89.5892 40.6969681, -89.5889567 40.6971317)",,,viaduct,,,
862932226,Northeast Monroe Street,tertiary,False,True,136.95200000000003,"LINESTRING (-89.5901548 40.6963587, -89.5902374 40.6963069, -89.5904467 40.6961754, -89.5908054 40.6959501, -89.5911595 40.6957277, -89.5912699 40.6956583, -89.5914058 40.695573)",,,,,,
"[53828441, 53828443, 21983116]",Northeast Perry Avenue,secondary,True,False,129.482,"LINESTRING (-89.5911281 40.6973205, -89.5910438 40.6973724, -89.5908767 40.6974753, -89.5907867 40.6975307, -89.5902057 40.6978844, -89.5899359 40.6980546)",,IL 40,viaduct,,,
100553697,Fayette Street,tertiary,True,False,134.79899999999998,"LINESTRING (-89.5911281 40.6973205, -89.5910666 40.6972601, -89.5908128 40.6970094, -89.59067 40.6968684, -89.5906649 40.6968633, -89.5905452 40.696745, -89.5905384 40.6967382, -89.5902496 40.6964527, -89.5901548 40.6963587)",,,,,,
