osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel
20230881,Monroe Street,residential,False,False,204.88400000000001,"LINESTRING (-80.8161727 37.32725, -80.815352 37.327643, -80.814677 37.327974, -80.814488 37.328077, -80.814451 37.32811, -80.814424 37.328148, -80.814361 37.328321)",,,
20225109,Mars Lane,secondary,False,False,158.474,"LINESTRING (-80.811624 37.331535, -80.811515 37.33167, -80.811237 37.331917, -80.811139 37.332026, -80.811072 37.332119, -80.810922 37.332358, -80.810644 37.332721)",VA 61,,
20230887,Monroe Street,secondary,False,True,195.941,"LINESTRING (-80.811624 37.331535, -80.81169 37.331431, -80.811753 37.331302, -80.811826 37.331075, -80.811913 37.330738, -80.811957 37.330535, -80.812002 37.33024, -80.812016 37.330095, -80.812026 37.329988, -80.81205 37.329816)",VA 61,,
108493899,Main Street,secondary,False,False,102.537,"LINESTRING (-80.811624 37.331535, -80.811164 37.331344, -80.81109 37.331311, -80.810641 37.331114, -80.810606 37.331094)",VA 100,25 mph,
"[814271723, 20225109, 108411167]","['Macarthur Lane', 'Mars Lane']",secondary,False,False,97.598,"LINESTRING (-80.810644 37.332721, -80.8102947 37.3331529, -80.810268 37.333186, -80.810225 37.333236, -80.810183 37.333285, -80.810037 37.333454)",VA 61,,yes
20225109,Mars Lane,secondary,False,True,158.47400000000002,"LINESTRING (-80.810644 37.332721, -80.810922 37.332358, -80.811072 37.332119, -80.811139 37.332026, -80.811237 37.331917, -80.811515 37.33167, -80.811624 37.331535)",VA 61,,
20228030,Depot Street,residential,False,False,152.11700000000002,"LINESTRING (-80.810037 37.333454, -80.809805 37.333228, -80.809635 37.333079, -80.80957 37.333044, -80.809496 37.33302, -80.809433 37.333011, -80.809349 37.333009, -80.809268 37.332994, -80.809221 37.332978, -80.808783 37.332757, -80.808717 37.332708, -80.808686 37.332676)",,,
"[814271723, 20225109, 108411167]","['Macarthur Lane', 'Mars Lane']",secondary,False,True,97.598,"LINESTRING (-80.810037 37.333454, -80.810183 37.333285, -80.810225 37.333236, -80.810268 37.333186, -80.8102947 37.3331529, -80.810644 37.332721)",VA 61,,yes
20229478,Cave Street,residential,False,False,45.312,"LINESTRING (-80.807905 37.327522, -80.808117 37.327893)",,,
20229478,Cave Street,residential,False,True,45.523,"LINESTRING (-80.807905 37.327522, -80.807682 37.327153)",,,
20226064,Westview Street,residential,False,False,131.973,"LINESTRING (-80.807905 37.327522, -80.808657 37.327234, -80.809259 37.327023)",,,
20235040,Kimberling Street,residential,False,False,43.947,"LINESTRING (-80.809259 37.327023, -80.80948 37.327377)",,,
20226064,Westview Street,residential,False,True,131.973,"LINESTRING (-80.809259 37.327023, -80.808657 37.327234, -80.807905 37.327522)",,,
20234078,Hare Street,residential,False,False,81.744,"LINESTRING (-80.806355 37.330992, -80.806181 37.33027)",,,
20234078,Hare Street,residential,False,True,43.483,"LINESTRING (-80.806355 37.330992, -80.806448 37.331376)",,,
"[20226760, 20229286]","['Gross Street', 'Bel Air Street']",residential,False,True,351.43199999999996,"LINESTRING (-80.806355 37.330992, -80.807023 37.331076, -80.80712 37.331081, -80.807244 37.331073, -80.807395 37.331078, -80.807804 37.331138, -80.808343 37.331228, -80.808394 37.331228, -80.808427 37.331219, -80.808465 37.331191, -80.808489 37.331155, -80.808476 37.330961, -80.808443 37.330902, -80.808387 37.330838, -80.808195 37.330692, -80.808063 37.330581, -80.80785 37.330333, -80.807791 37.330289, -80.807621 37.330185, -80.807439 37.330093)",,,
20229478,Cave Street,residential,False,False,45.523,"LINESTRING (-80.807682 37.327153, -80.807905 37.327522)",,,
20235040,Kimberling Street,residential,False,False,46.942,"LINESTRING (-80.80948 37.327377, -80.809706 37.327759)",,,
20235040,Kimberling Street,residential,False,True,43.947,"LINESTRING (-80.80948 37.327377, -80.809259 37.327023)",,,
20227521,Star Lane,residential,False,False,133.555,"LINESTRING (-80.80948 37.327377, -80.809088 37.327532, -80.808631 37.327696, -80.808493 37.32775, -80.808276 37.327822, -80.808117 37.327893)",,,
20229478,Cave Street,residential,False,False,45.551,"LINESTRING (-80.808117 37.327893, -80.80833 37.328266)",,,
20229478,Cave Street,residential,False,True,45.312,"LINESTRING (-80.808117 37.327893, -80.807905 37.327522)",,,
20227521,Star Lane,residential,False,True,133.555,"LINESTRING (-80.808117 37.327893, -80.808276 37.327822, -80.808493 37.32775, -80.808631 37.327696, -80.809088 37.327532, -80.80948 37.327377)",,,
20228030,Depot Street,residential,False,True,152.11700000000002,"LINESTRING (-80.808686 37.332676, -80.808717 37.332708, -80.808783 37.332757, -80.809221 37.332978, -80.809268 37.332994, -80.809349 37.333009, -80.809433 37.333011, -80.809496 37.33302, -80.80957 37.333044, -80.809635 37.333079, -80.809805 37.333228, -80.810037 37.333454)",,,
20228580,Mary Street,residential,False,False,35.281,"LINESTRING (-80.812883 37.327484, -80.81302 37.327782)",,,
994099925,Memorial Boulevard,residential,False,False,59.717,"LINESTRING (-80.812883 37.327484, -80.812785 37.327528, -80.8122808 37.3277269)",,,
20228580,Mary Street,residential,False,False,102.286,"LINESTRING (-80.81302 37.327782, -80.813403 37.32865)",,,
20228580,Mary Street,residential,False,True,35.281,"LINESTRING (-80.81302 37.327782, -80.812883 37.327484)",,,
20235098,Bland Street,residential,False,False,255.81500000000005,"LINESTRING (-80.81302 37.327782, -80.812843 37.327885, -80.81258 37.328077, -80.812464 37.328182, -80.812401 37.328249, -80.812344 37.32832, -80.812125 37.32862, -80.81208 37.328713, -80.812062 37.328795, -80.812039 37.329068, -80.812013 37.32952, -80.812011 37.329554, -80.811986 37.329659, -80.811961 37.32972, -80.811941 37.329792)",,,
20228580,Mary Street,residential,False,True,102.286,"LINESTRING (-80.813403 37.32865, -80.81302 37.327782)",,,
20230887,Monroe Street,secondary,False,False,181.01599999999996,"LINESTRING (-80.813403 37.32865, -80.81245 37.329244, -80.812344 37.329331, -80.812252 37.329427, -80.812177 37.32953, -80.812103 37.329664, -80.81206 37.329777, -80.81205 37.329816)",VA 61,,
20230887,Monroe Street,secondary,False,True,93.708,"LINESTRING (-80.813403 37.32865, -80.813482 37.328601, -80.813661 37.328504, -80.813821 37.328437, -80.813988 37.328383, -80.814161 37.328344, -80.814361 37.328321)",VA 61,,
20231010,William Street,residential,False,False,89.659,"LINESTRING (-80.811067 37.327247, -80.8114944 37.3279782)",,,
20229263,Wolf Street,residential,False,False,133.13,"LINESTRING (-80.811067 37.327247, -80.810726 37.327379, -80.809706 37.327759)",,,
20235040,Kimberling Street,residential,False,True,46.942,"LINESTRING (-80.809706 37.327759, -80.80948 37.327377)",,,
20229263,Wolf Street,residential,False,False,134.102,"LINESTRING (-80.809706 37.327759, -80.8093716 37.3278789, -80.808925 37.328039, -80.80833 37.328266)",,,
20229263,Wolf Street,residential,False,True,133.13,"LINESTRING (-80.809706 37.327759, -80.810726 37.327379, -80.811067 37.327247)",,,
20235040,Kimberling Street,residential,False,False,90.923,"LINESTRING (-80.809706 37.327759, -80.810038 37.328317, -80.8101401 37.3285002)",,,
20229478,Cave Street,residential,False,True,45.551,"LINESTRING (-80.80833 37.328266, -80.808117 37.327893)",,,
20229263,Wolf Street,residential,False,False,138.168,"LINESTRING (-80.80833 37.328266, -80.807703 37.328508, -80.807558 37.328583, -80.807482 37.328632, -80.807018 37.328928)",,,
20229263,Wolf Street,residential,False,True,134.102,"LINESTRING (-80.80833 37.328266, -80.808925 37.328039, -80.8093716 37.3278789, -80.809706 37.327759)",,,
20231988,Rocky Road,residential,False,False,46.76,"LINESTRING (-80.807018 37.328928, -80.8073345 37.3292649)",,,
20229263,Wolf Street,residential,False,True,138.168,"LINESTRING (-80.807018 37.328928, -80.807482 37.328632, -80.807558 37.328583, -80.807703 37.328508, -80.80833 37.328266)",,,
108493899,Main Street,secondary,False,False,8.318,"LINESTRING (-80.807439 37.330093, -80.807345 37.33009)",VA 100,25 mph,
"[20226760, 20229286]","['Gross Street', 'Bel Air Street']",residential,False,False,351.432,"LINESTRING (-80.807439 37.330093, -80.807621 37.330185, -80.807791 37.330289, -80.80785 37.330333, -80.808063 37.330581, -80.808195 37.330692, -80.808387 37.330838, -80.808443 37.330902, -80.808476 37.330961, -80.808489 37.331155, -80.808465 37.331191, -80.808427 37.331219, -80.808394 37.331228, -80.808343 37.331228, -80.807804 37.331138, -80.807395 37.331078, -80.807244 37.331073, -80.80712 37.331081, -80.807023 37.331076, -80.806355 37.330992)",,,
108493899,Main Street,secondary,False,True,322.983,"LINESTRING (-80.807439 37.330093, -80.807662 37.330114, -80.808477 37.330248, -80.80863 37.330258, -80.808821 37.330257, -80.809128 37.330232, -80.809323 37.330229, -80.809535 37.330243, -80.809602 37.330256, -80.809681 37.330284, -80.80975 37.330325, -80.810119 37.330657, -80.810408 37.330944, -80.810506 37.331028, -80.810606 37.331094)",VA 100,25 mph,
20230881,Monroe Street,residential,False,True,204.88400000000001,"LINESTRING (-80.814361 37.328321, -80.814424 37.328148, -80.814451 37.32811, -80.814488 37.328077, -80.814677 37.327974, -80.815352 37.327643, -80.8161727 37.32725)",,,
20230887,Monroe Street,secondary,False,False,93.70799999999998,"LINESTRING (-80.814361 37.328321, -80.814161 37.328344, -80.813988 37.328383, -80.813821 37.328437, -80.813661 37.328504, -80.813482 37.328601, -80.813403 37.32865)",VA 61,,
20235040,Kimberling Street,residential,False,True,10.0,"LINESTRING (-80.81205 37.329816, -80.811941 37.329792)",,,
20230887,Monroe Street,secondary,False,False,195.941,"LINESTRING (-80.81205 37.329816, -80.812026 37.329988, -80.812016 37.330095, -80.812002 37.33024, -80.811957 37.330535, -80.811913 37.330738, -80.811826 37.331075, -80.811753 37.331302, -80.81169 37.331431, -80.811624 37.331535)",VA 61,,
20230887,Monroe Street,secondary,False,True,181.016,"LINESTRING (-80.81205 37.329816, -80.81206 37.329777, -80.812103 37.329664, -80.812177 37.32953, -80.812252 37.329427, -80.812344 37.329331, -80.81245 37.329244, -80.813403 37.32865)",VA 61,,
20231010,William Street,residential,False,True,9.93,"LINESTRING (-80.8115417 37.3280592, -80.8114944 37.3279782)",,,
