osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed
668994524,secondary,False,False,222.363,"LINESTRING (-72.9992 40.8655288, -72.9991084 40.8655499, -72.999044 40.8655648, -72.9986344 40.8656595, -72.9981427 40.8658393, -72.9977121 40.8661126, -72.997313 40.8664619, -72.997226 40.8665628, -72.9971305 40.8666736)",,,
732980228,residential,True,False,49.334,"LINESTRING (-72.9992 40.8655288, -72.9992879 40.865561, -72.9993724 40.8655476, -72.9994685 40.8655324, -72.9997687 40.8654939)",Wincoram Way,,
"[1194482872, 1194482873, 668994522]",primary,False,True,284.69500000000005,"LINESTRING (-72.9992 40.8655288, -72.999341 40.8665321, -72.9993693 40.8667584, -72.9993987 40.866993, -72.999474 40.8675939, -72.9994862 40.867691, -72.9994897 40.867719, -72.9995405 40.8680761)",Route 112,NY 112,40 mph
20174626,primary_link,False,True,107.176,"LINESTRING (-73.0042746 40.8686647, -73.0042617 40.8687374, -73.004228 40.8689266, -73.0042066 40.869003, -73.0041782 40.8690669, -73.0041496 40.8691124, -73.0041104 40.8691617, -73.0040625 40.86921, -73.0039523 40.8692879, -73.0038165 40.8693787, -73.0036872 40.8694713)",,,
732980213,residential,False,False,51.013999999999996,"LINESTRING (-73.0042746 40.8686647, -73.0043039 40.8684747, -73.0043448 40.868209)",Wincoram Way,,
732980234,primary,False,False,271.19800000000004,"LINESTRING (-73.0042746 40.8686647, -73.003106 40.868542, -73.0028377 40.8685226, -73.0027216 40.8685142, -73.0024779 40.8684966, -73.0022959 40.8685158, -73.0016361 40.8686018, -73.0013232 40.8687186, -73.0011329 40.8687896)",Middle Country Road,NY 25,
732980234,primary,False,True,161.028,"LINESTRING (-73.0042746 40.8686647, -73.0044702 40.8686766, -73.0051892 40.8687202, -73.005485 40.868739, -73.0061819 40.8687935)",Middle Country Road,NY 25,
20174626,primary_link,False,False,107.17599999999999,"LINESTRING (-73.0036872 40.8694713, -73.0038165 40.8693787, -73.0039523 40.8692879, -73.0040625 40.86921, -73.0041104 40.8691617, -73.0041496 40.8691124, -73.0041782 40.8690669, -73.0042066 40.869003, -73.004228 40.8689266, -73.0042617 40.8687374, -73.0042746 40.8686647)",,,
"[1157767873, 668994412]",primary,False,False,125.952,"LINESTRING (-73.0036872 40.8694713, -73.0040703 40.8697829, -73.004096 40.8698052, -73.004204 40.869899, -73.0046137 40.8702069, -73.004723 40.870289)",Route 112,NY 112,40 mph
668994412,primary,False,True,232.685,"LINESTRING (-73.0036872 40.8694713, -73.003067 40.869102, -73.0029604 40.8690837, -73.0025547 40.8690139, -73.0024303 40.8689925, -73.0023832 40.8689851, -73.0015007 40.8688471, -73.0013639 40.8688257, -73.0011329 40.8687896)",Route 112,NY 112,40 mph
669207630,primary,False,False,218.007,"LINESTRING (-72.9958936 40.8710194, -72.9960309 40.8709922, -72.996458 40.8709075, -72.9969157 40.8708168, -72.9971342 40.8707587, -72.9973109 40.8707225, -72.9975338 40.8706612, -72.9975532 40.8706558, -72.9977884 40.8705911, -72.9981587 40.8704691, -72.9983487 40.8704026)",Middle Country Road,NY 25,
20193703,residential,False,True,72.223,"LINESTRING (-72.996521 40.865158, -72.995667 40.865227)",Kern Street,,
20193703,residential,False,False,72.223,"LINESTRING (-72.995667 40.865227, -72.996521 40.865158)",Kern Street,,
20249082,residential,False,False,31.19,"LINESTRING (-72.995667 40.865227, -72.9956358 40.8649475)",Stanton Avenue,,
20249082,residential,False,True,78.835,"LINESTRING (-72.995667 40.865227, -72.9957722 40.8659315)",Stanton Avenue,,
