osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed,ref
304607698,False,2,East Federal Street,tertiary,True,5.754,"LINESTRING (-80.6481771 41.0995499, -80.6481162 41.099526)",,,
19141476,False,,North Champion Street,residential,False,118.244,"LINESTRING (-80.6481771 41.0995499, -80.6481131 41.0996406, -80.6481083 41.0996469, -80.6479069 41.0999119, -80.6478065 41.1000435, -80.6477872 41.1000691, -80.6475421 41.100391, -80.647479 41.100474)",,,
304607698,False,2,East Federal Street,tertiary,False,97.10100000000001,"LINESTRING (-80.6481771 41.0995499, -80.6482627 41.0995875, -80.6491028 41.0999564, -80.6491783 41.0999896)",,,
772564135,True,,West Federal Street,tertiary,False,16.642,"LINESTRING (-80.6506204 41.1005629, -80.6505523 41.1005534, -80.6504251 41.1005357)",,,
"[19145786, 1197567971, 1197567973]",True,,South Phelps Street,living_street,False,109.653,"LINESTRING (-80.6506204 41.1005629, -80.6506425 41.1004981, -80.6509288 41.1001219, -80.6509637 41.1000761, -80.6510293 41.0999899, -80.6512138 41.0997476, -80.65126 41.0997063)",,,
19141011,True,,,secondary_link,False,45.232,"LINESTRING (-80.655901 41.103496, -80.656006 41.103428, -80.656099 41.103387, -80.656175 41.10337, -80.656328 41.103358, -80.656388 41.103364)",,,
19144235,False,,Belmont Avenue,secondary,True,45.82,"LINESTRING (-80.655901 41.103496, -80.6559293 41.103284, -80.655982 41.103089)",,,
772559748,False,,Belmont Avenue,secondary,False,65.81299999999999,"LINESTRING (-80.655901 41.103496, -80.6558673 41.1038696, -80.6558493 41.104069, -80.6558477 41.1040865)",,,
19143577,False,,Martin Luther King Jr. Boulevard,secondary,True,45.742,"LINESTRING (-80.656388 41.103364, -80.655982 41.103089)",,,
19143577,False,,Martin Luther King Jr. Boulevard,secondary,False,155.11499999999998,"LINESTRING (-80.656388 41.103364, -80.6564388 41.1034025, -80.656876 41.103734, -80.656906 41.1037578, -80.657365 41.104122, -80.657545 41.104272, -80.6576581 41.104378)",,,
"[1196992649, 19144782]",False,,West Boardman Street,tertiary,False,121.798,"LINESTRING (-80.6499933 41.0991703, -80.6501415 41.0992196, -80.650652 41.0994418, -80.6507597 41.0994886, -80.6508605 41.0995325, -80.6509722 41.0995811, -80.6509768 41.0995831, -80.6512089 41.0996841, -80.65126 41.0997063)",,,
1101967953,False,5,Market Street,primary,True,39.64,"LINESTRING (-80.6499933 41.0991703, -80.6499427 41.0992373, -80.649759 41.09948)",,,
19141476,False,,North Champion Street,residential,True,118.24400000000001,"LINESTRING (-80.647479 41.100474, -80.6475421 41.100391, -80.6477872 41.1000691, -80.6478065 41.1000435, -80.6479069 41.0999119, -80.6481083 41.0996469, -80.6481131 41.0996406, -80.6481771 41.0995499)",,,
19143775,False,,East Commerce Street,secondary,False,103.703,"LINESTRING (-80.647479 41.100474, -80.6474068 41.1004424, -80.6466558 41.1001143, -80.646598 41.100089, -80.6465542 41.1000689, -80.6464107 41.1000032)",,,
19143775,False,,East Commerce Street,secondary,True,110.828,"LINESTRING (-80.647479 41.100474, -80.6475595 41.100509, -80.6478013 41.100614, -80.6481923 41.1007838, -80.6485144 41.100921, -80.648627 41.100969)",,,
653616831,False,,East Wood Street,residential,False,111.216,"LINESTRING (-80.6468581 41.101269, -80.6479062 41.101731, -80.6480038 41.101774)",,,
"[653616657, 19142076]",False,,"['South Chesnut Street', 'Vindicator Square']",tertiary,True,110.027,"LINESTRING (-80.6538366 41.1019759, -80.6538811 41.1019165, -80.6541659 41.101536, -80.6543534 41.1011761, -80.6544009 41.1010851)",,,
772564136,True,,West Federal Street,tertiary,False,198.53800000000004,"LINESTRING (-80.6538366 41.1019759, -80.6537334 41.1019306, -80.6528851 41.1015579, -80.6525721 41.1014204, -80.652095 41.1012108, -80.6518384 41.101098, -80.6517894 41.1010769)",,,
933175270,False,,Symphony Place,tertiary,False,10.148,"LINESTRING (-80.6538366 41.1019759, -80.6538068 41.1020156, -80.6537769 41.1020553)",,,
