osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
4409907,B1079,Theatre Street,secondary,30 mph,False,False,28.385,"LINESTRING (1.3127453 52.0943733, 1.3131361 52.0942866)",
4409908,B1438,Thoroughfare,secondary,30 mph,False,True,172.106,"LINESTRING (1.3222358 52.0963913, 1.3219612 52.0959895, 1.3219359 52.0959471, 1.321869 52.095824, 1.3216735 52.0954831, 1.321641 52.0954215, 1.321419 52.0950334, 1.3214041 52.0949343)",
4965792,,Pytches Road,tertiary,,False,False,75.229,"LINESTRING (1.3222358 52.0963913, 1.3221181 52.0964054, 1.321878 52.0964058, 1.321383 52.0964494, 1.3211495 52.0964865)",
39947345,B1438,Melton Hill,secondary,30 mph,False,False,142.996,"LINESTRING (1.3222358 52.0963913, 1.3223691 52.0965445, 1.3225203 52.0966836, 1.3229727 52.0970999, 1.3232928 52.0974985)",
4409908,B1438,Thoroughfare,secondary,30 mph,False,True,33.331,"LINESTRING (1.3214041 52.0949343, 1.3212524 52.0946494)",
4409908,B1438,Thoroughfare,secondary,30 mph,False,False,172.106,"LINESTRING (1.3214041 52.0949343, 1.321419 52.0950334, 1.321641 52.0954215, 1.3216735 52.0954831, 1.321869 52.095824, 1.3219359 52.0959471, 1.3219612 52.0959895, 1.3222358 52.0963913)",
4409909,,Sun Lane,residential,,False,False,103.902,"LINESTRING (1.3214041 52.0949343, 1.3210998 52.0950022, 1.3205376 52.0954187, 1.3202467 52.0954953)",
4409909,,Sun Lane,residential,,False,True,68.582,"LINESTRING (1.3193775 52.0957816, 1.3194933 52.0956934, 1.3202467 52.0954953)",
23355372,,St John's Hill,residential,,False,False,41.31,"LINESTRING (1.3193775 52.0957816, 1.3193507 52.0956778, 1.3192273 52.0954224)",
55542941,,Wilderness Lane,residential,,False,True,299.76800000000003,"LINESTRING (1.3193775 52.0957816, 1.3192923 52.0958299, 1.3192032 52.0958508, 1.3190802 52.09595, 1.318973 52.0962137, 1.3186511 52.0963982, 1.3178572 52.0965037, 1.3160547 52.0973605)",
27918219,B1438,Quayside,secondary,30 mph,False,True,64.209,"LINESTRING (1.3208542 52.0919426, 1.3206869 52.0918786, 1.3206418 52.0918593, 1.3205494 52.0918112, 1.3205351 52.0918011, 1.3204151 52.0917164, 1.3203058 52.0916254, 1.3202392 52.091563, 1.3202082 52.0915339)",
"[729920888, 729920889, 39947347]",B1438,Quayside,secondary,30 mph,False,False,300.13699999999994,"LINESTRING (1.3208542 52.0919426, 1.3210597 52.0919888, 1.3212962 52.0920161, 1.3215053 52.0920357, 1.3216427 52.0920623, 1.3217786 52.0920977, 1.3219437 52.0921698, 1.3221145 52.0922784, 1.3222695 52.0924132, 1.3227868 52.0929608, 1.3231507 52.093461, 1.3232411 52.0936199, 1.3232831 52.0938143, 1.3232659 52.0939356)",yes
39947349,,Hamblin Road,unclassified,,False,True,41.69,"LINESTRING (1.3208542 52.0919426, 1.320678 52.0921529, 1.3205757 52.0922762)",
4985653,B1438,Lime Kiln Quay Road,secondary,30 mph,False,False,35.96,"LINESTRING (1.3222178 52.0944417, 1.3217157 52.0945388)",
4985653,B1438,Lime Kiln Quay Road,secondary,30 mph,False,True,96.156,"LINESTRING (1.3222178 52.0944417, 1.3226343 52.094354, 1.3227998 52.0943091, 1.3228906 52.0942736, 1.3229687 52.0942351, 1.323038 52.0941953, 1.3230962 52.0941516, 1.3231606 52.0940883, 1.3231964 52.0940466, 1.3232659 52.0939356)",
60698671,,Sutton Close,residential,,False,True,44.219,"LINESTRING (1.3222178 52.0944417, 1.3222674 52.0945171, 1.3223826 52.0946938, 1.3225798 52.0946592)",
4982583,,Deben Road,unclassified,,False,False,17.912,"LINESTRING (1.3232659 52.0939356, 1.3233721 52.0939603, 1.3235121 52.093991)",
4985653,B1438,Lime Kiln Quay Road,secondary,30 mph,False,False,96.156,"LINESTRING (1.3232659 52.0939356, 1.3231964 52.0940466, 1.3231606 52.0940883, 1.3230962 52.0941516, 1.323038 52.0941953, 1.3229687 52.0942351, 1.3228906 52.0942736, 1.3227998 52.0943091, 1.3226343 52.094354, 1.3222178 52.0944417)",
"[729920888, 729920889, 39947347]",B1438,Quayside,secondary,30 mph,False,True,300.137,"LINESTRING (1.3232659 52.0939356, 1.3232831 52.0938143, 1.3232411 52.0936199, 1.3231507 52.093461, 1.3227868 52.0929608, 1.3222695 52.0924132, 1.3221145 52.0922784, 1.3219437 52.0921698, 1.3217786 52.0920977, 1.3216427 52.0920623, 1.3215053 52.0920357, 1.3212962 52.0920161, 1.3210597 52.0919888, 1.3208542 52.0919426)",yes
4409908,B1438,Thoroughfare,secondary,30 mph,False,False,33.331,"LINESTRING (1.3212524 52.0946494, 1.3214041 52.0949343)",
4982603,B1079,St Johns Street,secondary,30 mph,False,True,123.37100000000001,"LINESTRING (1.3212524 52.0946494, 1.3212119 52.0946314, 1.3211868 52.0946217, 1.3211415 52.094611, 1.3211164 52.0946063, 1.3210972 52.0946044, 1.3210709 52.094603, 1.3208954 52.0946695, 1.3205873 52.0948279, 1.3205605 52.0948394, 1.3205308 52.0948486, 1.3204927 52.0948594, 1.3204639 52.0948662, 1.3204372 52.0948691, 1.3204193 52.0948698, 1.3203997 52.0948683, 1.3203735 52.094863, 1.3203449 52.0948559, 1.3203215 52.0948497, 1.3201149 52.0947841, 1.320029 52.0947569, 1.3196956 52.0946435)",
4985653,B1438,Lime Kiln Quay Road,secondary,30 mph,False,True,34.03,"LINESTRING (1.3212524 52.0946494, 1.3213849 52.0946099, 1.3215139 52.0945767, 1.3217157 52.0945388)",
39947345,B1438,Melton Hill,secondary,30 mph,False,True,104.936,"LINESTRING (1.3239939 52.0983382, 1.3235928 52.0978561, 1.3232928 52.0974985)",
"[1020386075, 4965795]",B1438,Station Road,secondary,30 mph,False,False,210.04500000000002,"LINESTRING (1.3147478 52.090794, 1.3148664 52.0907973, 1.3150355 52.090792, 1.3155213 52.0907833, 1.3156208 52.090775, 1.315727 52.0907701, 1.315995 52.0907613, 1.3165253 52.0907692, 1.3166589 52.0907796, 1.3170348 52.0908412, 1.3171135 52.090854, 1.317716 52.0909338, 1.3177875 52.0909434)",
4965795,B1438,Station Road,secondary,30 mph,False,True,110.07399999999998,"LINESTRING (1.3147478 52.090794, 1.3145922 52.0907829, 1.3144409 52.0907586, 1.3143057 52.090722, 1.3142542 52.0907081, 1.3139503 52.0906098, 1.3136415 52.0905437, 1.3132226 52.0905047)",
24158194,,Cumberland Mews,residential,,False,True,42.284000000000006,"LINESTRING (1.3147478 52.090794, 1.3146861 52.0909799, 1.3144922 52.0911286)",
4965853,,Kingston Road,residential,,False,False,48.532,"LINESTRING (1.3132226 52.0905047, 1.3130616 52.0900796)",
4965795,B1438,Station Road,secondary,30 mph,False,False,110.074,"LINESTRING (1.3132226 52.0905047, 1.3136415 52.0905437, 1.3139503 52.0906098, 1.3142542 52.0907081, 1.3143057 52.090722, 1.3144409 52.0907586, 1.3145922 52.0907829, 1.3147478 52.090794)",
4965877,,Kingston Road,residential,,True,False,88.53,"LINESTRING (1.3132226 52.0905047, 1.3132581 52.0906229, 1.3133598 52.0910562, 1.3133557 52.0912205, 1.3133343 52.0912932)",
4965797,B1079,Market Hill,secondary,30 mph,False,True,36.022,"LINESTRING (1.3129841 52.0939764, 1.3131361 52.0942866)",
4409907,B1079,Theatre Street,secondary,30 mph,False,True,28.385,"LINESTRING (1.3131361 52.0942866, 1.3127453 52.0943733)",
4965797,B1079,Market Hill,secondary,30 mph,False,False,36.022,"LINESTRING (1.3131361 52.0942866, 1.3129841 52.0939764)",
24158232,B1079,Market Hill,secondary,30 mph,True,False,69.109,"LINESTRING (1.3131361 52.0942866, 1.3138425 52.0940994, 1.3140497 52.0940222)",
4965799,,Castle Street,residential,30 mph,False,False,58.745000000000005,"LINESTRING (1.3182832 52.094587, 1.3182448 52.0946691, 1.3177535 52.0949932)",
23355372,,St John's Hill,residential,,False,True,49.745999999999995,"LINESTRING (1.3182832 52.094587, 1.3187087 52.094784, 1.3188502 52.0948668)",
