osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
"[9456154, 9456045]","['1', '2']",Park Street,residential,9.1,False,False,163.352,"LINESTRING (-71.5250563 42.3056308, -71.524835 42.305484, -71.524376 42.305295, -71.523979 42.305151, -71.523974 42.305149, -71.523864 42.305109, -71.523792 42.305072, -71.523472 42.304908, -71.52339 42.304847)",,
847228422,2,Main Street,secondary,12.2,False,False,145.30599999999998,"LINESTRING (-71.5250563 42.3056308, -71.5249339 42.3056685, -71.5248531 42.3056974, -71.5241987 42.305931, -71.524019 42.3059919, -71.5237145 42.3060975, -71.523455 42.3061828)",MA 30,
847228422,2,Main Street,secondary,12.2,False,True,38.958,"LINESTRING (-71.5250563 42.3056308, -71.5253183 42.3055964, -71.5253878 42.3055904, -71.5254591 42.305587, -71.5255253 42.305586)",MA 30,
9456110,2,Boston Road,secondary,15.2,False,True,351.443,"LINESTRING (-71.520468 42.304247, -71.52062 42.304239, -71.520801 42.304231, -71.520983 42.304237, -71.521161 42.304263, -71.521334 42.304304, -71.521499 42.304361, -71.521655 42.304431, -71.521802 42.304511, -71.521937 42.304601, -71.522066 42.304696, -71.5221468 42.3047622, -71.522188 42.304796, -71.522304 42.3049, -71.52241 42.30501, -71.522505 42.305125, -71.522592 42.305244, -71.522682 42.305361, -71.52278 42.305475, -71.522797 42.305494, -71.522878 42.305588, -71.522972 42.305704, -71.523064 42.305821, -71.523153 42.305934, -71.5232709 42.3060916, -71.5233175 42.3061537, -71.523455 42.3061828)",MA 30,30 mph
9456155,2,Winchester Street,residential,9.1,False,False,187.634,"LINESTRING (-71.520468 42.304247, -71.5205606 42.3043293, -71.520793 42.304508, -71.52119 42.304812, -71.521702 42.305216, -71.522019 42.305484)",,
9456106,2,Howes Court,residential,9.1,False,True,64.986,"LINESTRING (-71.523224 42.307059, -71.523962 42.30685)",,
9455716,2,Lyman Street,residential,9.1,False,False,125.22000000000001,"LINESTRING (-71.523224 42.307059, -71.523236 42.307126, -71.523264 42.307501, -71.523362 42.307797, -71.523527 42.308155)",,
9455716,2,Lyman Street,residential,9.1,False,True,82.934,"LINESTRING (-71.523224 42.307059, -71.5232147 42.3069832, -71.5230851 42.3065865, -71.522997 42.3063808, -71.5229832 42.3063361)",,
9455716,2,Lyman Street,residential,9.1,False,False,73.70800000000001,"LINESTRING (-71.523527 42.308155, -71.523538 42.308178, -71.523651 42.308476, -71.5237375 42.3086745, -71.5238351 42.3087709)",,
9455716,2,Lyman Street,residential,9.1,False,True,125.22000000000001,"LINESTRING (-71.523527 42.308155, -71.523362 42.307797, -71.523264 42.307501, -71.523236 42.307126, -71.523224 42.307059)",,
"[9455963, 771811775]",1,Hillside Avenue,residential,9.1,False,False,184.23899999999998,"LINESTRING (-71.523527 42.308155, -71.523051 42.308276, -71.5226458 42.3083541, -71.522333 42.308413, -71.522101 42.308451, -71.521621 42.308553, -71.521484 42.308585, -71.521376 42.308614)",,
9456089,2,Newton Street,secondary,12.2,False,False,85.644,"LINESTRING (-71.523455 42.3061828, -71.5235497 42.3062549, -71.523695 42.306435, -71.5237507 42.3065086, -71.523782 42.30655, -71.523856 42.306674, -71.5238716 42.3066997, -71.523916 42.306773, -71.523962 42.30685)",,
9456110,2,Boston Road,secondary,15.2,False,False,351.443,"LINESTRING (-71.523455 42.3061828, -71.5233175 42.3061537, -71.5232709 42.3060916, -71.523153 42.305934, -71.523064 42.305821, -71.522972 42.305704, -71.522878 42.305588, -71.522797 42.305494, -71.52278 42.305475, -71.522682 42.305361, -71.522592 42.305244, -71.522505 42.305125, -71.52241 42.30501, -71.522304 42.3049, -71.522188 42.304796, -71.5221468 42.3047622, -71.522066 42.304696, -71.521937 42.304601, -71.521802 42.304511, -71.521655 42.304431, -71.521499 42.304361, -71.521334 42.304304, -71.521161 42.304263, -71.520983 42.304237, -71.520801 42.304231, -71.52062 42.304239, -71.520468 42.304247)",MA 30,30 mph
9456324,2,East Main Street,residential,12.2,False,False,42.4,"LINESTRING (-71.523455 42.3061828, -71.5232564 42.3062407, -71.5231345 42.3062834, -71.5229832 42.3063361)",,
847228422,2,Main Street,secondary,12.2,False,True,145.30599999999998,"LINESTRING (-71.523455 42.3061828, -71.5237145 42.3060975, -71.524019 42.3059919, -71.5241987 42.305931, -71.5248531 42.3056974, -71.5249339 42.3056685, -71.5250563 42.3056308)",MA 30,
9456324,2,East Main Street,residential,12.2,False,True,8.837,"LINESTRING (-71.522886 42.30637, -71.5229832 42.3063361)",,
9456155,2,Winchester Street,residential,9.1,False,True,121.617,"LINESTRING (-71.522886 42.30637, -71.522797 42.306281, -71.522565 42.30605, -71.522236 42.305712, -71.522019 42.305484)",,
9456324,2,East Main Street,residential,12.2,False,False,192.787,"LINESTRING (-71.522886 42.30637, -71.522821 42.306395, -71.522797 42.306405, -71.52266 42.306459, -71.5225 42.306524, -71.522487 42.306529, -71.522484 42.30653, -71.522339 42.306586, -71.522174 42.306642, -71.522009 42.3067, -71.5219953 42.306705, -71.521846 42.30676, -71.5217669 42.3067886, -71.521683 42.306819, -71.521518 42.306877, -71.521352 42.306932, -71.521294 42.30695, -71.521184 42.306983, -71.521009 42.307019, -71.520832 42.307051, -71.520748 42.307066)",,
9456282,2,Main Street,secondary,12.2,False,False,65.895,"LINESTRING (-71.530244 42.3057808, -71.5299951 42.3058199, -71.5298914 42.3058297, -71.5298308 42.3058336, -71.5297713 42.3058359, -71.5297059 42.3058372, -71.5296752 42.3058373, -71.5296406 42.3058361, -71.5294501 42.3058246)",MA 30,
9456363,2,Walker Street,residential,9.1,False,False,95.4,"LINESTRING (-71.5201502 42.3053719, -71.5202 42.305492, -71.520428 42.306089, -71.520468 42.306197)",,
771811775,1,Hillside Avenue,residential,9.1,False,False,71.946,"LINESTRING (-71.521376 42.308614, -71.521324 42.308568, -71.52127 42.308547, -71.521202 42.308545, -71.52114 42.308571, -71.5211 42.308621, -71.521096 42.30867, -71.521116 42.308715, -71.52116 42.308745, -71.521214 42.308749, -71.52128 42.30874, -71.5213118 42.30872, -71.521334 42.308706, -71.521362 42.308664, -71.521376 42.308614)",,
771811775,1,Hillside Avenue,residential,9.1,False,True,71.946,"LINESTRING (-71.521376 42.308614, -71.521362 42.308664, -71.521334 42.308706, -71.5213118 42.30872, -71.52128 42.30874, -71.521214 42.308749, -71.52116 42.308745, -71.521116 42.308715, -71.521096 42.30867, -71.5211 42.308621, -71.52114 42.308571, -71.521202 42.308545, -71.52127 42.308547, -71.521324 42.308568, -71.521376 42.308614)",,
"[9455963, 771811775]",1,Hillside Avenue,residential,9.1,False,True,184.239,"LINESTRING (-71.521376 42.308614, -71.521484 42.308585, -71.521621 42.308553, -71.522101 42.308451, -71.522333 42.308413, -71.5226458 42.3083541, -71.523051 42.308276, -71.523527 42.308155)",,
847228422,2,Main Street,secondary,12.2,False,False,38.958,"LINESTRING (-71.5255253 42.305586, -71.5254591 42.305587, -71.5253878 42.3055904, -71.5253183 42.3055964, -71.5250563 42.3056308)",MA 30,
847228422,2,Main Street,secondary,12.2,False,True,323.876,"LINESTRING (-71.5255253 42.305586, -71.5255966 42.3055867, -71.5256646 42.305588, -71.5257347 42.3055903, -71.5259449 42.3056035, -71.5259716 42.3056052, -71.5268445 42.3056603, -71.5269828 42.305669, -71.5280106 42.3057339, -71.5283378 42.3057545, -71.528413 42.3057593, -71.5291999 42.3058088, -71.5294501 42.3058246)",MA 30,
9456324,2,East Main Street,residential,12.2,False,True,170.389,"LINESTRING (-71.518748 42.307463, -71.518898 42.307429, -71.519071 42.307387, -71.519244 42.307346, -71.519418 42.307306, -71.519593 42.30727, -71.519769 42.307237, -71.519946 42.307206, -71.520124 42.307176, -71.520301 42.307145, -71.520478 42.307115, -71.520655 42.307083, -71.520748 42.307066)",,
9456106,2,Howes Court,residential,9.1,False,False,64.986,"LINESTRING (-71.523962 42.30685, -71.523224 42.307059)",,
9456089,2,Newton Street,secondary,12.2,False,True,85.644,"LINESTRING (-71.523962 42.30685, -71.523916 42.306773, -71.5238716 42.3066997, -71.523856 42.306674, -71.523782 42.30655, -71.5237507 42.3065086, -71.523695 42.306435, -71.5235497 42.3062549, -71.523455 42.3061828)",,
"[9456154, 9456045]","['1', '2']",Park Street,residential,9.1,False,True,163.352,"LINESTRING (-71.52339 42.304847, -71.523472 42.304908, -71.523792 42.305072, -71.523864 42.305109, -71.523974 42.305149, -71.523979 42.305151, -71.524376 42.305295, -71.524835 42.305484, -71.5250563 42.3056308)",,
9456155,2,Winchester Street,residential,9.1,False,False,121.61699999999999,"LINESTRING (-71.522019 42.305484, -71.522236 42.305712, -71.522565 42.30605, -71.522797 42.306281, -71.522886 42.30637)",,
9456155,2,Winchester Street,residential,9.1,False,True,187.634,"LINESTRING (-71.522019 42.305484, -71.521702 42.305216, -71.52119 42.304812, -71.520793 42.304508, -71.5205606 42.3043293, -71.520468 42.304247)",,
