osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,junction
"[464432632, 8107826, 800411669]",True,3,3,primary,"['50', '30']",False,74.333,yes,"LINESTRING (19.0456276 47.4901141, 19.0457895 47.4900519, 19.0458772 47.4900145, 19.0459475 47.4899887, 19.0460451 47.4899592, 19.0461574 47.4899288, 19.0462961 47.4899167, 19.0464056 47.4899187, 19.046544 47.4899404)",,
"[24255970, 56066397]",True,"['1', '2']",,secondary,50,False,31.745,,"LINESTRING (19.0456141 47.4913026, 19.0452498 47.4912269, 19.0452095 47.4912206)","['Attila út', 'Döbrentei tér']",
26468782,True,2,3,primary,50,False,41.567,yes,"LINESTRING (19.0453706 47.4905896, 19.0449996 47.4908669)",Döbrentei tér,
"[59718715, 301287931, 8107828, 15005908]",True,"['1', '3', '2']",3,primary_link,50,False,146.937,yes,"LINESTRING (19.0449996 47.4908669, 19.0448128 47.4910059, 19.044479 47.4912571, 19.0438024 47.4917628, 19.0436902 47.4918484)",Attila út,
"[24255971, 800411668, 672659438]",True,2,,primary,50,False,118.155,yes,"LINESTRING (19.0449996 47.4908669, 19.0449087 47.4908878, 19.0448426 47.4908981, 19.0447603 47.4909029, 19.0446755 47.4908956, 19.0445967 47.490878, 19.0445366 47.490856, 19.0444834 47.4908251, 19.0444403 47.4907906, 19.0444075 47.4907529, 19.0443748 47.4906994, 19.0443167 47.4905634, 19.0442572 47.4904478, 19.0442122 47.4903892, 19.0441677 47.4903419, 19.0441187 47.4903045, 19.0440721 47.4902809, 19.0439851 47.4902497)",,
"[287676608, 24301938, 293201861]",True,"['3', '2']",,primary,50,False,597.996,,"LINESTRING (19.0439851 47.4902497, 19.0436828 47.49026, 19.0433602 47.4902785, 19.0430319 47.490315, 19.042762 47.4903577, 19.0423988 47.490421, 19.0416546 47.4905421, 19.0413035 47.490597, 19.0410279 47.4906327, 19.0407574 47.4906617, 19.0403258 47.4906951, 19.0400342 47.4907079, 19.0397521 47.4907142, 19.0394508 47.4907097, 19.0392255 47.4906988, 19.0390132 47.4906799, 19.0386684 47.4906373, 19.0383637 47.4905761, 19.0380526 47.4904972, 19.0378073 47.4904256, 19.0375763 47.4903427, 19.0373205 47.4902421, 19.0370693 47.4901364, 19.0365041 47.4899001, 19.0363918 47.4898548)",Hegyalja út,
"[148347938, 1250518258]",True,3,,secondary,50,False,69.393,,"LINESTRING (19.0427784 47.4923207, 19.0426017 47.4923833, 19.0421624 47.4925391, 19.0419605 47.4926106)",Attila út,
"[320124133, 155220679]",True,2,3;4;5;6;7,tertiary_link,50,False,71.024,,"LINESTRING (19.0427784 47.4923207, 19.0424739 47.4921053, 19.0424211 47.4920571, 19.0424027 47.4920302, 19.042391 47.4919831, 19.0424158 47.4918953, 19.0424791 47.4917895)",Szarvas tér,
639488556,True,4,3;4;5;6;7,secondary,50,False,24.293,,"LINESTRING (19.0424791 47.4917895, 19.0427619 47.4916836)",Krisztina körút,
"[6064705, 280989223]",True,3,3,primary,40,False,141.02100000000002,yes,"LINESTRING (19.0468953 47.4900724, 19.0466955 47.490035, 19.046559 47.4900211, 19.0464505 47.4900162, 19.0463359 47.4900195, 19.0462253 47.4900341, 19.0461388 47.4900611, 19.0460201 47.4901147, 19.0459003 47.4901927, 19.0453706 47.4905896)",Döbrentei tér,
257686309,False,,,residential,30,True,41.835,,"LINESTRING (19.0439486 47.4928939, 19.0444416 47.4930688)",Fogas utca,
277829991,True,,,residential,30,False,120.373,,"LINESTRING (19.0439486 47.4928939, 19.0439899 47.4928607, 19.0440476 47.492799, 19.0443976 47.4923981, 19.0445711 47.4922173, 19.0447917 47.4919741)",Döbrentei utca,
"[1030950563, 25454205]",True,,,residential,,False,157.15600000000003,,"LINESTRING (19.0449121 47.4918183, 19.0446007 47.4916692, 19.0445319 47.4916531, 19.0444975 47.4916554, 19.044463 47.4916669, 19.0444286 47.4916898, 19.0442539 47.4918144, 19.0439857 47.4920035, 19.0439573 47.4920237, 19.0435415 47.4922949, 19.0434712 47.4923246, 19.0434321 47.4923279, 19.0433198 47.4923758)",Attila út,
"[978357248, 277829991]",True,,,residential,30,False,71.873,,"LINESTRING (19.0449121 47.4918183, 19.0450033 47.4916814, 19.0451918 47.4913424, 19.0452362 47.4912557, 19.0452337 47.4912356, 19.0452095 47.4912206)",Döbrentei utca,
761798782,True,2,3;4;5;6;7,tertiary,50,False,24.706,,"LINESTRING (19.0433848 47.492158, 19.0433198 47.4923758)",Apród utca,
24301874,True,1,,secondary_link,50,False,38.711,,"LINESTRING (19.0460992 47.4914199, 19.0460048 47.4913971, 19.0459584 47.4913859, 19.0459188 47.4913763, 19.0458764 47.491366, 19.0456141 47.4913026)",,
1258452078,True,2,,secondary,50,False,53.223,,"LINESTRING (19.036372 47.4946122, 19.0368529 47.4943435, 19.0369188 47.4943079)",Krisztina körút,
17275752,True,1,,tertiary,50,False,63.113,,"LINESTRING (19.0369044 47.4949898, 19.0366928 47.4950507, 19.0361851 47.4951404, 19.0361026 47.495155)",Krisztina körút,
127253503,True,1,,secondary,50,False,114.489,,"LINESTRING (19.0369044 47.4949898, 19.0363065 47.4953741, 19.0357988 47.4956984)",Attila út,
306548705,False,,,residential,,False,45.829,,"LINESTRING (19.0369044 47.4949898, 19.036985 47.4950477, 19.0373033 47.4953015)",Attila köz,
24302437,True,1,,secondary,50,False,65.00800000000001,,"LINESTRING (19.0357988 47.4956984, 19.0359126 47.4955699, 19.0359677 47.4954812, 19.0361026 47.495155)",Krisztina körút,
24302455,True,1,,tertiary_link,50,False,69.691,,"LINESTRING (19.0357988 47.4956984, 19.0358546 47.4955948, 19.0358602 47.4955461, 19.0358515 47.4954997, 19.0358338 47.4954625, 19.0358081 47.4954277, 19.0357661 47.4953882, 19.0357056 47.4953565, 19.0356461 47.4953384, 19.0355854 47.4953278, 19.0354573 47.4953308, 19.0353551 47.4953386)",Krisztina körút,
259814574,False,,,residential,,True,60.031,,"LINESTRING (19.0357988 47.4956984, 19.0358866 47.4957511, 19.0363936 47.4960589)",Sarló utca,
"[1250518256, 1250518257, 672658180, 301287937]",True,2,,secondary,50,False,295.78000000000003,,"LINESTRING (19.0419605 47.4926106, 19.0416233 47.4927301, 19.0404044 47.4931622, 19.0402325 47.4932232, 19.0401788 47.4932422, 19.040091 47.4932733, 19.0394815 47.4934965, 19.0393954 47.4935338, 19.0392795 47.4935983, 19.038982 47.4937639, 19.0386777 47.4939334, 19.0386004 47.4939764)",Attila út,
"[315055073, 225111773]",True,,,residential,50,False,401.38599999999997,,"LINESTRING (19.0379483 47.4951417, 19.0390719 47.4944539, 19.0392316 47.4943586, 19.0395671 47.4941686, 19.0402224 47.493829, 19.040553 47.4936724, 19.0414487 47.493232, 19.0415865 47.4931824, 19.0416677 47.4931622, 19.0417257 47.49315, 19.0419611 47.4931127, 19.0420484 47.4931082, 19.042094 47.4931147, 19.04214 47.4931258, 19.04218 47.493142, 19.0422285 47.4931695)",Váralja utca,
225111778,False,,,residential,50,True,62.866,,"LINESTRING (19.0379483 47.4951417, 19.0379053 47.4951674, 19.0373417 47.4955311)",Váralja utca,
423524206,False,2,,residential,50,True,70.763,,"LINESTRING (19.0379483 47.4951417, 19.0379124 47.4951011, 19.037911 47.4950611, 19.0379209 47.4950314, 19.0379754 47.494988, 19.0380332 47.4949514, 19.0382241 47.4947974, 19.0383101 47.4947301, 19.038341 47.4946911, 19.0383362 47.494617)",Palota út,
25427802,False,,,residential,,False,40.295,,"LINESTRING (19.0422285 47.4931695, 19.0425839 47.4934409)",Váralja utca,
"[25427801, 315055073]",True,,,residential,,False,145.856,,"LINESTRING (19.0422285 47.4931695, 19.0428129 47.4927389, 19.0428431 47.4927024, 19.0428487 47.4926649, 19.0428357 47.4926327, 19.0428186 47.492614, 19.0427835 47.4925924, 19.042719 47.4925772, 19.04257 47.4925762, 19.0423354 47.4925839, 19.0422691 47.4925854, 19.0421672 47.4925901, 19.0419605 47.4926106)","['Szarvas tér', 'Váralja utca']",
1197831674,True,1,,residential,50,False,53.120999999999995,,"LINESTRING (19.0381341 47.4936173, 19.0382795 47.4937295, 19.0382956 47.4937418, 19.0383167 47.4937581, 19.0383433 47.4937786, 19.0385245 47.493918, 19.0386004 47.4939764)",Dózsa György tér,
"[639488552, 841734433, 672662661, 1250331566]",True,"['1', '2', '4']",,secondary,50,False,352.27,,"LINESTRING (19.0381341 47.4936173, 19.0381938 47.4935833, 19.0383394 47.4935006, 19.0387367 47.4932908, 19.0389023 47.4932034, 19.0389982 47.4931528, 19.0397406 47.4928152, 19.0398938 47.4927565, 19.0403354 47.4925788, 19.0412033 47.4922583, 19.0418943 47.4920056, 19.0420917 47.4919333)",Krisztina körút,
"[25427961, 1250518253]",True,1,,residential,50,False,78.28200000000001,,"LINESTRING (19.0386004 47.4939764, 19.0385404 47.4940423, 19.0385408 47.4941001, 19.0385591 47.4941434, 19.0385914 47.4941922, 19.0386003 47.4942484, 19.0385908 47.4943053, 19.0384186 47.4945345, 19.0383362 47.494617)",Dózsa György tér,
78414960,True,2,,secondary,50,False,120.33399999999999,,"LINESTRING (19.0386004 47.4939764, 19.0382275 47.4942006, 19.0375109 47.4946316, 19.037404 47.4946959)",Dózsa György tér,
24302366,True,2,,secondary,50,False,119.30600000000001,,"LINESTRING (19.0369188 47.4943079, 19.0375967 47.4939227, 19.0381341 47.4936173)",Krisztina körút,
78414956,True,2,,secondary,50,False,49.768,,"LINESTRING (19.037404 47.4946959, 19.0373109 47.4947507, 19.0369044 47.4949898)",Attila út,
127253506,True,1,,residential,50,False,56.482,,"LINESTRING (19.037404 47.4946959, 19.0371517 47.4944941, 19.0371173 47.4944667, 19.0370918 47.4944462, 19.0369797 47.4943566, 19.0369611 47.4943417, 19.0369188 47.4943079)",Dózsa György tér,
25440373,False,,,residential,,False,200.054,,"LINESTRING (19.0408342 47.4975403, 19.0405205 47.4974361, 19.0406258 47.4972588, 19.0407111 47.4971661, 19.0412698 47.4963254, 19.041436 47.4960032)",Öntőház utca,
"[293068528, 156974365]",False,2,3;4;5;6;7,tertiary,50,"[False, True]",40.444,,"LINESTRING (19.0408342 47.4975403, 19.0407508 47.4976755, 19.0406713 47.497886)",Lánchíd utca,
"[24256096, 341528499, 8034435, 988450023]",False,2,3;4;5;6;7,tertiary,30,"[False, True]",485.22299999999996,,"LINESTRING (19.0408342 47.4975403, 19.0409404 47.497403, 19.0411633 47.4971261, 19.0412845 47.4969772, 19.0414096 47.4968292, 19.0414976 47.4967422, 19.0415765 47.4966724, 19.0416097 47.4966379, 19.0420071 47.4962087, 19.042023 47.4961892, 19.0420527 47.496153, 19.0421221 47.4960741, 19.0421916 47.4959911, 19.0422579 47.4959102, 19.042315 47.4958271, 19.0423643 47.4957535, 19.0424013 47.4956913, 19.042466 47.495572, 19.0425166 47.4954796, 19.0425471 47.4954161, 19.0427125 47.4950726, 19.0427754 47.494956, 19.0429747 47.4945732, 19.0430738 47.4943962, 19.0431598 47.4942398, 19.0432641 47.4940114, 19.0432958 47.4939078, 19.0433111 47.4938338, 19.0433097 47.4937456, 19.0432963 47.4935632)","['Ybl Miklós tér', 'Lánchíd utca']",
20830852,False,,,residential,30,True,76.123,,"LINESTRING (19.0358809 47.4911769, 19.0360007 47.4912589, 19.036606 47.491655)",Czakó utca,
37390247,False,2,,residential,30,False,142.701,,"LINESTRING (19.0358809 47.4911769, 19.0359382 47.4911241, 19.0363195 47.4899338)",Czakó utca,
202161464,False,,,residential,30,False,21.502,,"LINESTRING (19.0372001 47.4920639, 19.0370499 47.4922285)",Gellérthegy utca,
20830852,False,,,residential,30,False,63.73,,"LINESTRING (19.0372001 47.4920639, 19.0370179 47.4919313, 19.0367814 47.4917704, 19.036606 47.491655)",Czakó utca,
"[1030950568, 302363618, 25440988]",False,2,,residential,30,True,470.60499999999996,,"LINESTRING (19.0372001 47.4920639, 19.0376359 47.4916493, 19.0379601 47.491365, 19.0382436 47.4910839, 19.038317 47.4910166, 19.0383592 47.4909779, 19.0385281 47.490823, 19.038563 47.4908026, 19.0386179 47.490794, 19.0386674 47.4908046, 19.03875 47.4908385, 19.0389508 47.4909336, 19.0393311 47.491083, 19.0396974 47.4911806, 19.0402551 47.4913178, 19.0404687 47.4913545, 19.0407014 47.4913857, 19.0408214 47.4914098, 19.0409438 47.4914418, 19.0411047 47.4915065, 19.0416646 47.4917504, 19.0419283 47.4918618, 19.0419765 47.4918804, 19.0420917 47.4919333)","['Kereszt utca', 'Naphegy utca']",
25440852,False,,,residential,,False,119.44899999999998,,"LINESTRING (19.0440468 47.4911118, 19.043998 47.4910752, 19.0439629 47.4910278, 19.0439556 47.4910124, 19.0439475 47.4909816, 19.0439341 47.4909449, 19.0439033 47.4909095, 19.0438651 47.4908864, 19.0438007 47.490866, 19.0433333 47.4907886, 19.0432361 47.4907845, 19.0431228 47.4907886, 19.0430027 47.4908166, 19.0427228 47.4909066)",Hadnagy utca,
"[639488560, 672662662]",True,3,3;4;5;6;7,secondary,50,False,87.29,,"LINESTRING (19.0440468 47.4911118, 19.0440895 47.491088, 19.0441179 47.4910729, 19.0446076 47.4907887, 19.0447683 47.4906967, 19.0449418 47.4906119)",Krisztina körút,
25440852,False,,,residential,,True,119.449,,"LINESTRING (19.0427228 47.4909066, 19.0430027 47.4908166, 19.0431228 47.4907886, 19.0432361 47.4907845, 19.0433333 47.4907886, 19.0438007 47.490866, 19.0438651 47.4908864, 19.0439033 47.4909095, 19.0439341 47.4909449, 19.0439475 47.4909816, 19.0439556 47.4910124, 19.0439629 47.4910278, 19.043998 47.4910752, 19.0440468 47.4911118)",Hadnagy utca,
"[25440857, 320124132, 806911805]",True,2,,tertiary_link,50,False,70.24,,"LINESTRING (19.0427619 47.4916836, 19.0429712 47.4916733, 19.043078 47.4916971, 19.043145 47.4917314, 19.0431712 47.491764, 19.0431923 47.4917912, 19.0432069 47.4918117, 19.04333 47.4919503, 19.0433643 47.4920526)",Apród utca,
"[1250331565, 46848863]",True,3,3;4;5;6;7,secondary,50,False,115.728,,"LINESTRING (19.0427619 47.4916836, 19.0430072 47.4915882, 19.0430426 47.4915744, 19.0430772 47.4915592, 19.0436656 47.491301, 19.0438143 47.4912357, 19.0439967 47.4911407, 19.0440468 47.4911118)",Krisztina körút,
305817427,True,2,,tertiary,50,False,11.821,,"LINESTRING (19.0433643 47.4920526, 19.0433848 47.492158)",Apród utca,
257686308,True,3,,secondary,50,False,53.397,,"LINESTRING (19.0433643 47.4920526, 19.043271 47.492114, 19.0430979 47.4921966, 19.0428812 47.4922819, 19.0427784 47.4923207)",Attila út,
