osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry
1023447885,True,Triq il-Belt Valletta,residential,False,30.289,,,,"LINESTRING (14.4488402 35.8922868, 14.4490366 35.8925079)"
514275189,True,Triq il-Belt Valletta,trunk,False,132.387,3,7,50,"LINESTRING (14.4488402 35.8922868, 14.4495843 35.8926611, 14.4500136 35.8928166, 14.4501302 35.8928496)"
545654701,False,Triq Ħaż-Żebbuġ,primary,False,5.145,2,25,,"LINESTRING (14.4424737 35.8868084, 14.4424769 35.8868546)"
545654701,False,Triq Ħaż-Żebbuġ,primary,True,88.001,2,25,,"LINESTRING (14.4424737 35.8868084, 14.4424098 35.8864194, 14.4423734 35.8862746, 14.4422557 35.8860422)"
15099216,True,Triq Frans Dingli,residential,False,59.507,,,,"LINESTRING (14.4450363 35.8923847, 14.4456935 35.8924389)"
477729058,False,Triq Karm Debono,residential,False,35.12,,,,"LINESTRING (14.4450363 35.8923847, 14.444831 35.8926532)"
477729058,False,Triq Karm Debono,residential,True,18.356,,,,"LINESTRING (14.4450363 35.8923847, 14.4451149 35.8922324)"
477729058,False,Triq Karm Debono,residential,True,35.12,,,,"LINESTRING (14.444831 35.8926532, 14.4450363 35.8923847)"
855180740,False,Triq Birkirkara,residential,False,30.005,,,,"LINESTRING (14.444831 35.8926532, 14.4450318 35.8928685)"
840548923,False,Triq Birkirkara,residential,True,103.40299999999999,,,,"LINESTRING (14.444831 35.8926532, 14.4442787 35.8922111, 14.4439333 35.8921004)"
855180740,False,Triq Birkirkara,residential,True,30.005,,,,"LINESTRING (14.4450318 35.8928685, 14.444831 35.8926532)"
15099175,False,Triq Emvin Cremona,residential,False,67.523,,,,"LINESTRING (14.4472802 35.8925697, 14.447465 35.8919812)"
540130427,False,Triq Frans Dingli,residential,True,143.67,,,,"LINESTRING (14.4472802 35.8925697, 14.4456935 35.8924389)"
1026447669,True,Triq Emvin Cremona,residential,False,5.022,,,,"LINESTRING (14.4474791 35.8919375, 14.447465 35.8919812)"
1122001184,True,Triq il-Belt Valletta,trunk,False,122.134,2,7,,"LINESTRING (14.4474791 35.8919375, 14.4477009 35.891982, 14.4478581 35.8920172, 14.4481067 35.8920697, 14.448776 35.892255)"
103142391,False,Triq Ħal Qormi,residential,False,87.31300000000002,,,,"LINESTRING (14.4426048 35.8904387, 14.4426938 35.8903989, 14.4427447 35.8903763, 14.4428226 35.890369, 14.4429036 35.8903759, 14.4429763 35.8903937, 14.4430497 35.8904182, 14.4431182 35.8904361, 14.4432211 35.8904538, 14.4432754 35.8904649, 14.4435197 35.8905397)"
252782363,True,Triq il-Kbira,residential,False,70.705,,,,"LINESTRING (14.4426048 35.8904387, 14.4428354 35.8907263, 14.4428904 35.8907955, 14.4430462 35.8909641)"
"[103142387, 863763908, 984093101, 984093103]",True,"['Triq Ferdinandu Inglott', 'Triq San Pawl']",residential,False,299.091,,,,"LINESTRING (14.4461466 35.890078, 14.4460424 35.8899981, 14.4459677 35.8899441, 14.4451979 35.8893173, 14.4450553 35.8892132, 14.444839 35.8890864, 14.444381 35.8888683, 14.44408 35.8887498, 14.4439526 35.8887073, 14.4437158 35.8886386, 14.443457 35.8885737)"
863476183,True,Triq Ħaż-Żebbuġ,residential,False,60.977000000000004,2,25,,"LINESTRING (14.4425296 35.8889518, 14.4426132 35.888443, 14.4426257 35.8884094)"
