osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,junction
862457026,4,Patton Avenue,primary,False,False,72.862,"LINESTRING (-82.5563064 35.594133, -82.5562271 35.5941479, -82.5556132 35.5942726, -82.5555244 35.5942911)",,,,
"[49396212, 1141820052, 1141820054]",3,,motorway,True,False,152.327,"LINESTRING (-82.5547943 35.5989896, -82.5545705 35.5990987, -82.5535154 35.5996103, -82.5533459 35.5996893)",I 240;US 70;US 74A,50 mph,yes,
735345037,2,Broadway Street,secondary,True,False,13.336,"LINESTRING (-82.5544736 35.5996378, -82.5543834 35.5995429)",,,,
16453123,4,Woodfin Place,motorway_link,False,True,144.846,"LINESTRING (-82.5469319 35.5994784, -82.5467729 35.5995082, -82.5465904 35.5995433, -82.546415 35.5995856, -82.5459819 35.5996901, -82.5459203 35.5997008, -82.5458129 35.5997195, -82.5456978 35.5997395, -82.5456638 35.5997454, -82.5455855 35.5997565, -82.5454999 35.599773, -82.5453794 35.5997963)",,,,
"[238513022, 238513023]",6,Charlotte Street,primary,False,False,179.27299999999997,"LINESTRING (-82.5469319 35.5994784, -82.5469068 35.5993931, -82.5467109 35.5989495, -82.5465522 35.598609, -82.5465149 35.598529, -82.5464742 35.5984438, -82.5463841 35.5982491, -82.5462524 35.5979645)",US 70;US 74A,,,
16453123,4,Woodfin Place,motorway_link,False,False,144.846,"LINESTRING (-82.5453794 35.5997963, -82.5454999 35.599773, -82.5455855 35.5997565, -82.5456638 35.5997454, -82.5456978 35.5997395, -82.5458129 35.5997195, -82.5459203 35.5997008, -82.5459819 35.5996901, -82.546415 35.5995856, -82.5465904 35.5995433, -82.5467729 35.5995082, -82.5469319 35.5994784)",,,,
16429595,,Court Plaza,unclassified,False,True,57.016999999999996,"LINESTRING (-82.5498436 35.5952462, -82.5499366 35.5952409, -82.5503988 35.5951984, -82.550471 35.5951994)",,,,
231154208,,South Spruce Street,unclassified,True,False,75.11099999999999,"LINESTRING (-82.5498436 35.5952462, -82.5498659 35.5953214, -82.5499345 35.5955524, -82.5499926 35.5957479, -82.5500102 35.5958068, -82.5500387 35.5959028)",,,,
16430086,,Eagle Street,residential,True,False,108.92200000000001,"LINESTRING (-82.5513524 35.5937444, -82.5512497 35.5937683, -82.5508332 35.5938605, -82.5502791 35.5939862, -82.5501934 35.5940108)",,,,
307642917,3,Biltmore Avenue,primary,False,False,62.809999999999995,"LINESTRING (-82.5513524 35.5937444, -82.5512018 35.5932614, -82.5511997 35.5932546, -82.5511841 35.5931964)",US 25,,,
"[862907259, 307642917]",3,"['Biltmore Avenue', 'Southwest Pack Square']",primary,False,True,136.08,"LINESTRING (-82.5513524 35.5937444, -82.5515936 35.5946262, -82.5516766 35.5948442, -82.5516879 35.5948725, -82.5517128 35.5949316)",US 25,,,
