osmid,highway,oneway,reversed,length,geometry,ref,name,bridge,lanes
18024382,residential,False,True,23.301,"LINESTRING (-93.5990566 44.7921493, -93.5987883 44.7920618)",,,,
18023676,residential,False,False,55.532,"LINESTRING (-93.5990566 44.7921493, -93.5991987 44.7919666, -93.599352 44.791697)",,,,
18024382,residential,False,False,315.1670000000001,"LINESTRING (-93.5990566 44.7921493, -93.599415 44.792295, -93.599665 44.792365, -93.5998666 44.7924881, -93.6000838 44.7923225, -93.600226 44.7922407, -93.6003762 44.7922255, -93.6005264 44.7922083, -93.600623 44.7922236, -93.6009958 44.7923568, -93.6011285 44.7924122, -93.6011916 44.7924386, -93.6012615 44.7924749, -93.6013418 44.7925167, -93.6015322 44.7925966, -93.601709 44.792696, -93.601832 44.792959, -93.601844 44.793159, -93.6018393 44.7932948)",,,,
576593163,residential,False,False,23.093,"LINESTRING (-93.599352 44.791697, -93.5990736 44.791633)",,,,
18023676,residential,False,False,100.008,"LINESTRING (-93.599352 44.791697, -93.59942 44.791485, -93.599408 44.791298, -93.5993789 44.7912173, -93.599329 44.791079, -93.599091 44.79087)",,,,
18023676,residential,False,True,55.532,"LINESTRING (-93.599352 44.791697, -93.5991987 44.7919666, -93.5990566 44.7921493)",,,,
576593163,residential,False,True,146.038,"LINESTRING (-93.599352 44.791697, -93.5999431 44.7915676, -93.6001739 44.7915171, -93.6004261 44.7914619, -93.600668 44.791409, -93.6007729 44.7913825, -93.6010078 44.7913231, -93.601114 44.7912962)",,,,
18023676,residential,False,True,100.008,"LINESTRING (-93.599091 44.79087, -93.599329 44.791079, -93.5993789 44.7912173, -93.599408 44.791298, -93.59942 44.791485, -93.599352 44.791697)",,,,
18035934,primary,False,False,185.721,"LINESTRING (-93.6004931 44.7897677, -93.6003839 44.7898298, -93.5997469 44.790192, -93.5986564 44.790812)",CR 61,Chaska Boulevard,,
18038670,residential,False,False,250.211,"LINESTRING (-93.6004931 44.7897677, -93.6004402 44.7896172, -93.600408 44.7895256, -93.6003377 44.7892973, -93.6003308 44.7892749, -93.6001008 44.788688, -93.600064 44.788594, -93.6000335 44.7885137, -93.5997368 44.7876894, -93.5996988 44.7875896)",,North Walnut Street,,
