osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge
11787043,Public Square,residential,False,False,59.76,,,,"LINESTRING (-81.6279839 41.3200189, -81.6279677 41.3205562)",
245468722,Royalton Road,primary,False,False,95.399,4,SR 82,25 mph,"LINESTRING (-81.6279839 41.3200189, -81.6276582 41.3200213, -81.6274236 41.320023, -81.6270205 41.3200261, -81.6268416 41.3200269)",
245468722,Royalton Road,primary,False,True,51.353,4,SR 82,25 mph,"LINESTRING (-81.6279839 41.3200189, -81.6281627 41.3200249, -81.6284897 41.3200359, -81.6285982 41.3200396)",
11787043,Public Square,residential,False,True,59.76,,,,"LINESTRING (-81.6279677 41.3205562, -81.6279839 41.3200189)",
11791763,Stadium Drive,residential,False,False,94.468,,,,"LINESTRING (-81.6279677 41.3205562, -81.6279003 41.3205569, -81.6270056 41.3205664, -81.6268366 41.3205682)",
11791763,Stadium Drive,residential,False,True,156.421,,,,"LINESTRING (-81.6279677 41.3205562, -81.6283448 41.3206871, -81.6284771 41.3207376, -81.6295176 41.3211083, -81.62966 41.321159)",
"[113524608, 741875628, 741875629, 741875630, 905272335, 113524598]",Brecksville Road,primary,False,False,205.33800000000002,,SR 21,,"LINESTRING (-81.6268405 41.3224147, -81.6268406 41.3222016, -81.6268406 41.32186, -81.6268368 41.3216809, -81.6268309 41.321398, -81.6268281 41.3212636, -81.6268261 41.3211998, -81.6268292 41.3210621, -81.6268366 41.3205682)",yes
11791763,Stadium Drive,residential,False,True,94.468,,,,"LINESTRING (-81.6268366 41.3205682, -81.6270056 41.3205664, -81.6279003 41.3205569, -81.6279677 41.3205562)",
741875629,Brecksville Road,primary,False,False,60.190999999999995,,SR 21,,"LINESTRING (-81.6268366 41.3205682, -81.6268373 41.3204913, -81.6268385 41.3203612, -81.6268407 41.3201283, -81.6268416 41.3200269)",
"[113524608, 741875628, 741875629, 741875630, 905272335, 113524598]",Brecksville Road,primary,False,True,205.338,,SR 21,,"LINESTRING (-81.6268366 41.3205682, -81.6268292 41.3210621, -81.6268261 41.3211998, -81.6268281 41.3212636, -81.6268309 41.321398, -81.6268368 41.3216809, -81.6268406 41.32186, -81.6268406 41.3222016, -81.6268405 41.3224147)",yes
"[11790984, 86995629]",Chippewa Road,primary,False,False,357.59499999999997,,SR 82,25 mph,"LINESTRING (-81.6268416 41.3200269, -81.626707 41.3200265, -81.6261565 41.3200249, -81.6260415 41.3200246, -81.6258749 41.3200241, -81.6256687 41.3200236, -81.6256101 41.3200234, -81.6254441 41.3200229, -81.6252292 41.3200237, -81.6249354 41.3200247, -81.6240804 41.3200277, -81.6239341 41.3200282, -81.6238211 41.3200286, -81.6237356 41.3200289, -81.6229872 41.320047, -81.6225667 41.3201035)",
