osmid,lanes,name,highway,oneway,reversed,length,geometry,access
12203039,2,Kapowai Place,unclassified,False,True,13.992,"LINESTRING (-158.07919 21.3376749, -158.079272 21.3377749)",
12203039,2,Kapowai Place,unclassified,False,False,199.534,"LINESTRING (-158.07919 21.3376749, -158.0790265 21.3374564, -158.0789201 21.3373426, -158.07886 21.3372779, -158.0786924 21.3371745, -158.0784472 21.3370668, -158.0783131 21.3369961, -158.07823 21.3369379, -158.0777724 21.3364994)",
685142763,,Haumea Street,residential,False,True,13.153,"LINESTRING (-158.0813192 21.3329393, -158.081395 21.3328444)",
685142764,,Wakea Street,tertiary,True,False,126.427,"LINESTRING (-158.0813192 21.3329393, -158.0822349 21.3336911)",
685142762,,Haumea Street,residential,False,False,251.123,"LINESTRING (-158.0813192 21.3329393, -158.0809712 21.3333097, -158.0805126 21.3337977, -158.0804143 21.3338987, -158.0800177 21.3343087, -158.0797092 21.3346278)",
12218191,,Manawai Street,residential,False,True,123.375,"LINESTRING (-158.0797092 21.3346278, -158.0805922 21.3353725)",
684978975,,Manawai Street,residential,False,False,136.119,"LINESTRING (-158.0797092 21.3346278, -158.0791785 21.3341926, -158.0787228 21.3338189)",
685142762,,Haumea Street,residential,False,True,251.12300000000002,"LINESTRING (-158.0797092 21.3346278, -158.0800177 21.3343087, -158.0804143 21.3338987, -158.0805126 21.3337977, -158.0809712 21.3333097, -158.0813192 21.3329393)",
278493394,,Kamokila Boulevard,primary,True,False,133.26,"LINESTRING (-158.0822349 21.3336911, -158.0813835 21.3345896)",
685142766,,Wakea Street,secondary,True,False,14.165,"LINESTRING (-158.0822349 21.3336911, -158.0823582 21.3337462)",
12218191,,Manawai Street,residential,False,False,123.375,"LINESTRING (-158.0805922 21.3353725, -158.0797092 21.3346278)",
12218191,,Manawai Street,residential,False,True,14.918,"LINESTRING (-158.0805922 21.3353725, -158.0806995 21.335462)",
"[278493394, 56084380]",5,"['Kamokila Boulevard', 'Farrington Highway']",primary,True,False,300.48299999999995,"LINESTRING (-158.0805922 21.3353725, -158.0803494 21.3357811, -158.0801956 21.336157, -158.0800877 21.3365027, -158.0800332 21.3366989, -158.0799478 21.3368862, -158.079787 21.3371079, -158.0796814 21.3372391, -158.0795871 21.3373504, -158.0795119 21.3374281, -158.0794003 21.3375269, -158.07919 21.3376749)",
12218191,,Manawai Street,residential,False,False,14.918,"LINESTRING (-158.0806995 21.335462, -158.0805922 21.3353725)",
61718676,,Kamokila Boulevard,primary,True,False,125.453,"LINESTRING (-158.0806995 21.335462, -158.0808101 21.3353523, -158.0810811 21.335083, -158.0815208 21.3346328)",
12203039,2,Kapowai Place,unclassified,False,True,199.53400000000002,"LINESTRING (-158.0777724 21.3364994, -158.07823 21.3369379, -158.0783131 21.3369961, -158.0784472 21.3370668, -158.0786924 21.3371745, -158.07886 21.3372779, -158.0789201 21.3373426, -158.0790265 21.3374564, -158.07919 21.3376749)",
61718676,,Kamokila Boulevard,primary,True,False,131.308,"LINESTRING (-158.0815208 21.3346328, -158.0823582 21.3337462)",
162139000,,Nau Place,residential,False,False,15.01,"LINESTRING (-158.0815208 21.3346328, -158.0813835 21.3345896)",
162139000,,Nau Place,residential,False,True,49.998,"LINESTRING (-158.0815208 21.3346328, -158.0818009 21.3348776, -158.0818391 21.3349623)",
217920091,,Ala Kahawai Street,residential,False,False,125.255,"LINESTRING (-158.082042 21.3303775, -158.0812302 21.3312124)",
56088243,,Uluohia Street,tertiary,False,True,159.44299999999998,"LINESTRING (-158.082042 21.3303775, -158.0813795 21.3298154, -158.0813189 21.3297708, -158.0812553 21.32973, -158.0811891 21.329693, -158.0811061 21.3296537, -158.0810201 21.3296205, -158.0808067 21.329553)",
402640229,,Manawai Street,residential,False,False,14.228,"LINESTRING (-158.0777612 21.3330059, -158.0776539 21.332926)",
685984798,,Kama'aha Avenue,tertiary,True,False,252.808,"LINESTRING (-158.0777612 21.3330059, -158.0793878 21.3313108)",
684978975,,Manawai Street,residential,False,True,134.507,"LINESTRING (-158.0777612 21.3330059, -158.0782223 21.3333962, -158.0787228 21.3338189)",
402640219,,Manawai Street,residential,False,False,116.312,"LINESTRING (-158.0776539 21.332926, -158.0768391 21.3322062)",
402640229,,Manawai Street,residential,False,True,14.228,"LINESTRING (-158.0776539 21.332926, -158.0777612 21.3330059)",
