osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,est_width,bridge,tunnel
"[505849258, 30348115, 505849259]","['3', '2']",Fallersleber Straße,secondary,50,False,False,114.679,"LINESTRING (10.5264878 52.2683448, 10.5265803 52.2683708, 10.5266423 52.2683888, 10.5266877 52.268401, 10.5268896 52.2684528, 10.5270388 52.268491, 10.5275344 52.2686195, 10.5278857 52.2687099, 10.5280376 52.2687498)",,,,,
510544114,3,Fallersleber Straße,secondary,50,False,True,51.841,"LINESTRING (10.5264878 52.2683448, 10.5262883 52.2682878, 10.5261638 52.2682535, 10.5259854 52.2682051, 10.5257928 52.2681539)",,,,,
5134711,,Abelnkarre,residential,50,True,False,119.508,"LINESTRING (10.5273238 52.2669842, 10.5274878 52.2670424, 10.5275105 52.2670508, 10.527631 52.2670885, 10.5279844 52.2671992, 10.5285811 52.2673569, 10.5286757 52.2673762, 10.5287155 52.2673724, 10.5287364 52.2673704, 10.5287964 52.2673404, 10.5288567 52.2672775)",,,,,
326537336,2,Wilhelmstraße,secondary,30,True,False,69.72200000000001,"LINESTRING (10.5273238 52.2669842, 10.5272799 52.2670662, 10.5271477 52.2672793, 10.5270845 52.2674056, 10.5270499 52.2674911, 10.5270135 52.267581)",,,,,
"[5134712, 33230627]",,Neue Güldenklinke,residential,50,False,True,112.825,"LINESTRING (10.5275921 52.2662316, 10.5277448 52.2662524, 10.5277634 52.266254, 10.5279214 52.2662727, 10.5291226 52.2664324, 10.5292131 52.2664444)",,,,,
"[627097688, 32353234, 326537335]",2,Wilhelmstraße,secondary,30,True,False,85.96000000000001,"LINESTRING (10.5275921 52.2662316, 10.5275299 52.2665407, 10.5275164 52.2665839, 10.52745 52.2667357, 10.5274236 52.2668007, 10.5273803 52.2668905, 10.5273238 52.2669842)",,,,,
"[27220209, 624346716]",2,Wilhelmstraße,secondary,30,True,False,83.973,"LINESTRING (10.5277402 52.265482, 10.5277203 52.2655619, 10.5277129 52.2655927, 10.5276691 52.2657879, 10.5276351 52.2659922, 10.5275921 52.2662316)",,,,,
37976103,4,Steinweg,tertiary,50,False,False,127.721,"LINESTRING (10.5277402 52.265482, 10.5278894 52.265498, 10.5279935 52.2655092, 10.5280608 52.2655164, 10.5294651 52.2656674, 10.529589 52.2656797)",,,,,
"[37976385, 5134732, 314841164]",4,Steinweg,tertiary,50,False,True,112.452,"LINESTRING (10.5277402 52.265482, 10.5275462 52.2654605, 10.5274948 52.2654548, 10.526951 52.2653944, 10.5263558 52.2653364, 10.5262857 52.2653296, 10.5262345 52.2653224, 10.5261149 52.265302)",,,,,
"[137930914, 317365382]","['3', '2']",Ritterbrunnen,secondary,30,True,False,74.798,"LINESTRING (10.5278887 52.2648156, 10.527876 52.2648868, 10.527861 52.2649611, 10.527809 52.2652019, 10.5277807 52.2653318, 10.5277671 52.265385, 10.5277402 52.265482)",,,,,
"[673395440, 5170256]",,Am Schloßgarten,residential,50,False,True,139.439,"LINESTRING (10.5278887 52.2648156, 10.5279856 52.2648257, 10.5280306 52.2648307, 10.528471 52.2648797, 10.5286048 52.2648945, 10.5293792 52.2649806, 10.5298855 52.2650368, 10.5299049 52.265039)",yes,,,,
32269755,2,Lange Straße,secondary,50,True,False,19.985,"LINESTRING (10.5202443 52.2666349, 10.5199507 52.2666392)",,,,,
"[926193769, 8078943]",,Alte Waage,residential,30,True,False,32.339,"LINESTRING (10.5202443 52.2666349, 10.5202423 52.2666874, 10.5202383 52.2667153, 10.5202369 52.2667247, 10.5202264 52.2668109, 10.5202078 52.2668747, 10.5201866 52.2669226)",,,,,
5059166,3,,secondary,50,True,False,17.77,"LINESTRING (10.524539 52.26781, 10.5245495 52.2677805, 10.5245567 52.2677571, 10.5245606 52.2677442, 10.52457 52.2677104, 10.5245743 52.267695, 10.5245836 52.2676526)",,,,,
7823657,2,Hagenbrücke,secondary,50,True,False,114.683,"LINESTRING (10.524539 52.26781, 10.5245119 52.2677989, 10.5244845 52.2677872, 10.5243828 52.2677404, 10.5243383 52.2677209, 10.5239281 52.2675333, 10.5237161 52.2674356, 10.5236097 52.2673863, 10.523554 52.2673568, 10.5235032 52.2673275, 10.523357 52.2672263, 10.5232459 52.267154)",,,,,
5139883,,Werder,residential,30,False,False,44.86,"LINESTRING (10.5239628 52.2687319, 10.5238613 52.2687224, 10.5238009 52.2687159, 10.523314 52.2686605)",,,,,
230410128,4,Wendenstraße,secondary,50,True,False,109.822,"LINESTRING (10.5239628 52.2687319, 10.5240304 52.2686333, 10.52409 52.2685446, 10.5241393 52.2684508, 10.5241891 52.268367, 10.5243484 52.268109, 10.5244495 52.2679585, 10.5244876 52.2679047, 10.5245111 52.2678689, 10.5245258 52.2678424, 10.524539 52.26781)",,,,,
5724323,,Litolffweg,living_street,30,False,False,98.016,"LINESTRING (10.522514 52.2677881, 10.5225265 52.2677488, 10.5225309 52.2677295, 10.5226241 52.2674021, 10.5225656 52.267339, 10.5220581 52.2671794, 10.5219572 52.2671512)",,,,,
1132786705,,Werder,residential,30,False,False,29.112,"LINESTRING (10.523314 52.2686605, 10.5228944 52.2686094)",,,,,
5139883,,Werder,residential,30,False,True,44.86000000000001,"LINESTRING (10.523314 52.2686605, 10.5238009 52.2687159, 10.5238613 52.2687224, 10.5239628 52.2687319)",,,,,
5155288,,Kuhstraße,residential,30,True,False,63.20099999999999,"LINESTRING (10.5269162 52.2614662, 10.5269338 52.2614296, 10.5269553 52.2613849, 10.5271009 52.2612084, 10.5271849 52.2611036, 10.5273066 52.2609517)",,,,,
"[711657160, 7727105]",,Karrenführerstraße,residential,30,False,True,83.3,"LINESTRING (10.5269162 52.2614662, 10.5268032 52.2614381, 10.5266225 52.2614029, 10.5263449 52.2613652, 10.5260141 52.2613325, 10.5258706 52.2613341, 10.525812 52.2613319, 10.5257216 52.2613363)",,,,,
5155288,,Kuhstraße,residential,30,True,False,28.987,"LINESTRING (10.5273066 52.2609517, 10.5275929 52.2607587)",,,,,
10057839,,Ritterstraße,residential,30,True,False,104.57600000000001,"LINESTRING (10.5275929 52.2607587, 10.528274 52.2608623, 10.5283542 52.2608745, 10.5285308 52.2609014, 10.5290841 52.2609855)",,,,,
"[711657160, 7727105]",,Karrenführerstraße,residential,30,False,False,83.30000000000001,"LINESTRING (10.5257216 52.2613363, 10.525812 52.2613319, 10.5258706 52.2613341, 10.5260141 52.2613325, 10.5263449 52.2613652, 10.5266225 52.2614029, 10.5268032 52.2614381, 10.5269162 52.2614662)",,,,,
"[25730281, 315422093]",3,"['Stobenstraße', 'Bohlweg']",secondary,30,True,False,128.579,"LINESTRING (10.5257216 52.2613363, 10.5257301 52.2613607, 10.5257544 52.2614156, 10.5257782 52.2614682, 10.5258004 52.2615116, 10.5258174 52.2615449, 10.5258528 52.2616113, 10.5259041 52.2617305, 10.5259409 52.2618196, 10.5259516 52.2618479, 10.5261215 52.2623056, 10.5261368 52.2623386, 10.5261486 52.2623694, 10.5261745 52.2624582)",,,,,
5134875,2,Georg-Eckert-Straße,tertiary,30,True,False,24.187,"LINESTRING (10.5258846 52.2625822, 10.5259387 52.2625486, 10.5260025 52.2625224, 10.5260462 52.2625055, 10.5260937 52.2624871, 10.5261745 52.2624582)",,,,,
"[27220216, 319583927]","['3', '2']",Bohlweg,secondary,30,True,False,77.573,"LINESTRING (10.5258846 52.2625822, 10.5258499 52.2625085, 10.5258119 52.2624163, 10.5258015 52.2623869, 10.5256254 52.261903)",,,,,
"[564997761, 6279146]",1,Waisenhausdamm,residential,50,True,False,136.96400000000003,"LINESTRING (10.5256254 52.261903, 10.5255065 52.2618541, 10.5254523 52.2618283, 10.5254165 52.2618181, 10.5253951 52.261812, 10.5253261 52.2617924, 10.5252803 52.2617835, 10.525194 52.2617668, 10.525073 52.2617518, 10.5245996 52.2616929, 10.5237619 52.2615907, 10.5237002 52.2615863)",,,,,
"[29087077, 29085734]",2,Bohlweg,secondary,30,True,False,44.355,"LINESTRING (10.5256254 52.261903, 10.5256015 52.2618394, 10.5255879 52.261801, 10.5255725 52.2617578, 10.5255586 52.2617178, 10.5255333 52.2616374, 10.525521 52.2615956, 10.5255081 52.2615533, 10.5254961 52.2615121)",,,,,
"[317365383, 29976721, 1138081729, 4729561]","['3', '2']","['Ritterbrunnen', 'Bohlweg']",secondary,30,True,False,286.50199999999995,"LINESTRING (10.5262404 52.2626427, 10.526278 52.2627462, 10.526295 52.2627865, 10.5264262 52.2630487, 10.5266087 52.2634317, 10.52665 52.2635165, 10.5266683 52.2635515, 10.5267561 52.2637163, 10.5267838 52.2637676, 10.5268077 52.263812, 10.5268507 52.2638751, 10.5269289 52.2639534, 10.5270148 52.2640159, 10.527136 52.2640651, 10.52721 52.2640886, 10.5274344 52.2641345, 10.5275644 52.2641695, 10.5276154 52.264184, 10.5276666 52.2642048, 10.5277192 52.2642263, 10.5277716 52.2642545, 10.5278166 52.2642845, 10.5278681 52.2643326, 10.5278973 52.2643709, 10.527928 52.2644422, 10.5279345 52.2645201, 10.5279239 52.2646614, 10.5278887 52.2648156)",,,,,
37976517,2,Georg-Eckert-Straße,tertiary,30,True,False,25.636,"LINESTRING (10.5262404 52.2626427, 10.5262039 52.2626413, 10.5261398 52.2626377, 10.526107 52.2626363, 10.5260617 52.2626299, 10.5259936 52.2626209, 10.5259492 52.2626097, 10.5258846 52.2625822)",,,,,
28509707,,Hintern Brüdern,residential,30,True,False,100.183,"LINESTRING (10.519673 52.265671, 10.5195345 52.2656882, 10.5193717 52.2656967, 10.5189792 52.2657047, 10.5187604 52.2657087, 10.51857 52.2657163, 10.5184445 52.2657255, 10.5183107 52.2657535, 10.5182239 52.2657803)",,,,,
"[30425275, 1125867517]",,Gördelingerstraße,residential,30,True,False,112.113,"LINESTRING (10.5169911 52.2658389, 10.5170866 52.2656596, 10.5171234 52.265593, 10.5173042 52.2652733, 10.517347 52.2652023, 10.5175342 52.2648871)",,,,,
291686198,,Gördelingerstraße,residential,30,True,False,24.928,"LINESTRING (10.5175342 52.2648871, 10.5176593 52.2646764)",,,,,
8107421,,Lindentwete,living_street,,False,False,70.467,"LINESTRING (10.5175342 52.2648871, 10.5176218 52.2649031, 10.5180893 52.2649881, 10.5184491 52.2650535, 10.5185268 52.2650676)",,,,,
210624811,,Gördelingerstraße,residential,30,True,False,79.585,"LINESTRING (10.5176593 52.2646764, 10.5177506 52.2645114, 10.5178328 52.2643563, 10.5180083 52.2639934)",,,,,
"[1125907057, 8107417]",,Kaffeetwete,living_street,DE:living_street,False,True,89.28299999999999,"LINESTRING (10.5176593 52.2646764, 10.5175875 52.2646685, 10.5175613 52.264665, 10.5170341 52.2646042, 10.516391 52.2645316, 10.5163696 52.2645292)",,,,,
"[409312557, 409312549]",2,"['Altstadtmarkt', 'Gördelingerstraße']",residential,30,True,False,29.250999999999998,"LINESTRING (10.5180464 52.2631129, 10.5180426 52.2630425, 10.5180465 52.262998, 10.5180499 52.2629662, 10.5180654 52.2628504)",,,,,
"[409312552, 409312580]",,Gördelingerstraße,residential,30,True,False,20.566,"LINESTRING (10.5180464 52.2631129, 10.5180112 52.2630818, 10.5179436 52.2630375, 10.5179183 52.2630264, 10.5178252 52.2629903)",,,,,
"[150851273, 379981942]","['4', '2']",Lange Straße,secondary,50,True,False,187.51099999999997,"LINESTRING (10.5169879 52.2666082, 10.5182116 52.2665533, 10.5184608 52.2665413, 10.5187479 52.2665163, 10.519213 52.266483, 10.5193351 52.2664788, 10.5196012 52.2664695, 10.5197321 52.2664623)",,,,,
"[408016037, 1079381258, 5148300, 198087353, 615184925]",3,Dankwardstraße,residential,50,False,False,67.01400000000001,"LINESTRING (10.5252006 52.2650782, 10.5254933 52.265151, 10.5255942 52.2651765, 10.5259661 52.265265, 10.5260574 52.2652877, 10.5261149 52.265302)",,,,,
"[711657170, 22978949]",,Fritz-Bauer-Platz,residential,50,True,False,56.99700000000001,"LINESTRING (10.5252006 52.2650782, 10.525045 52.2650641, 10.5250311 52.2650654, 10.5249784 52.2650703, 10.5248833 52.2650971, 10.5248402 52.2651263, 10.5248075 52.2651598, 10.5247497 52.2652532, 10.5246762 52.2653781)",,6,,,
1260475294,,Steinstraße,residential,30,False,True,21.303,"LINESTRING (10.5169454 52.2611087, 10.5166498 52.2610457)",,,,,
8107409,,Eiermarkt,residential,30,False,False,121.851,"LINESTRING (10.5169454 52.2611087, 10.5169706 52.2612123, 10.5170408 52.2614969, 10.5171688 52.2618833, 10.5171374 52.2621917)",,,,,
"[1260475295, 1260475294, 28242183]",,Steinstraße,residential,30,False,False,100.21799999999999,"LINESTRING (10.5169454 52.2611087, 10.5171665 52.2611523, 10.5173379 52.261186, 10.5175736 52.2612287, 10.5178825 52.2612809, 10.5180807 52.2613122, 10.5182699 52.2613424, 10.5183606 52.2613569)",,,,,
5096577,2,Fallersleber Straße,secondary,50,True,False,99.62299999999999,"LINESTRING (10.5245836 52.2676526, 10.5246795 52.2676963, 10.5246871 52.2676993, 10.5247303 52.2677209, 10.5248084 52.267756, 10.5249011 52.2677983, 10.5249274 52.2678111, 10.5249573 52.2678245, 10.5250341 52.2678564, 10.5251337 52.2678983, 10.5252439 52.2679402, 10.5253202 52.267966, 10.5254627 52.2680124, 10.5255334 52.2680371, 10.525568 52.2680497, 10.5256168 52.2680674, 10.5256513 52.2680816, 10.525694 52.2681014, 10.5257404 52.2681254, 10.5257928 52.2681539)",,,,,
37975912,2,Bohlweg,secondary,50,True,False,34.684000000000005,"LINESTRING (10.5245836 52.2676526, 10.5245915 52.2676186, 10.5245991 52.2675912, 10.5246051 52.2675683, 10.5246069 52.2675612, 10.5246222 52.2675154, 10.5246514 52.2674401, 10.5246721 52.2673948, 10.5246968 52.267349)",,,,,
"[37976385, 5134732, 314841164]",4,Steinweg,tertiary,50,False,False,112.452,"LINESTRING (10.5261149 52.265302, 10.5262345 52.2653224, 10.5262857 52.2653296, 10.5263558 52.2653364, 10.526951 52.2653944, 10.5274948 52.2654548, 10.5275462 52.2654605, 10.5277402 52.265482)",,,,,
"[61312640, 1138081730, 27220201, 624346715, 173044189, 499618367]","['1', '3', '2']",Bohlweg,secondary,30,True,False,309.414,"LINESTRING (10.5261149 52.265302, 10.5261303 52.2651991, 10.5261472 52.2651224, 10.5262115 52.2648336, 10.5263012 52.26446, 10.5263554 52.2642662, 10.5263707 52.264214, 10.5263946 52.2641433, 10.5264041 52.2641103, 10.5264304 52.2639989, 10.5264441 52.2639008, 10.5264435 52.263815, 10.5264342 52.263775, 10.5264142 52.263689, 10.526384 52.2636317, 10.5263539 52.2635744, 10.5262223 52.2632947, 10.5260892 52.2630198, 10.5260184 52.2628744, 10.526002 52.2628394, 10.5259824 52.2627988, 10.5259731 52.2627795, 10.5259439 52.2627119, 10.5258846 52.2625822)",,,,,
"[408016037, 1079381258, 5148300, 198087353, 615184925]",3,Dankwardstraße,residential,50,False,True,67.01400000000001,"LINESTRING (10.5261149 52.265302, 10.5260574 52.2652877, 10.5259661 52.265265, 10.5255942 52.2651765, 10.5254933 52.265151, 10.5252006 52.2650782)",,,,,
258080854,,Schöppenstedter Straße,residential,50,True,False,86.551,"LINESTRING (10.5285083 52.2680261, 10.5288567 52.2672775)",yes,,,,
150679087,3,Schöppenstedter Straße,residential,50,True,False,95.759,"LINESTRING (10.5288567 52.2672775, 10.5292131 52.2664444)",yes,7.7,,,
150679087,3,Schöppenstedter Straße,residential,50,True,False,24.051,"LINESTRING (10.5292131 52.2664444, 10.5293193 52.2662381)",yes,7.7,,,
"[5134712, 33230627]",,Neue Güldenklinke,residential,50,False,False,112.82500000000002,"LINESTRING (10.5292131 52.2664444, 10.5291226 52.2664324, 10.5279214 52.2662727, 10.5277634 52.266254, 10.5277448 52.2662524, 10.5275921 52.2662316)",,,,,
