osmid,bridge,oneway,highway,reversed,length,lanes,geometry,name,maxspeed,ref
"[38855475, 38855476]",yes,True,motorway_link,False,289.13899999999995,1,"LINESTRING (-117.9773611 34.1354428, -117.9777072 34.1355081, -117.9792652 34.1356318, -117.9799202 34.1356908, -117.9804816 34.1357205)",,,
"[406499313, 406499314]",,True,secondary,False,112.86099999999999,3,"LINESTRING (-117.9763052 34.1359661, -117.9764507 34.1359636, -117.9769708 34.1359598, -117.9773627 34.1359569, -117.9775254 34.13592)",Central Avenue,35 mph,
256107863,,False,residential,True,103.947,,"LINESTRING (-117.9748207 34.1432558, -117.9754239 34.1432562, -117.9759502 34.1432566)",Royal Oaks Drive,,
1153389693,,False,residential,False,148.96800000000002,,"LINESTRING (-117.9748207 34.1432558, -117.9740637 34.1432635, -117.9732022 34.143277)",Royal Oaks Drive,,
13278946,,False,residential,False,82.107,,"LINESTRING (-117.9732022 34.143277, -117.9723104 34.1432987)",Royal Oaks Drive,,
13373690,,False,residential,False,95.306,2,"LINESTRING (-117.9732022 34.143277, -117.973206 34.1424199)",Cotter Avenue,,
1153389693,,False,residential,True,148.96800000000002,,"LINESTRING (-117.9732022 34.143277, -117.9740637 34.1432635, -117.9748207 34.1432558)",Royal Oaks Drive,,
13278946,,False,residential,True,82.107,,"LINESTRING (-117.9723104 34.1432987, -117.9732022 34.143277)",Royal Oaks Drive,,
13342355,,False,residential,False,96.285,,"LINESTRING (-117.9723104 34.1432987, -117.9722871 34.142433)",Duncannon Avenue,,
256107849,,False,residential,True,44.868,,"LINESTRING (-117.9819873 34.1432291, -117.9819847 34.1436326)",Bradbury Road,,
"[1036546088, 256107865]",,False,residential,False,134.227,,"LINESTRING (-117.9819873 34.1432291, -117.9818999 34.1432331, -117.981365 34.1432514, -117.9805302 34.1432205)",Royal Oaks Drive,,
13428981,,False,residential,False,81.298,,"LINESTRING (-117.9805302 34.1432205, -117.9805383 34.1424894)",Sierra Terrace,,
1036546088,,False,residential,False,270.505,,"LINESTRING (-117.9805302 34.1432205, -117.9796262 34.1432319, -117.9775912 34.1432574)",Royal Oaks Drive,,
"[1036546088, 256107865]",,False,residential,True,134.227,,"LINESTRING (-117.9805302 34.1432205, -117.981365 34.1432514, -117.9818999 34.1432331, -117.9819873 34.1432291)",Royal Oaks Drive,,
"[13287753, 256107851]",,False,secondary,True,44.233999999999995,2,"LINESTRING (-117.9775912 34.1432574, -117.9775912 34.1434516, -117.9775912 34.143596, -117.9775912 34.1436552)",Buena Vista Street,,
256107863,,False,residential,False,151.019,,"LINESTRING (-117.9775912 34.1432574, -117.9765488 34.1432569, -117.9764505 34.1432569, -117.9759502 34.1432566)",Royal Oaks Drive,,
"[406467576, 406425277, 1254230254, 406467575]",,False,secondary,False,399.38,"['4', '5', '2']","LINESTRING (-117.9775912 34.1432574, -117.9775906 34.1427647, -117.9775902 34.1424896, -117.9775898 34.1421439, -117.977589 34.1418855, -117.9775894 34.1418265, -117.977589 34.1414742, -117.9775887 34.1412695, -117.977588 34.1410057, -117.9775882 34.140871, -117.9775882 34.1408268, -117.9775883 34.1406734, -117.9775886 34.1403708, -117.9775874 34.1402034, -117.9775874 34.1401629, -117.9775871 34.1399778, -117.9775869 34.1398021, -117.9775867 34.1396657)",Buena Vista Street,35 mph,
1036546088,,False,residential,True,270.505,,"LINESTRING (-117.9775912 34.1432574, -117.9796262 34.1432319, -117.9805302 34.1432205)",Royal Oaks Drive,,
"[13319921, 13348340]",,False,residential,False,334.838,,"LINESTRING (-117.9759502 34.1432566, -117.975944 34.1427265, -117.9759837 34.1424734, -117.975986 34.1421885, -117.9759979 34.1411222, -117.975952 34.1410072, -117.9758139 34.1409714, -117.9755091 34.1409824, -117.9753293 34.1409787, -117.9750485 34.140981)","['Junipero Drive', '3rd Street']",,
256107863,,False,residential,False,103.947,,"LINESTRING (-117.9759502 34.1432566, -117.9754239 34.1432562, -117.9748207 34.1432558)",Royal Oaks Drive,,
256107863,,False,residential,True,151.019,,"LINESTRING (-117.9759502 34.1432566, -117.9764505 34.1432569, -117.9765488 34.1432569, -117.9775912 34.1432574)",Royal Oaks Drive,,
43085014,,False,residential,False,53.092,2,"LINESTRING (-117.9775912 34.1436552, -117.9770143 34.1436538)",Orange Avenue,,
43085014,,False,residential,True,51.674,2,"LINESTRING (-117.9775912 34.1436552, -117.9781527 34.1436538)",Orange Avenue,,
"[13287753, 256107851]",,False,secondary,False,44.234,2,"LINESTRING (-117.9775912 34.1436552, -117.9775912 34.143596, -117.9775912 34.1434516, -117.9775912 34.1432574)",Buena Vista Street,,
13445999,,False,residential,False,287.158,,"LINESTRING (-117.9775889 34.138336, -117.9755161 34.1383397, -117.9744688 34.1383416)",Maynard Drive,,
256107850,,False,secondary,False,98.386,,"LINESTRING (-117.9775889 34.138336, -117.9775875 34.1379362, -117.977587 34.1377919, -117.9775857 34.1374512)",Buena Vista Street,35 mph,
"[406425274, 256107850, 1254230277]",,False,secondary,True,134.65900000000002,5,"LINESTRING (-117.9775889 34.138336, -117.977589 34.1383522, -117.9775891 34.1383955, -117.9775899 34.1386052, -117.9775907 34.1388416, -117.9775908 34.1388666, -117.9775912 34.1389839, -117.9775916 34.1390866, -117.9775897 34.1394525, -117.9775892 34.139547)",Buena Vista Street,35 mph,
"[13442738, 13471100]",,False,residential,"[False, True]",381.68100000000004,2,"LINESTRING (-117.9775857 34.1374512, -117.9755121 34.137467, -117.974486 34.1374749, -117.9744688 34.1383416)","['Brycedale Avenue', 'Bloomdale Street']",,
256107850,,False,secondary,True,98.386,,"LINESTRING (-117.9775857 34.1374512, -117.977587 34.1377919, -117.9775875 34.1379362, -117.9775889 34.138336)",Buena Vista Street,35 mph,
"[1153391912, 844220789]",,False,secondary,False,102.311,4,"LINESTRING (-117.9775857 34.1374512, -117.977585 34.1372606, -117.9775844 34.1370889, -117.9775838 34.13692, -117.9775832 34.136756, -117.9775829 34.1366807, -117.9775824 34.1365311)",Buena Vista Street,35 mph,
182793315,,False,secondary,False,10.807,5,"LINESTRING (-117.9776428 34.1359217, -117.9775254 34.13592)",Central Avenue,35 mph,
406425273,,True,secondary,False,30.368,2,"LINESTRING (-117.9776428 34.1359217, -117.9776414 34.1356486)",Buena Vista Street,,
