osmid,highway,oneway,reversed,length,name,geometry,ref,junction
"[18827827, 18817430, 18834303]",residential,False,"[False, True]",180.744,Simeneau Lane,"LINESTRING (-72.281418 42.8738604, -72.2815196 42.8738541, -72.2816489 42.8738395, -72.2825213 42.8737342, -72.2832216 42.8736426, -72.283603 42.873584)",,
1145442525,secondary,True,False,33.423,Old Homestead Highway,"LINESTRING (-72.281418 42.8738604, -72.2814047 42.8739061, -72.2814174 42.8740491, -72.2814157 42.8741083, -72.2813962 42.8741576)",NH 32,
18832993,tertiary,False,False,39.739,Sawyers Crossing Road,"LINESTRING (-72.2857373 42.8776684, -72.2860441 42.8779462)",,
18832993,tertiary,False,True,463.869,Sawyers Crossing Road,"LINESTRING (-72.2857373 42.8776684, -72.2854373 42.8773917, -72.2851374 42.8771384, -72.2845863 42.87668, -72.2842675 42.8764134, -72.284047 42.8762326, -72.2836454 42.875893, -72.2832615 42.8755832, -72.2826921 42.8751175, -72.282543 42.874999, -72.2821046 42.8746086, -72.2819971 42.8745247)",,
1192146309,tertiary,True,False,52.422,,"LINESTRING (-72.2857373 42.8776684, -72.2857545 42.8777482, -72.2857808 42.8778549, -72.285804 42.8779914, -72.2858396 42.8781337)",,
18832993,tertiary,False,False,463.869,Sawyers Crossing Road,"LINESTRING (-72.2819971 42.8745247, -72.2821046 42.8746086, -72.282543 42.874999, -72.2826921 42.8751175, -72.2832615 42.8755832, -72.2836454 42.875893, -72.284047 42.8762326, -72.2842675 42.8764134, -72.2845863 42.87668, -72.2851374 42.8771384, -72.2854373 42.8773917, -72.2857373 42.8776684)",,
1145442522,tertiary,True,False,36.152,Sawyers Crossing Road,"LINESTRING (-72.2819971 42.8745247, -72.2819713 42.874474, -72.2818048 42.8743708, -72.2817572 42.8743313, -72.2817201 42.8742795)",,
"[18827827, 18817430, 18834303]",residential,False,"[False, True]",180.744,Simeneau Lane,"LINESTRING (-72.283603 42.873584, -72.2832216 42.8736426, -72.2825213 42.8737342, -72.2816489 42.8738395, -72.2815196 42.8738541, -72.281418 42.8738604)",,
1145442523,secondary,True,False,36.989999999999995,Old Homestead Highway,"LINESTRING (-72.2810525 42.8745405, -72.2811113 42.8745323, -72.2812511 42.874461, -72.2813259 42.8744265, -72.2813467 42.8744169, -72.2814475 42.8743832)",NH 32,
18832993,tertiary,False,True,39.739,Sawyers Crossing Road,"LINESTRING (-72.2860441 42.8779462, -72.2857373 42.8776684)",,
18832993,tertiary,False,False,26.921,Sawyers Crossing Road,"LINESTRING (-72.2860441 42.8779462, -72.2859232 42.8780317, -72.2858396 42.8781337)",,
1145442518,secondary,True,False,13.794999999999998,,"LINESTRING (-72.2816316 42.8743806, -72.2816705 42.8743586, -72.2817024 42.8743236, -72.2817201 42.8742795)",NH 32,roundabout
1145442519,tertiary,True,False,34.091,Sawyers Crossing Road,"LINESTRING (-72.2816316 42.8743806, -72.2817684 42.8744198, -72.281936 42.8745077, -72.2819971 42.8745247)",,
1145442518,secondary,True,False,23.722,,"LINESTRING (-72.2817201 42.8742795, -72.2817201 42.874238, -72.2817059 42.8741991, -72.2816758 42.8741627, -72.281628 42.8741342, -72.2815714 42.87412)",NH 32,roundabout
1145442518,secondary,True,False,15.366,,"LINESTRING (-72.2815714 42.87412, -72.2815077 42.87412, -72.2814458 42.8741316, -72.2813962 42.8741576)",NH 32,roundabout
1145442521,secondary,True,False,31.553,Old Homestead Highway,"LINESTRING (-72.2815714 42.87412, -72.2815109 42.8740286, -72.2814564 42.8739099, -72.281418 42.8738604)",NH 32,
1145442518,secondary,True,False,14.987000000000002,,"LINESTRING (-72.2813962 42.8741576, -72.2813608 42.8741926, -72.2813449 42.8742328, -72.2813414 42.8742821)",NH 32,roundabout
1145442518,secondary,True,False,14.677,,"LINESTRING (-72.2813414 42.8742821, -72.2813644 42.8743274, -72.2814033 42.8743625, -72.2814475 42.8743832)",NH 32,roundabout
1145442520,secondary,True,False,37.664,Old Homestead Highway,"LINESTRING (-72.2813414 42.8742821, -72.2812617 42.8743741, -72.2811449 42.8744545, -72.2810688 42.8745064, -72.2810525 42.8745405)",NH 32,
1145442518,secondary,True,False,15.636,,"LINESTRING (-72.2814475 42.8743832, -72.28149 42.8743949, -72.2815363 42.8743989, -72.2815891 42.8743949, -72.2816316 42.8743806)",NH 32,roundabout
18832993,tertiary,False,True,26.921,Sawyers Crossing Road,"LINESTRING (-72.2858396 42.8781337, -72.2859232 42.8780317, -72.2860441 42.8779462)",,
