osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,maxspeed
9484719,residential,False,False,151.499,"LINESTRING (-83.5140972 31.4590278, -83.513307 31.45879, -83.5129945 31.4587048, -83.5127558 31.4586342, -83.5125874 31.4585835)",,,,
9487820,residential,False,True,127.31099999999999,"LINESTRING (-83.5140972 31.4590278, -83.5143864 31.4583314, -83.5145853 31.4579624)",North College Avenue,,,
9487379,residential,False,False,82.696,"LINESTRING (-83.5125874 31.4585835, -83.5122731 31.4592772)",North Ridge Avenue,,,
9487379,residential,False,True,125.589,"LINESTRING (-83.5125874 31.4585835, -83.5130246 31.4575174)",North Ridge Avenue,,,
9484719,residential,False,True,151.499,"LINESTRING (-83.5125874 31.4585835, -83.5127558 31.4586342, -83.5129945 31.4587048, -83.513307 31.45879, -83.5140972 31.4590278)",,,,
9486587,tertiary,False,False,210.148,"LINESTRING (-83.5070062 31.4556293, -83.5062356 31.4574012)",Tift Avenue South,,,
9486587,tertiary,False,True,123.656,"LINESTRING (-83.5070062 31.4556293, -83.507454 31.4545849)",Tift Avenue South,,,
9485029,secondary,False,False,152.433,"LINESTRING (-83.5070062 31.4556293, -83.507756 31.4558673, -83.5085121 31.4561079)",East 4th Street,,,
9485029,secondary,False,True,152.433,"LINESTRING (-83.5085121 31.4561079, -83.507756 31.4558673, -83.5070062 31.4556293)",East 4th Street,,,
9486963,primary,False,False,208.29400000000004,"LINESTRING (-83.5085121 31.4561079, -83.508122 31.4570101, -83.5080594 31.457155, -83.5080032 31.457285, -83.5079408 31.4574292, -83.5077522 31.4578654)",Love Avenue,2,I 75 Business;US 41;GA 7;GA 125,35 mph
9486963,primary,False,True,125.09800000000001,"LINESTRING (-83.5085121 31.4561079, -83.5087814 31.4554665, -83.5089553 31.4550483)",Love Avenue,2,I 75 Business;US 41;GA 7;GA 125,35 mph
9488220,tertiary,False,False,151.753,"LINESTRING (-83.5085121 31.4561079, -83.5087361 31.456179, -83.5092596 31.456345, -83.5100128 31.4565809)",West 4th Street,,,
9485074,residential,False,False,86.765,"LINESTRING (-83.5108792 31.4519211, -83.5111586 31.4526641)",Commerce Way,,,
9486622,residential,False,False,121.233,"LINESTRING (-83.5108792 31.4519211, -83.51027 31.4520945, -83.5096669 31.4522663)",West 3rd Street,,,
9486622,residential,False,True,126.147,"LINESTRING (-83.5108792 31.4519211, -83.5112267 31.4518302, -83.5112665 31.4518185, -83.5121438 31.4515703)",West 3rd Street,,,
9485074,residential,False,False,75.22,"LINESTRING (-83.5111586 31.4526641, -83.5114085 31.4533061)",Commerce Way,,,
9485074,residential,False,True,86.765,"LINESTRING (-83.5111586 31.4526641, -83.5108792 31.4519211)",Commerce Way,,,
