osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction
11638502,Academy Street,residential,False,False,176.724,"LINESTRING (-74.764309 40.221807, -74.7642277 40.2218272, -74.7642104 40.2218315, -74.763886 40.221912, -74.7637295 40.2219469, -74.7636514 40.2219658, -74.763557 40.2219875, -74.763324 40.222041, -74.7627468 40.2221833, -74.762602 40.222219, -74.7623836 40.2222708, -74.762324 40.222285)",,,,,
"[1074506932, 1046992174]",North Broad Street,primary,True,False,101.94,"LINESTRING (-74.764309 40.221807, -74.7643161 40.2218951, -74.7643172 40.2219094, -74.7643235 40.221988, -74.7643533 40.2223049, -74.7643611 40.2224147, -74.764383 40.222722)","['4', '2']",US 206,,,
11638502,Academy Street,residential,False,False,168.957,"LINESTRING (-74.762324 40.222285, -74.7622541 40.2223025, -74.761808 40.222414, -74.760881 40.222635, -74.7604843 40.2227302, -74.760427 40.222744)",,,,,
11638502,Academy Street,residential,False,True,176.724,"LINESTRING (-74.762324 40.222285, -74.7623836 40.2222708, -74.762602 40.222219, -74.7627468 40.2221833, -74.763324 40.222041, -74.763557 40.2219875, -74.7636514 40.2219658, -74.7637295 40.2219469, -74.763886 40.221912, -74.7642104 40.2218315, -74.7642277 40.2218272, -74.764309 40.221807)",,,,,
11640038,North Montgomery Street,residential,False,False,57.503,"LINESTRING (-74.762324 40.222285, -74.762335 40.2223392, -74.762428 40.222796)",,,,,
11640038,North Montgomery Street,residential,False,True,74.384,"LINESTRING (-74.762324 40.222285, -74.7623162 40.222234, -74.762295 40.222153, -74.762182 40.221625)",,,,,
11638502,Academy Street,residential,False,True,168.95700000000002,"LINESTRING (-74.760427 40.222744, -74.7604843 40.2227302, -74.760881 40.222635, -74.761808 40.222414, -74.7622541 40.2223025, -74.762324 40.222285)",,,,,
11647906,North Stockton Street,residential,False,False,63.492000000000004,"LINESTRING (-74.760427 40.222744, -74.760555 40.223025, -74.760681 40.223281)",,,,,
11647906,North Stockton Street,residential,False,True,65.57900000000001,"LINESTRING (-74.760427 40.222744, -74.760373 40.222632, -74.7601596 40.2221907)",,,,,
"[11647179, 95756396]",West Hanover Street,residential,True,False,49.385000000000005,"LINESTRING (-74.76688 40.221601, -74.766973 40.221641, -74.767057 40.221664, -74.7671213 40.2216733, -74.7672817 40.2216886, -74.7673576 40.2216958, -74.767439 40.221704)",,,,,
11639391,,motorway_link,True,False,183.53300000000002,"LINESTRING (-74.7672168 40.2171039, -74.767251 40.2170708, -74.767424 40.216903, -74.767548 40.216783, -74.76767 40.216698, -74.767811 40.216621, -74.767968 40.216558, -74.768144 40.216508, -74.76828 40.216482, -74.768816 40.21642, -74.7690461 40.2163666)",,,,,
