osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,bridge
16991282,True,2,South Bannock Street,residential,False,140.702,"LINESTRING (-104.9900554 39.6506953, -104.9900604 39.6503085, -104.99007 39.6496242, -104.9900727 39.64943)",,,
17000799,False,2,West Jefferson Avenue,residential,True,98.654,"LINESTRING (-104.9900554 39.6506953, -104.9894773 39.6506961, -104.9889031 39.6506965)",25 mph,,
16991282,True,2,South Bannock Street,residential,False,201.618,"LINESTRING (-104.9900727 39.64943, -104.9900969 39.6476169)",,,
284338246,False,2,West Kenyon Avenue,tertiary,False,98.81,"LINESTRING (-104.9900727 39.64943, -104.9906514 39.6494282, -104.9912268 39.649428)",,,
284338246,False,2,West Kenyon Avenue,tertiary,True,99.257,"LINESTRING (-104.9900727 39.64943, -104.9895393 39.6494296, -104.9894995 39.6494296, -104.9889134 39.649433)",,,
16991282,True,2,South Bannock Street,residential,False,201.971,"LINESTRING (-104.9900969 39.6476169, -104.9901177 39.6458006)",,,
16996877,False,,West Lehigh Avenue,residential,False,99.395,"LINESTRING (-104.9900969 39.6476169, -104.9906835 39.6476172, -104.9912578 39.6476174)",,,
16996877,False,,West Lehigh Avenue,residential,True,99.22399999999999,"LINESTRING (-104.9900969 39.6476169, -104.9895248 39.647619, -104.9890402 39.6476207, -104.988938 39.6476211)",,,
16991282,True,2,South Bannock Street,residential,False,200.808,"LINESTRING (-104.9901177 39.6458006, -104.9901429 39.6439948)",,,
17005800,False,,West Mansfield Avenue,residential,False,99.29499999999999,"LINESTRING (-104.9901177 39.6458006, -104.990705 39.6457989, -104.9912774 39.6457972)",,,
17005800,False,,West Mansfield Avenue,residential,True,99.278,"LINESTRING (-104.9901177 39.6458006, -104.9895463 39.6458009, -104.9890596 39.6458011, -104.9889582 39.6458011)",,,
16998659,False,,West Nassau Avenue,residential,False,98.707,"LINESTRING (-104.9901429 39.6439948, -104.9907235 39.6439936, -104.9912957 39.6439914)",,,
16998659,False,,West Nassau Avenue,residential,True,99.22,"LINESTRING (-104.9901429 39.6439948, -104.9895677 39.6439953, -104.9889841 39.6439958)",,,
117951868,True,3,West Hampden Drive,trunk,False,23.173,"LINESTRING (-104.989162 39.6524241, -104.9893425 39.6525794)",35 mph,US 285,
"[427684600, 37808860]",True,"['1', '3']",,trunk_link,False,269.467,"LINESTRING (-104.9896086 39.6525861, -104.9894626 39.6524341, -104.9893854 39.6523415, -104.9893167 39.6522358, -104.9892481 39.6521103, -104.9891279 39.6518261, -104.9890077 39.6515618, -104.9889477 39.6514362, -104.9889005 39.6513745, -104.9888047 39.6512748, -104.9887159 39.6511983, -104.9886499 39.6511583, -104.9885248 39.6510996, -104.9884155 39.6510595, -104.9882009 39.6510133, -104.987826 39.6509638, -104.9876675 39.6509427)",,,
"[17008648, 117951978, 627917392, 971892791]",True,"['3', '2']","['East Jefferson Avenue', 'West Hampden Drive']",trunk,False,424.61,"LINESTRING (-104.9896086 39.6525861, -104.9894111 39.6524539, -104.9891708 39.6522622, -104.988867 39.651989, -104.9885997 39.6517938, -104.988492 39.651717, -104.9882907 39.6516154, -104.9880762 39.6515294, -104.9878873 39.65147, -104.9876642 39.6514039, -104.9872436 39.6512849, -104.9869003 39.6512056, -104.9866376 39.6511653, -104.9862771 39.6511322, -104.9858994 39.6511124, -104.9857097 39.651106, -104.985272 39.6510933)",35 mph,US 285,
16991713,False,2,Mansfield Avenue,tertiary,False,12.492,"LINESTRING (-104.9878056 39.6458087, -104.9876597 39.6458084)",,,
17005800,False,,West Mansfield Avenue,residential,False,98.68999999999998,"LINESTRING (-104.9878056 39.6458087, -104.9879008 39.6458086, -104.9883902 39.6458051, -104.9888799 39.6458017, -104.9889582 39.6458011)",,,
906471363,True,2,South Broadway,primary,False,201.423,"LINESTRING (-104.9878056 39.6458087, -104.9878055 39.6457473, -104.9878193 39.6441856, -104.9878212 39.6439973)",30 mph,,
17004871,False,,South Lincoln Street,residential,False,201.924,"LINESTRING (-104.9865047 39.6458125, -104.986534 39.6439967)",,,
17004871,False,,South Lincoln Street,residential,True,202.128,"LINESTRING (-104.9865047 39.6458125, -104.9864822 39.6476302)",,,
