osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,access,bridge
14205289,residential,False,True,108.29299999999999,Sherman Street,"LINESTRING (-96.0429638 41.1525714, -96.0430825 41.1525707, -96.043631 41.1525678, -96.0441316 41.1525685, -96.0442571 41.1525648)",,,,,
141821829,primary,False,False,7.463,South Washington Street,"LINESTRING (-96.0429455 41.1507173, -96.0429435 41.1506502)",,NE 85,35 mph,,
141821829,primary,False,True,98.772,South Washington Street,"LINESTRING (-96.0429455 41.1507173, -96.0429611 41.1516055)",,NE 85,35 mph,,
886159860,residential,False,False,103.86699999999999,East Halleck Street,"LINESTRING (-96.0429455 41.1507173, -96.0428221 41.150719, -96.0427421 41.1507208, -96.0417051 41.1507304)",,,25 mph,,
14205475,residential,False,False,107.22300000000001,East Halleck Street,"LINESTRING (-96.0417051 41.1507304, -96.0406765 41.1507277, -96.0404245 41.1507286)",,,,,
886159860,residential,False,True,103.86699999999999,East Halleck Street,"LINESTRING (-96.0417051 41.1507304, -96.0427421 41.1507208, -96.0428221 41.150719, -96.0429455 41.1507173)",,,25 mph,,
886159861,residential,False,True,105.872,South Jefferson Street,"LINESTRING (-96.0417051 41.1507304, -96.0417061 41.1507775, -96.0417255 41.1516824)",,,,,
14205475,residential,False,False,91.213,East Halleck Street,"LINESTRING (-96.0404245 41.1507286, -96.0401006 41.1507289, -96.039417 41.1507314, -96.0393351 41.1507317)",,,,,
14205475,residential,False,True,107.22300000000001,East Halleck Street,"LINESTRING (-96.0404245 41.1507286, -96.0406765 41.1507277, -96.0417051 41.1507304)",,,,,
14207551,residential,False,True,308.36,South Monroe Street,"LINESTRING (-96.0404245 41.1507286, -96.0404247 41.1508156, -96.0404261 41.1516202, -96.0404332 41.1523038, -96.040438 41.1527653, -96.0404375 41.1530937, -96.0404357 41.1532895, -96.040437 41.1535017)",,,,,
141821829,primary,False,False,98.772,South Washington Street,"LINESTRING (-96.0429611 41.1516055, -96.0429455 41.1507173)",,NE 85,35 mph,,
141821829,primary,False,True,9.52,South Washington Street,"LINESTRING (-96.0429611 41.1516055, -96.0429633 41.1516911)",,NE 85,35 mph,,
14205733,residential,False,False,109.32400000000001,West Sheridan Street,"LINESTRING (-96.0429611 41.1516055, -96.0430748 41.1516051, -96.0435984 41.1516032, -96.0441283 41.1516061, -96.0442668 41.1516069)",,,,,
14205733,residential,False,False,110.26100000000001,West Sheridan Street,"LINESTRING (-96.0442668 41.1516069, -96.0443915 41.1516069, -96.0449207 41.1516071, -96.0454462 41.1516122, -96.0455836 41.151609)",,,,,
14205733,residential,False,True,109.324,West Sheridan Street,"LINESTRING (-96.0442668 41.1516069, -96.0441283 41.1516061, -96.0435984 41.1516032, -96.0430748 41.1516051, -96.0429611 41.1516055)",,,,,
14208083,residential,False,False,105.97999999999999,South Adams Street,"LINESTRING (-96.0442668 41.1516069, -96.0442668 41.1515621, -96.0442674 41.1507543, -96.0442675 41.1506538)",,,,,
14208083,residential,False,True,106.51700000000001,South Adams Street,"LINESTRING (-96.0442668 41.1516069, -96.0442663 41.1516606, -96.0442571 41.1525648)",,,,,
14205733,residential,False,False,109.718,West Sheridan Street,"LINESTRING (-96.0455836 41.151609, -96.0457074 41.1516084, -96.0462192 41.1516058, -96.0467527 41.151603, -96.046894 41.1516023)",,,,,
14205733,residential,False,True,110.261,West Sheridan Street,"LINESTRING (-96.0455836 41.151609, -96.0454462 41.1516122, -96.0449207 41.1516071, -96.0443915 41.1516069, -96.0442668 41.1516069)",,,,,
14206328,residential,False,False,106.626,South Jackson Street,"LINESTRING (-96.0455836 41.151609, -96.0455828 41.1515313, -96.0455815 41.151394, -96.0455787 41.1510965, -96.0455782 41.1507543, -96.0455781 41.1506501)",,,,,
14206328,residential,False,True,104.991,South Jackson Street,"LINESTRING (-96.0455836 41.151609, -96.0455837 41.1516567, -96.045584 41.151832, -96.0455858 41.1525532)",,,,,
14205733,residential,False,False,106.049,West Sheridan Street,"LINESTRING (-96.046894 41.1516023, -96.0470177 41.1516016, -96.0475284 41.1515988, -96.0480669 41.1516, -96.0481606 41.1516002)",,,,,
14205733,residential,False,True,109.718,West Sheridan Street,"LINESTRING (-96.046894 41.1516023, -96.0467527 41.151603, -96.0462192 41.1516058, -96.0457074 41.1516084, -96.0455836 41.151609)",,,,,
14211457,residential,False,False,105.67,South Madison Street,"LINESTRING (-96.046894 41.1516023, -96.0468936 41.1515095, -96.0468904 41.1507554, -96.0468912 41.150652)",,,,,
14211457,residential,False,True,106.236,South Madison Street,"LINESTRING (-96.046894 41.1516023, -96.0468938 41.1516534, -96.0468913 41.1524493, -96.0468909 41.1525577)",,,,,
14209477,residential,False,False,104.991,South Harrison Street,"LINESTRING (-96.0481606 41.1516002, -96.048158 41.150656)",,,,,
14205733,residential,False,True,106.049,West Sheridan Street,"LINESTRING (-96.0481606 41.1516002, -96.0480669 41.1516, -96.0475284 41.1515988, -96.0470177 41.1516016, -96.046894 41.1516023)",,,,,
14209477,residential,False,True,105.658,South Harrison Street,"LINESTRING (-96.0481606 41.1516002, -96.0481583 41.1524876, -96.0481581 41.1525504)",,,,,
141821829,primary,False,False,103.457,South Washington Street,"LINESTRING (-96.0429447 41.1535017, -96.0429638 41.1525714)",,NE 85,35 mph,,
14206019,residential,False,False,110.075,West Grant Street,"LINESTRING (-96.0429447 41.1535017, -96.0430807 41.1535037, -96.0432573 41.1535032, -96.0434879 41.1535018, -96.0436335 41.1535025, -96.0441324 41.1535037, -96.0442594 41.153504)",,,,,
14208803,residential,False,False,107.202,East Grant Street,"LINESTRING (-96.0429447 41.1535017, -96.0428096 41.1535033, -96.0416643 41.1535027)",,,,,
753820533,primary,False,True,103.72899999999998,South Washington Street,"LINESTRING (-96.0429447 41.1535017, -96.0429607 41.1538194, -96.0429591 41.1539584, -96.0429583 41.1540252, -96.0429546 41.1543393, -96.0429535 41.1544343)",,NE 85,25 mph,,
14206019,residential,False,False,111.82399999999998,West Grant Street,"LINESTRING (-96.0442594 41.153504, -96.0443995 41.1535032, -96.0449251 41.1535004, -96.0454504 41.1535002, -96.045595 41.1535002)",,,,,
14206019,residential,False,True,110.075,West Grant Street,"LINESTRING (-96.0442594 41.153504, -96.0441324 41.1535037, -96.0436335 41.1535025, -96.0434879 41.1535018, -96.0432573 41.1535032, -96.0430807 41.1535037, -96.0429447 41.1535017)",,,,,
14208083,residential,False,False,104.434,South Adams Street,"LINESTRING (-96.0442594 41.153504, -96.0442573 41.1526539, -96.0442571 41.1525648)",,,,,
14208083,residential,False,True,104.29,South Adams Street,"LINESTRING (-96.0442594 41.153504, -96.0442622 41.1536087, -96.0442733 41.1540227, -96.0442738 41.154212, -96.0442754 41.1543877, -96.0442759 41.1544418)",,,,,
14206019,residential,False,False,108.57600000000001,West Grant Street,"LINESTRING (-96.045595 41.1535002, -96.0457086 41.1534992, -96.0462834 41.1534943, -96.0468307 41.1535007, -96.0468917 41.1535014)",,,,,
14206019,residential,False,True,111.824,West Grant Street,"LINESTRING (-96.045595 41.1535002, -96.0454504 41.1535002, -96.0449251 41.1535004, -96.0443995 41.1535032, -96.0442594 41.153504)",,,,,
14206328,residential,False,False,105.30499999999999,South Jackson Street,"LINESTRING (-96.045595 41.1535002, -96.0455855 41.1526485, -96.0455858 41.1525532)",,,,,
14206328,residential,False,True,105.203,South Jackson Street,"LINESTRING (-96.045595 41.1535002, -96.0455958 41.1536055, -96.0456015 41.1543783, -96.045602 41.1544463)",,,,,
14206019,residential,False,False,106.361,West Grant Street,"LINESTRING (-96.0468917 41.1535014, -96.0469697 41.1535017, -96.0475359 41.1535042, -96.0480924 41.1534983, -96.048162 41.1534976)",,,,,
14206019,residential,False,True,108.576,West Grant Street,"LINESTRING (-96.0468917 41.1535014, -96.0468307 41.1535007, -96.0462834 41.1534943, -96.0457086 41.1534992, -96.045595 41.1535002)",,,,,
14211457,residential,False,False,104.935,South Madison Street,"LINESTRING (-96.0468917 41.1535014, -96.0468919 41.1533972, -96.0468918 41.153253, -96.0468916 41.1531175, -96.046891 41.1526465, -96.0468909 41.1525577)",,,,,
14211457,residential,False,True,104.82400000000001,South Madison Street,"LINESTRING (-96.0468917 41.1535014, -96.0468914 41.1536055, -96.0468891 41.1543918, -96.046889 41.1544441)",,,,,
14206019,residential,False,True,106.36100000000002,West Grant Street,"LINESTRING (-96.048162 41.1534976, -96.0480924 41.1534983, -96.0475359 41.1535042, -96.0469697 41.1535017, -96.0468917 41.1535014)",,,,,
14209477,residential,False,False,105.324,South Harrison Street,"LINESTRING (-96.048162 41.1534976, -96.0481583 41.1525965, -96.0481581 41.1525504)",,,,,
14209477,residential,False,True,105.858,South Harrison Street,"LINESTRING (-96.048162 41.1534976, -96.0481573 41.1543865, -96.048157 41.1544496)",,,,,
14209624,residential,False,False,110.273,East 3rd Street,"LINESTRING (-96.0403 41.1584276, -96.0389828 41.1584274)",,,,,
"[189151873, 14206114]",residential,False,"[False, True]",219.35899999999998,"['North Monroe Street', 'East 2nd Street']","LINESTRING (-96.0403 41.1584276, -96.040304 41.157918, -96.040305 41.157435, -96.0402414 41.157435, -96.0390032 41.1574357)",,,,,
14209624,residential,False,True,110.70899999999999,East 3rd Street,"LINESTRING (-96.0403 41.1584276, -96.0403654 41.1584274, -96.0414887 41.1584242, -96.0416224 41.1584238)",,,,,
14212317,tertiary,False,False,107.752,West Lincoln Street,"LINESTRING (-96.045602 41.1544463, -96.046889 41.1544441)",3,,25 mph,,
14206328,residential,False,False,105.203,South Jackson Street,"LINESTRING (-96.045602 41.1544463, -96.0456015 41.1543783, -96.0455958 41.1536055, -96.045595 41.1535002)",,,,,
1180049001,tertiary,False,True,111.026,West Lincoln Street,"LINESTRING (-96.045602 41.1544463, -96.0449273 41.1544442, -96.0442759 41.1544418)",3,,25 mph,,
14206328,residential,False,True,106.626,South Jackson Street,"LINESTRING (-96.0455781 41.1506501, -96.0455782 41.1507543, -96.0455787 41.1510965, -96.0455815 41.151394, -96.0455828 41.1515313, -96.0455836 41.151609)",,,,,
14209429,residential,False,False,109.94300000000001,West Halleck Street,"LINESTRING (-96.0455781 41.1506501, -96.0457094 41.1506502, -96.0462281 41.1506506, -96.046752 41.1506515, -96.0468912 41.150652)",,,,,
14209429,residential,False,True,109.73700000000001,West Halleck Street,"LINESTRING (-96.0455781 41.1506501, -96.0454446 41.1506509, -96.0449086 41.1506543, -96.0443915 41.1506524, -96.0442675 41.1506538)",,,,,
141821829,primary,False,False,9.52,South Washington Street,"LINESTRING (-96.0429633 41.1516911, -96.0429611 41.1516055)",,NE 85,35 mph,,
141821829,primary,False,True,97.885,South Washington Street,"LINESTRING (-96.0429633 41.1516911, -96.0429638 41.1525714)",,NE 85,35 mph,,
14206474,residential,False,False,103.64099999999999,East Sheridan Street,"LINESTRING (-96.0429633 41.1516911, -96.0428196 41.1516899, -96.0417255 41.1516824)",,,,,
886159861,residential,False,True,55.828,South Jefferson Street,"LINESTRING (-96.0417255 41.1516824, -96.0417365 41.1521844)",,,,,
14206474,residential,False,True,103.64099999999999,East Sheridan Street,"LINESTRING (-96.0417255 41.1516824, -96.0428196 41.1516899, -96.0429633 41.1516911)",,,,,
886159861,residential,False,False,105.872,South Jefferson Street,"LINESTRING (-96.0417255 41.1516824, -96.0417061 41.1507775, -96.0417051 41.1507304)",,,,,
189151873,residential,False,True,152.542,East 2nd Street,"LINESTRING (-96.0371812 41.1574243, -96.0390032 41.1574357)",,,,,
693691856,residential,False,False,110.831,North Grandview Avenue,"LINESTRING (-96.0371812 41.1574243, -96.0371714 41.158421)",,,,,
693691856,residential,False,True,51.245,North Grandview Avenue,"LINESTRING (-96.0371812 41.1574243, -96.0371909 41.1569635)",,,,,
14209624,residential,False,True,151.648,East 3rd Street,"LINESTRING (-96.0371714 41.158421, -96.0389828 41.1584274)",,,,,
693691856,residential,False,True,110.831,North Grandview Avenue,"LINESTRING (-96.0371714 41.158421, -96.0371812 41.1574243)",,,,,
14207551,residential,False,False,101.01,South Monroe Street,"LINESTRING (-96.0404383 41.1544101, -96.0404382 41.1543506, -96.040437 41.1535017)",,,,,
753820535,residential,False,True,102.41900000000001,East Lincoln Street,"LINESTRING (-96.0404383 41.1544101, -96.0410434 41.15441, -96.0416616 41.1544119)",,,,,
14208803,residential,False,True,102.755,East Grant Street,"LINESTRING (-96.040437 41.1535017, -96.0416643 41.1535027)",,,,,
14207551,residential,False,False,308.35999999999996,South Monroe Street,"LINESTRING (-96.040437 41.1535017, -96.0404357 41.1532895, -96.0404375 41.1530937, -96.040438 41.1527653, -96.0404332 41.1523038, -96.0404261 41.1516202, -96.0404247 41.1508156, -96.0404245 41.1507286)",,,,,
14207551,residential,False,True,101.01,South Monroe Street,"LINESTRING (-96.040437 41.1535017, -96.0404382 41.1543506, -96.0404383 41.1544101)",,,,,
14208083,residential,False,False,104.28999999999999,South Adams Street,"LINESTRING (-96.0442759 41.1544418, -96.0442754 41.1543877, -96.0442738 41.154212, -96.0442733 41.1540227, -96.0442622 41.1536087, -96.0442594 41.153504)",,,,,
1180049001,tertiary,False,False,111.026,West Lincoln Street,"LINESTRING (-96.0442759 41.1544418, -96.0449273 41.1544442, -96.045602 41.1544463)",3,,25 mph,,
1180049001,tertiary,False,True,110.72,West Lincoln Street,"LINESTRING (-96.0442759 41.1544418, -96.0437563 41.1544409, -96.0434607 41.154439, -96.0431305 41.1544369, -96.0429535 41.1544343)",3,,25 mph,,
189151864,residential,False,True,49.977,North Beadle Street,"LINESTRING (-96.0390032 41.1574357, -96.0390378 41.156987)",,,,,
189151873,residential,False,False,152.542,East 2nd Street,"LINESTRING (-96.0390032 41.1574357, -96.0371812 41.1574243)",,,,,
189151864,residential,False,False,110.286,North Beadle Street,"LINESTRING (-96.0390032 41.1574357, -96.0389947 41.1579084, -96.0389828 41.1584274)",,,,,
"[189151873, 14206114]",residential,False,"[False, True]",219.359,"['North Monroe Street', 'East 2nd Street']","LINESTRING (-96.0390032 41.1574357, -96.0402414 41.157435, -96.040305 41.157435, -96.040304 41.157918, -96.0403 41.1584276)",,,,,
14208083,residential,False,True,105.97999999999999,South Adams Street,"LINESTRING (-96.0442675 41.1506538, -96.0442674 41.1507543, -96.0442668 41.1515621, -96.0442668 41.1516069)",,,,,
14209429,residential,False,False,109.737,West Halleck Street,"LINESTRING (-96.0442675 41.1506538, -96.0443915 41.1506524, -96.0449086 41.1506543, -96.0454446 41.1506509, -96.0455781 41.1506501)",,,,,
14209429,residential,False,True,110.85699999999999,West Halleck Street,"LINESTRING (-96.0442675 41.1506538, -96.0441296 41.1506531, -96.0436066 41.1506504, -96.0430786 41.1506502, -96.0429435 41.1506502)",,,,,
189151864,residential,False,False,49.977,North Beadle Street,"LINESTRING (-96.0390378 41.156987, -96.0390032 41.1574357)",,,,,
14209624,residential,False,False,151.648,East 3rd Street,"LINESTRING (-96.0389828 41.1584274, -96.0371714 41.158421)",,,,,
14209624,residential,False,True,110.273,East 3rd Street,"LINESTRING (-96.0389828 41.1584274, -96.0403 41.1584276)",,,,,
189151864,residential,False,True,110.286,North Beadle Street,"LINESTRING (-96.0389828 41.1584274, -96.0389947 41.1579084, -96.0390032 41.1574357)",,,,,
"[14208586, 753820535]",residential,False,False,108.207,East Lincoln Street,"LINESTRING (-96.0429535 41.1544343, -96.0427843 41.1544265, -96.0423923 41.1544188, -96.0421312 41.1544137, -96.0416616 41.1544119)",,,,,
753820533,primary,False,False,103.72899999999998,South Washington Street,"LINESTRING (-96.0429535 41.1544343, -96.0429546 41.1543393, -96.0429583 41.1540252, -96.0429591 41.1539584, -96.0429607 41.1538194, -96.0429447 41.1535017)",,NE 85,25 mph,,
"[14208969, 141821818, 753820533, 385792527]",primary,False,True,222.03799999999998,South Washington Street,"LINESTRING (-96.0429535 41.1544343, -96.0429526 41.154547, -96.0429507 41.1547834, -96.0429516 41.1554095, -96.0429518 41.155549, -96.0429527 41.1560045, -96.0429575 41.1563167, -96.0429592 41.1564311)",4,NE 85,25 mph,yes,yes
1180049001,tertiary,False,False,110.72,West Lincoln Street,"LINESTRING (-96.0429535 41.1544343, -96.0431305 41.1544369, -96.0434607 41.154439, -96.0437563 41.1544409, -96.0442759 41.1544418)",3,,25 mph,,
14212500,residential,False,False,101.1,South Jefferson Street,"LINESTRING (-96.0416616 41.1544119, -96.041662 41.1543604, -96.0416628 41.1542587, -96.0416654 41.1539381, -96.0416643 41.1535027)",,,,,
753820535,residential,False,False,102.41900000000001,East Lincoln Street,"LINESTRING (-96.0416616 41.1544119, -96.0410434 41.15441, -96.0404383 41.1544101)",,,,,
"[14208586, 753820535]",residential,False,True,108.207,East Lincoln Street,"LINESTRING (-96.0416616 41.1544119, -96.0421312 41.1544137, -96.0423923 41.1544188, -96.0427843 41.1544265, -96.0429535 41.1544343)",,,,,
"[14208969, 141821818, 753820533, 385792527]",primary,False,False,222.038,South Washington Street,"LINESTRING (-96.0429592 41.1564311, -96.0429575 41.1563167, -96.0429527 41.1560045, -96.0429518 41.155549, -96.0429516 41.1554095, -96.0429507 41.1547834, -96.0429526 41.154547, -96.0429535 41.1544343)",4,NE 85,25 mph,yes,yes
14211633,primary,False,False,111.185,North Washington Street,"LINESTRING (-96.0429592 41.1564311, -96.0429599 41.1565439, -96.0429645 41.1573407, -96.0429638 41.157431)",4,NE 85,25 mph,yes,
14212333,secondary,False,False,111.58699999999999,East 1st Street,"LINESTRING (-96.0429592 41.1564311, -96.042812 41.1564337, -96.0422877 41.15644, -96.042045 41.156443, -96.0418062 41.1564426, -96.0416265 41.1564434)",3,,40 mph,,
"[14212608, 14208312]",residential,False,False,201.37,"['North Adams Street', 'West 1st Street']","LINESTRING (-96.0429592 41.1564311, -96.043095 41.1564323, -96.043626 41.1564405, -96.0440523 41.1564439, -96.0441491 41.1564606, -96.0442359 41.156512, -96.044287 41.156593, -96.044297 41.156847, -96.0442951 41.1569059, -96.044281 41.157333)",,,,,
141821829,primary,False,True,7.463,South Washington Street,"LINESTRING (-96.0429435 41.1506502, -96.0429455 41.1507173)",,NE 85,35 mph,,
14209429,residential,False,False,110.857,West Halleck Street,"LINESTRING (-96.0429435 41.1506502, -96.0430786 41.1506502, -96.0436066 41.1506504, -96.0441296 41.1506531, -96.0442675 41.1506538)",,,,,
14209429,residential,False,False,106.06700000000001,West Halleck Street,"LINESTRING (-96.0468912 41.150652, -96.0470172 41.1506527, -96.0475322 41.1506546, -96.048086 41.1506558, -96.048158 41.150656)",,,,,
14209429,residential,False,True,109.943,West Halleck Street,"LINESTRING (-96.0468912 41.150652, -96.046752 41.1506515, -96.0462281 41.1506506, -96.0457094 41.1506502, -96.0455781 41.1506501)",,,,,
14211457,residential,False,True,105.67,South Madison Street,"LINESTRING (-96.0468912 41.150652, -96.0468904 41.1507554, -96.0468936 41.1515095, -96.046894 41.1516023)",,,,,
14209477,residential,False,True,104.991,South Harrison Street,"LINESTRING (-96.048158 41.150656, -96.0481606 41.1516002)",,,,,
14209429,residential,False,True,106.067,West Halleck Street,"LINESTRING (-96.048158 41.150656, -96.048086 41.1506558, -96.0475322 41.1506546, -96.0470172 41.1506527, -96.0468912 41.150652)",,,,,
14209477,residential,False,False,105.858,South Harrison Street,"LINESTRING (-96.048157 41.1544496, -96.0481573 41.1543865, -96.048162 41.1534976)",,,,,
14212317,tertiary,False,True,106.16300000000001,West Lincoln Street,"LINESTRING (-96.048157 41.1544496, -96.0476763 41.1544483, -96.0475344 41.1544472, -96.046889 41.1544441)",3,,25 mph,,
14209624,residential,False,False,111.321,East 3rd Street,"LINESTRING (-96.042952 41.1584322, -96.0428055 41.1584292, -96.0417501 41.1584268, -96.0416224 41.1584238)",,,,,
14211633,primary,False,True,111.33299999999998,North Washington Street,"LINESTRING (-96.042952 41.1584322, -96.042958 41.157906, -96.042963 41.1575467, -96.0429638 41.157431)",4,NE 85,25 mph,yes,
14209624,residential,False,False,110.70899999999999,East 3rd Street,"LINESTRING (-96.0416224 41.1584238, -96.0414887 41.1584242, -96.0403654 41.1584274, -96.0403 41.1584276)",,,,,
14209624,residential,False,True,111.321,East 3rd Street,"LINESTRING (-96.0416224 41.1584238, -96.0417501 41.1584268, -96.0428055 41.1584292, -96.042952 41.1584322)",,,,,
14211511,residential,False,True,137.508,North Jefferson Street,"LINESTRING (-96.0416224 41.1584238, -96.0416286 41.1578644, -96.041631 41.157647, -96.0416334 41.1572316, -96.0416337 41.1571872)",,,25 mph,,
14212317,tertiary,False,True,107.752,West Lincoln Street,"LINESTRING (-96.046889 41.1544441, -96.045602 41.1544463)",3,,25 mph,,
14211457,residential,False,False,104.82400000000001,South Madison Street,"LINESTRING (-96.046889 41.1544441, -96.0468891 41.1543918, -96.0468914 41.1536055, -96.0468917 41.1535014)",,,,,
14212317,tertiary,False,False,106.16300000000001,West Lincoln Street,"LINESTRING (-96.046889 41.1544441, -96.0475344 41.1544472, -96.0476763 41.1544483, -96.048157 41.1544496)",3,,25 mph,,
14211511,residential,False,False,67.154,North Jefferson Street,"LINESTRING (-96.0416265 41.1564434, -96.0416313 41.1568222, -96.0416328 41.1569456, -96.0416335 41.1570473)",,,25 mph,,
14212333,secondary,False,True,111.58699999999999,East 1st Street,"LINESTRING (-96.0416265 41.1564434, -96.0418062 41.1564426, -96.042045 41.156443, -96.0422877 41.15644, -96.042812 41.1564337, -96.0429592 41.1564311)",3,,40 mph,,
