osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access
37688373,Cardiff Avenue,unclassified,False,True,180.60700000000003,"LINESTRING (-118.3948946 34.0235031, -118.3949521 34.0235778, -118.3951635 34.0238492, -118.3952089 34.0239075, -118.3952541 34.0239656, -118.3953229 34.024054, -118.3956297 34.0244481, -118.3956587 34.0244853, -118.3956991 34.0245373, -118.3958892 34.0247814, -118.3958943 34.024788, -118.3959567 34.0248681)",,,,
"[384189232, 1068195633]",Culver Boulevard,secondary,True,False,58.907999999999994,"LINESTRING (-118.3948946 34.0235031, -118.3950393 34.0233257, -118.3952075 34.0231108, -118.3952473 34.0230613)","['3', '2']",,,
384189541,Main Street,unclassified,False,False,14.37,"LINESTRING (-118.3942015 34.0243626, -118.3941146 34.0242553)",,,,
"[393132600, 150945301]",Main Street,unclassified,False,True,140.097,"LINESTRING (-118.3942015 34.0243626, -118.394258 34.0244321, -118.3942778 34.0244561, -118.3947175 34.02501, -118.3948565 34.0251981, -118.3949575 34.025327, -118.3950315 34.025418)",,,,
384281580,Culver Boulevard,secondary,True,False,114.952,"LINESTRING (-118.3942015 34.0243626, -118.394272 34.0242751, -118.394808 34.0236114, -118.3948946 34.0235031)",2,,,
167920964,Jasmine Avenue,residential,False,False,10.172,"LINESTRING (-118.3992223 34.0179433, -118.399131 34.0178919)",,,,
"[398597042, 398597035, 394767351]",Culver Boulevard,secondary,True,False,93.621,"LINESTRING (-118.3992223 34.0179433, -118.399312 34.0178299, -118.3995143 34.0175731, -118.3997847 34.0172422)","['3', '2']",40 mph,,
227892244,Duquesne Avenue,tertiary,False,False,13.014,"LINESTRING (-118.3967251 34.0211593, -118.3965992 34.0211063)",,,,
"[159117474, 398597956]",Culver Boulevard,secondary,True,False,91.53399999999999,"LINESTRING (-118.3967251 34.0211593, -118.3968053 34.0210602, -118.397078 34.0207233, -118.3972786 34.0204758)","['3', '2']",,,
227892244,Duquesne Avenue,tertiary,False,True,89.203,"LINESTRING (-118.3967251 34.0211593, -118.3968183 34.0212061, -118.396836 34.021215, -118.397052 34.0213232, -118.3972002 34.0214203, -118.3972342 34.0214459, -118.3973089 34.0215011, -118.3973987 34.0215736, -118.3974723 34.0216579)",,,,
