osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,tunnel,width
1085220558,2,South Sixth Street,residential,False,True,117.732,,"LINESTRING (-118.3018033 34.184062, -118.3018701 34.1841092, -118.3022699 34.1844119, -118.3026981 34.1847236, -118.3027579 34.1847672)",,
13413758,,East Tujunga Avenue,residential,False,True,177.85999999999999,,"LINESTRING (-118.3067138 34.1794094, -118.3067736 34.1793521, -118.3070828 34.1790555, -118.3071528 34.1789894, -118.3074325 34.1787265, -118.307533 34.1786323, -118.3078965 34.1782915, -118.3079015 34.1782869, -118.3079876 34.1782061)",,
185735918,2,South San Fernando Boulevard,tertiary,False,False,120.698,,"LINESTRING (-118.3067138 34.1794094, -118.3062304 34.1790591, -118.3061835 34.1790251, -118.3058319 34.1787704, -118.3057268 34.1786942)",,
185735918,2,South San Fernando Boulevard,tertiary,False,True,120.441,,"LINESTRING (-118.3067138 34.1794094, -118.3075794 34.18003, -118.3077032 34.1801188)",,
167711551,,East Tujunga Avenue,residential,False,False,171.29600000000002,,"LINESTRING (-118.3054533 34.1805838, -118.3053948 34.1806389, -118.3046795 34.1813131, -118.3045696 34.181416, -118.3044189 34.1815623, -118.3043356 34.181642, -118.3042287 34.1817443)",,"33'0"""
"[524872033, 1014049519]",,3rd Street,residential,False,False,118.69899999999998,,"LINESTRING (-118.3054533 34.1805838, -118.3059336 34.1809189, -118.3062757 34.1811687, -118.3063604 34.1812275, -118.3064321 34.1812793)",,
524872033,,3rd Street,residential,False,True,120.77700000000002,,"LINESTRING (-118.3054533 34.1805838, -118.3049881 34.1802509, -118.3045798 34.1799436, -118.3044745 34.1798601)",,
167711551,,East Tujunga Avenue,residential,False,False,171.466,,"LINESTRING (-118.3030244 34.1828969, -118.3029628 34.1829544, -118.3018678 34.1840004, -118.3018033 34.184062)",,"33'0"""
167711551,,East Tujunga Avenue,residential,False,True,169.423,,"LINESTRING (-118.3030244 34.1828969, -118.3030809 34.1828436, -118.3039844 34.1819913, -118.303998 34.1819785, -118.3041424 34.1818319, -118.3042287 34.1817443)",,"33'0"""
179747324,,South 5th Street,residential,False,False,118.965,,"LINESTRING (-118.3030244 34.1828969, -118.3030982 34.1829519, -118.3034917 34.1832452, -118.3039207 34.1835533, -118.3039933 34.1836055)",,"36'0"""
179747324,,South 5th Street,residential,False,True,121.116,,"LINESTRING (-118.3030244 34.1828969, -118.3029594 34.1828493, -118.3025489 34.1825487, -118.3021422 34.1822517, -118.3020379 34.1821755)",,"36'0"""
30755750,,,motorway_link,True,False,38.546,,"LINESTRING (-118.3116966 34.1798289, -118.3118412 34.1797854, -118.31189 34.1797828, -118.3119455 34.179794, -118.3120902 34.1798488)",,
"[402525345, 77557391]",4,East Orange Grove Avenue,secondary,False,True,91.74499999999999,,"LINESTRING (-118.3116966 34.1798289, -118.3112593 34.1802378, -118.3111869 34.1803046, -118.3111239 34.1803634, -118.3110313 34.1804435)",,
77557433,1,,motorway_link,True,False,67.34299999999999,,"LINESTRING (-118.3092242 34.1780599, -118.3093802 34.1782215, -118.3094217 34.1783153, -118.3094075 34.1784258, -118.3093123 34.1785963)",,
401310421,1,,motorway_link,True,False,93.296,,"LINESTRING (-118.3092242 34.1780599, -118.3093476 34.1781161, -118.309999 34.1785212, -118.3100303 34.178562)",,
178102863,,Angeleno Avenue,secondary,False,True,49.505,,"LINESTRING (-118.3093123 34.1785963, -118.3090487 34.1788283, -118.3089445 34.1789213)",,
"[178102864, 385469098]",,Angeleno Avenue,secondary,True,False,81.642,,"LINESTRING (-118.3093123 34.1785963, -118.309522 34.1784292, -118.3095928 34.1783859, -118.3096962 34.1783774, -118.3099653 34.1785432, -118.3100303 34.178562)",,
30755748,1,,motorway_link,True,False,42.691,65 mph,"LINESTRING (-118.3117045 34.1796355, -118.3118767 34.1797366, -118.3120902 34.1798488)",,
178102874,,East Orange Grove Avenue,secondary,True,False,22.194,,"LINESTRING (-118.3117045 34.1796355, -118.311724 34.1797234, -118.3117261 34.1797678, -118.3116966 34.1798289)",,
"[402510985, 402511009, 402510970]",5,North Glenoaks Boulevard,secondary,False,False,121.05999999999999,,"LINESTRING (-118.3092466 34.1853901, -118.3091553 34.185324, -118.3089393 34.1851678, -118.3087352 34.1850202, -118.3085696 34.1849048, -118.3084715 34.1848285, -118.3082569 34.1846726)",,
"[402525320, 402525322, 402525317]","['4', '5']",Magnolia Boulevard,secondary,False,True,171.657,,"LINESTRING (-118.3092466 34.1853901, -118.3093434 34.1852972, -118.309568 34.1850814, -118.3096345 34.1850178, -118.3098809 34.1847903, -118.3102046 34.1844816, -118.3103923 34.1843101, -118.3104789 34.1842309)",,
402525328,5,East Olive Avenue,secondary,False,False,176.83200000000002,,"LINESTRING (-118.3087203 34.1808896, -118.308797 34.1808227, -118.3091588 34.1804817, -118.3092389 34.1804025, -118.3095123 34.1801351, -118.3098342 34.1798444, -118.3099047 34.1797875, -118.31001 34.1797122)",,
"[402525336, 402525333]",5,East Olive Avenue,secondary,False,True,170.63,,"LINESTRING (-118.3087203 34.1808896, -118.3086684 34.1809386, -118.3084056 34.181187, -118.308275 34.1813075, -118.3081548 34.181417, -118.3079632 34.1815954, -118.3077082 34.1818423, -118.3075655 34.1820014, -118.3075165 34.182056)",,
522497633,2,North San Fernando Boulevard,unclassified,True,False,125.628,,"LINESTRING (-118.3087203 34.1808896, -118.3088331 34.1809717, -118.3092468 34.1812727, -118.3096741 34.1815816, -118.3097457 34.1816358)",,
1110133181,2,South San Fernando Boulevard,unclassified,False,True,126.887,,"LINESTRING (-118.3087203 34.1808896, -118.3086112 34.1808054, -118.3081996 34.180495, -118.307804 34.1801972, -118.3077032 34.1801188)",,
523787411,,South Front Street,secondary,False,True,13.441,,"LINESTRING (-118.3095887 34.177267, -118.3096956 34.1773494)",,
"[405561846, 405561847, 405561848, 524480313, 405560406, 185887421, 185887422]","['3', '2']","['South Front Street', 'East Verdugo Avenue']",secondary,False,False,327.18600000000004,,"LINESTRING (-118.3095887 34.177267, -118.3092313 34.1770145, -118.3090128 34.1768601, -118.3084093 34.1764337, -118.3083449 34.1763982, -118.3082334 34.1763909, -118.3081881 34.1764097, -118.3081365 34.176431, -118.3076827 34.1768553, -118.3075719 34.1769587, -118.3075468 34.1769821, -118.3073734 34.177144, -118.3072155 34.1772913, -118.3070957 34.1774031, -118.3070039 34.1774888)",,
167711470,,East Providencia Avenue,residential,False,True,171.449,,"LINESTRING (-118.3025726 34.1784991, -118.3027613 34.1783154, -118.3029722 34.178111, -118.3030117 34.1780741, -118.3031097 34.1779828, -118.3032135 34.1778859, -118.303385 34.1777259, -118.303428 34.1776808, -118.3037381 34.1773866, -118.3037934 34.1773342)",,
205424195,,3rd Street,residential,False,True,113.974,,"LINESTRING (-118.3025726 34.1784991, -118.3026508 34.1785527, -118.3030495 34.178826, -118.3034587 34.179129, -118.3035112 34.1791679)",,
167711470,,East Providencia Avenue,residential,False,True,8.848,,"LINESTRING (-118.3037934 34.1773342, -118.3038586 34.1772757)",,
167711470,,East Providencia Avenue,residential,False,False,171.449,,"LINESTRING (-118.3037934 34.1773342, -118.3037381 34.1773866, -118.303428 34.1776808, -118.303385 34.1777259, -118.3032135 34.1778859, -118.3031097 34.1779828, -118.3030117 34.1780741, -118.3029722 34.178111, -118.3027613 34.1783154, -118.3025726 34.1784991)",,
"[402513665, 402513661, 402513670]","['3', '2']",South San Fernando Boulevard,primary,True,False,114.025,,"LINESTRING (-118.3037934 34.1773342, -118.3038667 34.1773869, -118.3039751 34.1774648, -118.3043529 34.1777338, -118.3045682 34.1778952, -118.3047223 34.178013)",,
"[973571674, 178102868, 604110893]",2,Bonnywood Place,secondary,True,False,194.866,,"LINESTRING (-118.3100303 34.178562, -118.3100719 34.1785922, -118.3106286 34.1789427, -118.3108708 34.1791004, -118.3114397 34.1794655, -118.3117045 34.1796355)",,
"[402510941, 402510974]","['4', '5']",South Glenoaks Boulevard,secondary,False,True,57.958000000000006,30 mph,"LINESTRING (-118.3018267 34.1799755, -118.3019118 34.1800413, -118.302024 34.1801281, -118.3021255 34.1802066, -118.3021629 34.1802338, -118.3022916 34.1803272)",,
133801384,,3rd Street,residential,False,False,120.048,,"LINESTRING (-118.3104789 34.1842309, -118.3103735 34.1841544, -118.3099611 34.1838552, -118.3098996 34.1838113, -118.3095745 34.1835828, -118.3094918 34.1835247)",,
"[402525320, 402525322, 402525317]","['4', '5']",Magnolia Boulevard,secondary,False,False,171.657,,"LINESTRING (-118.3104789 34.1842309, -118.3103923 34.1843101, -118.3102046 34.1844816, -118.3098809 34.1847903, -118.3096345 34.1850178, -118.309568 34.1850814, -118.3093434 34.1852972, -118.3092466 34.1853901)",,
402525323,4,Magnolia Boulevard,secondary,False,True,59.46,,"LINESTRING (-118.3104789 34.1842309, -118.3105548 34.184157, -118.3108976 34.1838235)",,
674609830,,3rd Street,residential,False,True,116.821,,"LINESTRING (-118.3104789 34.1842309, -118.3106008 34.1843183, -118.3114385 34.1849191)",,
674609830,,3rd Street,residential,False,False,116.851,,"LINESTRING (-118.3123847 34.1856201, -118.3123177 34.1855689, -118.3119239 34.1852678, -118.3114385 34.1849191)",,
402525318,4,Magnolia Boulevard,secondary,False,False,43.492000000000004,,"LINESTRING (-118.3117093 34.1830644, -118.3116398 34.1831282, -118.3113927 34.1833549)",,
402525318,4,Magnolia Boulevard,secondary,False,True,43.492000000000004,,"LINESTRING (-118.3113927 34.1833549, -118.3116398 34.1831282, -118.3117093 34.1830644)",,
951209543,2,Magnolia Boulevard,secondary,True,False,72.21000000000001,,"LINESTRING (-118.3113927 34.1833549, -118.3113073 34.183371, -118.3112095 34.1834629, -118.3109116 34.1837426, -118.3108976 34.1838235)",,
402525319,2,Magnolia Boulevard,secondary,True,False,73.292,,"LINESTRING (-118.3108976 34.1838235, -118.3110107 34.1838055, -118.3113863 34.1834352, -118.3113927 34.1833549)",,
402525323,4,Magnolia Boulevard,secondary,False,False,59.46,,"LINESTRING (-118.3108976 34.1838235, -118.3105548 34.184157, -118.3104789 34.1842309)",,
674609830,,3rd Street,residential,False,False,116.821,,"LINESTRING (-118.3114385 34.1849191, -118.3106008 34.1843183, -118.3104789 34.1842309)",,
674609830,,3rd Street,residential,False,True,116.851,,"LINESTRING (-118.3114385 34.1849191, -118.3119239 34.1852678, -118.3123177 34.1855689, -118.3123847 34.1856201)",,
1023148254,,East Cedar Avenue,residential,False,False,9.688,,"LINESTRING (-118.3031816 34.1767705, -118.3031095 34.176834)",,
167711470,,East Providencia Avenue,residential,False,False,8.848,,"LINESTRING (-118.3038586 34.1772757, -118.3037934 34.1773342)",,
1023148255,2,South San Fernando Boulevard,primary,True,False,83.872,,"LINESTRING (-118.3038586 34.1772757, -118.3037771 34.1772141, -118.3035761 34.1770622, -118.3031816 34.1767705)",,
167711466,,Santa Anita Avenue,residential,False,False,9.14,,"LINESTRING (-118.3047893 34.1779523, -118.3047223 34.178013)",,
"[1023148257, 1023148258]","['3', '2']",South San Fernando Boulevard,primary,True,False,113.977,,"LINESTRING (-118.3047893 34.1779523, -118.3040531 34.1774149, -118.3039372 34.1773319, -118.3038586 34.1772757)",,
1023148259,,Santa Anita Avenue,residential,False,True,176.715,,"LINESTRING (-118.3047893 34.1779523, -118.3048486 34.1778992, -118.3052515 34.1775381, -118.3056154 34.177203, -118.3058934 34.176947, -118.3059818 34.1768656, -118.30608 34.1767753)",,
402513675,5,South San Fernando Boulevard,primary,False,False,45.218,,"LINESTRING (-118.3053684 34.1784159, -118.3056448 34.1786318, -118.3057268 34.1786942)",,
"[1023148260, 1023148245]","['3', '2']",South San Fernando Boulevard,primary,True,False,74.719,,"LINESTRING (-118.3053684 34.1784159, -118.3053057 34.1783233, -118.3049711 34.1780839, -118.3048576 34.1780018, -118.3047893 34.1779523)",,
167710851,,North Sixth Street,residential,False,False,10.782,,"LINESTRING (-118.3038583 34.1855535, -118.3038344 34.1855357, -118.3037711 34.1854887)",,
1263608511,1,East Olive Avenue,tertiary,True,False,170.624,,"LINESTRING (-118.3038583 34.1855535, -118.3039094 34.185506, -118.3044226 34.1850289, -118.3050368 34.1844578, -118.3050913 34.1844071)",,
5135508,,North 5th Street,residential,False,False,12.089,,"LINESTRING (-118.3050913 34.1844071, -118.3050651 34.1843881, -118.3049937 34.1843343)",,
5135508,,North 5th Street,residential,False,True,119.068,,"LINESTRING (-118.3050913 34.1844071, -118.3051563 34.1844541, -118.3055553 34.1847431, -118.3055727 34.1847567, -118.3059856 34.1850587, -118.3060625 34.185115)",,
1263608511,1,East Olive Avenue,tertiary,True,False,171.04700000000003,,"LINESTRING (-118.3050913 34.1844071, -118.3051441 34.1843578, -118.3057899 34.1837538, -118.3060694 34.1834691, -118.3061899 34.1833215, -118.3062719 34.1832211)",,
172237274,2,East Angeleno Avenue,residential,False,True,172.046,,"LINESTRING (-118.3027579 34.1847672, -118.3028271 34.1847022, -118.3032173 34.1843355, -118.3035168 34.1840538, -118.303938 34.1836575, -118.3039933 34.1836055)",,
1085220558,2,South Sixth Street,residential,False,False,117.73200000000001,,"LINESTRING (-118.3027579 34.1847672, -118.3026981 34.1847236, -118.3022699 34.1844119, -118.3018701 34.1841092, -118.3018033 34.184062)",,
1085220558,2,South Sixth Street,residential,False,True,122.984,,"LINESTRING (-118.3027579 34.1847672, -118.3028539 34.1848371, -118.3032909 34.1851553, -118.3037005 34.185442, -118.3037711 34.1854887)",,
