osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,tunnel,access
690775346,True,,Rua do Comércio,residential,False,50.766,"LINESTRING (-9.1377688 38.7086448, -9.1379682 38.7085966, -9.1383083 38.7085145, -9.1383277 38.7085098)",30,,
98385796,False,2,Rua da Conceição,tertiary,True,36.101,"LINESTRING (-9.1376619 38.7094859, -9.1379859 38.7094084, -9.1380596 38.7093905)",,,
"[906947640, 1169907273, 440221913, 23658287]",False,2,Rua da Conceição,tertiary,"[False, True]",146.927,"LINESTRING (-9.1376619 38.7094859, -9.1373243 38.7095689, -9.1372569 38.7095853, -9.1371516 38.7096109, -9.1368615 38.7096813, -9.136535 38.7097605, -9.1364701 38.7097771, -9.1364525 38.7097812, -9.1363971 38.7097943, -9.1363663 38.7098015, -9.1360454 38.7098793)",,,
23658287,False,,Rua da Conceição,tertiary,False,37.752,"LINESTRING (-9.13563 38.7099803, -9.1356441 38.709977, -9.1357243 38.7099572, -9.1358281 38.709932, -9.135941 38.7099046, -9.1360454 38.7098793)",,,
394617821,False,,Rua da Conceição,tertiary,True,41.81099999999999,"LINESTRING (-9.13563 38.7099803, -9.1355858 38.7099909, -9.1352737 38.7100668, -9.1351698 38.7100918)",,,
394617824,True,2,Rua dos Fanqueiros,secondary,False,42.247,"LINESTRING (-9.13563 38.7099803, -9.1356257 38.7099685, -9.1355184 38.7096714, -9.1354954 38.7096152)",,,
5011571,True,,Rua de São Julião,residential,False,42.714,"LINESTRING (-9.1354954 38.7096152, -9.1354304 38.7096309, -9.1350861 38.7097145, -9.1350253 38.7097292)",,,
394617824,True,2,Rua dos Fanqueiros,secondary,False,44.767,"LINESTRING (-9.1354954 38.7096152, -9.1354803 38.7095783, -9.1353684 38.7093049, -9.1353384 38.7092317)",,,
"[394617824, 690772468, 690772464]",True,2,Rua dos Fanqueiros,secondary,False,60.054,"LINESTRING (-9.1353384 38.7092317, -9.1352588 38.7090382, -9.1352385 38.7089889, -9.1351779 38.7088418, -9.1351742 38.7088297, -9.1351715 38.7088151, -9.1351702 38.7087999, -9.1351686 38.708781, -9.1351661 38.7087373, -9.135164 38.7087119)",,,
690775346,True,,Rua do Comércio,residential,False,220.75,"LINESTRING (-9.1353384 38.7092317, -9.1353415 38.7092311, -9.1354224 38.7092116, -9.1360963 38.7090488, -9.1361282 38.7090411, -9.1361666 38.7090318, -9.136179 38.7090288, -9.1362488 38.709012, -9.1369599 38.7088402, -9.1376738 38.7086677, -9.1377688 38.7086448)",30,,
5011578,True,1,Rua da Madalena,secondary,False,20.201999999999998,"LINESTRING (-9.1351698 38.7100918, -9.1351788 38.7101145, -9.1352042 38.7101781, -9.1352389 38.7102653)",,,
238712799,False,,Largo da Madalena,tertiary,True,29.167,"LINESTRING (-9.1351698 38.7100918, -9.1350802 38.7101519, -9.1350039 38.7102036, -9.1349059 38.7102534)",,,
394617821,False,,Rua da Conceição,tertiary,False,41.811,"LINESTRING (-9.1351698 38.7100918, -9.1352737 38.7100668, -9.1355858 38.7099909, -9.13563 38.7099803)",,,
5011571,True,,Rua de São Julião,residential,False,47.251,"LINESTRING (-9.1350253 38.7097292, -9.1345053 38.7098554)",,,
394648765,True,2,Rua da Madalena,secondary,False,42.22500000000001,"LINESTRING (-9.1350253 38.7097292, -9.1351103 38.7099424, -9.1351484 38.7100381, -9.1351652 38.7100803, -9.1351698 38.7100918)",,,
"[690775346, 5011484]",True,,Rua do Comércio,residential,False,42.376999999999995,"LINESTRING (-9.1348703 38.7093404, -9.1352721 38.7092479, -9.1353384 38.7092317)",30,,
906947638,True,1,Rua da Madalena,secondary,False,45.276,"LINESTRING (-9.1348703 38.7093404, -9.1349992 38.7096637, -9.1350253 38.7097292)",,,
"[906947640, 440221913, 1169907273, 23658287]",False,2,Rua da Conceição,tertiary,"[False, True]",146.92700000000002,"LINESTRING (-9.1360454 38.7098793, -9.1363663 38.7098015, -9.1363971 38.7097943, -9.1364525 38.7097812, -9.1364701 38.7097771, -9.136535 38.7097605, -9.1368615 38.7096813, -9.1371516 38.7096109, -9.1372569 38.7095853, -9.1373243 38.7095689, -9.1376619 38.7094859)",,,
23658287,False,,Rua da Conceição,tertiary,True,37.752,"LINESTRING (-9.1360454 38.7098793, -9.135941 38.7099046, -9.1358281 38.709932, -9.1357243 38.7099572, -9.1356441 38.709977, -9.13563 38.7099803)",,,
"[690775344, 690775346]",True,,Rua do Comércio,residential,False,56.572,"LINESTRING (-9.1383277 38.7085098, -9.1388537 38.7083754, -9.1389468 38.7083503)",30,,
5011570,True,,Praça do Município,residential,False,32.921,"LINESTRING (-9.1389468 38.7083503, -9.1390395 38.7083271, -9.1393085 38.7082609)",,,
"[5011571, 8053252]",True,,"['Rua de São Julião', 'Largo de São Julião']",residential,False,76.443,"LINESTRING (-9.1389468 38.7083503, -9.1389761 38.7084251, -9.1391024 38.7087398, -9.1387604 38.7088228)",,,
"[512397889, 537316848, 23819636, 481786203, 932493439]",False,2,Rua do Arsenal,"['residential', 'secondary']",False,346.66299999999995,"LINESTRING (-9.138127 38.7080072, -9.1385335 38.7079082, -9.1386471 38.7078802, -9.138706 38.7078675, -9.1387639 38.7078573, -9.1388174 38.7078498, -9.1388681 38.7078429, -9.1389154 38.7078375, -9.1389651 38.7078285, -9.1393296 38.70774, -9.1394105 38.707721, -9.1395752 38.7076839, -9.1397334 38.707649, -9.1398018 38.7076316, -9.1398791 38.7076092, -9.1399559 38.7075817, -9.1400632 38.7075393, -9.1401494 38.7075092, -9.1402517 38.7074828, -9.1410441 38.7072949, -9.1414084 38.7072089, -9.1414923 38.7071888, -9.141514 38.7071832, -9.1415921 38.7071653, -9.1417675 38.7071251, -9.1417846 38.7071214, -9.1419391 38.707088)",,,
"[689203546, 23819636]",False,2,Rua do Arsenal,secondary,True,50.125,"LINESTRING (-9.138127 38.7080072, -9.1380711 38.7080197, -9.1378445 38.7080744, -9.1377892 38.7080862, -9.1377429 38.7080914, -9.1376881 38.7080937, -9.137644 38.7080962, -9.1375987 38.7081016, -9.1375665 38.7081082)",,,
95417231,True,,Rua Henriques Nogueira,residential,False,58.537,"LINESTRING (-9.138127 38.7080072, -9.138132 38.7080198, -9.1383277 38.7085098)",,,
5011571,True,,Rua de São Julião,residential,False,76.55799999999999,"LINESTRING (-9.1387604 38.7088228, -9.1380082 38.7090053, -9.1379179 38.7090273)",,,
8157686,True,,Rua Nova do Almada,residential,False,43.263999999999996,"LINESTRING (-9.1387604 38.7088228, -9.1388728 38.7091356, -9.1388899 38.7091827, -9.1388952 38.7091974)",,,
5011595,True,,Rua Nova do Almada,residential,False,79.881,"LINESTRING (-9.1388952 38.7091974, -9.1389003 38.7092106, -9.1391597 38.7098855)",,,
23658617,False,2,Calçada de São Francisco,tertiary,True,176.054,"LINESTRING (-9.1388952 38.7091974, -9.1389719 38.7091757, -9.139049 38.7091511, -9.1391148 38.7091254, -9.1391785 38.7090977, -9.1392314 38.7090674, -9.1392992 38.709025, -9.1393468 38.7089894, -9.1393883 38.7089543, -9.13944 38.7089052, -9.1395077 38.7088387, -9.139556 38.7087859, -9.1395962 38.7087393, -9.1396304 38.7086948, -9.1396666 38.7086393, -9.1397142 38.7085624, -9.1397437 38.7085059, -9.1397739 38.7084311, -9.1397981 38.7083641, -9.1398095 38.7083212, -9.1398222 38.708295, -9.1398302 38.7082841, -9.139843 38.7082699, -9.1398611 38.7082527, -9.1398933 38.7082254, -9.139906 38.7082118, -9.1399161 38.7081946, -9.1399248 38.7081731, -9.1399402 38.708126, -9.1399523 38.708092, -9.139967 38.7080622, -9.1399757 38.7080517, -9.1399959 38.7080334, -9.140022 38.7080146, -9.1400561 38.7080003, -9.1400737 38.7079969)",,,
394623346,False,2,Rua da Conceição,tertiary,True,38.339999999999996,"LINESTRING (-9.1388952 38.7091974, -9.1387968 38.7092215, -9.1384711 38.7092941)",,,
5011577,True,,Rua de São Nicolau,residential,False,36.02,"LINESTRING (-9.1391597 38.7098855, -9.1387631 38.7099812)",,,
146838931,False,,Largo da Boa-Hora,residential,False,11.257,"LINESTRING (-9.1391597 38.7098855, -9.1392869 38.7098656)",,,
"[19657233, 5011595]",True,,"['Rua Garrett', 'Rua Nova do Almada']",residential,False,159.887,"LINESTRING (-9.1391597 38.7098855, -9.1393794 38.7103147, -9.1394666 38.7104877, -9.1396426 38.7109711, -9.1398303 38.7109408, -9.1399432 38.7109224, -9.1400031 38.7109127)",,,
394623346,False,2,Rua da Conceição,tertiary,False,38.339999999999996,"LINESTRING (-9.1384711 38.7092941, -9.1387968 38.7092215, -9.1388952 38.7091974)",,,
1018266314,False,2,Rua da Conceição,tertiary,True,37.279999999999994,"LINESTRING (-9.1384711 38.7092941, -9.1381125 38.7093777, -9.1380596 38.7093905)",,,
224420714,True,,Rua do Crucifixo,residential,False,80.493,"LINESTRING (-9.1387631 38.7099812, -9.1384749 38.7093034, -9.1384711 38.7092941)",,,
"[1018266315, 5019235]",True,,Rua do Crucifixo,residential,False,161.721,"LINESTRING (-9.1387631 38.7099812, -9.1389322 38.7103898, -9.1390053 38.7105848, -9.1390336 38.7106733, -9.1392592 38.7113824)",,,
8493651,False,,Rua da Assunção,residential,False,35.101,"LINESTRING (-9.1392592 38.7113824, -9.1389345 38.7114609, -9.1388728 38.7114759)",,,
40439499,True,1,Rua Serpa Pinto,residential,False,53.733,"LINESTRING (-9.1416404 38.7106616, -9.1417162 38.7111412)",,,
40446231,False,,Rua da Trindade,residential,True,26.099,"LINESTRING (-9.1422186 38.7117484, -9.1421698 38.711735, -9.1421174 38.7117333, -9.1420701 38.7117469, -9.1419388 38.7117971)",,,
336745040,True,,Rua Nova da Trindade,residential,False,85.362,"LINESTRING (-9.1422186 38.7117484, -9.1422307 38.7117302, -9.1422779 38.7116783, -9.1422907 38.7116112, -9.1423153 38.7109958)",,,
20614543,False,2,Rua Vítor Cordon,tertiary,False,65.47999999999999,"LINESTRING (-9.1420118 38.7079675, -9.1419353 38.7079703, -9.1417918 38.7079756, -9.1415281 38.7079854, -9.1412577 38.7079864)",,,
20614628,False,,Rua dos Duques de Bragança,residential,False,17.595,"LINESTRING (-9.1420118 38.7079675, -9.1420111 38.707954, -9.1420034 38.7078094)",,,
20614543,False,2,Rua Vítor Cordon,tertiary,False,18.567,"LINESTRING (-9.1412577 38.7079864, -9.1410441 38.7079765)",,,
20614543,False,2,Rua Vítor Cordon,tertiary,True,65.48,"LINESTRING (-9.1412577 38.7079864, -9.1415281 38.7079854, -9.1417918 38.7079756, -9.1419353 38.7079703, -9.1420118 38.7079675)",,,
40444593,True,,Calçada do Ferragial,residential,False,17.570999999999998,"LINESTRING (-9.1412577 38.7079864, -9.1412565 38.7079651, -9.141247 38.7078286)",,,
20614543,False,2,Rua Vítor Cordon,tertiary,True,84.386,"LINESTRING (-9.1400737 38.7079969, -9.1400958 38.7079947, -9.1401266 38.7079926, -9.1401578 38.7079922, -9.1402118 38.7079957, -9.140315 38.708002, -9.14037 38.7080041, -9.1404572 38.7080052, -9.1405599 38.7080032, -9.1410441 38.7079765)",,,
23658541,True,,Largo da Academia Nacional de Belas Artes,residential,False,58.548,"LINESTRING (-9.1400737 38.7079969, -9.1400752 38.708014, -9.1400977 38.7082781, -9.1400847 38.7085226)",,,
23658617,False,2,Calçada de São Francisco,tertiary,False,176.05399999999997,"LINESTRING (-9.1400737 38.7079969, -9.1400561 38.7080003, -9.140022 38.7080146, -9.1399959 38.7080334, -9.1399757 38.7080517, -9.139967 38.7080622, -9.1399523 38.708092, -9.1399402 38.708126, -9.1399248 38.7081731, -9.1399161 38.7081946, -9.139906 38.7082118, -9.1398933 38.7082254, -9.1398611 38.7082527, -9.139843 38.7082699, -9.1398302 38.7082841, -9.1398222 38.708295, -9.1398095 38.7083212, -9.1397981 38.7083641, -9.1397739 38.7084311, -9.1397437 38.7085059, -9.1397142 38.7085624, -9.1396666 38.7086393, -9.1396304 38.7086948, -9.1395962 38.7087393, -9.139556 38.7087859, -9.1395077 38.7088387, -9.13944 38.7089052, -9.1393883 38.7089543, -9.1393468 38.7089894, -9.1392992 38.709025, -9.1392314 38.7090674, -9.1391785 38.7090977, -9.1391148 38.7091254, -9.139049 38.7091511, -9.1389719 38.7091757, -9.1388952 38.7091974)",,,
20614628,False,,Rua dos Duques de Bragança,residential,True,17.595,"LINESTRING (-9.1420034 38.7078094, -9.1420111 38.707954, -9.1420118 38.7079675)",,,
"[97780016, 41683196, 238163767]",False,2,Rua da Alfândega,tertiary,True,227.32000000000002,"LINESTRING (-9.130985 38.7090353, -9.1310322 38.7090166, -9.1311869 38.7089495, -9.1314317 38.7088422, -9.1314911 38.7088194, -9.1315435 38.708804, -9.1315998 38.7087915, -9.1316416 38.7087861, -9.1317065 38.7087822, -9.1318671 38.7087799, -9.1324937 38.7087642, -9.1325315 38.7087632, -9.1325793 38.7087621, -9.1332228 38.7087481, -9.1333491 38.7087454, -9.1334142 38.7087437, -9.1334491 38.708739, -9.1334745 38.7087303, -9.133515 38.7087083)",,,
40446231,False,,Rua da Trindade,residential,False,26.099,"LINESTRING (-9.1419388 38.7117971, -9.1420701 38.7117469, -9.1421174 38.7117333, -9.1421698 38.711735, -9.1422186 38.7117484)",,,
708668374,True,,Largo Rafael Bordalo Pinheiro,residential,False,70.177,"LINESTRING (-9.1419388 38.7117971, -9.1419066 38.7117888, -9.1418603 38.7117716, -9.1418429 38.7117606, -9.1418227 38.7117464, -9.1418013 38.7117234, -9.1417778 38.7116852, -9.1417537 38.7116282, -9.1416826 38.7114513, -9.1416551 38.7114095, -9.1416149 38.7113802, -9.1415641 38.7113653, -9.1415213 38.7113611, -9.1414669 38.711372)",,,
23658541,True,,Largo da Academia Nacional de Belas Artes,residential,False,77.454,"LINESTRING (-9.1400847 38.7085226, -9.1400504 38.7085262, -9.1400185 38.7085421, -9.1399912 38.7085762, -9.1399773 38.7086049, -9.1399186 38.7088519, -9.1399175 38.7089749, -9.1399698 38.7091655)",,,
20939379,True,,Rua Capelo,residential,False,117.407,"LINESTRING (-9.1401404 38.7097135, -9.1401995 38.7097135, -9.1410959 38.7097143, -9.1414935 38.709716)",,,
20939245,True,1,Rua Serpa Pinto,residential,False,193.415,"LINESTRING (-9.1414935 38.709716, -9.1413725 38.7088742, -9.1412863 38.7082074, -9.1412706 38.7080696, -9.14126 38.7080045, -9.1412577 38.7079864)",,,
"[40439500, 396118613]",True,1,Rua Serpa Pinto,residential,False,105.917,"LINESTRING (-9.1414935 38.709716, -9.1415415 38.7100449, -9.1416404 38.7106616)",,,
906947638,True,1,Rua da Madalena,secondary,False,11.704,"LINESTRING (-9.1348302 38.7092399, -9.1348703 38.7093404)",,,
23658428,True,,Rua das Pedras Negras,residential,False,101.805,"LINESTRING (-9.1332123 38.7100225, -9.1332308 38.7100302, -9.1334165 38.7101079, -9.1336194 38.7101928, -9.1337553 38.7102741, -9.134194 38.71052)",,,
41552557,False,2,Largo da Sé,tertiary,False,39.928,"LINESTRING (-9.1332123 38.7100225, -9.1332583 38.710008, -9.1332948 38.7099908, -9.1333242 38.7099677, -9.1333433 38.7099449, -9.133392 38.709878, -9.1334168 38.7098445, -9.133451 38.7098101, -9.1334847 38.7097911, -9.1335254 38.7097748)",,,
49695163,False,2,Rua Augusto Rosa,tertiary,True,79.536,"LINESTRING (-9.1332123 38.7100225, -9.1331075 38.7100339, -9.13267 38.7100818, -9.1325142 38.7101004, -9.1323584 38.7101227, -9.1323071 38.7101332)",,,
41552557,False,2,Largo da Sé,tertiary,True,39.928000000000004,"LINESTRING (-9.1335254 38.7097748, -9.1334847 38.7097911, -9.133451 38.7098101, -9.1334168 38.7098445, -9.133392 38.709878, -9.1333433 38.7099449, -9.1333242 38.7099677, -9.1332948 38.7099908, -9.1332583 38.710008, -9.1332123 38.7100225)",,,
535782789,False,2,Largo da Sé,tertiary,False,43.464,"LINESTRING (-9.1335254 38.7097748, -9.1335599 38.7097696, -9.1335975 38.7097685, -9.133643 38.7097737, -9.1336976 38.709789, -9.1337528 38.7098111, -9.1337666 38.7098167, -9.1339865 38.7099037)",,,
41552556,True,,Travessa de Santo António da Sé,residential,False,90.633,"LINESTRING (-9.1339865 38.7099037, -9.1339884 38.7098877, -9.134012 38.7096934, -9.1339785 38.7096575, -9.1335429 38.7095883, -9.1335958 38.7093798)",,,
41552558,False,2,Largo de Santo António da Sé,tertiary,False,48.541,"LINESTRING (-9.1339865 38.7099037, -9.1340676 38.709935, -9.1342415 38.7100022, -9.1344879 38.7100973)",,,
535782789,False,2,Largo da Sé,tertiary,True,43.464000000000006,"LINESTRING (-9.1339865 38.7099037, -9.1337666 38.7098167, -9.1337528 38.7098111, -9.1336976 38.709789, -9.133643 38.7097737, -9.1335975 38.7097685, -9.1335599 38.7097696, -9.1335254 38.7097748)",,,
23658441,True,,Travessa do Almada,residential,False,24.894,"LINESTRING (-9.1349059 38.7102534, -9.1348986 38.7102718, -9.1348242 38.710468)",,,
96896581,True,,Largo da Madalena,tertiary_link,False,29.032,"LINESTRING (-9.1349059 38.7102534, -9.1349802 38.7102469, -9.1351265 38.7102552, -9.1352389 38.7102653)",,,
238712799,False,,Largo da Madalena,tertiary,False,29.167,"LINESTRING (-9.1349059 38.7102534, -9.1350039 38.7102036, -9.1350802 38.7101519, -9.1351698 38.7100918)",,,
353326749,False,,Rua de Santo António da Sé,tertiary,True,40.459,"LINESTRING (-9.1349059 38.7102534, -9.1348814 38.710254, -9.1344879 38.7100973)",,,
41684504,True,,Largo do Corpo Santo,residential,False,19.014,"LINESTRING (-9.1421495 38.7070402, -9.1421345 38.7070436, -9.1421145 38.7070481, -9.1419391 38.707088)",,,
"[481834621, 23658390]",True,,Rua de São Mamede,residential,False,117.87400000000001,"LINESTRING (-9.1357651 38.7115855, -9.1357063 38.7115998, -9.1356925 38.7116029, -9.135616 38.7116202, -9.1345321 38.7112131)",,,
394648763,True,1,Rua da Madalena,secondary,False,25.200000000000003,"LINESTRING (-9.1357651 38.7115855, -9.1357841 38.7116332, -9.1358493 38.7118024)",,,
49695163,False,2,Rua Augusto Rosa,tertiary,False,49.699,"LINESTRING (-9.1313235 38.7104706, -9.1314448 38.7104229, -9.1316579 38.7103507, -9.1318452 38.7102864)",,,
"[23658409, 394648772]",True,,"['Rua dos Bacalhoeiros', 'Rua da Padaria']",residential,False,100.349,"LINESTRING (-9.1345053 38.7098554, -9.1344832 38.7092244, -9.1347279 38.7092354, -9.1348302 38.7092399)",,,
444428190,True,,Calçada do Correio Velho,residential,False,54.895,"LINESTRING (-9.1339021 38.710958, -9.134194 38.71052)",,,
"[109150121, 238712798]",True,,"['Rua da Saudade', 'Rua de São Mamede']",residential,False,239.78900000000002,"LINESTRING (-9.1339021 38.710958, -9.1338132 38.7109221, -9.1332746 38.7107064, -9.1326744 38.7104523, -9.1325918 38.7104528, -9.1319759 38.7105525, -9.1317655 38.7105078, -9.1315023 38.7104741, -9.1314473 38.710473, -9.1313676 38.7104715, -9.1313235 38.7104706)",,,
"[5011578, 481834622]",True,1,Rua da Madalena,secondary,False,77.811,"LINESTRING (-9.1354988 38.7109173, -9.1357272 38.7114872, -9.1357651 38.7115855)",,,
23658441,True,,Travessa do Almada,residential,False,49.616,"LINESTRING (-9.1346985 38.7107862, -9.1345321 38.7112131)",,,
23658427,True,,Rua das Pedras Negras,residential,False,70.95400000000001,"LINESTRING (-9.1346985 38.7107862, -9.1354186 38.7109033, -9.1354988 38.7109173)",,,
23658409,True,,Rua da Padaria,residential,False,53.475,"LINESTRING (-9.134194 38.71052, -9.1344168 38.7101996, -9.1344761 38.7101143, -9.1344879 38.7100973)",,,
23658428,True,,Rua das Pedras Negras,residential,False,52.842000000000006,"LINESTRING (-9.134194 38.71052, -9.1346494 38.7107603, -9.1346985 38.7107862)",,,
238712797,True,,Rua de São Mamede,residential,False,8.254,"LINESTRING (-9.1345321 38.7112131, -9.1344476 38.711179)",,,
20939512,True,,Rua da Trindade,residential,False,76.953,"LINESTRING (-9.1411454 38.7121058, -9.1411986 38.7120818, -9.1412501 38.7120613, -9.1418067 38.7118539, -9.1419388 38.7117971)",,,
27175697,True,,Largo do Carmo,residential,False,59.957,"LINESTRING (-9.1408271 38.7116272, -9.1408543 38.7116687, -9.1409159 38.7117612, -9.1411151 38.7120603, -9.1411454 38.7121058)",,,
97362313,True,,Rua do Almirante Pessanha,residential,False,67.804,"LINESTRING (-9.1408271 38.7116272, -9.1406725 38.7113786, -9.140633 38.7113142, -9.1403269 38.711422)",,,
"[40439499, 40444349]",True,1,"['Rua Serpa Pinto', 'Travessa do Carmo']",residential,False,39.604,"LINESTRING (-9.1417162 38.7111412, -9.1417294 38.7112211, -9.1417333 38.7112501, -9.1417299 38.7112614, -9.1417229 38.7112704, -9.1417105 38.7112775, -9.1415215 38.7113526, -9.1414669 38.711372)",,,
23658901,True,,Travessa da Trindade,residential,False,54.440999999999995,"LINESTRING (-9.1423153 38.7109958, -9.1422602 38.7110083, -9.1417644 38.7111306, -9.1417162 38.7111412)",,,
238712798,True,,Rua de São Mamede,residential,False,3.174,"LINESTRING (-9.1339339 38.7109721, -9.1339021 38.710958)",,,
23735184,False,,Largo do Chão do Loureiro,residential,False,34.668,"LINESTRING (-9.1357366 38.7118572, -9.135633 38.7119071, -9.1353677 38.7119714)",,,
"[243303984, 102019556]",False,,Largo Adelino Amaro da Costa,residential,False,11.908999999999999,"LINESTRING (-9.1357366 38.7118572, -9.135788 38.7118163, -9.1358493 38.7118024)",,,
23735178,True,,Calçada do Conde de Penafiel,residential,False,80.081,"LINESTRING (-9.1344491 38.7119437, -9.1344138 38.7117573, -9.13446 38.7116737, -9.1344082 38.7115818, -9.1341297 38.7113199)",,,
"[245991057, 997889726, 245988255]",True,,"['Costa do Castelo', 'Rua do Milagre de Santo António']",residential,False,149.26399999999998,"LINESTRING (-9.1344491 38.7119437, -9.1343291 38.7118331, -9.1340838 38.7116914, -9.1339095 38.7116231, -9.1335752 38.7115877, -9.1333168 38.7115581, -9.1331917 38.7115438, -9.1328971 38.7114701)",,,
109150123,True,,Rua de Santiago,residential,False,118.846,"LINESTRING (-9.1321082 38.7112062, -9.1319876 38.7111544, -9.1318422 38.7111147, -9.131658 38.7111269, -9.1314547 38.7112019, -9.1311936 38.7113796, -9.1309441 38.7115382)",,,
"[23735184, 481834620]",False,,Largo do Chão do Loureiro,residential,False,23.424999999999997,"LINESTRING (-9.1353677 38.7119714, -9.1352412 38.7120022, -9.1351118 38.7120384)",,,
23735184,False,,Largo do Chão do Loureiro,residential,True,34.668,"LINESTRING (-9.1353677 38.7119714, -9.135633 38.7119071, -9.1357366 38.7118572)",,,
"[172016439, 394617823]",True,1,"['Largo do Contador-Mor', 'Rua de Santiago']",residential,False,30.134,"LINESTRING (-9.1309441 38.7115382, -9.1310072 38.7116589, -9.1309705 38.7117966)",,,
395654319,True,,Largo do Contador-Mor,residential,False,9.791,"LINESTRING (-9.1314652 38.7120069, -9.1315025 38.7119238)",,,
181484819,False,,Travessa do Almargem,residential,True,8.154,"LINESTRING (-9.1320728 38.7095232, -9.1320963 38.7094522)",,,
23735234,True,,Cruzes da Sé,residential,False,134.955,"LINESTRING (-9.1320728 38.7095232, -9.1320983 38.7095265, -9.132128 38.7095319, -9.1321576 38.709539, -9.1323829 38.7095989, -9.1324192 38.7096074, -9.1324543 38.709615, -9.1324893 38.7096217, -9.1325156 38.7096253, -9.1325446 38.7096271, -9.1325754 38.7096274, -9.1326162 38.7096258, -9.1326516 38.7096236, -9.1327053 38.7096187, -9.1329571 38.7095953, -9.1330163 38.709591, -9.1330607 38.7095889, -9.1331058 38.7095898, -9.1331652 38.7095952, -9.1332096 38.7096019, -9.1332536 38.7096111, -9.1332818 38.7096172, -9.1333353 38.7096369, -9.133371 38.709655, -9.133401 38.7096726, -9.133431 38.7096936, -9.1334612 38.7097171, -9.1335141 38.7097646, -9.1335254 38.7097748)",,,
49695163,False,2,Rua Augusto Rosa,tertiary,False,79.53599999999999,"LINESTRING (-9.1323071 38.7101332, -9.1323584 38.7101227, -9.1325142 38.7101004, -9.13267 38.7100818, -9.1331075 38.7100339, -9.1332123 38.7100225)",,,
49695163,False,2,Rua Augusto Rosa,tertiary,True,43.548,"LINESTRING (-9.1323071 38.7101332, -9.132289 38.7101394, -9.1318452 38.7102864)",,,
27023140,False,,Rua da Saudade,residential,False,114.99700000000001,"LINESTRING (-9.1328971 38.7114701, -9.1330352 38.7108815, -9.1325237 38.7107065)",,,
172016436,True,,Largo dos Lóios,residential,False,75.313,"LINESTRING (-9.1328971 38.7114701, -9.1328428 38.7114204, -9.1324281 38.7113043, -9.1321082 38.7112062)",,,
27023140,False,,Rua da Saudade,residential,True,114.99700000000001,"LINESTRING (-9.1325237 38.7107065, -9.1330352 38.7108815, -9.1328971 38.7114701)",,,
40444349,True,,Travessa do Carmo,residential,False,62.366,"LINESTRING (-9.1414669 38.711372, -9.1410446 38.7115332, -9.140899 38.7115977, -9.1408271 38.7116272)",,,
851791442,False,,Rua das Canastras,residential,False,44.292,"LINESTRING (-9.1335958 38.7093798, -9.1330911 38.7093201)",,,
