osmid,bridge,oneway,highway,reversed,length,name,geometry,lanes,ref,maxspeed,access,junction
1103215777,yes,True,motorway_link,False,13.38,,"LINESTRING (-72.6938124 41.764515, -72.6939608 41.7644678)",,,,,
"[68586988, 246567918]",yes,True,secondary,False,94.938,Sigourney Street,"LINESTRING (-72.6938124 41.764515, -72.6938116 41.7646209, -72.6938056 41.7649353, -72.6938013 41.7651636, -72.6938009 41.7652032, -72.6938018 41.7652361, -72.6938046 41.7652664, -72.693808 41.7652866, -72.6938137 41.7653064, -72.6938213 41.7653239, -72.6938259 41.7653322, -72.6938329 41.765343, -72.6938476 41.7653624)",,,,,
30327118,yes,True,motorway,False,360.669,,"LINESTRING (-72.6950013 41.7634303, -72.6949232 41.7634717, -72.6948436 41.7635125, -72.694757 41.763556, -72.6944136 41.7637253, -72.6943167 41.7637721, -72.694132 41.7638595, -72.6939206 41.7639575, -72.6936751 41.7640692, -72.6934751 41.7641585, -72.6933316 41.764221, -72.6932535 41.7642541, -72.6931892 41.7642807, -72.6930494 41.7643371, -72.6929284 41.7643846, -72.6927878 41.7644389, -72.6923944 41.7645886, -72.6921445 41.7646819, -72.6920295 41.7647239, -72.6919193 41.7647636, -72.6918126 41.7648014, -72.691708 41.7648377, -72.6916042 41.7648731, -72.6914998 41.7649079, -72.6913934 41.7649428, -72.6912068 41.7650027)",4,I 84;US 6,50 mph,,
17187190,,False,residential,False,125.189,Park Place,"LINESTRING (-72.6958201 41.7628348, -72.695708 41.7625942, -72.6956884 41.7625399, -72.6956755 41.7624745, -72.6956683 41.7620963, -72.6956659 41.7620347, -72.6956538 41.7617259)",,,,,
656588768,,False,secondary,True,260.235,Capitol Avenue,"LINESTRING (-72.6958201 41.7628348, -72.6948883 41.7630729, -72.6938571 41.763338, -72.6937704 41.7633607, -72.693634 41.763389, -72.6934389 41.7634145, -72.6929216 41.7634628, -72.6928134 41.7634728)",,,,,
17172926,,False,residential,False,188.95800000000003,Flower Street,"LINESTRING (-72.6879147 41.7638785, -72.6879208 41.7639699, -72.6879258 41.7642413, -72.6879355 41.7645653, -72.6879369 41.7646124, -72.6879374 41.7646282, -72.6879403 41.7647232, -72.6879414 41.7647565, -72.6879476 41.7649542, -72.6879487 41.7649877, -72.6879743 41.7655772)",,,,,
"[1159675968, 17182010, 1049266731]",,True,residential,False,600.282,"['Babcock Street', 'Russ Street', 'Lawrence Street']","LINESTRING (-72.6879147 41.7638785, -72.6879166 41.7637969, -72.6879238 41.7634854, -72.6879315 41.7631518, -72.6879416 41.7627186, -72.6879451 41.7625684, -72.6879676 41.761667, -72.6879686 41.7616268, -72.687969 41.7616119, -72.6880046 41.7615875, -72.6880329 41.7615681, -72.6880442 41.7615684, -72.6885973 41.7615823, -72.6891311 41.7615971, -72.6891549 41.7615979, -72.6891781 41.7615984, -72.6891962 41.7616039, -72.6892118 41.761617, -72.6892166 41.761631, -72.6892167 41.7616386, -72.6892089 41.7619577, -72.6891582 41.763796)",,,,,
32683697,,False,secondary,True,103.54700000000001,Capitol Avenue,"LINESTRING (-72.6879147 41.7638785, -72.6879896 41.763872, -72.6890173 41.7638071, -72.6891582 41.763796)",,,,,
32683697,,False,secondary,False,106.09100000000001,Capitol Avenue,"LINESTRING (-72.6879147 41.7638785, -72.6878329 41.7638629, -72.6875745 41.7638139, -72.6871957 41.7637576, -72.6869256 41.7637174, -72.6867602 41.7636928, -72.6866653 41.7636753)",,,,,
17187214,,False,tertiary,False,88.785,Asylum Place,"LINESTRING (-72.6880834 41.7680766, -72.6880845 41.7681304, -72.6880956 41.7685629, -72.6881023 41.7688227, -72.6881001 41.7688749)",,,,,
300336241,,False,residential,True,187.18500000000003,Flower Street,"LINESTRING (-72.6880834 41.7680766, -72.6880828 41.7679661, -72.6880604 41.7676054, -72.6880466 41.7673868, -72.688042 41.7673102, -72.6879837 41.7664425, -72.6879834 41.766395)",,,,,
656588772,,False,primary,False,474.34900000000005,Farmington Avenue,"LINESTRING (-72.6880834 41.7680766, -72.688173 41.768073, -72.6888405 41.7680466, -72.6889276 41.7680431, -72.6890882 41.7680368, -72.6892732 41.7680294, -72.6898629 41.768006, -72.6903682 41.767986, -72.6908688 41.7679662, -72.6909644 41.7679624, -72.6909771 41.7679619, -72.691408 41.7679422, -72.6918666 41.767922, -72.693 41.7678607, -72.6930433 41.7678581, -72.693254 41.7678452, -72.6936749 41.7678196, -72.6937918 41.7678143)",,,,,
659143853,,False,primary,True,165.27899999999997,Farmington Avenue,"LINESTRING (-72.6880834 41.7680766, -72.687975 41.7680801, -72.6872009 41.7681104, -72.6862255 41.7681485, -72.6860932 41.7681537)",,,,,
