osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge
10535438,True,motorway_link,False,279.478,"LINESTRING (-120.668341 35.4872618, -120.6692593 35.4879137, -120.6696497 35.4881881, -120.6700609 35.4884699, -120.6704046 35.4887043, -120.6705119 35.4887724, -120.6706214 35.4888341, -120.6707058 35.4888743)",,,,,
"[64378435, 172777678, 1031892303]",True,motorway,False,679.711,"LINESTRING (-120.668341 35.4872618, -120.6693285 35.4878244, -120.6706574 35.4885843, -120.6710156 35.4887892, -120.671488 35.489061, -120.6718348 35.4892678, -120.6722329 35.4895249, -120.6725993 35.4897731, -120.6729562 35.4900333, -120.6733029 35.4903012, -120.6737308 35.4906416, -120.6742297 35.4910324)",2,US 101,El Camino Real,65 mph,yes
365599258,False,tertiary,False,70.445,"LINESTRING (-120.6707058 35.4888743, -120.6710783 35.4883181)",,,Traffic Way,,
1199752177,False,tertiary,True,61.115,"LINESTRING (-120.6707058 35.4888743, -120.670383 35.489357)",,,Traffic Way,,
64378434,True,motorway_link,False,255.975,"LINESTRING (-120.6731208 35.4899003, -120.6725646 35.4893687, -120.672355 35.489208, -120.672109 35.489019, -120.671859 35.488836, -120.671603 35.488657, -120.671342 35.488483, -120.6711771 35.4883789, -120.6710783 35.4883181)",,,,,
"[64378426, 1199752178, 1031892302]",True,motorway,False,457.08399999999995,"LINESTRING (-120.6731208 35.4899003, -120.672727 35.4896135, -120.6724138 35.4893981, -120.6720272 35.4891484, -120.6716397 35.488912, -120.671127 35.4886198, -120.6707696 35.4884179, -120.669549 35.487728, -120.6690723 35.4874507)",2,US 101,El Camino Real,65 mph,yes
365599258,False,tertiary,True,70.445,"LINESTRING (-120.6710783 35.4883181, -120.6707058 35.4888743)",,,Traffic Way,,
305228825,True,motorway_link,False,205.745,"LINESTRING (-120.6710783 35.4883181, -120.6703719 35.4880037, -120.6700197 35.4878443, -120.6696944 35.4876906, -120.6690723 35.4874507)",,,,,
1031892304,False,tertiary,False,20.612000000000002,"LINESTRING (-120.6710783 35.4883181, -120.6711449 35.4882229, -120.671161 35.4881853, -120.6711674 35.4881497)",,,Traffic Way,,
1199752179,True,motorway,False,179.769,"LINESTRING (-120.6690723 35.4874507, -120.6674444 35.4865251)",3,US 101,El Camino Real,65 mph,
"[1199752184, 1199752185, 10548162, 1199752183]",True,motorway_link,False,267.694,"LINESTRING (-120.6674444 35.4865251, -120.6673099 35.4863609, -120.6671807 35.4862734, -120.6668356 35.4860395, -120.6664561 35.4857799, -120.6661752 35.4855728, -120.6658483 35.4853397, -120.6653893 35.4850306, -120.6652315 35.484941)","['1', '2']",,,,yes
10559474,True,motorway_link,False,84.40700000000001,"LINESTRING (-120.6734286 35.4908862, -120.6735223 35.4908132, -120.6735827 35.4907889, -120.6736347 35.4907775, -120.6736983 35.4907787, -120.6737477 35.4907904, -120.6738023 35.4908199, -120.6742297 35.4910324)",,,,,
10567575,False,residential,False,25.352,"LINESTRING (-120.6734286 35.4908862, -120.673337 35.4909974, -120.6732742 35.4910764)",,,Rosario Avenue,,
"[1199752161, 1199752162, 1199752163, 1199752164, 1199752166]",False,secondary,True,323.956,"LINESTRING (-120.6734286 35.4908862, -120.6732948 35.4908173, -120.6730952 35.4907176, -120.6728913 35.4906154, -120.6727018 35.4905199, -120.6724887 35.490413, -120.6718622 35.4900988, -120.6710694 35.4897049, -120.6709008 35.4896194, -120.670383 35.489357)","['4', '3', '5']",,El Camino Real,,
10560940,False,tertiary,False,170.51500000000001,"LINESTRING (-120.6705993 35.4878563, -120.6706426 35.4877651, -120.6706956 35.4876459, -120.6707468 35.4875428, -120.6708032 35.4874571, -120.670875 35.4873659, -120.6709568 35.4872803, -120.6710408 35.4872066, -120.6711441 35.4871316, -120.6712658 35.487051, -120.6713807 35.4869868, -120.671557 35.4868975, -120.6717399 35.4868121, -120.6718279 35.4867601)",,,Santa Lucia Road,,
10575498,False,tertiary,False,63.272999999999996,"LINESTRING (-120.6705993 35.4878563, -120.6708359 35.487955, -120.6710443 35.4880232, -120.6711014 35.4880493, -120.6711304 35.4880749, -120.6711558 35.4881101, -120.6711674 35.4881497)",,,Ardilla Road,,
10575498,False,tertiary,True,157.047,"LINESTRING (-120.6705993 35.4878563, -120.6705139 35.487812, -120.6697868 35.4874267, -120.6691499 35.4870805)",,,Ardilla Road,,
10560940,False,tertiary,False,228.651,"LINESTRING (-120.6718279 35.4867601, -120.6719501 35.4866923, -120.6720425 35.4866385, -120.6721716 35.4865473, -120.6722713 35.4864705, -120.6730841 35.4857789, -120.6731856 35.4856995, -120.67332 35.4856069, -120.6736793 35.4853687)",,,Santa Lucia Road,,
10560940,False,tertiary,True,170.51500000000004,"LINESTRING (-120.6718279 35.4867601, -120.6717399 35.4868121, -120.671557 35.4868975, -120.6713807 35.4869868, -120.6712658 35.487051, -120.6711441 35.4871316, -120.6710408 35.4872066, -120.6709568 35.4872803, -120.670875 35.4873659, -120.6708032 35.4874571, -120.6707468 35.4875428, -120.6706956 35.4876459, -120.6706426 35.4877651, -120.6705993 35.4878563)",,,Santa Lucia Road,,
10563165,False,residential,False,125.16499999999999,"LINESTRING (-120.6718279 35.4867601, -120.6719244 35.4867923, -120.6731071 35.4871869)",,,Venado Avenue,,
10560940,False,tertiary,True,228.65099999999998,"LINESTRING (-120.6736793 35.4853687, -120.67332 35.4856069, -120.6731856 35.4856995, -120.6730841 35.4857789, -120.6722713 35.4864705, -120.6721716 35.4865473, -120.6720425 35.4866385, -120.6719501 35.4866923, -120.6718279 35.4867601)",,,Santa Lucia Road,,
10562846,True,residential,False,154.758,"LINESTRING (-120.6678422 35.4881104, -120.6677795 35.4882048, -120.6677612 35.4882317, -120.6670156 35.4893286)",,,East Mall,,
"[345654136, 867614581, 1199752191]",False,secondary,True,114.26100000000001,"LINESTRING (-120.6678422 35.4881104, -120.6674375 35.4879014, -120.6672213 35.4877829, -120.6669942 35.487656, -120.666792 35.4875409)",5,,El Camino Real,,yes
"[1199752192, 1031892306, 1199752190]",False,secondary,False,78.64000000000001,"LINESTRING (-120.6678422 35.4881104, -120.6680627 35.4882205, -120.6681155 35.4882482, -120.6682506 35.4883151, -120.668583 35.4884796)","['4', '5']",,El Camino Real,,
10567187,False,residential,False,151.149,"LINESTRING (-120.668583 35.4884796, -120.6685032 35.488598, -120.6680119 35.4893281, -120.6678192 35.4896133, -120.6677806 35.4896716)",,,West Mall,,
"[1199752186, 1199752187]",False,secondary,False,97.05999999999999,"LINESTRING (-120.668583 35.4884796, -120.6689539 35.4886617, -120.6691195 35.4887427, -120.6694353 35.4888978, -120.6695013 35.48893)","['4', '5']",,El Camino Real,,
"[1199752192, 1031892306, 1199752190]",False,secondary,True,78.64,"LINESTRING (-120.668583 35.4884796, -120.6682506 35.4883151, -120.6681155 35.4882482, -120.6680627 35.4882205, -120.6678422 35.4881104)","['4', '5']",,El Camino Real,,
10569435,True,residential,False,147.085,"LINESTRING (-120.6695013 35.48893, -120.6691818 35.489407, -120.6687228 35.490091)",,,Entrada Avenue,,
"[1199752169, 1199752167]",True,secondary,False,94.27000000000001,"LINESTRING (-120.6695013 35.48893, -120.6696144 35.4890292, -120.6699691 35.4892014, -120.6702308 35.4893315, -120.670383 35.489357)","['3', '2']",,El Camino Real,,
"[1199752186, 1199752187]",False,secondary,True,97.06,"LINESTRING (-120.6695013 35.48893, -120.6694353 35.4888978, -120.6691195 35.4887427, -120.6689539 35.4886617, -120.668583 35.4884796)","['4', '5']",,El Camino Real,,
1199752177,False,tertiary,False,61.115,"LINESTRING (-120.670383 35.489357, -120.6707058 35.4888743)",,,Traffic Way,,
