osmid,highway,oneway,reversed,length,name,geometry,ref,bridge
"[14517371, 14498924]",residential,False,True,59.006,Fern Trail,"LINESTRING (-105.672731 33.333075, -105.672941 33.333077, -105.6730957 33.3331157, -105.6733171 33.3332353)",,
14510571,residential,False,False,103.753,,"LINESTRING (-105.672731 33.333075, -105.67268 33.333075, -105.672561 33.333049, -105.672393 33.333097, -105.672351 33.333216, -105.672435 33.333305, -105.67258 33.333303, -105.672664 33.333266, -105.672724 33.333148, -105.672731 33.333075)",,
14510571,residential,False,True,103.75300000000001,,"LINESTRING (-105.672731 33.333075, -105.672724 33.333148, -105.672664 33.333266, -105.67258 33.333303, -105.672435 33.333305, -105.672351 33.333216, -105.672393 33.333097, -105.672561 33.333049, -105.67268 33.333075, -105.672731 33.333075)",,
14517712,residential,False,False,75.17699999999999,North Eagle Drive,"LINESTRING (-105.6696048 33.3345822, -105.6695515 33.3347416, -105.6694599 33.3349147, -105.669312 33.335154, -105.6692839 33.3352004)",,
14517712,residential,False,True,62.379,North Eagle Drive,"LINESTRING (-105.6696048 33.3345822, -105.6696199 33.3344713, -105.6696227 33.3343779, -105.6696106 33.3340221)",,
14509034,residential,False,False,36.58,,"LINESTRING (-105.6733171 33.3332353, -105.673344 33.333174, -105.673376 33.333239, -105.673459 33.333256, -105.673605 33.333258)",,
"[14517371, 14498924]",residential,False,False,59.006,Fern Trail,"LINESTRING (-105.6733171 33.3332353, -105.6730957 33.3331157, -105.672941 33.333077, -105.672731 33.333075)",,
14517371,residential,False,True,142.962,Fern Trail,"LINESTRING (-105.6733171 33.3332353, -105.673575 33.3333265, -105.6744336 33.3333948, -105.6748297 33.3334058)",,
14509034,residential,False,True,36.580000000000005,,"LINESTRING (-105.673605 33.333258, -105.673459 33.333256, -105.673376 33.333239, -105.673344 33.333174, -105.6733171 33.3332353)",,
14516918,residential,False,True,14.567,West Street,"LINESTRING (-105.670242 33.328116, -105.670243 33.327985)",,
14512355,residential,False,False,53.449,Jacobs Place,"LINESTRING (-105.670242 33.328116, -105.670093 33.328041, -105.669858 33.328041, -105.669749 33.328146)",,
14516918,residential,False,False,171.30599999999998,West Street,"LINESTRING (-105.670242 33.328116, -105.670241 33.328212, -105.67024 33.328556, -105.67033 33.328657, -105.670439 33.328978, -105.670439 33.329619)",,
14512355,residential,False,True,53.449,Jacobs Place,"LINESTRING (-105.669749 33.328146, -105.669858 33.328041, -105.670093 33.328041, -105.670242 33.328116)",,
14512458,residential,False,False,213.04,Texas Street,"LINESTRING (-105.6707172 33.3308251, -105.6729936 33.3310559)",,
14512458,residential,False,False,180.056,Texas Street,"LINESTRING (-105.6729936 33.3310559, -105.6748619 33.3314865)",,
14512458,residential,False,True,213.04,Texas Street,"LINESTRING (-105.6729936 33.3310559, -105.6707172 33.3308251)",,
14517059,residential,False,False,74.401,Center Street,"LINESTRING (-105.6729936 33.3310559, -105.6729949 33.331725)",,
14517059,residential,False,True,66.539,Center Street,"LINESTRING (-105.6729936 33.3310559, -105.6729644 33.330458)",,
14512458,residential,False,True,180.056,Texas Street,"LINESTRING (-105.6748619 33.3314865, -105.6729936 33.3310559)",,
14512601,secondary,False,False,75.906,Grindstone Canyon Road,"LINESTRING (-105.6748619 33.3314865, -105.6748912 33.3321687)",,
14512601,secondary,False,True,121.44,Grindstone Canyon Road,"LINESTRING (-105.6748619 33.3314865, -105.6749063 33.330395)",,
14512601,secondary,False,False,108.187,Grindstone Canyon Road,"LINESTRING (-105.6750667 33.3279713, -105.675001 33.3289427)",,
14512601,secondary,False,True,94.098,Grindstone Canyon Road,"LINESTRING (-105.6750667 33.3279713, -105.6750564 33.3271251)",,
14513921,residential,False,False,243.99099999999999,Spring Road,"LINESTRING (-105.6750667 33.3279713, -105.6739678 33.3279971, -105.6733945 33.3282119, -105.6726675 33.3286531)",,
