osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,maxspeed
"[15905920, 15907686]",False,"['McKinley Street', 'Prospect Court']",residential,True,198.39,"LINESTRING (-93.2604942 42.5175549, -93.2604897 42.516756, -93.2618264 42.5167569)",,,,
15907144,False,Park Avenue,residential,False,130.47000000000003,"LINESTRING (-93.2604942 42.5175549, -93.2612643 42.5175574, -93.2615597 42.5175583, -93.2616481 42.5175336, -93.2617195 42.5175082, -93.2617723 42.5174627, -93.2618234 42.5174101, -93.2618413 42.5173484, -93.2618412 42.5172762)",,,,
15906069,False,Iowa Street,residential,False,97.311,"LINESTRING (-93.2678883 42.5223263, -93.2690757 42.5223223)",,,,
15906069,False,Iowa Street,residential,True,99.77,"LINESTRING (-93.2678883 42.5223263, -93.2666709 42.5223307)",,,,
320094468,False,River Street,secondary,False,100.801,"LINESTRING (-93.2678883 42.5223263, -93.2678797 42.5232328)",,,,
320094468,False,River Street,secondary,True,98.744,"LINESTRING (-93.2678883 42.5223263, -93.2678967 42.5214383)",,,,
15906069,False,Iowa Street,residential,True,97.311,"LINESTRING (-93.2690757 42.5223223, -93.2678883 42.5223263)",,,,
15907719,False,Cedar Street,residential,True,98.088,"LINESTRING (-93.2690757 42.5223223, -93.2690853 42.5214402)",,,,
15907719,False,Cedar Street,residential,False,257.63199999999995,"LINESTRING (-93.2690757 42.5223223, -93.2690731 42.5228002, -93.2690704 42.5232837, -93.2691061 42.5234059, -93.2691618 42.5235007, -93.2692305 42.523562, -93.2693601 42.5236356, -93.2700783 42.523825, -93.270161 42.5238592, -93.2702216 42.5239039, -93.2702604 42.5239692, -93.2702607 42.5241298)",,,,
15906069,False,Iowa Street,residential,False,98.09,"LINESTRING (-93.2605614 42.5223522, -93.2617583 42.522348)",,,,
52013543,False,Talbott Street,residential,True,98.864,"LINESTRING (-93.2605614 42.5223522, -93.2605662 42.5214631)",,,,
"[15907067, 52013543]",False,"['Talbott Street', 'Hickory Street']",residential,False,194.04500000000002,"LINESTRING (-93.2605614 42.5223522, -93.2605567 42.523217, -93.2617511 42.5232196)",,,,
15906069,False,Iowa Street,residential,False,99.95,"LINESTRING (-93.2617583 42.522348, -93.2629779 42.5223437)",,,,
15906069,False,Iowa Street,residential,True,98.09,"LINESTRING (-93.2617583 42.522348, -93.2605614 42.5223522)",,,,
15906800,False,Fremont Street,residential,False,96.919,"LINESTRING (-93.2617583 42.522348, -93.2617511 42.5232196)",,,,
15906800,False,Fremont Street,residential,True,100.711,"LINESTRING (-93.2617583 42.522348, -93.2617617 42.5219321, -93.2617657 42.5214423)",,,,
15906069,False,Iowa Street,residential,False,99.45,"LINESTRING (-93.2629779 42.5223437, -93.2641914 42.5223394)",,,,
15906069,False,Iowa Street,residential,True,99.95,"LINESTRING (-93.2629779 42.5223437, -93.2617583 42.522348)",,,,
320094463,False,Oak Street,primary,False,97.689,"LINESTRING (-93.2629779 42.5223437, -93.2629672 42.5232222)",2,US 65,,
320094463,False,Oak Street,primary,True,100.64699999999999,"LINESTRING (-93.2629779 42.5223437, -93.262983 42.5219262, -93.2629889 42.5214386)",2,US 65,,
15906069,False,Iowa Street,residential,False,97.328,"LINESTRING (-93.2641914 42.5223394, -93.265379 42.522335)",,,,
15906069,False,Iowa Street,residential,True,99.45,"LINESTRING (-93.2641914 42.5223394, -93.2629779 42.5223437)",,,,
15907423,False,Stevens Street,residential,False,98.454,"LINESTRING (-93.2641914 42.5223394, -93.2641837 42.5232248)",,,,
15907423,False,Stevens Street,residential,True,100.834,"LINESTRING (-93.2641914 42.5223394, -93.264195 42.5219263, -93.2641992 42.5214326)",,,,
15906069,False,Iowa Street,residential,False,7.4,"LINESTRING (-93.265379 42.522335, -93.2654693 42.5223347)",,,,
15906069,False,Iowa Street,residential,True,97.328,"LINESTRING (-93.265379 42.522335, -93.2641914 42.5223394)",,,,
196196006,True,Main Street,secondary,False,99.243,"LINESTRING (-93.265379 42.522335, -93.265373 42.5232275)",,,,
15906069,False,Iowa Street,residential,False,99.77,"LINESTRING (-93.2666709 42.5223307, -93.2678883 42.5223263)",,,,
15906069,False,Iowa Street,residential,True,98.475,"LINESTRING (-93.2666709 42.5223307, -93.2654693 42.5223347)",,,,
15907166,False,College Street,residential,False,100.02,"LINESTRING (-93.2666709 42.5223307, -93.2666676 42.5232302)",,,,
15907166,False,College Street,residential,True,99.442,"LINESTRING (-93.2666709 42.5223307, -93.2666741 42.5214364)",,,,
156991607,False,South Oak Street,primary,False,109.489,"LINESTRING (-93.2628959 42.5163005, -93.2629396 42.5165439, -93.2629942 42.516898, -93.2630046 42.5171759, -93.2630085 42.5172806)",2,US 65,,
15907144,False,Park Avenue,residential,True,47.839,"LINESTRING (-93.2630085 42.5172806, -93.2624248 42.5172806)",,,,
156991607,False,South Oak Street,primary,False,36.906,"LINESTRING (-93.2630085 42.5172806, -93.2630086 42.5176125)",2,US 65,,
156991607,False,South Oak Street,primary,True,109.489,"LINESTRING (-93.2630085 42.5172806, -93.2630046 42.5171759, -93.2629942 42.516898, -93.2629396 42.5165439, -93.2628959 42.5163005)",2,US 65,,
156991607,False,South Oak Street,primary,True,36.906,"LINESTRING (-93.2630086 42.5176125, -93.2630085 42.5172806)",2,US 65,,
15907140,False,Park Avenue,secondary,False,103.106,"LINESTRING (-93.2630086 42.5176125, -93.2635871 42.5175436, -93.2642444 42.5174405)",,,,
"[92254770, 15906605, 156991607]",False,"['South Oak Street', 'Oak Street']",primary,False,121.06899999999999,"LINESTRING (-93.2630086 42.5176125, -93.263006 42.5176929, -93.2630201 42.5185751, -93.2630223 42.5187012)","['3', '2']",US 65,yes,20 mph
15906174,False,River Street,secondary,False,103.314,"LINESTRING (-93.2679227 42.5187033, -93.2679139 42.5196324)",,,,
15906998,False,Railroad Street,residential,False,58.755,"LINESTRING (-93.2679227 42.5187033, -93.2686396 42.5187034)",,,,
15906998,False,Railroad Street,residential,True,101.512,"LINESTRING (-93.2679227 42.5187033, -93.2666841 42.5187026)",,,,
"[92254761, 15906174, 1056667647]",False,"['South River Street', 'River Street']",secondary,True,167.61200000000002,"LINESTRING (-93.2679227 42.5187033, -93.2679256 42.5182133, -93.2679937 42.5180566, -93.2681071 42.5178935, -93.2681974 42.5177713, -93.2684294 42.5174572, -93.2684811 42.5173844, -93.2685452 42.5173071)",,,yes,
15906174,False,River Street,secondary,True,103.314,"LINESTRING (-93.2679139 42.5196324, -93.2679227 42.5187033)",,,,
92254767,False,Washington Avenue,secondary,True,97.126,"LINESTRING (-93.2679139 42.5196324, -93.269099 42.519634)",2,CR D20,,
320094468,False,River Street,secondary,False,103.369,"LINESTRING (-93.2679139 42.5196324, -93.2679093 42.5201161, -93.2679077 42.5202842, -93.267905 42.520562)",,,,
320094490,False,Washington Avenue,secondary,False,101.125,"LINESTRING (-93.2679139 42.5196324, -93.2672859 42.5196315, -93.26668 42.5196306)",2,CR D20,,
102344798,False,Estes Street,residential,False,95.707,"LINESTRING (-93.267905 42.520562, -93.2690728 42.5205636)",2,,,
102344798,False,Estes Street,residential,True,100.616,"LINESTRING (-93.267905 42.520562, -93.2666773 42.5205603)",2,,,
320094468,False,River Street,secondary,False,97.443,"LINESTRING (-93.267905 42.520562, -93.2678967 42.5214383)",,,,
320094468,False,River Street,secondary,True,103.369,"LINESTRING (-93.267905 42.520562, -93.2679077 42.5202842, -93.2679093 42.5201161, -93.2679139 42.5196324)",,,,
15907432,False,Rocksylvania Avenue,residential,False,100.197,"LINESTRING (-93.2678967 42.5214383, -93.2666741 42.5214364)",,,,
15907432,False,Rocksylvania Avenue,residential,True,97.41,"LINESTRING (-93.2678967 42.5214383, -93.2690853 42.5214402)",,,,
320094468,False,River Street,secondary,False,98.744,"LINESTRING (-93.2678967 42.5214383, -93.2678883 42.5223263)",,,,
320094468,False,River Street,secondary,True,97.443,"LINESTRING (-93.2678967 42.5214383, -93.267905 42.520562)",,,,
15907067,False,Hickory Street,residential,True,99.333,"LINESTRING (-93.2678797 42.5232328, -93.2666676 42.5232302)",,,,
320094468,False,River Street,secondary,False,98.844,"LINESTRING (-93.2678797 42.5232328, -93.2678712 42.5241217)",,,,
320094468,False,River Street,secondary,True,100.801,"LINESTRING (-93.2678797 42.5232328, -93.2678883 42.5223263)",,,,
320094468,False,River Street,secondary,False,100.345,"LINESTRING (-93.2678712 42.5241217, -93.2678626 42.5250241)",,,,
320094468,False,River Street,secondary,True,98.844,"LINESTRING (-93.2678712 42.5241217, -93.2678797 42.5232328)",,,,
320094487,False,Union Street,secondary,True,98.897,"LINESTRING (-93.2678712 42.5241217, -93.2666644 42.5241204)",,,,
1056664800,False,Union Street,tertiary,False,99.095,"LINESTRING (-93.2678712 42.5241217, -93.2690804 42.5241262)",,,,
15907065,False,Pierce Street,tertiary,False,98.461,"LINESTRING (-93.2678626 42.5250241, -93.2666611 42.525024)",,,,
320094468,False,River Street,secondary,True,100.345,"LINESTRING (-93.2678626 42.5250241, -93.2678712 42.5241217)",,,,
1056664803,False,Pierce Street,residential,True,83.948,"LINESTRING (-93.2678626 42.5250241, -93.268887 42.5250241)",,,,
15906255,False,Main Street,residential,False,50.607,"LINESTRING (-93.2654781 42.5182471, -93.2654729 42.5187022)",,,,
15906255,False,Main Street,residential,True,50.607,"LINESTRING (-93.2654729 42.5187022, -93.2654781 42.5182471)",,,,
15906998,False,Railroad Street,residential,False,99.266,"LINESTRING (-93.2654729 42.5187022, -93.2666841 42.5187026)",,,,
15906255,False,Main Street,residential,False,103.048,"LINESTRING (-93.2654729 42.5187022, -93.2654671 42.5191961, -93.2654621 42.5196289)",,,,
15906998,False,Railroad Street,residential,True,102.455,"LINESTRING (-93.2654729 42.5187022, -93.2649804 42.518702, -93.2642228 42.5187017)",,,,
320094490,False,Washington Avenue,secondary,False,102.224,"LINESTRING (-93.2654621 42.5196289, -93.2642148 42.5196271)",2,CR D20,,
320094490,False,Washington Avenue,secondary,True,99.814,"LINESTRING (-93.2654621 42.5196289, -93.26668 42.5196306)",2,CR D20,,
15906255,False,Main Street,residential,True,103.048,"LINESTRING (-93.2654621 42.5196289, -93.2654671 42.5191961, -93.2654729 42.5187022)",,,,
1056664801,False,Main Street,secondary,False,103.382,"LINESTRING (-93.2654621 42.5196289, -93.2654565 42.5201135, -93.2654513 42.5205586)",,,,
102344798,False,Estes Street,residential,False,100.477,"LINESTRING (-93.2654513 42.5205586, -93.2666773 42.5205603)",2,,,
102344798,False,Estes Street,residential,True,102.001,"LINESTRING (-93.2654513 42.5205586, -93.2642067 42.520557)",2,,,
