osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction,access,tunnel
992323806,Wentworth Terrace,tertiary,30 mph,False,False,17.679,,,"LINESTRING (-1.5032335 53.6867576, -1.5030044 53.6868405)",,,
84017509,Bond Street,primary,30 mph,False,True,65.188,3,A650,"LINESTRING (-1.5032335 53.6867576, -1.5031974 53.6867008, -1.5031669 53.686653, -1.5031592 53.6864066, -1.5031648 53.6861786)",,,
3996610,Wood Street,unclassified,,False,False,53.334,,,"LINESTRING (-1.5002617 53.6836002, -1.5005061 53.6837311, -1.500684 53.6838304, -1.5008557 53.6839262)",,,
4006364,Cross Street,unclassified,,True,False,90.21199999999999,,,"LINESTRING (-1.5002617 53.6836002, -1.5000906 53.6837061, -1.5000598 53.6837403, -1.5000095 53.6837746, -1.4996038 53.6840318, -1.499581 53.6840588, -1.4993624 53.6842091)",,,
4318194,Wood Street,unclassified,,False,True,104.40100000000001,,,"LINESTRING (-1.5002617 53.6836002, -1.4992287 53.6830476, -1.4990852 53.6829709)",,,
4006288,Marygate,unclassified,,False,True,97.36800000000001,2,,"LINESTRING (-1.4990852 53.6829709, -1.4991904 53.6828697, -1.4992979 53.6827663, -1.4993807 53.6826878, -1.4994711 53.6826021, -1.4995722 53.6825205, -1.4997054 53.6824614, -1.4997902 53.6824382, -1.4999064 53.6824165, -1.5000954 53.6823924)",,,
4318194,Wood Street,unclassified,,False,False,104.40100000000001,,,"LINESTRING (-1.4990852 53.6829709, -1.4992287 53.6830476, -1.5002617 53.6836002)",,,
"[4821083, 4318220]",Bull Ring,unclassified,,False,False,101.72199999999998,,,"LINESTRING (-1.4990852 53.6829709, -1.4989163 53.6830998, -1.4988392 53.6831587, -1.498672 53.6832911, -1.4985893 53.6833566, -1.4983682 53.6835372, -1.4983451 53.683556, -1.4981758 53.6837099)",,,
4006294,Queen Street,unclassified,,True,False,52.407,,,"LINESTRING (-1.5000954 53.6823924, -1.4998649 53.6819413)",,,
4006288,Marygate,unclassified,,False,False,97.368,2,,"LINESTRING (-1.5000954 53.6823924, -1.4999064 53.6824165, -1.4997902 53.6824382, -1.4997054 53.6824614, -1.4995722 53.6825205, -1.4994711 53.6826021, -1.4993807 53.6826878, -1.4992979 53.6827663, -1.4991904 53.6828697, -1.4990852 53.6829709)",,,
4006288,Marygate,unclassified,,False,True,37.446,2,,"LINESTRING (-1.5000954 53.6823924, -1.5002695 53.6823715, -1.5004121 53.6823544, -1.5006518 53.6823231)",,,
414516747,Westgate,unclassified,,False,True,12.645,2,,"LINESTRING (-1.5006518 53.6823231, -1.5008397 53.6822997)",,,
4006248,Market Street,unclassified,,True,False,225.893,,,"LINESTRING (-1.5006518 53.6823231, -1.5004221 53.681745, -1.5003176 53.6815216, -1.5001689 53.6812999, -1.4997899 53.6804974, -1.4997661 53.6804422, -1.4997472 53.680409, -1.4997295 53.680388, -1.4997092 53.680374)",,,
4006288,Marygate,unclassified,,False,False,37.446,2,,"LINESTRING (-1.5006518 53.6823231, -1.5004121 53.6823544, -1.5002695 53.6823715, -1.5000954 53.6823924)",,,
4006371,Bell Street,primary,30 mph,False,False,16.102,2,A650,"LINESTRING (-1.503885 53.6848058, -1.5037474 53.6849255)",,,
1173648579,King Street,unclassified,,True,False,45.533,,,"LINESTRING (-1.5024857 53.6839622, -1.5019593 53.6836967)",,,
4007552,Cliff Parade,primary,,True,False,25.537,,A650,"LINESTRING (-1.5024857 53.6839622, -1.5026428 53.6838168, -1.5027094 53.6837756)",,,
61883504,Cheapside,unclassified,,True,False,62.994,,,"LINESTRING (-1.5031437 53.6835164, -1.5024618 53.6831191)",,,
4006285,Cliff Parade,primary,,True,False,34.358000000000004,,A650,"LINESTRING (-1.5031437 53.6835164, -1.5031963 53.6834637, -1.503208 53.6834505, -1.5032397 53.683415, -1.5032612 53.683361, -1.5032705 53.6832925, -1.5032727 53.683224)",,,
55785295,Back Lane,unclassified,,True,False,64.274,,,"LINESTRING (-1.5034488 53.6828417, -1.5035724 53.6827871, -1.5036879 53.6827737, -1.5037991 53.6827483, -1.5041248 53.682608, -1.5041578 53.6825916, -1.5042644 53.6825387)",,,
423494891,Drury Lane,primary,,True,False,114.61600000000001,,A650,"LINESTRING (-1.5034488 53.6828417, -1.5034403 53.6827515, -1.5034211 53.6826612, -1.5033805 53.6825853, -1.5033345 53.6825221, -1.5033109 53.6825023, -1.5031507 53.6823676, -1.5030505 53.6822825, -1.5029825 53.6822109, -1.5029168 53.6821249, -1.5028519 53.6819988, -1.5028368 53.6819724, -1.5027903 53.6819059)",,,
4006252,Westgate,unclassified,,False,False,5.467,,,"LINESTRING (-1.5027903 53.6819059, -1.5027126 53.6819232)",,,
