osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,maxspeed,bridge
25784274,True,2,Via Venticinque Marzo,primary,False,151.31599999999997,"LINESTRING (12.4604727 43.9483981, 12.4603354 43.9482357, 12.4600453 43.9478575, 12.4600076 43.9478219, 12.4599281 43.9477182, 12.4595419 43.9472144)",,,
25784274,True,2,Via Venticinque Marzo,primary,False,98.582,"LINESTRING (12.4614953 43.9488526, 12.4613097 43.9488233, 12.4611412 43.9487739, 12.4608177 43.9486478, 12.4606271 43.9485347, 12.4604727 43.9483981)",,,
226631092,True,1,,primary_link,False,48.417,"LINESTRING (12.4614953 43.9488526, 12.4610499 43.9488561, 12.4609704 43.9488615, 12.4608959 43.9488815)",,,
1257998666,True,,,primary,False,5.404,"LINESTRING (12.4634907 43.9482732, 12.4635124 43.9482546, 12.4635416 43.9482424)",roundabout,,
227220050,True,,Via Ottava Gualdaria,residential,False,20.691,"LINESTRING (12.4638264 43.9481293, 12.4637184 43.9481872, 12.4636374 43.9482546)",,,
767607402,True,2,Via Venticinque Marzo,primary,False,79.11599999999999,"LINESTRING (12.4645456 43.9486271, 12.4644058 43.9485476, 12.4641769 43.9484439, 12.4640375 43.9484015, 12.4638674 43.9483643, 12.463712 43.9483456, 12.4636591 43.9483432)",,,
818426084,False,,Strada delle Tamerici,residential,True,69.541,"LINESTRING (12.4645456 43.9486271, 12.4644874 43.9486439, 12.4643904 43.9486646, 12.4641078 43.9487086, 12.4639656 43.94874, 12.4638507 43.9487774, 12.4637357 43.9488359)",,,
25763278,True,1,Via dei Pini,primary_link,False,64.279,"LINESTRING (12.4608959 43.9488815, 12.460584 43.948605, 12.4604727 43.9483981)",,,
226631078,False,,Via dei Pini,residential,False,98.89,"LINESTRING (12.4608959 43.9488815, 12.4609553 43.9489358, 12.4609879 43.9489624, 12.4612338 43.949281, 12.4612551 43.9493236, 12.4612723 43.949358, 12.4614312 43.9496765)",,,
226631078,False,,Via dei Pini,residential,False,30.49,"LINESTRING (12.4614312 43.9496765, 12.4615458 43.949938)",,,
25763293,False,,Via dei Ginepri,residential,True,86.42699999999999,"LINESTRING (12.4614312 43.9496765, 12.4617523 43.949562, 12.4618775 43.9494787, 12.4622404 43.9491804)",,,
226631078,False,,Via dei Pini,residential,True,98.88999999999999,"LINESTRING (12.4614312 43.9496765, 12.4612723 43.949358, 12.4612551 43.9493236, 12.4612338 43.949281, 12.4609879 43.9489624, 12.4609553 43.9489358, 12.4608959 43.9488815)",,,
25763311,False,,Via Magnolia,residential,False,90.53,"LINESTRING (12.4629075 43.9467227, 12.4624609 43.947219, 12.4624185 43.9474397)",,,
25763305,False,,Via dei Tigli,residential,False,79.366,"LINESTRING (12.4624185 43.9474397, 12.462082 43.9474505, 12.4619017 43.9474346, 12.4616903 43.9473935, 12.4614503 43.9473338)",,,
25763305,False,,Via dei Tigli,residential,True,93.23599999999999,"LINESTRING (12.4624185 43.9474397, 12.4625813 43.9474395, 12.4627552 43.9474445, 12.462957 43.9474828, 12.4631679 43.9475264, 12.4635485 43.9476142)",,,
25763311,False,,Via Magnolia,residential,True,90.53,"LINESTRING (12.4624185 43.9474397, 12.4624609 43.947219, 12.4629075 43.9467227)",,,
25763305,False,,Via dei Tigli,residential,False,93.236,"LINESTRING (12.4635485 43.9476142, 12.4631679 43.9475264, 12.462957 43.9474828, 12.4627552 43.9474445, 12.4625813 43.9474395, 12.4624185 43.9474397)",,,
25763312,False,,Via Cella Vecchia,residential,True,47.994,"LINESTRING (12.4635485 43.9476142, 12.463989 43.9474086, 12.4640618 43.9473971)",,,
25763305,False,,Via dei Tigli,residential,False,62.877,"LINESTRING (12.4609601 43.9472553, 12.4607409 43.9472208, 12.460582 43.9471898, 12.4603412 43.9471429, 12.4602726 43.9471272, 12.4602012 43.9471108)",,,
25763305,False,,Via dei Tigli,residential,True,40.226,"LINESTRING (12.4609601 43.9472553, 12.4611494 43.9472796, 12.4614503 43.9473338)",,,
