osmid,name,highway,maxspeed,oneway,reversed,length,geometry
543913670,Benfield Road,primary,35 mph,False,True,17.999,"LINESTRING (-76.572293 39.0785044, -76.5721006 39.078442)"
11503853,Truck House Road,residential,,False,False,138.66400000000002,"LINESTRING (-76.572293 39.0785044, -76.5722226 39.0788154, -76.572144 39.0791624, -76.5721131 39.0793065, -76.5721026 39.0793556, -76.572029 39.0796995, -76.5720217 39.0797335)"
543913670,Benfield Road,primary,35 mph,False,False,164.20600000000002,"LINESTRING (-76.572293 39.0785044, -76.5732336 39.0787627, -76.5741202 39.0789021)"
11503853,Truck House Road,residential,,False,False,165.716,"LINESTRING (-76.5717757 39.0808826, -76.5716642 39.0814162, -76.5716368 39.0815473, -76.5716283 39.0815879, -76.5714756 39.0822882, -76.5714629 39.082353)"
11503853,Truck House Road,residential,,False,True,129.526,"LINESTRING (-76.5717757 39.0808826, -76.5718529 39.0805219, -76.5719235 39.0801921, -76.5719299 39.0801623, -76.5719754 39.0799495, -76.5720217 39.0797335)"
11510540,Severndale Road,residential,25 mph,False,False,114.12700000000001,"LINESTRING (-76.5717757 39.0808826, -76.57187 39.0808918, -76.5719647 39.0809034, -76.5721409 39.0809247, -76.5721706 39.0809296, -76.5722381 39.0809432, -76.5723339 39.0809689, -76.5723953 39.0809896, -76.5726247 39.0810899, -76.5726926 39.0811326, -76.5729603 39.0812875)"
11518200,Colleen Garden Lane,residential,,False,False,143.554,"LINESTRING (-76.5717757 39.0808826, -76.5716849 39.080868, -76.5715982 39.0808441, -76.5715393 39.0808227, -76.5713354 39.0806665, -76.5712702 39.0806294, -76.5712129 39.0806085, -76.5711473 39.0805922, -76.5709878 39.0805658, -76.5708302 39.0805466, -76.5706217 39.0805186, -76.5702487 39.0804637)"
11503853,Truck House Road,residential,,False,False,390.054,"LINESTRING (-76.5712881 39.0832158, -76.5712902 39.0832894, -76.5712929 39.083348, -76.5713184 39.0835402, -76.5713833 39.0836903, -76.5720439 39.0848852, -76.5720879 39.084996, -76.5721103 39.0850928, -76.5721334 39.0852648, -76.5721251 39.0853723, -76.572099 39.0854886, -76.5720583 39.085605, -76.5719959 39.0857696, -76.5717039 39.0865562)"
11503853,Truck House Road,residential,,False,True,97.122,"LINESTRING (-76.5712881 39.0832158, -76.5713929 39.0827145, -76.5714374 39.082473, -76.5714629 39.082353)"
11518996,Northway,residential,,False,True,110.769,"LINESTRING (-76.5712881 39.0832158, -76.5714008 39.0832203, -76.5715093 39.0832313, -76.5716497 39.0832635, -76.5718103 39.0833004, -76.572297 39.0834031, -76.5725298 39.0834567)"
