osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,access
11942189,Fairview Street,residential,False,False,130.775,"LINESTRING (-75.388035 40.51422, -75.386491 40.514147)",,,,,
11929738,North 5th Street,residential,False,False,116.79599999999999,"LINESTRING (-75.388035 40.51422, -75.387948 40.51369, -75.387966 40.513629, -75.388089 40.513185)",,,,,
11942189,Fairview Street,residential,False,True,164.44,"LINESTRING (-75.388035 40.51422, -75.389105 40.514268, -75.389977 40.514305)",,,,,
11954027,East Landis Street,tertiary,False,False,137.274,"LINESTRING (-75.388089 40.513185, -75.386468 40.513112)",,,,,
11929738,North 5th Street,residential,False,False,102.076,"LINESTRING (-75.388089 40.513185, -75.3881824 40.5127827, -75.388299 40.512281)",,,,,
11929738,North 5th Street,residential,False,True,116.79599999999999,"LINESTRING (-75.388089 40.513185, -75.387966 40.513629, -75.387948 40.51369, -75.388035 40.51422)",,,,,
11954027,East Landis Street,tertiary,False,True,146.51299999999998,"LINESTRING (-75.388089 40.513185, -75.388878 40.513221, -75.3892441 40.5132377, -75.389819 40.513264)",,,,,
11941736,East Oxford Street,residential,False,False,135.253,"LINESTRING (-75.388299 40.512281, -75.386725 40.512063)",,,,,
11929738,North 5th Street,residential,False,True,102.076,"LINESTRING (-75.388299 40.512281, -75.3881824 40.5127827, -75.388089 40.513185)",,,,,
11941736,East Oxford Street,residential,False,True,140.709,"LINESTRING (-75.388299 40.512281, -75.3887535 40.5123469, -75.3892973 40.5124262, -75.3894761 40.512452, -75.389934 40.512518)",,,,,
11951633,North 5th Street,residential,False,False,147.236,"LINESTRING (-75.388299 40.512281, -75.3885578 40.5112236, -75.388616 40.510979)",,,,,
11947083,Thomas Street,residential,False,False,71.246,"LINESTRING (-75.3930101 40.5094258, -75.392783 40.5093708, -75.3922091 40.5092267)",,,,,
11938672,West State Street,tertiary,False,False,97.212,"LINESTRING (-75.39475 40.511665, -75.393604 40.511593)",,,,,
11933030,South Liberty Street,residential,False,False,186.38899999999998,"LINESTRING (-75.39475 40.511665, -75.3947575 40.5116267, -75.3947793 40.5115148, -75.3948274 40.5113681, -75.3948986 40.5111912, -75.3950044 40.5109629, -75.3953578 40.5100557)",,,,,
11938672,West State Street,tertiary,False,True,83.90299999999999,"LINESTRING (-75.39475 40.511665, -75.395398 40.511708, -75.39574 40.511711)",,,,,
11939033,North Liberty Street,residential,False,True,100.89399999999999,"LINESTRING (-75.39475 40.511665, -75.394625 40.512147, -75.394583 40.512353, -75.394549 40.512559)",,,,,
11933030,South Liberty Street,residential,False,True,186.389,"LINESTRING (-75.3953578 40.5100557, -75.3950044 40.5109629, -75.3948986 40.5111912, -75.3948274 40.5113681, -75.3947793 40.5115148, -75.3947575 40.5116267, -75.39475 40.511665)",,,,,
11933474,North 7th Street,residential,False,False,61.18199999999999,"LINESTRING (-75.391674 40.515501, -75.391813 40.515536, -75.391955 40.515586, -75.39209 40.515647, -75.392217 40.515719, -75.392296 40.515772)",,,,,
11939220,West Fairmount Street,residential,False,True,95.07300000000001,"LINESTRING (-75.391674 40.515501, -75.391745 40.515333, -75.391764 40.515276, -75.391848 40.515087, -75.391904 40.515014, -75.391963 40.51496, -75.392035 40.514914, -75.392132 40.514873, -75.39227 40.514841)",,,,,
11933474,North 7th Street,residential,False,True,61.182,"LINESTRING (-75.392296 40.515772, -75.392217 40.515719, -75.39209 40.515647, -75.391955 40.515586, -75.391813 40.515536, -75.391674 40.515501)",,,,,
11934702,Stopp Lane,residential,False,True,131.374,"LINESTRING (-75.392296 40.515772, -75.392376 40.515707, -75.392496 40.515631, -75.392628 40.515569, -75.392995 40.515411, -75.393225 40.515313, -75.393381 40.515262, -75.393638 40.515198)",,,,,
11933485,North 7th Street,residential,False,False,38.376,"LINESTRING (-75.3920956 40.5134417, -75.392118 40.513097)",,,,,
11933485,North 7th Street,residential,False,True,38.376,"LINESTRING (-75.392118 40.513097, -75.3920956 40.5134417)",,,,,
11950514,West Oxford Street,residential,False,False,38.168,"LINESTRING (-75.392118 40.513097, -75.391667 40.513081)",,,,,
11950514,West Oxford Street,residential,False,True,110.936,"LINESTRING (-75.392118 40.513097, -75.393429 40.513141)",,,,,
11933485,North 7th Street,residential,False,False,181.378,"LINESTRING (-75.392118 40.513097, -75.39214 40.512739, -75.392152 40.512645, -75.392186 40.512554, -75.392227 40.512485, -75.392354 40.512339, -75.392397 40.512264, -75.392424 40.512185, -75.3924417 40.5119879, -75.3924691 40.5116826, -75.3924716 40.511655, -75.392484 40.511517)",,,,,
11938672,West State Street,tertiary,False,True,95.06,"LINESTRING (-75.392484 40.511517, -75.393604 40.511593)",,,,,
11933485,North 7th Street,residential,False,True,181.378,"LINESTRING (-75.392484 40.511517, -75.3924716 40.511655, -75.3924691 40.5116826, -75.3924417 40.5119879, -75.392424 40.512185, -75.392397 40.512264, -75.392354 40.512339, -75.392227 40.512485, -75.392186 40.512554, -75.392152 40.512645, -75.39214 40.512739, -75.392118 40.513097)",,,,,
"[11938672, 1213418460, 1213418461]",West State Street,tertiary,False,False,129.36,"LINESTRING (-75.392484 40.511517, -75.392023 40.5114833, -75.391882 40.511473, -75.391846 40.51147, -75.391724 40.5114609, -75.3916021 40.5114518, -75.3915763 40.5114499, -75.391364 40.511434, -75.391226 40.511411, -75.390979 40.511341)",yes,,,,
11934180,East Thomas Street,residential,False,False,123.51599999999999,"LINESTRING (-75.38758 40.508527, -75.3869738 40.5084396, -75.3861445 40.5083204)",,,,,
11943336,South 4th Street,residential,False,False,148.774,"LINESTRING (-75.38758 40.508527, -75.3876543 40.5081959, -75.3878695 40.5072594, -75.3878812 40.5072088)",,,,,
11943336,South 4th Street,residential,False,True,126.59400000000001,"LINESTRING (-75.38758 40.508527, -75.3875131 40.5088042, -75.3874001 40.5092726, -75.3873223 40.509595, -75.3873056 40.5096461)",,,,,
"[11934180, 590300575]",East Thomas Street,residential,False,False,134.539,"LINESTRING (-75.3861445 40.5083204, -75.386095 40.508313, -75.3858456 40.5082779, -75.385234 40.508192, -75.38458 40.508099)",,,,,
11934180,East Thomas Street,residential,False,True,123.51599999999999,"LINESTRING (-75.3861445 40.5083204, -75.3869738 40.5084396, -75.38758 40.508527)",,,,,
285812569,South 3rd Street,trunk,False,False,148.50400000000002,"LINESTRING (-75.3861445 40.5083204, -75.3862141 40.5079888, -75.3862521 40.5077809, -75.3864371 40.5070037)",,4,PA 309,35 mph,
285812569,South 3rd Street,trunk,False,True,126.68800000000002,"LINESTRING (-75.3861445 40.5083204, -75.3860579 40.5086856, -75.3860375 40.5088008, -75.3860163 40.5088895, -75.3859977 40.5089973, -75.385963 40.509151, -75.3859224 40.5093225, -75.3858997 40.5094442)",,4,PA 309,35 mph,
590300574,South 2nd Street,residential,False,False,32.937,"LINESTRING (-75.38458 40.508099, -75.3846122 40.5078038)",,,,,
"[11934180, 590300575]",East Thomas Street,residential,False,True,134.539,"LINESTRING (-75.38458 40.508099, -75.385234 40.508192, -75.3858456 40.5082779, -75.386095 40.508313, -75.3861445 40.5083204)",,,,,
11940686,Saucon Lane,residential,False,False,67.662,"LINESTRING (-75.393638 40.515198, -75.393437 40.514609)",,,,,
11940686,Saucon Lane,residential,False,True,72.265,"LINESTRING (-75.393638 40.515198, -75.393853 40.515827)",,,,,
11934702,Stopp Lane,residential,False,False,131.37400000000002,"LINESTRING (-75.393638 40.515198, -75.393381 40.515262, -75.393225 40.515313, -75.392995 40.515411, -75.392628 40.515569, -75.392496 40.515631, -75.392376 40.515707, -75.392296 40.515772)",,,,,
11935033,Liberty Circle,residential,False,False,50.695,"LINESTRING (-75.395147 40.512593, -75.394549 40.512559)",,,,,
11935033,Liberty Circle,residential,False,True,50.695,"LINESTRING (-75.394549 40.512559, -75.395147 40.512593)",,,,,
11939033,North Liberty Street,residential,False,False,100.894,"LINESTRING (-75.394549 40.512559, -75.394583 40.512353, -75.394625 40.512147, -75.39475 40.511665)",,,,,
11939033,North Liberty Street,residential,False,True,68.69399999999999,"LINESTRING (-75.394549 40.512559, -75.394512 40.512867, -75.394489 40.513175)",,,,,
11951444,East Fairmount Street,tertiary,False,False,13.193,"LINESTRING (-75.385422 40.515944, -75.385271 40.515914)",,,,,
11941588,North 3rd Street,trunk,True,False,212.20499999999996,"LINESTRING (-75.385422 40.515944, -75.3852564 40.5152905, -75.3851627 40.5149208, -75.385091 40.5146379, -75.3850558 40.5145126, -75.3850181 40.5143781, -75.3850045 40.5142784, -75.3849854 40.5140665)",,2,PA 309,35 mph,
11951444,East Fairmount Street,tertiary,False,True,13.193,"LINESTRING (-75.385271 40.515914, -75.385422 40.515944)",,,,,
"[590300576, 590300577, 11938482]",Charles Street,residential,False,False,411.4320000000001,"LINESTRING (-75.392664 40.5078903, -75.392598 40.5078753, -75.391966 40.507782, -75.3896534 40.5074581, -75.3894241 40.5074262, -75.3892585 40.5074044, -75.3892179 40.5073984, -75.3879502 40.5072186, -75.3878812 40.5072088)",yes,,,,
58348959,South Main Street,secondary,False,False,153.885,"LINESTRING (-75.392664 40.5078903, -75.3922702 40.5087361, -75.392057 40.509195)",,,,30 mph,
11943336,South 4th Street,residential,False,True,148.774,"LINESTRING (-75.3878812 40.5072088, -75.3878695 40.5072594, -75.3876543 40.5081959, -75.38758 40.508527)",,,,,
590300577,Charles Street,residential,False,False,124.20400000000001,"LINESTRING (-75.3878812 40.5072088, -75.3878247 40.5072008, -75.38728 40.5071232, -75.3872331 40.5071167, -75.3870466 40.5070903, -75.3867421 40.5070451, -75.3864371 40.5070037)",,,,,
"[590300576, 590300577, 11938482]",Charles Street,residential,False,True,411.43199999999996,"LINESTRING (-75.3878812 40.5072088, -75.3879502 40.5072186, -75.3892179 40.5073984, -75.3892585 40.5074044, -75.3894241 40.5074262, -75.3896534 40.5074581, -75.391966 40.507782, -75.392598 40.5078753, -75.392664 40.5078903)",yes,,,,
