osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,ref,junction
"[94526993, 94185938, 94526995, 94339087]",True,1,"['Piazza San Sebastiano', 'Via Roma']",residential,30,False,289.623,yes,"LINESTRING (7.5751838 44.1994382, 7.5752493 44.1994628, 7.575346 44.1995038, 7.5754294 44.1995464, 7.5758792 44.1997701, 7.5760492 44.1998526, 7.5763193 44.1999922, 7.5763842 44.2000283, 7.5764484 44.2000596, 7.5764772 44.2000663, 7.5765009 44.2000645, 7.5765364 44.200053, 7.5765688 44.2000362, 7.5766331 44.1999753, 7.5766342 44.1998994, 7.5766797 44.1997834, 7.5767457 44.1996168, 7.5770264 44.198908, 7.5770685 44.1988017, 7.5771068 44.1986889)",,
94344935,False,2,Via Circonvallazione,primary,50,False,599.4090000000001,,"LINESTRING (7.5751838 44.1994382, 7.5751537 44.1995487, 7.5750987 44.1996769, 7.5750349 44.1997989, 7.5748346 44.2000958, 7.5747548 44.2002255, 7.5746871 44.2003765, 7.5746473 44.2005132, 7.5745398 44.2013261, 7.574463 44.201783, 7.5743993 44.2020873, 7.5743837 44.2021348, 7.5743384 44.202273, 7.5742249 44.2024944, 7.5741853 44.2025717, 7.5739203 44.2030884, 7.5738587 44.2032235, 7.5738353 44.2033507, 7.573829 44.2034373, 7.5738542 44.2035339, 7.5739225 44.2036482, 7.5744078 44.2042618, 7.5745383 44.2044318, 7.574587 44.2044971, 7.5746176 44.2045382)",SS20,
1119540194,False,2,Corso Nizza,primary,50,True,32.064,,"LINESTRING (7.5751838 44.1994382, 7.5751985 44.1992936, 7.575205 44.1991503)",SS20,
"[94526987, 94526988, 854529213]",False,2,Via Circonvallazione,primary,50,True,79.482,yes,"LINESTRING (7.5750084 44.2051913, 7.5749863 44.2051076, 7.5749767 44.2050707, 7.5749416 44.2050145, 7.5746736 44.2046439, 7.5746176 44.2045382)",SS20,
1014276456,False,2,Corso Torino,residential,30,False,101.307,,"LINESTRING (7.5750084 44.2051913, 7.5751053 44.2051777, 7.5758215 44.2045125)",,
703813006,True,,Piazza Risorgimento,residential,,False,27.787,,"LINESTRING (7.5773633 44.2026514, 7.5773432 44.2026272, 7.5773337 44.2025998, 7.5773356 44.2025716, 7.5773488 44.202545, 7.577372 44.2025223, 7.5774034 44.2025053, 7.5774385 44.2024958, 7.5774759 44.2024936, 7.5775127 44.2024988)",,roundabout
39330282,True,,Piazza Risorgimento,residential,,False,22.383,,"LINESTRING (7.5775127 44.2024988, 7.5777882 44.2024599)",,
703813006,True,,Piazza Risorgimento,residential,,False,11.574000000000002,,"LINESTRING (7.5775127 44.2024988, 7.5775451 44.2025106, 7.5775719 44.2025281, 7.5775913 44.2025501, 7.5776018 44.202575)",,roundabout
363699962,True,,Piazza Risorgimento,residential,,False,19.611,,"LINESTRING (7.5777882 44.2024599, 7.5776018 44.202575)",,
"[198690253, 838350356, 838350357, 94344924, 363699965]",False,,"['Viale Valleggia', 'Piazza Risorgimento']",residential,,False,159.634,,"LINESTRING (7.5777882 44.2024599, 7.5779193 44.2024078, 7.5779767 44.2023719, 7.5780609 44.202287, 7.578152 44.2021205, 7.5782276 44.2020096, 7.5782713 44.2019455, 7.5783412 44.2018665, 7.5784225 44.2018067, 7.5785132 44.2017591, 7.5786453 44.2017006, 7.5787641 44.2016609, 7.5789687 44.2016076, 7.579205 44.201557)",,
39330275,True,1,Via Genova,residential,30,False,48.776999999999994,,"LINESTRING (7.5796635 44.2004689, 7.5797657 44.2003441, 7.5799581 44.2001091, 7.5799682 44.2000938, 7.5799709 44.2000897)",,
834742764,False,,Via Monte Cros,residential,,True,103.16399999999999,,"LINESTRING (7.5796635 44.2004689, 7.5797958 44.200487, 7.579928 44.200505, 7.5801077 44.2005168, 7.5803726 44.2004908, 7.5809263 44.2003743)",,
39330275,True,1,Via Genova,residential,30,False,109.883,,"LINESTRING (7.5786754 44.2010621, 7.5788738 44.2010347, 7.5790015 44.201024, 7.5790896 44.2010016, 7.5792061 44.2009547, 7.5793909 44.2008022, 7.5796635 44.2004689)",,
94186261,False,1,Via San Secondo,residential,30,True,84.25,,"LINESTRING (7.5786754 44.2010621, 7.5786379 44.2010172, 7.578595 44.2009715, 7.5785229 44.2008803, 7.5784633 44.2008145, 7.5783986 44.2007225, 7.5783024 44.2006291, 7.5781011 44.2004276)",,
"[39330275, 550310284, 1091199191]",True,1,"['Via Genova', 'Via San Giovanni']",residential,30,False,123.364,,"LINESTRING (7.580784 44.1990971, 7.5809976 44.1989654, 7.5810677 44.1989699, 7.5811326 44.1989873, 7.5811814 44.1990133, 7.5812501 44.199091, 7.5815892 44.1994799, 7.5816836 44.1995818, 7.5817749 44.1996447)",,
"[94344920, 94186290]",True,1,Piazzale Sole,residential,30,False,206.258,,"LINESTRING (7.580784 44.1990971, 7.5806094 44.1990707, 7.5805339 44.1990594, 7.5801625 44.1991576, 7.5800175 44.1991959, 7.5798704 44.1992348, 7.5794879 44.1992358, 7.579317 44.1992477, 7.5791967 44.199274, 7.579125 44.1993074, 7.5790993 44.1993474, 7.5790962 44.1993834, 7.579111 44.1994197, 7.5791729 44.1995015, 7.5793111 44.199708, 7.5793287 44.1997471, 7.5793354 44.1997951, 7.5793282 44.1998439, 7.5793136 44.1998799)",,
39330277,True,,Via San Giovanni,residential,,False,106.23500000000001,,"LINESTRING (7.5817749 44.1996447, 7.5817184 44.1997028, 7.5814325 44.1999564, 7.5812247 44.2001706, 7.5811045 44.2002753, 7.581026 44.2003257, 7.5809263 44.2003743)",,
834742764,False,,Via Monte Cros,residential,,False,103.164,,"LINESTRING (7.5809263 44.2003743, 7.5803726 44.2004908, 7.5801077 44.2005168, 7.579928 44.200505, 7.5797958 44.200487, 7.5796635 44.2004689)",,
703813006,True,,Piazza Risorgimento,residential,,False,17.820999999999998,,"LINESTRING (7.5776018 44.202575, 7.5776015 44.2026071, 7.5775866 44.2026373, 7.5775588 44.2026624, 7.5775211 44.2026796, 7.5774776 44.202687)",,roundabout
94186261,False,1,Via San Secondo,residential,30,False,84.25000000000001,,"LINESTRING (7.5781011 44.2004276, 7.5783024 44.2006291, 7.5783986 44.2007225, 7.5784633 44.2008145, 7.5785229 44.2008803, 7.578595 44.2009715, 7.5786379 44.2010172, 7.5786754 44.2010621)",,
547016854,False,2,Via Carlo Valbusa,residential,30,True,85.81799999999998,,"LINESTRING (7.5781011 44.2004276, 7.578053 44.2003969, 7.5777217 44.2001857, 7.5775383 44.2000651, 7.577445 44.1999953, 7.577386 44.1999501, 7.5773267 44.1998935)",,
39330287,True,1,Via Giovanni Battista Marro,residential,30,False,132.442,,"LINESTRING (7.5793136 44.1998799, 7.5790204 44.199804, 7.5788925 44.199794, 7.5787882 44.199827, 7.5786787 44.1998856, 7.5785209 44.2000042, 7.578445 44.2000552, 7.5783979 44.2000932, 7.5783464 44.2001596, 7.5783114 44.2002437, 7.5782635 44.2003202, 7.5781816 44.2003816, 7.5781011 44.2004276)",,
39330275,True,1,Via Genova,residential,30,False,128.28799999999998,,"LINESTRING (7.5799709 44.2000897, 7.5799902 44.2000642, 7.5801411 44.1998647, 7.5801831 44.1998092, 7.5804635 44.1994388, 7.5805932 44.1992784, 7.5806806 44.1991808, 7.580784 44.1990971)",,
39330287,True,1,Via Giovanni Battista Marro,residential,30,False,57.38,,"LINESTRING (7.5799709 44.2000897, 7.5799427 44.2000813, 7.579847 44.200053, 7.5796142 44.199984, 7.5794397 44.1999236, 7.5793136 44.1998799)",,
