osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,lanes
27613219,Academy Road,residential,False,False,150.893,,"LINESTRING (-74.921355 38.976424, -74.922658 38.977327)",,
11604037,Fishing Creek Road,tertiary,False,False,175.41699999999997,CR 639,"LINESTRING (-74.921355 38.976424, -74.921914 38.977063, -74.922165 38.977563, -74.922279 38.977816)",,
281899233,Shunpike Road,tertiary,False,True,63.481,CR 644,"LINESTRING (-74.922279 38.977816, -74.922658 38.977327)",,
11604037,Fishing Creek Road,tertiary,False,True,175.417,CR 639,"LINESTRING (-74.922279 38.977816, -74.922165 38.977563, -74.921914 38.977063, -74.921355 38.976424)",,
281899233,Shunpike Road,tertiary,False,False,63.757999999999996,CR 644,"LINESTRING (-74.9281436 38.9710428, -74.9277284 38.9714764, -74.9277015 38.9715017)",,
27613219,Academy Road,residential,False,True,150.893,,"LINESTRING (-74.922658 38.977327, -74.921355 38.976424)",,
281899233,Shunpike Road,tertiary,False,False,63.481,CR 644,"LINESTRING (-74.922658 38.977327, -74.922279 38.977816)",,
281899233,Shunpike Road,tertiary,False,True,446.07000000000005,CR 644,"LINESTRING (-74.922658 38.977327, -74.9235995 38.9761233, -74.924234 38.975312, -74.925319 38.97389)",,
585684872,Seashore Road,tertiary,False,False,174.156,CR 626,"LINESTRING (-74.9206223 38.9701422, -74.9205438 38.9702733, -74.9204449 38.9704097, -74.920362 38.970518, -74.9199545 38.9709418, -74.919764 38.971112, -74.919589 38.971267, -74.9194468 38.971376, -74.919426 38.971392)",45 mph,
585684872,Seashore Road,tertiary,False,True,174.156,CR 626,"LINESTRING (-74.919426 38.971392, -74.9194468 38.971376, -74.919589 38.971267, -74.919764 38.971112, -74.9199545 38.9709418, -74.920362 38.970518, -74.9204449 38.9704097, -74.9205438 38.9702733, -74.9206223 38.9701422)",45 mph,
585684874,Town Bank Road,tertiary,False,True,580.248,CR 648,"LINESTRING (-74.919426 38.971392, -74.9213032 38.9721813, -74.9233328 38.9730399, -74.9236463 38.9731725, -74.9239446 38.9732987, -74.924132 38.973378, -74.925319 38.97389)",,
"[50979416, 372782787]",Sandman Boulevard,trunk,True,False,213.44899999999998,US 9,"LINESTRING (-74.929769 38.972551, -74.9283237 38.9718113, -74.9277015 38.9715017)",,"['1', '3']"
281899233,Shunpike Road,tertiary,False,False,95.175,CR 644,"LINESTRING (-74.9276304 38.9715801, -74.92695 38.972253)",,
281899233,Shunpike Road,tertiary,False,True,10.667,CR 644,"LINESTRING (-74.9276304 38.9715801, -74.9277015 38.9715017)",,
372782783,Sandman Boulevard,trunk,True,False,214.093,US 9,"LINESTRING (-74.9276304 38.9715801, -74.929769 38.972551)",,1
50979415,Sandman Boulevard,trunk,False,True,226.484,US 9,"LINESTRING (-74.9258713 38.9707143, -74.923582 38.969724)",,2
"[372782792, 50979413]",Sandman Boulevard,trunk,True,False,179.996,US 9,"LINESTRING (-74.9258713 38.9707143, -74.9269949 38.9712768, -74.9276304 38.9715801)",,"['1', '3']"
50979415,Sandman Boulevard,trunk,False,False,226.484,US 9,"LINESTRING (-74.923582 38.969724, -74.9258713 38.9707143)",,2
281899233,Shunpike Road,tertiary,False,False,446.07,CR 644,"LINESTRING (-74.925319 38.97389, -74.924234 38.975312, -74.9235995 38.9761233, -74.922658 38.977327)",,
281899233,Shunpike Road,tertiary,False,True,230.246,CR 644,"LINESTRING (-74.925319 38.97389, -74.9259149 38.9732919, -74.9260037 38.9732028, -74.92695 38.972253)",,
585684874,Town Bank Road,tertiary,False,False,580.248,CR 648,"LINESTRING (-74.925319 38.97389, -74.924132 38.973378, -74.9239446 38.9732987, -74.9236463 38.9731725, -74.9233328 38.9730399, -74.9213032 38.9721813, -74.919426 38.971392)",,
264484841,Clay Court,residential,False,True,89.207,,"LINESTRING (-74.92695 38.972253, -74.9278265 38.9726764)",,
281899233,Shunpike Road,tertiary,False,True,95.175,CR 644,"LINESTRING (-74.92695 38.972253, -74.9276304 38.9715801)",,
281899233,Shunpike Road,tertiary,False,False,230.24599999999998,CR 644,"LINESTRING (-74.92695 38.972253, -74.9260037 38.9732028, -74.9259149 38.9732919, -74.925319 38.97389)",,
281899233,Shunpike Road,tertiary,False,False,10.667,CR 644,"LINESTRING (-74.9277015 38.9715017, -74.9276304 38.9715801)",,
372782786,Sandman Boulevard,trunk,True,False,180.831,US 9,"LINESTRING (-74.9277015 38.9715017, -74.9258713 38.9707143)",,1
281899233,Shunpike Road,tertiary,False,True,63.757999999999996,CR 644,"LINESTRING (-74.9277015 38.9715017, -74.9277284 38.9714764, -74.9281436 38.9710428)",,
264484841,Clay Court,residential,False,False,89.207,,"LINESTRING (-74.9278265 38.9726764, -74.92695 38.972253)",,
264484841,Clay Court,residential,False,True,148.465,,"LINESTRING (-74.9278265 38.9726764, -74.9290647 38.9732745, -74.9293219 38.9733022)",,
264484847,Leigh Court,residential,False,False,142.025,,"LINESTRING (-74.9278265 38.9726764, -74.9269577 38.9735652, -74.9268766 38.9736113, -74.9267777 38.9736421)",,
264484841,Clay Court,residential,False,False,148.465,,"LINESTRING (-74.9293219 38.9733022, -74.9290647 38.9732745, -74.9278265 38.9726764)",,
264484847,Leigh Court,residential,False,True,142.025,,"LINESTRING (-74.9267777 38.9736421, -74.9268766 38.9736113, -74.9269577 38.9735652, -74.9278265 38.9726764)",,
