osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,tunnel,access,junction
158055501,Massachusetts Avenue,secondary,,False,False,22.741,2,"LINESTRING (-86.1540087 39.7714464, -86.1540192 39.7713489, -86.1540214 39.7713285, -86.1540214 39.771318, -86.154021 39.7712423)",,,
"[598882850, 593597389]",East Maryland Street,primary,25 mph,True,False,116.103,,"LINESTRING (-86.1540454 39.7655407, -86.1536051 39.7655315, -86.1532799 39.7655213, -86.1531356 39.7655207, -86.1530035 39.7655248, -86.1528929 39.7655323, -86.152858 39.7655374, -86.1526984 39.765581)",,,
"[158055475, 437517010, 437517011]",South Delaware Street,primary,25 mph,False,False,70.828,5,"LINESTRING (-86.1546046 39.7639837, -86.1545924 39.7642273, -86.1545823 39.76443, -86.1545727 39.7646202)",,,
158055423,Virginia Avenue,tertiary,25 mph,True,False,143.285,1,"LINESTRING (-86.1542402 39.7652933, -86.153114 39.7643388)",building_passage,,
593544777,Virginia Avenue,tertiary,25 mph,True,False,2.942,1,"LINESTRING (-86.153114 39.7643388, -86.1530894 39.7643203)",building_passage,,
598882837,South Alabama Street,unclassified,25 mph,True,False,9.086,1,"LINESTRING (-86.1530355 39.7643939, -86.153114 39.7643388)",building_passage,,
598882846,Virginia Avenue,tertiary,25 mph,True,False,143.119,2,"LINESTRING (-86.1530355 39.7643939, -86.1541843 39.7653303)",building_passage,,
696298347,South Alabama Street,unclassified,,True,False,9.67,1,"LINESTRING (-86.1530355 39.7643939, -86.1530839 39.7643473, -86.1530894 39.7643203)",building_passage,,
17513025,Massachusetts Avenue,secondary,25 mph,False,True,147.455,2,"LINESTRING (-86.1527569 39.772359, -86.1529931 39.7721868, -86.1540087 39.7714464)",,,
"[17492213, 961992859, 158076493]",North Meridian Street,tertiary,25 mph,False,True,107.919,2,"LINESTRING (-86.158063 39.7680303, -86.1580664 39.767884, -86.158068 39.767815, -86.158076 39.767595, -86.1580901 39.7672489, -86.1580915 39.7672126, -86.1580925 39.7671886, -86.1580936 39.7671552, -86.1580947 39.7671068, -86.1580957 39.7670601)",,,
683437567,Monument Circle,tertiary,25 mph,True,False,85.722,1,"LINESTRING (-86.158063 39.7680303, -86.1579476 39.7680359, -86.157829 39.7680591, -86.1577183 39.7680992, -86.1576628 39.7681277, -86.1576114 39.7681605, -86.1575298 39.7682306, -86.1574931 39.7682735, -86.1574623 39.7683191, -86.1574227 39.7684081, -86.1574106 39.7684586, -86.1574055 39.7685075)",,,roundabout
17442126,East Market Street,tertiary,25 mph,False,False,100.864,2,"LINESTRING (-86.1574055 39.7685075, -86.1572039 39.7685016, -86.15684 39.768491, -86.1563702 39.7684811, -86.156226 39.768478)",,,
339439361,Monument Circle,tertiary,25 mph,True,False,85.563,2,"LINESTRING (-86.1574055 39.7685075, -86.1574064 39.7685526, -86.157414 39.7686036, -86.1574285 39.7686538, -86.1574458 39.7686945, -86.1574995 39.7687791, -86.1575732 39.7688543, -86.1576126 39.7688846, -86.1576642 39.7689173, -86.1577199 39.7689457, -86.1577792 39.7689695, -86.1578949 39.7690003, -86.1579606 39.7690098, -86.1580228 39.7690138)",,,roundabout
339439363,West Market Street,tertiary,25 mph,False,False,99.458,2,"LINESTRING (-86.158686 39.7685362, -86.1588731 39.7685411, -86.1596737 39.7685624, -86.1597067 39.7685633, -86.159849 39.768567)",,,
"[113084204, 422298526]",North Meridian Street,tertiary,25 mph,False,False,100.69600000000001,"['4', '2']","LINESTRING (-86.1580228 39.7690138, -86.1580157 39.7691671, -86.158003 39.769441, -86.1579928 39.7698143, -86.1579922 39.7698344, -86.15799 39.769919)",,,
404481721,Monument Circle,tertiary,25 mph,True,False,86.254,2,"LINESTRING (-86.1580228 39.7690138, -86.1581385 39.769009, -86.1582468 39.7689893, -86.158344 39.7689571, -86.1583491 39.7689554, -86.1584423 39.7689085, -86.1585234 39.7688499, -86.1585842 39.7687886, -86.1586362 39.7687129, -86.1586703 39.7686314, -86.1586727 39.768623, -86.158686 39.7685362)",,,roundabout
158055449,,primary_link,,True,False,27.509,1,"LINESTRING (-86.1541843 39.7653303, -86.1541844 39.7653789, -86.1541817 39.7653944, -86.1541763 39.7654088, -86.1541684 39.7654266, -86.1541602 39.7654398, -86.1541508 39.7654532, -86.1541361 39.7654697, -86.1540454 39.7655407)",,,
158055500,Virginia Avenue,tertiary,25 mph,True,False,39.45399999999999,1,"LINESTRING (-86.1541843 39.7653303, -86.1542707 39.7654058, -86.1542881 39.765421, -86.1543502 39.7654853, -86.1545263 39.7655586)",,,
"[150528000, 696732430]",South Meridian Street,secondary,25 mph,False,False,78.359,,"LINESTRING (-86.1581751 39.7649401, -86.1581661 39.7652857, -86.1581609 39.7654884, -86.1581595 39.7655165, -86.1581542 39.7656446)",,,
150528000,South Meridian Street,secondary,25 mph,False,True,70.815,,"LINESTRING (-86.1581751 39.7649401, -86.1581771 39.7648888, -86.15818 39.7648221, -86.1581854 39.7646981, -86.1582005 39.7643546, -86.1582027 39.7643036)",,,
17488025,West Chesapeake Street,residential,25 mph,True,False,41.974,,"LINESTRING (-86.1594957 39.7649757, -86.1599865 39.7649884)",,,
413347122,North Illinois Street,secondary,25 mph,True,False,155.785,3,"LINESTRING (-86.159744 39.771355, -86.1597413 39.7714513, -86.1597228 39.7720568, -86.1597007 39.772627, -86.1596993 39.7726623, -86.1596957 39.7727555)",,,
"[696517462, 696516124, 696516126]",West New York Street,secondary,25 mph,True,False,155.036,4,"LINESTRING (-86.159744 39.771355, -86.1596044 39.771351, -86.1589131 39.7713309, -86.1588363 39.7713287, -86.1581069 39.7713178, -86.1580722 39.7713164, -86.157931 39.7713222)",,,
"[113857536, 696298348, 347631893]",South Alabama Street,unclassified,25 mph,True,False,139.94699999999997,"['1', '2']","LINESTRING (-86.1526984 39.765581, -86.1527634 39.7654774, -86.1528181 39.7653946, -86.152846 39.7645914, -86.1528943 39.7645203, -86.1529703 39.7644437, -86.1530355 39.7643939)",building_passage,,
"[593220547, 158076334, 593220531, 869078726]",South Alabama Street,secondary,25 mph,False,True,157.488,"['4', '3']","LINESTRING (-86.1526984 39.765581, -86.152695 39.7656903, -86.1526947 39.7657138, -86.1526816 39.766185, -86.15268 39.7662415, -86.1526774 39.7663324, -86.1526723 39.7665178, -86.1526705 39.7665823, -86.1526631 39.7668478, -86.1526622 39.7668771, -86.1526589 39.766997)",,,
158076290,North Meridian Street,secondary,25 mph,False,False,154.62800000000001,4,"LINESTRING (-86.157931 39.7713222, -86.1579254 39.771423, -86.1579225 39.7714553, -86.157916 39.771608, -86.157899 39.772013, -86.1578943 39.7721157, -86.1578892 39.7722271, -86.157874 39.77256, -86.1578718 39.7726081, -86.1578671 39.7727119)",,,
"[437505408, 1196503559, 696517463]",East New York Street,secondary,25 mph,True,False,154.856,4,"LINESTRING (-86.157931 39.7713222, -86.1578124 39.7713259, -86.1576936 39.7713238, -86.1568801 39.7713053, -86.1563105 39.7712924, -86.1562717 39.771291, -86.15612 39.7712857)",,,
"[494164879, 437505442, 437505443, 437505447]",North Meridian Street,secondary,25 mph,False,True,156.114,"['4', '5']","LINESTRING (-86.157931 39.7713222, -86.1579354 39.7712004, -86.1579363 39.7711724, -86.1579487 39.770959, -86.1579814 39.7701956, -86.1579853 39.7700373, -86.15799 39.769919)",,,
687312297,North Senate Avenue,unclassified,25 mph,False,False,79.161,2,"LINESTRING (-86.1634696 39.7678925, -86.1634697 39.7678867, -86.163483 39.7673447, -86.1634843 39.7673024, -86.1634828 39.7671807)",,,
"[437517010, 158055475, 437517011]",South Delaware Street,primary,25 mph,False,True,70.828,5,"LINESTRING (-86.1545727 39.7646202, -86.1545823 39.76443, -86.1545924 39.7642273, -86.1546046 39.7639837)",,,
"[765890987, 765890988, 765890989, 688386575, 437517013]",South Delaware Street,primary,25 mph,False,False,104.42099999999999,5,"LINESTRING (-86.1545727 39.7646202, -86.1545695 39.7646845, -86.1545644 39.7647861, -86.1545618 39.764839, -86.15456 39.7648747, -86.1545544 39.7649869, -86.154544 39.765195, -86.1545369 39.7653351, -86.1545352 39.7653702, -86.1545263 39.7655586)",,,
696303084,,primary_link,,True,False,88.83400000000002,1,"LINESTRING (-86.1545727 39.7646202, -86.154546 39.7646845, -86.1544848 39.764944, -86.1544569 39.7652203, -86.1544355 39.7652459, -86.1544061 39.7652611, -86.1543668 39.7652759, -86.1543403 39.7652832, -86.1542402 39.7652933)",,,
"[961992859, 158076493, 17492213]",North Meridian Street,tertiary,25 mph,False,False,107.919,2,"LINESTRING (-86.1580957 39.7670601, -86.1580947 39.7671068, -86.1580936 39.7671552, -86.1580925 39.7671886, -86.1580915 39.7672126, -86.1580901 39.7672489, -86.158076 39.767595, -86.158068 39.767815, -86.1580664 39.767884, -86.158063 39.7680303)",,,
"[696732429, 437505495]","['South Meridian Street', 'North Meridian Street']",secondary,25 mph,False,True,80.698,4,"LINESTRING (-86.1580957 39.7670601, -86.1581011 39.7669406, -86.1581022 39.7669128, -86.1581199 39.7664492, -86.1581231 39.7663638, -86.1581242 39.7663347)",,,
"[437505537, 437505531]",West Washington Street,primary,25 mph,True,False,154.89799999999997,"['4', '3']","LINESTRING (-86.1580957 39.7670601, -86.1582239 39.7670632, -86.1585423 39.7670701, -86.1589842 39.7670784, -86.1597604 39.7671184, -86.1599059 39.7671205)",,,
"[696500800, 696500804]",West New York Street,secondary,25 mph,True,False,154.97799999999998,4,"LINESTRING (-86.1615556 39.7713997, -86.1615127 39.771405, -86.161476 39.7714042, -86.1613938 39.7714024, -86.161112 39.7713943, -86.1601122 39.7713652, -86.1599182 39.77136, -86.1598845 39.771359, -86.159839 39.7713577, -86.159744 39.771355)",,,
696500805,North Capitol Avenue,secondary,25 mph,True,False,155.828,5,"LINESTRING (-86.1615556 39.7713997, -86.1615578 39.7712879, -86.1615566 39.7712852, -86.1615797 39.7706882, -86.1616009 39.7701414, -86.1616019 39.7700977, -86.1616043 39.769999)",,,
17446632,North Illinois Street,secondary,25 mph,True,False,154.846,3,"LINESTRING (-86.159849 39.768567, -86.1598455 39.7686635, -86.1598412 39.7687816, -86.1598292 39.7691122, -86.1598229 39.769285, -86.1598144 39.7694858, -86.1598005 39.769827, -86.1597991 39.7698606, -86.159798 39.769896, -86.159798 39.769959)",,,
339439363,West Market Street,tertiary,25 mph,False,False,154.86599999999999,2,"LINESTRING (-86.159849 39.768567, -86.1599435 39.7685685, -86.1599843 39.7685692, -86.1600279 39.76857, -86.160751 39.768583, -86.1615196 39.7685999, -86.1616604 39.7686021)",,,
339439363,West Market Street,tertiary,25 mph,False,True,99.458,2,"LINESTRING (-86.159849 39.768567, -86.1597067 39.7685633, -86.1596737 39.7685624, -86.1588731 39.7685411, -86.158686 39.7685362)",,,
17483731,West Ohio Street,secondary,25 mph,False,False,154.45299999999997,,"LINESTRING (-86.159798 39.769959, -86.1598928 39.7699612, -86.1599292 39.7699621, -86.1599693 39.7699629, -86.1604332 39.7699725, -86.1613958 39.7699967, -86.1614395 39.7699977, -86.1615223 39.7700005, -86.1616043 39.769999)",,,
"[437505440, 594376129, 437505441, 437505439]",North Illinois Street,secondary,25 mph,True,False,155.298,"['4', '3']","LINESTRING (-86.159798 39.769959, -86.1597954 39.7700618, -86.1597805 39.7704446, -86.1597715 39.7706683, -86.1597576 39.7710148, -86.1597486 39.771238, -86.1597473 39.7712716, -86.1597463 39.7712973, -86.159744 39.771355)",,,
594376133,West Ohio Street,secondary,25 mph,False,True,154.598,,"LINESTRING (-86.159798 39.769959, -86.1596563 39.7699533, -86.1596043 39.7699519, -86.159183 39.769941, -86.158892 39.769939, -86.1581397 39.7699216, -86.15799 39.769919)",,yes,
"[1198517427, 17512165]",West Vermont Street,unclassified,25 mph,False,False,76.89099999999999,2,"LINESTRING (-86.1596957 39.7727555, -86.1597789 39.7727574, -86.1598157 39.7727582, -86.1598584 39.7727592, -86.1601927 39.7727668, -86.160595 39.772776)",,,
17512165,West Vermont Street,unclassified,25 mph,False,True,78.289,2,"LINESTRING (-86.1596957 39.7727555, -86.1595538 39.7727526, -86.1595163 39.7727518, -86.159044 39.772742, -86.15878 39.772736)",,,
425527625,North Delaware Street,primary,25 mph,True,False,25.579,4,"LINESTRING (-86.15431 39.7712296, -86.154306 39.7713176, -86.1542996 39.7714595)",,,
"[593220508, 1049157255]",East New York Street,secondary,25 mph,True,False,24.778,"['4', '3']","LINESTRING (-86.15431 39.7712296, -86.1541752 39.7712417, -86.1541479 39.7712418, -86.154021 39.7712423)",,,
"[437516993, 437516996]",North Alabama Street,secondary,25 mph,True,False,156.40400000000002,2,"LINESTRING (-86.1525177 39.7712024, -86.1525189 39.7711597, -86.1525194 39.7711435, -86.1525213 39.7710758, -86.1525259 39.7709103, -86.1525275 39.7708529, -86.1525314 39.77073, -86.1525322 39.7706854, -86.1525351 39.7706121, -86.1525375 39.7704938, -86.1525422 39.770385, -86.1525764 39.7698938, -86.1525799 39.7697968)",,,
17487262,East Vermont Street,unclassified,25 mph,False,False,154.132,2,"LINESTRING (-86.1578671 39.7727119, -86.1577261 39.7727081, -86.1576847 39.772707, -86.1570852 39.7726911, -86.1569842 39.772689, -86.1568663 39.7726864, -86.1562174 39.772672, -86.1560645 39.7726686)",,,
158076290,North Meridian Street,secondary,25 mph,False,True,154.628,4,"LINESTRING (-86.1578671 39.7727119, -86.1578718 39.7726081, -86.157874 39.77256, -86.1578892 39.7722271, -86.1578943 39.7721157, -86.157899 39.772013, -86.157916 39.771608, -86.1579225 39.7714553, -86.1579254 39.771423, -86.157931 39.7713222)",,,
422298529,West Vermont Street,unclassified,25 mph,False,False,78.065,2,"LINESTRING (-86.1578671 39.7727119, -86.1580207 39.772716, -86.1580891 39.7727178, -86.15878 39.772736)",,,
