osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,bridge
293030730,False,2,Paso Robles Street,secondary,False,9.182,,"LINESTRING (-120.6856802 35.6280003, -120.6856993 35.6280814)",
"[1234732593, 1234732594]",False,"['4', '3']",Paso Robles Street,secondary,True,113.303,35 mph,"LINESTRING (-120.6856802 35.6280003, -120.6856406 35.6273397, -120.6856099 35.626983)",
10564152,True,1,Paso Robles Street,secondary,False,92.111,,"LINESTRING (-120.6857836 35.6288043, -120.685932 35.629054, -120.6862657 35.6295337)",
293030741,False,3,Paso Robles Street,secondary,False,80.789,,"LINESTRING (-120.6857836 35.6288043, -120.6857671 35.628738, -120.6856993 35.6280814)",
64378046,True,1,Paso Robles Street,secondary,False,124.03800000000001,,"LINESTRING (-120.6864034 35.6297427, -120.6864165 35.6296534, -120.6864149 35.6295185, -120.686376 35.629403, -120.686302 35.6293, -120.6860374 35.6290754, -120.6857836 35.6288043)",
10559879,False,,Park Street,residential,False,117.053,,"LINESTRING (-120.6897637 35.6225692, -120.6898347 35.6236203)",
867727612,False,,8th Street,residential,False,114.719,,"LINESTRING (-120.6897637 35.6225692, -120.6891249 35.6226126, -120.6884973 35.6226343)",
867727612,False,,8th Street,residential,True,116.23599999999999,,"LINESTRING (-120.6897637 35.6225692, -120.6904012 35.6225362, -120.6909405 35.6225237, -120.6910477 35.6225156)",
10559879,False,,Park Street,residential,False,116.005,,"LINESTRING (-120.6898347 35.6236203, -120.689942 35.6246599)",
10559879,False,,Park Street,residential,True,117.053,,"LINESTRING (-120.6898347 35.6236203, -120.6897637 35.6225692)",
10568441,False,,9th Street,residential,False,113.684,,"LINESTRING (-120.6898347 35.6236203, -120.6892004 35.6236446, -120.6885788 35.6236754)",
10568441,False,,9th Street,residential,True,117.20200000000001,,"LINESTRING (-120.6898347 35.6236203, -120.6905924 35.6235736, -120.6910166 35.6235469, -120.6911276 35.6235399)",
10559879,False,,Park Street,residential,True,116.005,,"LINESTRING (-120.689942 35.6246599, -120.6898347 35.6236203)",
10577493,False,,10th Street,tertiary,True,115.39,,"LINESTRING (-120.689942 35.6246599, -120.6912158 35.6245906)",
10559879,False,,Park Street,residential,False,116.99100000000001,,"LINESTRING (-120.689942 35.6246599, -120.6899736 35.6250558, -120.6899857 35.625208, -120.6900199 35.6256062, -120.6900296 35.6257096)",
10577493,False,,10th Street,tertiary,False,115.809,,"LINESTRING (-120.689942 35.6246599, -120.6893041 35.6247011, -120.6886638 35.6247314)",
10559879,False,,Park Street,residential,True,116.99100000000001,,"LINESTRING (-120.6900296 35.6257096, -120.6900199 35.6256062, -120.6899857 35.625208, -120.6899736 35.6250558, -120.689942 35.6246599)",
10577837,False,,11th Street,residential,False,114.022,,"LINESTRING (-120.6900296 35.6257096, -120.6899279 35.625715, -120.6888939 35.6257704, -120.6887708 35.625777)",
10577837,False,,11th Street,residential,True,115.425,,"LINESTRING (-120.6900296 35.6257096, -120.6901493 35.6257032, -120.6911833 35.6256477, -120.6913039 35.6256413)",
10559889,False,2,Park Street,residential,False,112.58099999999999,,"LINESTRING (-120.6901282 35.6267298, -120.6901338 35.6268078, -120.6901705 35.627284, -120.6901955 35.6276817, -120.6901992 35.6277406)",
"[1234985740, 1234985741]",False,4,12th Street,residential,False,114.257,,"LINESTRING (-120.6901282 35.6267298, -120.6902208 35.6267261, -120.6904972 35.6267149, -120.6910181 35.626686, -120.6912783 35.6266715, -120.6913898 35.6266653)",
1234985741,False,,12th Street,residential,True,115.427,,"LINESTRING (-120.6901282 35.6267298, -120.690111 35.6267305, -120.6900375 35.6267341, -120.6889678 35.6267877, -120.6888537 35.6267955)",
10559889,False,2,Park Street,residential,False,9.977,,"LINESTRING (-120.6901992 35.6277406, -120.690207 35.6278301)",
10559889,False,2,Park Street,residential,True,112.581,,"LINESTRING (-120.6901992 35.6277406, -120.6901955 35.6276817, -120.6901705 35.627284, -120.6901338 35.6268078, -120.6901282 35.6267298)",
"[1234987992, 1234987991]",True,"['1', '2']",13th Street,secondary,False,114.733,,"LINESTRING (-120.6901992 35.6277406, -120.6895569 35.6277731, -120.689045 35.6278038, -120.6889327 35.6278105)",
10559889,False,2,Park Street,residential,False,114.218,,"LINESTRING (-120.6902917 35.6288331, -120.6903847 35.6298575)",
10559889,False,2,Park Street,residential,True,111.794,,"LINESTRING (-120.6902917 35.6288331, -120.6902615 35.6285237, -120.6902125 35.6278997, -120.690207 35.6278301)",
10574777,False,2,14th Street,tertiary,False,115.732,,"LINESTRING (-120.6902917 35.6288331, -120.689658 35.6288639, -120.6890142 35.6289038)",
10574777,False,2,14th Street,tertiary,True,115.49799999999999,,"LINESTRING (-120.6902917 35.6288331, -120.6909314 35.6287941, -120.6914523 35.6287648, -120.6915661 35.6287565)",
10559889,False,2,Park Street,residential,True,114.218,,"LINESTRING (-120.6903847 35.6298575, -120.6902917 35.6288331)",
10575155,False,,15th Street,tertiary,False,116.809,,"LINESTRING (-120.6903847 35.6298575, -120.6901384 35.6298701, -120.6897329 35.6298909, -120.6890944 35.6299175)",
