osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,access,junction
21814513,South Cedar Street,residential,False,False,141.543,"LINESTRING (-90.3725746 40.9438594, -90.3725644 40.9451323)",,,,,
21818997,West South Street,tertiary,False,False,141.677,"LINESTRING (-90.3725746 40.9438594, -90.3728129 40.94386, -90.3735747 40.9438619, -90.3742614 40.9438637)",,,,,
"[938380720, 21818997]","['West South Street', 'East South Street']",tertiary,False,True,240.215,"LINESTRING (-90.3725746 40.9438594, -90.3724429 40.9438579, -90.3714879 40.943847, -90.3711557 40.9438432, -90.3707457 40.943841, -90.3697148 40.9438353)",,,,,
21814513,South Cedar Street,residential,False,False,141.018,"LINESTRING (-90.3725644 40.9451323, -90.3725426 40.9464004)",,,,,
21814513,South Cedar Street,residential,False,True,141.543,"LINESTRING (-90.3725644 40.9451323, -90.3725746 40.9438594)",,,,,
21815948,West Tompkins Street,residential,False,False,141.271,"LINESTRING (-90.3725644 40.9451323, -90.3742464 40.9451348)",,,,,
21815948,West Tompkins Street,residential,False,True,120.283,"LINESTRING (-90.3725644 40.9451323, -90.3711323 40.9451285)",,,,,
21814513,South Cedar Street,residential,False,True,141.018,"LINESTRING (-90.3725426 40.9464004, -90.3725644 40.9451323)",,,,,
21816074,West Simmons Street,residential,False,False,141.589,"LINESTRING (-90.3725426 40.9464004, -90.3742284 40.9464064)",,,,,
21814513,South Cedar Street,residential,False,False,121.507,"LINESTRING (-90.3725426 40.9464004, -90.3725369 40.9469211, -90.3725307 40.9474931)",,,,,
21816074,West Simmons Street,residential,False,True,121.398,"LINESTRING (-90.3725426 40.9464004, -90.3714967 40.9463963, -90.3710972 40.9463947)",,,,,
187740309,West Main Street,primary,False,False,73.391,"LINESTRING (-90.3725307 40.9474931, -90.3716569 40.9474867)",4,US 150,,,
187740309,West Main Street,primary,False,True,141.252,"LINESTRING (-90.3725307 40.9474931, -90.3742125 40.9475018)",4,US 150,,,
21814513,South Cedar Street,residential,False,True,121.507,"LINESTRING (-90.3725307 40.9474931, -90.3725369 40.9469211, -90.3725426 40.9464004)",,,,,
21818681,North Cedar Street,residential,False,False,122.523,"LINESTRING (-90.3725307 40.9474931, -90.3725221 40.9480554, -90.3725139 40.9485949)",,,,,
21818997,West South Street,tertiary,False,True,140.116,"LINESTRING (-90.3759296 40.9438686, -90.3742614 40.9438637)",,,,,
859821100,South Academy Street,residential,False,False,142.287,"LINESTRING (-90.3759296 40.9438686, -90.3759067 40.9451481)",,,,,
21815948,West Tompkins Street,residential,False,True,139.456,"LINESTRING (-90.3759067 40.9451481, -90.3742464 40.9451348)",,,,,
859821100,South Academy Street,residential,False,False,66.984,"LINESTRING (-90.3759067 40.9451481, -90.3759093 40.9457505)",,,,,
859821100,South Academy Street,residential,False,True,142.287,"LINESTRING (-90.3759067 40.9451481, -90.3759296 40.9438686)",,,,,
859821100,South Academy Street,residential,False,False,73.879,"LINESTRING (-90.3759093 40.9457505, -90.3759041 40.9464149)",,,,,
859821100,South Academy Street,residential,False,True,66.984,"LINESTRING (-90.3759093 40.9457505, -90.3759067 40.9451481)",,,,,
21816074,West Simmons Street,residential,False,True,140.742,"LINESTRING (-90.3759041 40.9464149, -90.3742284 40.9464064)",,,,,
859821100,South Academy Street,residential,False,True,73.879,"LINESTRING (-90.3759041 40.9464149, -90.3759093 40.9457505)",,,,,
859821100,South Academy Street,residential,False,False,121.81800000000001,"LINESTRING (-90.3759041 40.9464149, -90.3759035 40.9464636, -90.3758915 40.9475104)",,,,,
21815779,North Academy Street,residential,False,False,120.832,"LINESTRING (-90.3758915 40.9475104, -90.3758833 40.9480756, -90.3758757 40.948597)",,,,,
187740309,West Main Street,primary,False,False,141.017,"LINESTRING (-90.3758915 40.9475104, -90.3750323 40.947506, -90.3742125 40.9475018)",4,US 150,,,
859821100,South Academy Street,residential,False,True,121.81800000000001,"LINESTRING (-90.3758915 40.9475104, -90.3759035 40.9464636, -90.3759041 40.9464149)",,,,,
288562052,East North Street,residential,False,False,117.281,"LINESTRING (-90.3679391 40.9510731, -90.3693355 40.9510857)",,,,,
"[187740936, 187740945, 21819189]",North Prairie Street,residential,False,True,137.71,"LINESTRING (-90.3679391 40.9510731, -90.3679455 40.9506075, -90.3679478 40.9504287, -90.3679483 40.9504004, -90.3679486 40.9503542, -90.3679492 40.9502682, -90.3679525 40.9499194, -90.3679538 40.9498347)",,,yes,,
288562052,East North Street,residential,False,False,24.733,"LINESTRING (-90.3693355 40.9510857, -90.36963 40.9510845)",,,,,
288562052,East North Street,residential,False,True,117.281,"LINESTRING (-90.3693355 40.9510857, -90.3679391 40.9510731)",,,,,
288562052,East North Street,residential,False,False,121.035,"LINESTRING (-90.36963 40.9510845, -90.3710712 40.9510825)",,,,,
288562052,East North Street,residential,False,True,24.733,"LINESTRING (-90.36963 40.9510845, -90.3693355 40.9510857)",,,,,
"[844435305, 358455909]",North Cherry Street,residential,False,True,96.76400000000001,"LINESTRING (-90.36963 40.9510845, -90.3696241 40.9503492, -90.3696256 40.9502143)",,,yes,no,
21818661,West North Street,residential,False,False,119.843,"LINESTRING (-90.3710712 40.9510825, -90.3724982 40.9510853)",,,,,
288562052,East North Street,residential,False,True,121.035,"LINESTRING (-90.3710712 40.9510825, -90.36963 40.9510845)",,,,,
"[909343340, 187740932, 21815871]",North Broad Street,residential,False,True,141.167,"LINESTRING (-90.3710712 40.9510825, -90.3710711 40.9510403, -90.3710766 40.9501293, -90.3710792 40.9499873, -90.3710798 40.9499479, -90.3710781 40.9498993, -90.371077 40.949813)",,,yes,,
187740309,West Main Street,primary,False,False,141.252,"LINESTRING (-90.3742125 40.9475018, -90.3725307 40.9474931)",4,US 150,,,
21819437,North West Street,residential,False,False,120.486,"LINESTRING (-90.3742125 40.9475018, -90.3742129 40.9480594, -90.3742024 40.9485853)",,,,,
187740309,West Main Street,primary,False,True,141.017,"LINESTRING (-90.3742125 40.9475018, -90.3750323 40.947506, -90.3758915 40.9475104)",4,US 150,,,
911275423,South West Street,residential,False,True,121.81,"LINESTRING (-90.3742125 40.9475018, -90.3742209 40.9469215, -90.3742284 40.9464064)",,,,,
187740309,West Main Street,primary,False,True,73.391,"LINESTRING (-90.3716569 40.9474867, -90.3725307 40.9474931)",4,US 150,,,
52305904,Public Square,primary,True,False,72.82000000000001,"LINESTRING (-90.3716569 40.9474867, -90.3716252 40.9473474, -90.3715746 40.9472675, -90.3715029 40.9471974, -90.3714133 40.9471404, -90.3713098 40.9470988, -90.371197 40.9470747, -90.3711036 40.9470687)",2,US 150,,,roundabout
548626538,East Main Street,primary,False,False,140.427,"LINESTRING (-90.3663145 40.9474638, -90.3679865 40.9474689)",4,US 150,,,
21817170,North Kellogg Street,secondary,False,True,122.02199999999999,"LINESTRING (-90.3663145 40.9474638, -90.3663107 40.9475816, -90.3663075 40.9478646, -90.3663063 40.9479866, -90.366305 40.9480285, -90.366296 40.9483521, -90.3662928 40.9484814, -90.3662909 40.948561)",,,,,
288562054,South Kellogg Street,tertiary,False,True,122.282,"LINESTRING (-90.3663145 40.9474638, -90.366318 40.946996, -90.3663186 40.9469139, -90.3663182 40.9467275, -90.3663174 40.9463641)",,,,,
548626538,East Main Street,primary,False,False,141.407,"LINESTRING (-90.3679865 40.9474689, -90.3696701 40.947481)",4,US 150,,,
548626538,East Main Street,primary,False,True,140.427,"LINESTRING (-90.3679865 40.9474689, -90.3663145 40.9474638)",4,US 150,,,
21819189,North Prairie Street,residential,False,False,121.76,"LINESTRING (-90.3679865 40.9474689, -90.367985 40.9478594, -90.3679848 40.9479062, -90.3679843 40.9480515, -90.3679826 40.9484923, -90.3679823 40.9485639)",,,,,
859821102,South Prairie Street,residential,False,True,121.55699999999999,"LINESTRING (-90.3679865 40.9474689, -90.3680052 40.9468571, -90.3680199 40.946376)",,,,,
548626538,East Main Street,primary,False,False,73.902,"LINESTRING (-90.3696701 40.947481, -90.37055 40.9474863)",4,US 150,,,
548626538,East Main Street,primary,False,True,141.407,"LINESTRING (-90.3696701 40.947481, -90.3679865 40.9474689)",4,US 150,,,
21816960,North Cherry Street,residential,False,False,120.624,"LINESTRING (-90.3696701 40.947481, -90.3696635 40.9478957, -90.3696606 40.9480008, -90.3696588 40.9481773, -90.3696522 40.9485657)",,,,,
859821104,South Cherry Street,residential,False,True,121.942,"LINESTRING (-90.3696701 40.947481, -90.3696744 40.947117, -90.3696753 40.9470296, -90.369692 40.9463845)",,,,,
548626538,East Main Street,primary,False,True,73.902,"LINESTRING (-90.37055 40.9474863, -90.3696701 40.947481)",4,US 150,,,
52305904,Public Square,primary,True,False,72.469,"LINESTRING (-90.37055 40.9474863, -90.3705686 40.9475942, -90.3706233 40.9476946, -90.3707104 40.947781, -90.370824 40.9478475, -90.3709565 40.9478897, -90.3710989 40.9479047)",2,US 150,,,roundabout
21815876,North Broad Street,residential,False,False,73.89,"LINESTRING (-90.3710989 40.9479047, -90.371096 40.9485692)",,,,,
52305904,Public Square,primary,True,False,73.169,"LINESTRING (-90.3710989 40.9479047, -90.3712347 40.9478928, -90.3713624 40.9478561, -90.3714744 40.9477969, -90.3715637 40.9477188, -90.371625 40.9476265, -90.3716569 40.9474867)",2,US 150,,,roundabout
182584327,South Broad Street,residential,False,True,74.947,"LINESTRING (-90.3711036 40.9470687, -90.3710972 40.9463947)",,,,,
52305904,Public Square,primary,True,False,72.769,"LINESTRING (-90.3711036 40.9470687, -90.370957 40.9470836, -90.3708227 40.9471265, -90.3707079 40.9471944, -90.3706205 40.9472826, -90.3705667 40.9473849, -90.37055 40.9474863)",2,US 150,,,roundabout
21816886,West Ferris Street,residential,False,True,140.539,"LINESTRING (-90.3758757 40.948597, -90.3742024 40.9485853)",,,,,
"[187740921, 21815779, 187740940]",North Academy Street,residential,False,False,82.08,"LINESTRING (-90.3758757 40.948597, -90.3758708 40.9488089, -90.3758691 40.9488837, -90.3758695 40.948932, -90.3758675 40.9491088, -90.375867 40.9492058, -90.3758663 40.9493351)",,,yes,,
21815779,North Academy Street,residential,False,True,120.832,"LINESTRING (-90.3758757 40.948597, -90.3758833 40.9480756, -90.3758915 40.9475104)",,,,,
187740921,North Academy Street,residential,False,False,54.864,"LINESTRING (-90.3758663 40.9493351, -90.3758683 40.9498285)",,,,,
"[187740921, 21815779, 187740940]",North Academy Street,residential,False,True,82.08,"LINESTRING (-90.3758663 40.9493351, -90.375867 40.9492058, -90.3758675 40.9491088, -90.3758695 40.948932, -90.3758691 40.9488837, -90.3758708 40.9488089, -90.3758757 40.948597)",,,yes,,
187740921,North Academy Street,residential,False,False,141.455,"LINESTRING (-90.3758683 40.9498285, -90.3758438 40.9511005)",,,,,
187740921,North Academy Street,residential,False,True,54.864,"LINESTRING (-90.3758683 40.9498285, -90.3758663 40.9493351)",,,,,
844435303,West Water Street,residential,False,True,140.695,"LINESTRING (-90.3758683 40.9498285, -90.3741932 40.9498463)",,,,,
187740921,North Academy Street,residential,False,True,141.455,"LINESTRING (-90.3758438 40.9511005, -90.3758683 40.9498285)",,,,,
21818661,West North Street,residential,False,True,141.313,"LINESTRING (-90.3758438 40.9511005, -90.3750253 40.9510974, -90.3741612 40.9511045)",,,,,
21815876,North Broad Street,residential,False,True,138.314,"LINESTRING (-90.371077 40.949813, -90.371096 40.9485692)",,,,,
"[909343340, 187740932, 21815871]",North Broad Street,residential,False,False,141.167,"LINESTRING (-90.371077 40.949813, -90.3710781 40.9498993, -90.3710798 40.9499479, -90.3710792 40.9499873, -90.3710766 40.9501293, -90.3710711 40.9510403, -90.3710712 40.9510825)",,,yes,,
844435304,East Water Street,residential,False,True,120.682,"LINESTRING (-90.371077 40.949813, -90.3699644 40.9498169, -90.3696414 40.9498393)",,,,,
21815876,North Broad Street,residential,False,False,138.314,"LINESTRING (-90.371096 40.9485692, -90.371077 40.949813)",,,,,
21815876,North Broad Street,residential,False,True,73.89,"LINESTRING (-90.371096 40.9485692, -90.3710989 40.9479047)",,,,,
21816886,West Ferris Street,residential,False,False,119.117,"LINESTRING (-90.371096 40.9485692, -90.3725139 40.9485949)",,,,,
21817234,East Ferris Street,residential,False,True,121.259,"LINESTRING (-90.371096 40.9485692, -90.3703447 40.9485682, -90.3700953 40.9485675, -90.3698942 40.9485672, -90.3696522 40.9485657)",,,,,
21815948,West Tompkins Street,residential,False,False,120.283,"LINESTRING (-90.3711323 40.9451285, -90.3725644 40.9451323)",,,,,
21818862,South Broad Street,residential,True,False,143.393,"LINESTRING (-90.3711323 40.9451285, -90.3710716 40.9451965, -90.3710533 40.9458443, -90.3710405 40.9462985, -90.3710972 40.9463947)",,,,,
859821105,East Tompkins Street,residential,False,True,120.737,"LINESTRING (-90.3711323 40.9451285, -90.3704439 40.9451218, -90.3696949 40.9451145)",,,,,
21815948,West Tompkins Street,residential,False,False,139.456,"LINESTRING (-90.3742464 40.9451348, -90.3759067 40.9451481)",,,,,
21815948,West Tompkins Street,residential,False,True,141.271,"LINESTRING (-90.3742464 40.9451348, -90.3725644 40.9451323)",,,,,
911275423,South West Street,residential,False,False,141.404,"LINESTRING (-90.3742464 40.9451348, -90.3742284 40.9464064)",,,,,
911275423,South West Street,residential,False,True,141.346,"LINESTRING (-90.3742464 40.9451348, -90.3742614 40.9438637)",,,,,
