osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,lanes
11624782,Prospect Street,residential,False,True,61.106,"LINESTRING (-74.162737 40.819991, -74.1630865 40.8195093)",,,
11615858,,residential,False,False,19.675,"LINESTRING (-74.162737 40.819991, -74.162749 40.820002, -74.162781 40.820048, -74.16279 40.820082, -74.16279 40.820117, -74.162778 40.820157)",,,
582350790,Chestnut Street,residential,False,True,170.044,"LINESTRING (-74.162737 40.819991, -74.162701 40.819966, -74.162652 40.819945, -74.162206 40.819858, -74.1607955 40.8195878)",,,
11615858,,residential,False,True,19.674999999999997,"LINESTRING (-74.162778 40.820157, -74.16279 40.820117, -74.16279 40.820082, -74.162781 40.820048, -74.162749 40.820002, -74.162737 40.819991)",,,
11616821,Chestnut Street,residential,False,False,233.729,"LINESTRING (-74.162778 40.820157, -74.163841 40.820655, -74.164399 40.820916, -74.16514 40.821263)",,,
11624796,Prospect Street,residential,False,False,125.91900000000001,"LINESTRING (-74.162778 40.820157, -74.162736 40.820211, -74.161993 40.821093, -74.161976 40.821113)",,,
11619169,Vreeland Avenue,residential,False,False,72.721,"LINESTRING (-74.157508 40.823919, -74.158095 40.824399)",,,
11622163,Hillside Avenue,residential,False,True,449.815,"LINESTRING (-74.157508 40.823919, -74.158724 40.8229875, -74.15881 40.8228875, -74.160031 40.8208155, -74.160229 40.8205015)",,,
452805210,Hillside Avenue,residential,False,False,313.29200000000003,"LINESTRING (-74.157508 40.823919, -74.1562263 40.8248314, -74.154635 40.825702)",,,
1016837992,Vreeland Avenue,residential,False,True,154.056,"LINESTRING (-74.157508 40.823919, -74.157091 40.823584, -74.1566574 40.8232363, -74.156267 40.822922, -74.156252 40.822911)",,,
11616508,Oakcrest Place,residential,False,False,129.315,"LINESTRING (-74.1601 40.825444, -74.1593349 40.8264526)",,,
11619169,Vreeland Avenue,residential,False,False,89.524,"LINESTRING (-74.1601 40.825444, -74.161038 40.825824)",,,
11619169,Vreeland Avenue,residential,False,True,138.199,"LINESTRING (-74.1601 40.825444, -74.158653 40.824856)",,,
11616508,Oakcrest Place,residential,False,True,45.441,"LINESTRING (-74.159066 40.826807, -74.1593349 40.8264526)",,,
