osmid,highway,oneway,reversed,length,name,geometry,ref
13009775,residential,False,False,93.546,,"LINESTRING (-76.824944 42.164906, -76.826079 42.164907)",
13035916,residential,False,True,147.451,Division Street,"LINESTRING (-76.824944 42.164906, -76.82496 42.166232)",
"[20055049, 13035916]",residential,False,"[False, True]",57.361999999999995,"['Division Street', 'Steuben Street']","LINESTRING (-76.824944 42.164906, -76.824941 42.1647, -76.8249126 42.1646756, -76.8248882 42.1646446, -76.824851 42.164622, -76.824577 42.164587)",
13009775,residential,False,True,93.546,,"LINESTRING (-76.826079 42.164907, -76.824944 42.164906)",
13029728,residential,False,False,99.476,Westlake Street,"LINESTRING (-76.824584 42.168635, -76.825736 42.168368)",
13029728,residential,False,True,184.981,Westlake Street,"LINESTRING (-76.824584 42.168635, -76.8238669 42.1688097, -76.822448 42.169146)",
13017305,residential,False,False,129.996,Eleanor Street,"LINESTRING (-76.8199441 42.1675446, -76.819655 42.166994, -76.8196191 42.166933, -76.819343 42.166464)",
924602486,tertiary,False,False,62.786,East Franklin Street,"LINESTRING (-76.8199441 42.1675446, -76.8204966 42.1675374, -76.8207058 42.1675347)",CR20
13017305,residential,False,False,83.058,Eleanor Street,"LINESTRING (-76.819343 42.166464, -76.818923 42.165785)",
13017426,residential,False,False,64.691,East Broad Street,"LINESTRING (-76.819343 42.166464, -76.820075 42.166254)",
13017305,residential,False,True,129.996,Eleanor Street,"LINESTRING (-76.819343 42.166464, -76.8196191 42.166933, -76.819655 42.166994, -76.8199441 42.1675446)",
13017305,residential,False,False,56.194,Eleanor Street,"LINESTRING (-76.818923 42.165785, -76.818656 42.16532)",
13017305,residential,False,True,83.058,Eleanor Street,"LINESTRING (-76.818923 42.165785, -76.819343 42.166464)",
13037759,residential,False,False,63.378,Orchard Street,"LINESTRING (-76.818923 42.165785, -76.81964 42.165579)",
13017305,residential,False,True,56.194,Eleanor Street,"LINESTRING (-76.818656 42.16532, -76.818923 42.165785)",
909624728,secondary,False,False,18.22,North Main Street,"LINESTRING (-76.8207058 42.1675347, -76.8208301 42.1676702)",
909624729,secondary,False,False,71.505,South Main Street,"LINESTRING (-76.8207058 42.1675347, -76.820426 42.166926)",
924602486,tertiary,False,True,62.786,East Franklin Street,"LINESTRING (-76.8207058 42.1675347, -76.8204966 42.1675374, -76.8199441 42.1675446)",CR20
13024277,residential,False,False,116.352,John Street,"LINESTRING (-76.820426 42.166926, -76.821837 42.16696)",
909624729,secondary,False,True,71.505,South Main Street,"LINESTRING (-76.820426 42.166926, -76.8207058 42.1675347)",
909624729,secondary,False,False,80.127,South Main Street,"LINESTRING (-76.820426 42.166926, -76.8204175 42.1669097, -76.820075 42.166254)",
13024277,residential,False,False,92.487,John Street,"LINESTRING (-76.821837 42.16696, -76.822959 42.166945)",
13024277,residential,False,True,116.352,John Street,"LINESTRING (-76.821837 42.16696, -76.820426 42.166926)",
20055219,tertiary,False,False,81.061,Grand Central Avenue,"LINESTRING (-76.821837 42.16696, -76.821837 42.166273, -76.821837 42.166231)",
20055219,tertiary,False,True,64.494,Grand Central Avenue,"LINESTRING (-76.821837 42.16696, -76.8218378 42.1674432, -76.821838 42.16754)",
13024277,residential,False,False,53.703,John Street,"LINESTRING (-76.822959 42.166945, -76.8236106 42.1669449)",
13024277,residential,False,True,92.487,John Street,"LINESTRING (-76.822959 42.166945, -76.821837 42.16696)",
13036339,residential,False,False,78.99,Center Street,"LINESTRING (-76.822959 42.166945, -76.822928 42.166235)",
13024277,residential,False,True,53.703,John Street,"LINESTRING (-76.8236106 42.1669449, -76.822959 42.166945)",
13036679,residential,False,False,68.276,Curns Street,"LINESTRING (-76.8236106 42.1669449, -76.8235883 42.1675587)",
13036679,residential,False,True,80.764,Curns Street,"LINESTRING (-76.8236106 42.1669449, -76.823768 42.166228)",
13024277,residential,False,False,33.335,John Street,"LINESTRING (-76.8236106 42.1669449, -76.8238338 42.16695, -76.8238911 42.1669509, -76.8240149 42.1669485)",
13024277,residential,False,False,75.873,John Street,"LINESTRING (-76.8240149 42.1669485, -76.824935 42.166926)",
13030313,residential,False,True,81.777,Legion Lane,"LINESTRING (-76.8240149 42.1669485, -76.824266 42.166237)",
13024277,residential,False,True,33.335,John Street,"LINESTRING (-76.8240149 42.1669485, -76.8238911 42.1669509, -76.8238338 42.16695, -76.8236106 42.1669449)",
13024277,residential,False,False,91.814,John Street,"LINESTRING (-76.824935 42.166926, -76.826049 42.166922)",
13024277,residential,False,True,75.873,John Street,"LINESTRING (-76.824935 42.166926, -76.8240149 42.1669485)",
13030167,residential,False,False,70.433,Union Street,"LINESTRING (-76.824935 42.166926, -76.824966 42.167559)",
13024277,residential,False,True,91.814,John Street,"LINESTRING (-76.826049 42.166922, -76.824935 42.166926)",
13026668,residential,False,True,78.065,St Marys Street,"LINESTRING (-76.826049 42.166922, -76.826061 42.16622)",
909624728,secondary,False,True,18.22,North Main Street,"LINESTRING (-76.8208301 42.1676702, -76.8207058 42.1675347)",
13029963,secondary,False,False,211.444,North Main Street,"LINESTRING (-76.8208301 42.1676702, -76.8209641 42.1677921, -76.8218736 42.1686194, -76.822061 42.168791, -76.822448 42.169146)",
13040286,tertiary,False,False,85.943,West Franklin Street,"LINESTRING (-76.8208301 42.1676702, -76.8209366 42.1676146, -76.821241 42.1675539, -76.8215266 42.1675486, -76.821838 42.16754)",
13026668,residential,False,False,78.065,St Marys Street,"LINESTRING (-76.826061 42.16622, -76.826049 42.166922)",
13037976,tertiary,False,True,90.752,West Broad Street,"LINESTRING (-76.826061 42.16622, -76.82496 42.166232)",
20055049,residential,False,False,139.506,Steuben Street,"LINESTRING (-76.8228844 42.1645939, -76.824577 42.164587)",
20055049,residential,False,True,88.948,Steuben Street,"LINESTRING (-76.8228844 42.1645939, -76.8218052 42.1645905)",
13036339,residential,False,False,120.561,Center Street,"LINESTRING (-76.8228844 42.1645939, -76.8228301 42.164539, -76.822806 42.163523)",
13036339,residential,False,True,83.811,Center Street,"LINESTRING (-76.8228844 42.1645939, -76.8229143 42.1646457, -76.822929 42.165343)",
13030552,residential,False,False,220.196,North Carroll Street,"LINESTRING (-76.824577 42.164587, -76.824599 42.1626068)",
20055049,residential,False,True,139.506,Steuben Street,"LINESTRING (-76.824577 42.164587, -76.8228844 42.1645939)",
"[20055049, 13035916]",residential,False,"[False, True]",57.362,"['Steuben Street', 'Division Street']","LINESTRING (-76.824577 42.164587, -76.824851 42.164622, -76.8248882 42.1646446, -76.8249126 42.1646756, -76.824941 42.1647, -76.824944 42.164906)",
13037759,residential,False,True,63.378,Orchard Street,"LINESTRING (-76.81964 42.165579, -76.818923 42.165785)",
20055109,secondary,False,False,27.727,South Main Street,"LINESTRING (-76.81964 42.165579, -76.819495 42.165354)",
20055109,secondary,False,True,83.18,South Main Street,"LINESTRING (-76.81964 42.165579, -76.820075 42.166254)",
13029728,residential,False,False,184.981,Westlake Street,"LINESTRING (-76.822448 42.169146, -76.8238669 42.1688097, -76.824584 42.168635)",
13029963,secondary,False,True,211.444,North Main Street,"LINESTRING (-76.822448 42.169146, -76.822061 42.168791, -76.8218736 42.1686194, -76.8209641 42.1677921, -76.8208301 42.1676702)",
13029728,residential,False,True,99.476,Westlake Street,"LINESTRING (-76.825736 42.168368, -76.824584 42.168635)",
13030167,residential,False,True,114.24600000000001,Union Street,"LINESTRING (-76.825736 42.168368, -76.82573 42.168345, -76.825668 42.168101, -76.825164 42.167662, -76.824966 42.167559)",
13030167,residential,False,True,70.433,Union Street,"LINESTRING (-76.824966 42.167559, -76.824935 42.166926)",
13040286,tertiary,False,False,74.187,West Franklin Street,"LINESTRING (-76.824966 42.167559, -76.825866 42.167547)",
13030167,residential,False,False,114.24600000000002,Union Street,"LINESTRING (-76.824966 42.167559, -76.825164 42.167662, -76.825668 42.168101, -76.82573 42.168345, -76.825736 42.168368)",
13040286,tertiary,False,True,113.545,West Franklin Street,"LINESTRING (-76.824966 42.167559, -76.8237975 42.1675599, -76.8235883 42.1675587)",
13040286,tertiary,False,False,144.268,West Franklin Street,"LINESTRING (-76.821838 42.16754, -76.8235883 42.1675587)",
13040286,tertiary,False,True,85.94300000000001,West Franklin Street,"LINESTRING (-76.821838 42.16754, -76.8215266 42.1675486, -76.821241 42.1675539, -76.8209366 42.1676146, -76.8208301 42.1676702)",
