osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge
18643869,East 2nd Street,residential,False,False,101.159,"LINESTRING (-93.2244571 38.7092108, -93.2255954 38.7094074)",,,,
18643017,South Washington Avenue,residential,False,False,102.245,"LINESTRING (-93.2244571 38.7092108, -93.22436 38.709602, -93.224227 38.7101126)",,,,
18643017,South Washington Avenue,residential,False,True,81.12299999999999,"LINESTRING (-93.2244571 38.7092108, -93.224598 38.708773, -93.2246744 38.7085013)",,,,
507859366,West Main Street,secondary,False,False,85.476,"LINESTRING (-93.2285498 38.7108685, -93.2275877 38.7107033)",25 mph,,,
507859366,West Main Street,secondary,False,True,89.803,"LINESTRING (-93.2285498 38.7108685, -93.2295606 38.7110421)",25 mph,,,
18642824,South Osage Avenue,residential,False,True,104.584,"LINESTRING (-93.2285498 38.7108685, -93.228717 38.710354, -93.228825 38.709953)",,,,
192168888,Wilkerson Street,residential,False,False,49.959,"LINESTRING (-93.2328396 38.709792, -93.2334018 38.709889)",,,,
192168888,Wilkerson Street,residential,False,True,49.197,"LINESTRING (-93.2328396 38.709792, -93.2322862 38.7096957)",,,,
18639584,,residential,False,False,111.705,"LINESTRING (-93.2328396 38.709792, -93.2330207 38.7091369, -93.233111 38.70881)",,,,
549493076,West 3rd Street,tertiary,False,False,52.114,"LINESTRING (-93.233111 38.70881, -93.232511 38.708789)",25 mph,2,,
549493076,West 3rd Street,tertiary,False,True,48.897,"LINESTRING (-93.233111 38.70881, -93.233674 38.708829)",25 mph,2,,
18639584,,residential,False,True,111.705,"LINESTRING (-93.233111 38.70881, -93.2330207 38.7091369, -93.2328396 38.709792)",,,,
18641025,West Benton Street,residential,False,False,198.322,"LINESTRING (-93.230389 38.712281, -93.232629 38.712636)",,,,
18642199,Moniteau Avenue,residential,False,False,58.924,"LINESTRING (-93.230389 38.712281, -93.23024 38.712798)",,,,
18642199,Moniteau Avenue,residential,False,True,16.076999999999998,"LINESTRING (-93.230389 38.712281, -93.230409 38.712211, -93.23043 38.71214)",,,,
18641025,West Benton Street,residential,False,True,198.322,"LINESTRING (-93.232629 38.712636, -93.230389 38.712281)",,,,
