osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,bridge,ref
583306496,2,Bow Street,residential,9.1,False,True,29.166,"LINESTRING (-71.078027 42.57613, -71.077877 42.5758921)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,False,98.221,"LINESTRING (-71.078027 42.57613, -71.078025 42.576154, -71.078091 42.576467, -71.0781123 42.5765416, -71.0781478 42.5766666, -71.0781918 42.5768214, -71.078242 42.576998)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,True,83.209,"LINESTRING (-71.078027 42.57613, -71.078047 42.575879, -71.0780961 42.5757487, -71.0781591 42.5756216, -71.0782847 42.575415)",,,
9206073,2,Peabody Court,residential,9.8,False,False,79.621,"LINESTRING (-71.080757 42.575657, -71.080774 42.575529, -71.080819 42.575482, -71.080933 42.575464, -71.081019 42.575495, -71.081058 42.575554, -71.08106 42.575638, -71.080757 42.575657)",,,
9206073,2,Peabody Court,residential,9.8,False,True,79.621,"LINESTRING (-71.080757 42.575657, -71.08106 42.575638, -71.081058 42.575554, -71.081019 42.575495, -71.080933 42.575464, -71.080819 42.575482, -71.080774 42.575529, -71.080757 42.575657)",,,
9206073,2,Peabody Court,residential,9.8,False,False,84.56,"LINESTRING (-71.080757 42.575657, -71.080558 42.575671, -71.080129 42.575725, -71.0797832 42.5757719, -71.079738 42.575778)",,,
583306493,2,Park Street,secondary,13.4,False,True,192.962,"LINESTRING (-71.0770262 42.5744837, -71.0771655 42.5744465, -71.0772785 42.5744094, -71.077309 42.5743991, -71.07739 42.5743719, -71.0774369 42.5743571, -71.077519 42.5743312, -71.0776599 42.5742959, -71.0777635 42.5742736, -71.0778858 42.57425, -71.0781469 42.5742049, -71.0782044 42.574195, -71.0785154 42.5741474, -71.0788911 42.5740848, -71.078922 42.5740785, -71.0789843 42.5740658, -71.0792847 42.5740045)",40 mph,,MA 62
584007238,2,Park Street,secondary,13.4,False,False,32.482,"LINESTRING (-71.0770262 42.5744837, -71.0769675 42.5744956, -71.076913 42.574503, -71.0768456 42.57451, -71.0767262 42.5745163, -71.0766336 42.5745174)",40 mph,,MA 62
583306497,,Bow Street,residential,9.1,True,False,40.282,"LINESTRING (-71.0766336 42.5745174, -71.076645 42.5745846, -71.0766545 42.5746097, -71.0766596 42.5746228, -71.0766658 42.5746357, -71.076673 42.5746484, -71.0766813 42.5746606, -71.0766905 42.5746725, -71.0767104 42.5746917, -71.0767366 42.5747131, -71.0768627 42.5748272)",,,
"[584007238, 9206015]",2,Park Street,secondary,"['13.1', '13.4']",False,False,185.135,"LINESTRING (-71.0766336 42.5745174, -71.076546 42.574514, -71.0765055 42.5745125, -71.0763064 42.5744974, -71.076274 42.574495, -71.0760271 42.5744772, -71.0760153 42.5744763, -71.0755154 42.5744402, -71.0750746 42.5744083, -71.0743837 42.5743541)",40 mph,,MA 62
584007238,2,Park Street,secondary,13.4,False,True,32.482,"LINESTRING (-71.0766336 42.5745174, -71.0767262 42.5745163, -71.0768456 42.57451, -71.076913 42.574503, -71.0769675 42.5744956, -71.0770262 42.5744837)",40 mph,,MA 62
9206238,2,Elm Street,unclassified,10.4,False,True,389.31100000000004,"LINESTRING (-71.073872 42.577853, -71.074376 42.577857, -71.074772 42.577891, -71.075113 42.577953, -71.075471 42.578025, -71.075757 42.578038, -71.076027 42.577994, -71.076254 42.577895, -71.0764524 42.5777702, -71.076599 42.577678, -71.07684 42.577551, -71.077084 42.577456, -71.077361 42.577374, -71.077368 42.577373, -71.077716 42.577288, -71.078069 42.577196, -71.0781821 42.5771708, -71.078289 42.577147)",35 mph,,
9206457,2,Haverhill Street,tertiary,12.2,False,False,17.009,"LINESTRING (-71.078242 42.576998, -71.078289 42.577147)",,,
9205915,2,Hill Street,residential,10.4,False,True,144.332,"LINESTRING (-71.078242 42.576998, -71.0783053 42.5769881, -71.0787095 42.5769252, -71.07891 42.576894, -71.0790875 42.5768635, -71.0792663 42.5768328, -71.079632 42.57677, -71.079965 42.576725)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,True,98.221,"LINESTRING (-71.078242 42.576998, -71.0781918 42.5768214, -71.0781478 42.5766666, -71.0781123 42.5765416, -71.078091 42.576467, -71.078025 42.576154, -71.078027 42.57613)",,,
"[257047140, 257047141, 9206015]",2,Park Street,secondary,13.1,False,True,100.288,"LINESTRING (-71.072717 42.574482, -71.0728128 42.5744678, -71.0729498 42.5744482, -71.0731134 42.5744233, -71.0731547 42.5744173, -71.07353 42.574362, -71.073778 42.5743462, -71.0739245 42.5743412)",40 mph,yes,MA 62
9205941,,Bow Street,residential,9.1,True,False,27.313000000000002,"LINESTRING (-71.0743317 42.574591, -71.07432 42.574507, -71.074329 42.574453, -71.0743506 42.5744141, -71.0743837 42.5743541)",,,
583306495,2,Bow Street,residential,9.1,True,False,135.367,"LINESTRING (-71.0743317 42.574591, -71.0746106 42.5747792, -71.0747397 42.5748599, -71.0748158 42.574897, -71.0748711 42.5749171, -71.0749753 42.5749433, -71.0750647 42.5749603, -71.0751567 42.5749686, -71.0752863 42.5749661, -71.0757871 42.5749339, -71.075812 42.5749314)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,True,17.009,"LINESTRING (-71.078289 42.577147, -71.078242 42.576998)",,,
9206238,2,Elm Street,unclassified,10.4,False,False,389.31100000000004,"LINESTRING (-71.078289 42.577147, -71.0781821 42.5771708, -71.078069 42.577196, -71.077716 42.577288, -71.077368 42.577373, -71.077361 42.577374, -71.077084 42.577456, -71.07684 42.577551, -71.076599 42.577678, -71.0764524 42.5777702, -71.076254 42.577895, -71.076027 42.577994, -71.075757 42.578038, -71.075471 42.578025, -71.075113 42.577953, -71.074772 42.577891, -71.074376 42.577857, -71.073872 42.577853)",35 mph,,
9206015,2,Park Street,secondary,13.1,False,False,37.648,"LINESTRING (-71.0743837 42.5743541, -71.0742682 42.5743476, -71.0741845 42.5743438, -71.0740995 42.5743412, -71.0739245 42.5743412)",40 mph,,MA 62
"[584007238, 9206015]",2,Park Street,secondary,"['13.4', '13.1']",False,True,185.135,"LINESTRING (-71.0743837 42.5743541, -71.0750746 42.5744083, -71.0755154 42.5744402, -71.0760153 42.5744763, -71.0760271 42.5744772, -71.076274 42.574495, -71.0763064 42.5744974, -71.0765055 42.5745125, -71.076546 42.574514, -71.0766336 42.5745174)",40 mph,,MA 62
9205881,2,Peabody Street,residential,12.2,False,False,134.798,"LINESTRING (-71.079738 42.575778, -71.079699 42.575685, -71.079641 42.575599, -71.079484 42.575551, -71.079246 42.575517, -71.078717 42.57546, -71.078347 42.5754215, -71.0782847 42.575415)",,,
9206073,2,Peabody Court,residential,9.8,False,True,84.56,"LINESTRING (-71.079738 42.575778, -71.0797832 42.5757719, -71.080129 42.575725, -71.080558 42.575671, -71.080757 42.575657)",,,
646571377,2,Peabody Street,residential,12.2,True,False,106.94,"LINESTRING (-71.079738 42.575778, -71.079786 42.576003, -71.079866 42.576312, -71.07993 42.576569, -71.079965 42.576725)",,,
9205881,2,Peabody Street,residential,12.2,False,True,134.798,"LINESTRING (-71.0782847 42.575415, -71.078347 42.5754215, -71.078717 42.57546, -71.079246 42.575517, -71.079484 42.575551, -71.079641 42.575599, -71.079699 42.575685, -71.079738 42.575778)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,False,83.209,"LINESTRING (-71.0782847 42.575415, -71.0781591 42.5756216, -71.0780961 42.5757487, -71.078047 42.575879, -71.078027 42.57613)",,,
9206457,2,Haverhill Street,tertiary,12.2,False,True,176.943,"LINESTRING (-71.0782847 42.575415, -71.0783388 42.5753329, -71.0783443 42.575325, -71.0783633 42.5752979, -71.0789697 42.574431, -71.0792129 42.5741017, -71.0792847 42.5740045)",,,
9206130,2,Bow Street,residential,9.1,False,False,17.789,"LINESTRING (-71.0760272 42.5749095, -71.075812 42.5749314)",,,
9206270,2,Bow Street,residential,9.1,False,True,69.09,"LINESTRING (-71.0760272 42.5749095, -71.0765183 42.5748512, -71.076604 42.57484, -71.0768627 42.5748272)",,,
1042468629,2,Willow Street,residential,9.1,False,False,27.704,"LINESTRING (-71.0760272 42.5749095, -71.0760182 42.5749422, -71.0760042 42.5749744, -71.0759732 42.575032, -71.0759511 42.5750664, -71.075925 42.575101, -71.0758896 42.5751344)",,,
9206234,2,Mount Vernon Street,residential,12.2,False,False,139.02,"LINESTRING (-71.0811112 42.571416, -71.080987 42.5713916, -71.0808932 42.5713732, -71.0806293 42.5713598, -71.080262 42.5713576, -71.0800665 42.5713565, -71.0797637 42.5713519, -71.0795575 42.5713469, -71.0794222 42.5713408)",,,
583742269,2,Haverhill Street,secondary,12.2,False,False,111.05799999999999,"LINESTRING (-71.0811112 42.571416, -71.081097 42.571436, -71.0810599 42.5714837, -71.080858 42.571752, -71.080679 42.571992, -71.080632 42.572055, -71.0804769 42.5722983)",35 mph,,
9206110,2,Park Street,secondary,13.4,False,False,421.169,"LINESTRING (-71.084354 42.57345, -71.0842391 42.5734571, -71.0841045 42.5734564, -71.083634 42.573464, -71.083067 42.573497, -71.082499 42.573535, -71.0823875 42.5735419, -71.0821244 42.5735581, -71.081997 42.573566, -71.081546 42.573614, -71.0814503 42.573627, -71.0812508 42.5736542, -71.080989 42.5736888, -71.080915 42.5737, -71.0808629 42.5737084, -71.0805144 42.5737643, -71.080255 42.573806, -71.0800486 42.5738467, -71.079671 42.5739211, -71.0795864 42.5739394, -71.0792847 42.5740045)",40 mph,,MA 62
"[257047140, 257047141, 9206015]",2,Park Street,secondary,13.1,False,False,100.288,"LINESTRING (-71.0739245 42.5743412, -71.073778 42.5743462, -71.07353 42.574362, -71.0731547 42.5744173, -71.0731134 42.5744233, -71.0729498 42.5744482, -71.0728128 42.5744678, -71.072717 42.574482)",40 mph,yes,MA 62
9206015,2,Park Street,secondary,13.1,False,True,37.647999999999996,"LINESTRING (-71.0739245 42.5743412, -71.0740995 42.5743412, -71.0741845 42.5743438, -71.0742682 42.5743476, -71.0743837 42.5743541)",40 mph,,MA 62
257046541,2,Bow Street,residential,9.1,True,False,43.569,"LINESTRING (-71.0739245 42.5743412, -71.0740029 42.5744009, -71.0740692 42.5744515, -71.0742306 42.5745407, -71.0743317 42.574591)",,,
9206132,,Railroad Avenue,residential,7.3,False,True,240.45700000000002,"LINESTRING (-71.077605 42.572038, -71.07802 42.572033, -71.078523 42.572041, -71.0788077 42.5720844, -71.0789828 42.5721652, -71.0791177 42.5721687, -71.0793104 42.5721694, -71.0794892 42.5721615, -71.0796751 42.5721679, -71.0798824 42.5721729, -71.0801424 42.5722174, -71.0804174 42.5722936, -71.0804769 42.5722983)",,,
9206234,2,Mount Vernon Street,residential,12.2,False,False,152.426,"LINESTRING (-71.0794222 42.5713408, -71.078854 42.571324, -71.078363 42.571313, -71.0775616 42.5713034)",,,
9206234,2,Mount Vernon Street,residential,12.2,False,True,139.02000000000004,"LINESTRING (-71.0794222 42.5713408, -71.0795575 42.5713469, -71.0797637 42.5713519, -71.0800665 42.5713565, -71.080262 42.5713576, -71.0806293 42.5713598, -71.0808932 42.5713732, -71.080987 42.5713916, -71.0811112 42.571416)",,,
9206177,2,Hill Street,residential,10.4,False,True,59.043,"LINESTRING (-71.079965 42.576725, -71.080677 42.576641)",,,
9205915,2,Hill Street,residential,10.4,False,False,144.332,"LINESTRING (-71.079965 42.576725, -71.079632 42.57677, -71.0792663 42.5768328, -71.0790875 42.5768635, -71.07891 42.576894, -71.0787095 42.5769252, -71.0783053 42.5769881, -71.078242 42.576998)",,,
9206110,2,Park Street,secondary,13.4,False,True,421.169,"LINESTRING (-71.0792847 42.5740045, -71.0795864 42.5739394, -71.079671 42.5739211, -71.0800486 42.5738467, -71.080255 42.573806, -71.0805144 42.5737643, -71.0808629 42.5737084, -71.080915 42.5737, -71.080989 42.5736888, -71.0812508 42.5736542, -71.0814503 42.573627, -71.081546 42.573614, -71.081997 42.573566, -71.0821244 42.5735581, -71.0823875 42.5735419, -71.082499 42.573535, -71.083067 42.573497, -71.083634 42.573464, -71.0841045 42.5734564, -71.0842391 42.5734571, -71.084354 42.57345)",40 mph,,MA 62
9206457,2,Haverhill Street,tertiary,12.2,False,False,176.94299999999998,"LINESTRING (-71.0792847 42.5740045, -71.0792129 42.5741017, -71.0789697 42.574431, -71.0783633 42.5752979, -71.0783443 42.575325, -71.0783388 42.5753329, -71.0782847 42.575415)",,,
583306493,2,Park Street,secondary,13.4,False,False,192.962,"LINESTRING (-71.0792847 42.5740045, -71.0789843 42.5740658, -71.078922 42.5740785, -71.0788911 42.5740848, -71.0785154 42.5741474, -71.0782044 42.574195, -71.0781469 42.5742049, -71.0778858 42.57425, -71.0777635 42.5742736, -71.0776599 42.5742959, -71.077519 42.5743312, -71.0774369 42.5743571, -71.07739 42.5743719, -71.077309 42.5743991, -71.0772785 42.5744094, -71.0771655 42.5744465, -71.0770262 42.5744837)",40 mph,,MA 62
"[257047138, 257047139, 583742269, 583306494]",2,Haverhill Street,secondary,12.2,False,True,213.391,"LINESTRING (-71.0792847 42.5740045, -71.0794089 42.5738177, -71.0794667 42.5737307, -71.0795457 42.5736118, -71.0795622 42.5735878, -71.0798794 42.5731278, -71.0799164 42.5730742, -71.0802559 42.5725973, -71.0803565 42.5724562, -71.0804769 42.5722983)",35 mph,yes,
9205913,,Bow Street,residential,9.1,False,True,18.518,"LINESTRING (-71.0768627 42.5748272, -71.0770575 42.5749118)",,,
9206270,2,Bow Street,residential,9.1,False,False,69.09,"LINESTRING (-71.0768627 42.5748272, -71.076604 42.57484, -71.0765183 42.5748512, -71.0760272 42.5749095)",,,
9206130,2,Bow Street,residential,9.1,False,True,17.789,"LINESTRING (-71.075812 42.5749314, -71.0760272 42.5749095)",,,
583306496,2,Bow Street,residential,9.1,False,False,29.166,"LINESTRING (-71.077877 42.5758921, -71.078027 42.57613)",,,
583306496,2,Bow Street,residential,9.1,False,True,128.779,"LINESTRING (-71.077877 42.5758921, -71.0778335 42.5758333, -71.07779 42.5757744, -71.077655 42.575559, -71.077626 42.57551, -71.0775645 42.5754187, -71.0774968 42.5753269, -71.0774549 42.5752795, -71.077382 42.575197, -71.0772857 42.5751137, -71.0770829 42.5749343, -71.0770575 42.5749118)",,,
583750496,,Rebecca's Row,residential,,False,False,75.782,"LINESTRING (-71.077877 42.5758921, -71.077795 42.5759077, -71.0777043 42.575927, -71.0774476 42.5759874, -71.0769967 42.5761018)",,,
583750496,,Rebecca's Row,residential,,False,True,75.782,"LINESTRING (-71.0769967 42.5761018, -71.0774476 42.5759874, -71.0777043 42.575927, -71.077795 42.5759077, -71.077877 42.5758921)",,,
1042468629,2,Willow Street,residential,9.1,False,True,27.704,"LINESTRING (-71.0758896 42.5751344, -71.075925 42.575101, -71.0759511 42.5750664, -71.0759732 42.575032, -71.0760042 42.5749744, -71.0760182 42.5749422, -71.0760272 42.5749095)",,,
