osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,width
593766965,Beech Street,tertiary,False,False,85.721,"LINESTRING (-117.163857 32.7209178, -117.1637595 32.7209176, -117.1637218 32.7209175, -117.16338 32.7209171, -117.1630955 32.7209225, -117.1630664 32.7209231, -117.1629408 32.7209254)",,,,
1110082735,West Beech Street,tertiary,False,False,84.58,"LINESTRING (-117.163857 32.7209178, -117.1639669 32.7209174, -117.1640074 32.7209172, -117.1646378 32.7209142, -117.1646642 32.720914, -117.1647611 32.7209136)",,,,
1071843943,Front Street,secondary,True,False,115.673,"LINESTRING (-117.1647611 32.7209136, -117.1647601 32.7208656, -117.164759 32.7208255, -117.1647546 32.7206055, -117.1647524 32.7203217, -117.1647523 32.7203065, -117.1647497 32.7199878, -117.1647487 32.7199566, -117.1647488 32.7198734)",3,25 mph,,
1110082723,West Beech Street,tertiary,False,False,79.81700000000001,"LINESTRING (-117.1647611 32.7209136, -117.1648817 32.7209132, -117.164922 32.7209129, -117.1650502 32.7209123, -117.1654853 32.7209103, -117.1655148 32.7209102, -117.1656143 32.7209096)",,,,
1110082735,West Beech Street,tertiary,False,True,84.58000000000001,"LINESTRING (-117.1647611 32.7209136, -117.1646642 32.720914, -117.1646378 32.7209142, -117.1640074 32.7209172, -117.1639669 32.7209174, -117.163857 32.7209178)",,,,
593754409,Union Street,tertiary,False,True,115.99000000000001,"LINESTRING (-117.1656143 32.7209096, -117.1656152 32.7208543, -117.1656157 32.7208279, -117.1656163 32.7207999, -117.165617 32.7207442, -117.1656195 32.7199719, -117.1656194 32.7199552, -117.1656192 32.7198665)",,,,
1036284314,West Beech Street,tertiary,False,False,83.325,"LINESTRING (-117.1656143 32.7209096, -117.1657294 32.7209091, -117.1657643 32.720909, -117.1661411 32.7209072, -117.1663812 32.7209072, -117.166408 32.7209072, -117.166505 32.7209072)",,,,
1110082723,West Beech Street,tertiary,False,True,79.817,"LINESTRING (-117.1656143 32.7209096, -117.1655148 32.7209102, -117.1654853 32.7209103, -117.1650502 32.7209123, -117.164922 32.7209129, -117.1648817 32.7209132, -117.1647611 32.7209136)",,,,
1036284314,West Beech Street,tertiary,False,False,83.446,"LINESTRING (-117.166505 32.7209072, -117.1666213 32.7209071, -117.1666695 32.7209071, -117.167047 32.7209072, -117.167397 32.7209072)",,,,
1036284314,West Beech Street,tertiary,False,True,83.325,"LINESTRING (-117.166505 32.7209072, -117.166408 32.7209072, -117.1663812 32.7209072, -117.1661411 32.7209072, -117.1657643 32.720909, -117.1657294 32.7209091, -117.1656143 32.7209096)",,,,
614074275,Columbia Street,secondary,True,False,116.746,"LINESTRING (-117.167397 32.7209072, -117.1673974 32.7208572, -117.1674035 32.7199849, -117.1674038 32.7199585, -117.1674044 32.7198573)",2,,,
1036284314,West Beech Street,tertiary,False,True,83.44599999999998,"LINESTRING (-117.167397 32.7209072, -117.167047 32.7209072, -117.1666695 32.7209071, -117.1666213 32.7209071, -117.166505 32.7209072)",,,,
5959075,3rd Avenue,residential,False,False,234.95100000000002,"LINESTRING (-117.161987 32.7156907, -117.1619862 32.7158313, -117.1619825 32.7164174, -117.1619825 32.7166654, -117.1619806 32.7167221, -117.1619802 32.7167569, -117.16198 32.7168176, -117.1619912 32.7171936, -117.162003 32.7177172, -117.1620054 32.7178034)",,,,
"[436291033, 436291034]",Broadway,secondary,False,False,84.37899999999999,"LINESTRING (-117.161987 32.7156907, -117.1615164 32.7156932, -117.1614189 32.7156937, -117.1612047 32.7156949, -117.1610851 32.7156955)",5,,,
"[1031149484, 436291038]",Broadway,secondary,True,False,87.035,"LINESTRING (-117.161987 32.7156907, -117.1621443 32.7157464, -117.1624676 32.7157844, -117.1625774 32.7157838, -117.1627677 32.7157829, -117.1628063 32.7157827, -117.1629008 32.7157822)","['3', '2']",,,
5959075,3rd Avenue,residential,False,True,234.95100000000002,"LINESTRING (-117.1620054 32.7178034, -117.162003 32.7177172, -117.1619912 32.7171936, -117.16198 32.7168176, -117.1619802 32.7167569, -117.1619806 32.7167221, -117.1619825 32.7166654, -117.1619825 32.7164174, -117.1619862 32.7158313, -117.161987 32.7156907)",,,,
89927838,3rd Avenue,tertiary,False,False,114.96799999999999,"LINESTRING (-117.1620054 32.7178034, -117.1620056 32.7178843, -117.1620092 32.7183075, -117.1620097 32.7183667, -117.1620102 32.7184233, -117.1620124 32.7187538, -117.1620134 32.7188373)",,,,
36054466,3rd Avenue,tertiary,True,False,117.60499999999999,"LINESTRING (-117.1620134 32.7188373, -117.1620145 32.7189225, -117.1620215 32.7192803, -117.1620243 32.719432, -117.1620286 32.7195545, -117.1620288 32.7195619, -117.1620314 32.7197672, -117.162031 32.7197882, -117.162033 32.7198948)",2,,,
89927838,3rd Avenue,tertiary,False,True,114.96799999999999,"LINESTRING (-117.1620134 32.7188373, -117.1620124 32.7187538, -117.1620102 32.7184233, -117.1620097 32.7183667, -117.1620092 32.7183075, -117.1620056 32.7178843, -117.1620054 32.7178034)",,,,
278328405,A Street,secondary,True,False,84.50699999999999,"LINESTRING (-117.1620134 32.7188373, -117.1619269 32.7188378, -117.1612146 32.7188417, -117.1611101 32.7188423)",3,,,
36054466,3rd Avenue,tertiary,True,False,115.33399999999999,"LINESTRING (-117.162033 32.7198948, -117.162033 32.7199644, -117.162033 32.720122, -117.162033 32.7204662, -117.162033 32.7206106, -117.162033 32.720746, -117.1620343 32.7208024, -117.1620338 32.7208337, -117.162033 32.7208759, -117.162033 32.720932)",2,,,
641705063,Ash Street,secondary,True,False,84.95700000000001,"LINESTRING (-117.162033 32.7198948, -117.162148 32.7198938, -117.1625636 32.7198906, -117.1628058 32.7198887, -117.1628373 32.7198884, -117.1629411 32.7198876)",3,,,
593766965,Beech Street,tertiary,False,True,84.92900000000002,"LINESTRING (-117.162033 32.720932, -117.162155 32.7209303, -117.1621802 32.72093, -117.1625189 32.7209285, -117.1628112 32.7209264, -117.1628456 32.7209261, -117.1629408 32.7209254)",,,,
"[593766963, 1110082727]",Beech Street,tertiary,False,False,84.39500000000001,"LINESTRING (-117.162033 32.720932, -117.1619364 32.7209328, -117.161904 32.7209331, -117.1618472 32.7209336, -117.1616142 32.7209356, -117.1615119 32.7209365, -117.1613415 32.720938, -117.1612736 32.7209386, -117.161237 32.7209389, -117.1611309 32.7209398)",,,,
491460600,West B Street,tertiary,False,False,85.882,"LINESTRING (-117.1638169 32.717771, -117.1639436 32.717771, -117.163975 32.7177709, -117.164617 32.7177707, -117.1646508 32.7177707, -117.1647349 32.7177707)",,,,
1050992935,1st Avenue,secondary,True,False,58.865,"LINESTRING (-117.1638169 32.717771, -117.1638622 32.7178984, -117.1638627 32.7182948)",2,,,
491460600,West B Street,tertiary,False,True,85.882,"LINESTRING (-117.1647349 32.7177707, -117.1646508 32.7177707, -117.164617 32.7177707, -117.163975 32.7177709, -117.1639436 32.717771, -117.1638169 32.717771)",,,,
1058862729,Front Street,secondary,True,False,109.342,"LINESTRING (-117.1647349 32.7177707, -117.1647262 32.716816, -117.1647269 32.7167874)",3,25 mph,,
"[1110082754, 1058862730, 491460599]",West B Street,tertiary,False,"[False, True]",81.30800000000002,"LINESTRING (-117.1647349 32.7177707, -117.1648458 32.7177708, -117.16488 32.7177709, -117.1652215 32.7177714, -117.1654915 32.7177705, -117.1655121 32.7177705, -117.165534 32.7177705, -117.165604 32.7177705)",,,building_passage,
5959097,West B Street,tertiary,False,True,83.10300000000001,"LINESTRING (-117.165604 32.7177705, -117.1657092 32.7177706, -117.1657576 32.7177704, -117.1663839 32.7177702, -117.1664073 32.7177705, -117.1664923 32.7177702)",,,,
"[1058862730, 1110082754, 491460599]",West B Street,tertiary,False,"[False, True]",81.308,"LINESTRING (-117.165604 32.7177705, -117.165534 32.7177705, -117.1655121 32.7177705, -117.1654915 32.7177705, -117.1652215 32.7177714, -117.16488 32.7177709, -117.1648458 32.7177708, -117.1647349 32.7177707)",,,building_passage,
593754411,Union Street,tertiary,False,False,116.39699999999999,"LINESTRING (-117.165604 32.7177705, -117.165604 32.7178631, -117.165604 32.7178959, -117.165604 32.7180493, -117.165604 32.7183455, -117.1656052 32.7183686, -117.165609 32.718486, -117.1656139 32.7186411, -117.165616 32.7187071, -117.1656165 32.7187238, -117.1656194 32.7188171)",,,,
1164159316,Union Street,tertiary,False,True,109.711,"LINESTRING (-117.165604 32.7177705, -117.1655999 32.7176877, -117.1655605 32.7168581, -117.1655626 32.7167846)",,,,
5959097,West B Street,tertiary,False,False,83.10300000000001,"LINESTRING (-117.1664923 32.7177702, -117.1664073 32.7177705, -117.1663839 32.7177702, -117.1657576 32.7177704, -117.1657092 32.7177706, -117.165604 32.7177705)",,,,
1034143414,West B Street,tertiary,False,True,83.141,"LINESTRING (-117.1664923 32.7177702, -117.1666293 32.7177702, -117.1666762 32.7177702, -117.167305 32.71777, -117.167381 32.71777)",,,,
