osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes,ref,bridge
9488473,residential,False,False,69.377,,,"LINESTRING (-82.4156016 32.2136349, -82.4162612 32.2139139)",,,
9491606,tertiary,False,False,62.087,Church Street,25 mph,"LINESTRING (-82.4156016 32.2136349, -82.4152867 32.2141256)",,,
9488473,residential,False,True,69.377,,,"LINESTRING (-82.4162612 32.2139139, -82.4156016 32.2136349)",,,
9490048,residential,False,True,145.656,College Street,25 mph,"LINESTRING (-82.4164293 32.2204934, -82.4170458 32.2192918)",,,
9490048,residential,False,False,31.354,College Street,25 mph,"LINESTRING (-82.4164293 32.2204934, -82.4163508 32.2206384, -82.4163103 32.2207229, -82.416294 32.220751)",,,
293935186,trunk,True,False,214.16100000000003,Southwest Main Street,35 mph,"LINESTRING (-82.4164293 32.2204934, -82.4170202 32.2206878, -82.4176582 32.220875, -82.418324 32.221041, -82.4185867 32.2211044)",2,US 280;GA 15;GA 29;GA 30,
9491358,residential,False,True,87.325,Leader Street,,"LINESTRING (-82.4138243 32.2194467, -82.414234 32.218742)",2,,
"[293935186, 293935187, 9489133]",trunk,True,False,271.386,Southwest Main Street,35 mph,"LINESTRING (-82.4138243 32.2194467, -82.414535 32.2197392, -82.415087 32.2199844, -82.4153825 32.2201033, -82.4159139 32.2203028, -82.4164293 32.2204934)",2,US 280;GA 15;GA 29;GA 30,yes
9490068,residential,False,False,34.557,Thompson Street,,"LINESTRING (-82.4138243 32.2194467, -82.4137672 32.2195377, -82.4136617 32.2197253)",2,,
9491835,residential,False,False,155.114,East 4th Street,25 mph,"LINESTRING (-82.413822 32.2134851, -82.4152867 32.2141256)",,,
88315730,primary,False,False,139.449,Jackson Street,,"LINESTRING (-82.413822 32.2134851, -82.413141 32.214599)",2,GA 15;GA 29,
9490283,residential,False,False,155.954,East 3rd Street,25 mph,"LINESTRING (-82.413141 32.214599, -82.4145917 32.2152777)",,,
9490283,residential,False,True,147.198,East 3rd Street,25 mph,"LINESTRING (-82.413141 32.214599, -82.4117463 32.213999)",,,
88315730,primary,False,True,139.449,Jackson Street,,"LINESTRING (-82.413141 32.214599, -82.413822 32.2134851)",2,GA 15;GA 29,
88315730,primary,False,False,147.43599999999998,Jackson Street,,"LINESTRING (-82.413141 32.214599, -82.4128475 32.2151, -82.4127799 32.2152153, -82.412445 32.215787)",2,GA 15;GA 29,
9491569,residential,False,False,153.532,East 2nd Street,25 mph,"LINESTRING (-82.412445 32.215787, -82.413157 32.2161051, -82.4134461 32.2162343, -82.4136775 32.2163377, -82.4138881 32.2164318)",,,
9491569,residential,False,True,149.567,East 2nd Street,25 mph,"LINESTRING (-82.412445 32.215787, -82.4119707 32.215579, -82.4117956 32.2155022, -82.4110335 32.215168)",,,
"[88315730, 1042821482]",primary,False,False,146.919,Jackson Street,,"LINESTRING (-82.412445 32.215787, -82.4122439 32.2161145, -82.4121431 32.2162784, -82.4119593 32.2165778, -82.4119372 32.2166137, -82.4117248 32.2169594)","['3', '2']",GA 15;GA 29,
88315730,primary,False,True,147.43599999999998,Jackson Street,,"LINESTRING (-82.412445 32.215787, -82.4127799 32.2152153, -82.4128475 32.2151, -82.413141 32.214599)",2,GA 15;GA 29,
88315749,primary,False,False,66.16,Jackson Street,,"LINESTRING (-82.4117248 32.2169594, -82.4114101 32.2174915)",2,GA 15;GA 29,
88325454,trunk,True,False,148.75,1st Street,35 mph,"LINESTRING (-82.4117248 32.2169594, -82.4108206 32.2165669, -82.410584 32.2164642, -82.410318 32.2163487)",3,US 280;GA 30,
"[1042821482, 88315730]",primary,False,True,146.91899999999998,Jackson Street,,"LINESTRING (-82.4117248 32.2169594, -82.4119372 32.2166137, -82.4119593 32.2165778, -82.4121431 32.2162784, -82.4122439 32.2161145, -82.412445 32.215787)","['3', '2']",GA 15;GA 29,
88315749,primary,False,True,66.16,Jackson Street,,"LINESTRING (-82.4114101 32.2174915, -82.4117248 32.2169594)",2,GA 15;GA 29,
88315749,primary,False,False,91.015,Jackson Street,,"LINESTRING (-82.4114101 32.2174915, -82.4111272 32.2179698, -82.4109772 32.2182235)",2,GA 15;GA 29,
1042821483,residential,True,False,153.665,Meadows Street,,"LINESTRING (-82.4114101 32.2174915, -82.4126838 32.2180601, -82.412835 32.218162)",1,,
88325469,trunk,True,False,79.52,Southeast Main Street,35 mph,"LINESTRING (-82.4109772 32.2182235, -82.4117352 32.21854)",2,US 280;GA 15;GA 29;GA 30,
88315749,primary,False,True,91.015,Jackson Street,,"LINESTRING (-82.4109772 32.2182235, -82.4111272 32.2179698, -82.4114101 32.2174915)",2,GA 15;GA 29,
9489300,residential,False,False,78.121,Pine Street,,"LINESTRING (-82.410856 32.22, -82.4115873 32.2203329)",,,
9491508,residential,False,False,106.174,Morris Street,,"LINESTRING (-82.410856 32.22, -82.4103293 32.2208445)",,,
9491508,residential,False,True,35.666,Morris Street,,"LINESTRING (-82.410856 32.22, -82.411018 32.21971)",,,
9490152,secondary,False,True,141.779,McIntosh Street,,"LINESTRING (-82.411609 32.2202968, -82.412275 32.219153)",2,,
88315741,secondary,False,False,4.503,McIntosh Street,,"LINESTRING (-82.411609 32.2202968, -82.4115873 32.2203329)",2,GA 130,
88315736,secondary,False,False,144.264,Pine Street,,"LINESTRING (-82.411609 32.2202968, -82.4121785 32.22054, -82.412978 32.2208815)",2,GA 130,
9490068,residential,False,False,87.21,Thompson Street,,"LINESTRING (-82.412978 32.2208815, -82.412534 32.22157)",2,,
88315736,secondary,False,False,141.03,Pine Street,,"LINESTRING (-82.412978 32.2208815, -82.4143093 32.2214647)",2,GA 130,
9490068,residential,False,True,143.757,Thompson Street,,"LINESTRING (-82.412978 32.2208815, -82.4133933 32.220171, -82.4136617 32.2197253)",2,,
88315736,secondary,False,True,144.264,Pine Street,,"LINESTRING (-82.412978 32.2208815, -82.4121785 32.22054, -82.411609 32.2202968)",2,GA 130,
88315723,residential,False,False,78.456,Pine Street,,"LINESTRING (-82.4143093 32.2214647, -82.41505 32.221789)",,,
88315736,secondary,False,True,141.03,Pine Street,,"LINESTRING (-82.4143093 32.2214647, -82.412978 32.2208815)",2,GA 130,
"[1042821484, 1042821485, 1042821486, 88315729, 9490490]",secondary,False,True,332.90000000000003,"['Montgomery Street', 'Adams Street']",,"LINESTRING (-82.4143093 32.2214647, -82.4145681 32.2210203, -82.4148258 32.2206101, -82.414959 32.2203684, -82.4150825 32.2201697, -82.4153146 32.2198035, -82.4155536 32.2194423, -82.4157375 32.2191459, -82.4159444 32.2188103)","['3', '2']",GA 130,
88315723,residential,False,True,78.456,Pine Street,,"LINESTRING (-82.41505 32.221789, -82.4143093 32.2214647)",,,
88315723,residential,False,False,61.384,Pine Street,,"LINESTRING (-82.41505 32.221789, -82.415323 32.221885, -82.4155883 32.2219775, -82.415653 32.222)",,,
9490048,residential,False,True,151.41899999999998,College Street,25 mph,"LINESTRING (-82.415653 32.222, -82.415961 32.22138, -82.4162425 32.2208517, -82.416294 32.220751)",,,
88315723,residential,False,True,61.384,Pine Street,,"LINESTRING (-82.415653 32.222, -82.4155883 32.2219775, -82.415323 32.221885, -82.41505 32.221789)",,,
9489352,tertiary,False,False,145.237,Mosley Street,25 mph,"LINESTRING (-82.410359 32.213372, -82.409654 32.214534)",,,
9490283,residential,False,False,147.969,East 3rd Street,25 mph,"LINESTRING (-82.410359 32.213372, -82.4117463 32.213999)",,,
9489352,tertiary,False,True,145.237,Mosley Street,25 mph,"LINESTRING (-82.409654 32.214534, -82.410359 32.213372)",,,
9490526,residential,False,True,111.202,2nd Street,25 mph,"LINESTRING (-82.409654 32.214534, -82.408599 32.214083)",,,
9491569,residential,False,False,147.691,East 2nd Street,25 mph,"LINESTRING (-82.409654 32.214534, -82.4110335 32.215168)",,,
9489352,tertiary,False,False,151.02,Mosley Street,25 mph,"LINESTRING (-82.409654 32.214534, -82.4090556 32.2155084, -82.4089139 32.2157392)",,,
9489352,tertiary,False,True,151.02,Mosley Street,25 mph,"LINESTRING (-82.4089139 32.2157392, -82.4090556 32.2155084, -82.409654 32.214534)",,,
"[293935189, 293935188, 9489405]",residential,False,False,273.172,West Main Street,,"LINESTRING (-82.416294 32.220751, -82.416241 32.220739, -82.4160352 32.2206876, -82.415992 32.220675, -82.415652 32.22057, -82.4154363 32.2204766, -82.4152024 32.2203821, -82.4148422 32.2202272, -82.414719 32.220174, -82.4136617 32.2197253)",,,yes
9490048,residential,False,False,151.41899999999998,College Street,25 mph,"LINESTRING (-82.416294 32.220751, -82.4162425 32.2208517, -82.415961 32.22138, -82.415653 32.222)",,,
9490048,residential,False,True,31.354,College Street,25 mph,"LINESTRING (-82.416294 32.220751, -82.4163103 32.2207229, -82.4163508 32.2206384, -82.4164293 32.2204934)",,,
9490068,residential,False,False,143.757,Thompson Street,,"LINESTRING (-82.4136617 32.2197253, -82.4133933 32.220171, -82.412978 32.2208815)",2,,
9490068,residential,False,True,34.557,Thompson Street,,"LINESTRING (-82.4136617 32.2197253, -82.4137672 32.2195377, -82.4138243 32.2194467)",2,,
293935189,residential,False,False,145.147,West Main Street,,"LINESTRING (-82.4136617 32.2197253, -82.4134881 32.2196511, -82.412275 32.219153)",,,
"[9489405, 293935188, 293935189]",residential,False,True,273.172,West Main Street,,"LINESTRING (-82.4136617 32.2197253, -82.414719 32.220174, -82.4148422 32.2202272, -82.4152024 32.2203821, -82.4154363 32.2204766, -82.415652 32.22057, -82.415992 32.220675, -82.4160352 32.2206876, -82.416241 32.220739, -82.416294 32.220751)",,,yes
9489415,tertiary,False,True,77.795,Northeast Main Street,,"LINESTRING (-82.412275 32.219153, -82.4115257 32.218857)",,,
9490152,secondary,False,False,141.779,McIntosh Street,,"LINESTRING (-82.412275 32.219153, -82.411609 32.2202968)",2,,
9490152,secondary,False,True,37.029,McIntosh Street,,"LINESTRING (-82.412275 32.219153, -82.4123951 32.2189502, -82.4124472 32.2188536)",2,,
293935189,residential,False,True,145.147,West Main Street,,"LINESTRING (-82.412275 32.219153, -82.4134881 32.2196511, -82.4136617 32.2197253)",,,
9489415,tertiary,False,False,77.795,Northeast Main Street,,"LINESTRING (-82.4115257 32.218857, -82.412275 32.219153)",,,
9491508,residential,False,False,106.196,Morris Street,,"LINESTRING (-82.4115257 32.218857, -82.411018 32.21971)",,,
9491508,residential,False,True,40.434,Morris Street,,"LINESTRING (-82.4115257 32.218857, -82.4115914 32.2187513, -82.4116092 32.2187227, -82.411664 32.2186345, -82.4116988 32.2185824, -82.4117352 32.21854)",,,
9490152,secondary,False,True,71.576,McIntosh Street,,"LINESTRING (-82.412835 32.218162, -82.413165 32.217582)",2,,
9489465,residential,False,False,146.562,Meadows Street,,"LINESTRING (-82.412835 32.218162, -82.4132694 32.2183421, -82.4135623 32.2184635, -82.4139013 32.2186041, -82.414234 32.218742)",2,,
9490152,secondary,False,False,85.11699999999999,McIntosh Street,,"LINESTRING (-82.412835 32.218162, -82.4124884 32.21878, -82.4124472 32.2188536)",2,,
9491358,residential,False,False,87.325,Leader Street,,"LINESTRING (-82.414234 32.218742, -82.4138243 32.2194467)",2,,
9491358,residential,False,True,67.478,Leader Street,,"LINESTRING (-82.414234 32.218742, -82.4145473 32.2181961)",2,,
