osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge
10929239,False,West Belmont Street,residential,25 mph,True,112.805,"LINESTRING (-87.220388 30.41688, -87.219234 30.417077)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,106.993,"LINESTRING (-87.220388 30.41688, -87.2204846 30.417302, -87.2205124 30.4174237, -87.220604 30.417824)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,106.83,"LINESTRING (-87.220604 30.417824, -87.2208201 30.4187665)",,,
10932051,False,West la Rua Street,residential,25 mph,False,112.689,"LINESTRING (-87.220604 30.417824, -87.221757 30.417628)",,,
10932051,False,West la Rua Street,residential,25 mph,True,112.898,"LINESTRING (-87.220604 30.417824, -87.219449 30.418021)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,106.993,"LINESTRING (-87.220604 30.417824, -87.2205124 30.4174237, -87.2204846 30.417302, -87.220388 30.41688)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,107.191,"LINESTRING (-87.2208201 30.4187665, -87.221038 30.419712)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,106.83,"LINESTRING (-87.2208201 30.4187665, -87.220604 30.417824)",,,
10939524,False,West Jackson Street,residential,25 mph,False,112.65,"LINESTRING (-87.2208201 30.4187665, -87.2219727 30.4185705)",,,
10939524,False,West Jackson Street,residential,25 mph,True,112.797,"LINESTRING (-87.2208201 30.4187665, -87.2199579 30.4189132, -87.219666 30.4189628)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,107.501,"LINESTRING (-87.221038 30.419712, -87.221252 30.420661)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,107.191,"LINESTRING (-87.221038 30.419712, -87.2208201 30.4187665)",,,
10921008,False,West Gadsden Street,residential,25 mph,True,112.845,"LINESTRING (-87.221038 30.419712, -87.219884 30.419911)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,107.21,"LINESTRING (-87.221252 30.420661, -87.221468 30.421607)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,107.501,"LINESTRING (-87.221252 30.420661, -87.221038 30.419712)",,,
683630954,False,West Cervantes Street,primary,35 mph,True,112.707,"LINESTRING (-87.221252 30.420661, -87.220099 30.420858)",4,US 90;US 98,
10898604,False,North Barcelona Street,residential,25 mph,False,107.21,"LINESTRING (-87.221468 30.421607, -87.221684 30.422553)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,107.21,"LINESTRING (-87.221468 30.421607, -87.221252 30.420661)",,,
10934669,False,West Strong Street,residential,25 mph,True,112.655,"LINESTRING (-87.221468 30.421607, -87.220316 30.421806)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,106.901,"LINESTRING (-87.221684 30.422553, -87.221901 30.423496)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,107.21,"LINESTRING (-87.221684 30.422553, -87.221468 30.421607)",,,
10929508,False,West Desoto Street,residential,25 mph,True,112.778,"LINESTRING (-87.221684 30.422553, -87.221373 30.422606, -87.221088 30.422654, -87.220808 30.422702, -87.22053 30.422749)",,,
10898604,False,North Barcelona Street,residential,25 mph,False,109.034,"LINESTRING (-87.221901 30.423496, -87.222127 30.424457)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,106.901,"LINESTRING (-87.221901 30.423496, -87.221684 30.422553)",,,
10931840,False,West Gonzalez Street,residential,25 mph,True,112.675,"LINESTRING (-87.221901 30.423496, -87.220749 30.423696)",,,
10898604,False,North Barcelona Street,residential,25 mph,True,109.034,"LINESTRING (-87.222127 30.424457, -87.221901 30.423496)",,,
1107360481,False,West Brainerd Street,residential,25 mph,True,113.59700000000001,"LINESTRING (-87.222127 30.424457, -87.222035 30.424456, -87.220964 30.424643)",,,
10919738,False,East Gadsden Street,residential,25 mph,True,125.083,"LINESTRING (-87.2118746 30.4212844, -87.2131547 30.4210679)",2,,
10898625,True,North Alcaniz Street,secondary,30 mph,False,103.786,"LINESTRING (-87.212053 30.422205, -87.2119791 30.4218237, -87.2118746 30.4212844)",2,FL 291,
86098019,False,East Cervantes Street,primary,35 mph,True,125.00999999999999,"LINESTRING (-87.212053 30.422205, -87.2126711 30.4221008, -87.2133325 30.4219892)",4,US 90;US 98,
53256685,False,East Cervantes Street,primary,35 mph,False,106.28999999999999,"LINESTRING (-87.21442 30.421804, -87.2143593 30.4218143, -87.2135211 30.4219571, -87.2133325 30.4219892)",4,US 90;US 98,
"[10926088, 683630956, 53256685, 53256686, 547545972]",False,East Cervantes Street,primary,35 mph,True,285.73099999999994,"LINESTRING (-87.21442 30.421804, -87.2145546 30.4217793, -87.2160175 30.4215257, -87.2166057 30.4214263, -87.2167132 30.4214078, -87.2171402 30.4213346, -87.217342 30.4213)",4,US 90;US 98,yes
48121209,True,North Hayne Street,tertiary,30 mph,False,72.373,"LINESTRING (-87.2134009 30.4223234, -87.2135391 30.4229227, -87.2135473 30.4229619)",1,,
10919098,False,East Gonzalez Street,residential,25 mph,False,40.965,"LINESTRING (-87.217996 30.424168, -87.217577 30.42424)",2,,
10931840,False,West Gonzalez Street,residential,25 mph,False,41.833,"LINESTRING (-87.217996 30.424168, -87.218424 30.424095)",,,
128922375,False,North Palafox Street,primary,30 mph,False,106.973,"LINESTRING (-87.217996 30.424168, -87.217781 30.423224)",4,US 29,
128922375,False,North Palafox Street,primary,30 mph,True,107.518,"LINESTRING (-87.217996 30.424168, -87.2180997 30.4246257, -87.2181159 30.424697, -87.218154 30.4248653, -87.218211 30.425117)",4,US 29,
10919098,False,East Gonzalez Street,residential,25 mph,True,40.965,"LINESTRING (-87.217577 30.42424, -87.217996 30.424168)",2,,
10919314,False,Lees Alley,residential,25 mph,True,107.082,"LINESTRING (-87.217577 30.42424, -87.217362 30.423295)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,False,99.11,"LINESTRING (-87.217577 30.42424, -87.2169931 30.4243396, -87.2169084 30.4243541, -87.216563 30.424413)",2,,
10933878,False,North Guillemard Street,residential,25 mph,False,107.155,"LINESTRING (-87.216563 30.424413, -87.216776 30.425359)",2,,
10933878,False,North Guillemard Street,residential,25 mph,True,106.755,"LINESTRING (-87.216563 30.424413, -87.216348 30.423471)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,False,114.826,"LINESTRING (-87.216563 30.424413, -87.215821 30.42454, -87.215386 30.424603)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,True,99.11,"LINESTRING (-87.216563 30.424413, -87.2169084 30.4243541, -87.2169931 30.4243396, -87.217577 30.42424)",2,,
10926556,False,North Tarragona Street,tertiary,30 mph,True,108.775,"LINESTRING (-87.215386 30.424603, -87.215598 30.425564)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,False,144.067,"LINESTRING (-87.215386 30.424603, -87.2152746 30.4246238, -87.2152268 30.424633, -87.2143674 30.4248007, -87.2139203 30.4248881)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,True,114.826,"LINESTRING (-87.215386 30.424603, -87.215821 30.42454, -87.216563 30.424413)",2,,
10926556,False,North Tarragona Street,tertiary,30 mph,False,105.14,"LINESTRING (-87.215386 30.424603, -87.215357 30.424459, -87.215176 30.423675)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,False,127.342,"LINESTRING (-87.2139203 30.4248881, -87.212613 30.42509)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,True,144.067,"LINESTRING (-87.2139203 30.4248881, -87.2143674 30.4248007, -87.2152268 30.424633, -87.2152746 30.4246238, -87.215386 30.424603)",2,,
10919098,False,East Gonzalez Street,residential,25 mph,True,127.342,"LINESTRING (-87.212613 30.42509, -87.2139203 30.4248881)",2,,
160183846,True,Doctor Martin Luther King Junior Drive,secondary,35 mph,False,108.111,"LINESTRING (-87.212613 30.42509, -87.2124288 30.4241308)",2,FL 291,
10919314,False,Lees Alley,residential,25 mph,False,107.082,"LINESTRING (-87.217362 30.423295, -87.217577 30.42424)",2,,
10932934,False,East de Soto Street,residential,25 mph,True,40.944,"LINESTRING (-87.217362 30.423295, -87.217781 30.423224)",2,,
10932934,False,East de Soto Street,residential,25 mph,False,99.17699999999999,"LINESTRING (-87.217362 30.423295, -87.2168309 30.4233872, -87.2167919 30.423394, -87.216348 30.423471)",2,,
10927691,False,East Brainerd Street,residential,25 mph,False,140.198,"LINESTRING (-87.218211 30.425117, -87.2174611 30.4252435, -87.216776 30.425359)",,,
128922375,False,North Palafox Street,primary,30 mph,False,107.518,"LINESTRING (-87.218211 30.425117, -87.218154 30.4248653, -87.2181159 30.424697, -87.2180997 30.4246257, -87.217996 30.424168)",4,US 29,
1107360481,False,West Brainerd Street,residential,25 mph,False,140.653,"LINESTRING (-87.218211 30.425117, -87.2187645 30.4250208, -87.219649 30.424867)",,,
84753407,False,North Baylen Street,residential,25 mph,False,106.285,"LINESTRING (-87.219649 30.424867, -87.219868 30.425804)",,,
84753407,False,North Baylen Street,residential,25 mph,True,107.064,"LINESTRING (-87.219649 30.424867, -87.219435 30.423922)",,,
1107360481,False,West Brainerd Street,residential,25 mph,False,128.523,"LINESTRING (-87.219649 30.424867, -87.220964 30.424643)",,,
1107360481,False,West Brainerd Street,residential,25 mph,True,140.653,"LINESTRING (-87.219649 30.424867, -87.2187645 30.4250208, -87.218211 30.425117)",,,
84753415,False,North Spring Street,residential,25 mph,False,106.372,"LINESTRING (-87.220964 30.424643, -87.221176 30.425582)",,,
84753415,False,North Spring Street,residential,25 mph,True,107.301,"LINESTRING (-87.220964 30.424643, -87.220749 30.423696)",,,
1107360481,False,West Brainerd Street,residential,25 mph,True,128.523,"LINESTRING (-87.220964 30.424643, -87.219649 30.424867)",,,
