osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge
1124589359,Commerce Street,residential,False,False,12.189,,,"LINESTRING (-88.7016178 34.2574326, -88.7016201 34.2575422)",
661882925,East Main Street,primary,True,False,87.44900000000001,2,30 mph,"LINESTRING (-88.7016178 34.2574326, -88.7015246 34.257431, -88.7006665 34.2574156)",
13651303,South Front Street,tertiary,False,False,187.898,2,,"LINESTRING (-88.70363 34.2549609, -88.7036076 34.2549946, -88.7035895 34.2550455, -88.7035598 34.2551841, -88.7034782 34.2556832, -88.7034332 34.2559583, -88.7033895 34.2562861, -88.7033762 34.256543, -88.7033716 34.2566323)",
661360362,Clark Street,tertiary,False,True,70.868,2,,"LINESTRING (-88.70363 34.2549609, -88.7036911 34.2549234, -88.7037669 34.2549045, -88.704382 34.2548801)",
661360368,Clark Boulevard,tertiary,False,False,37.11,,,"LINESTRING (-88.70363 34.2549609, -88.7034745 34.254903, -88.7033687 34.2548904, -88.7032426 34.2548967)",
248179551,South Spring Street,tertiary,False,False,121.226,2,,"LINESTRING (-88.7043769 34.2537899, -88.704382 34.2548801)",
248179551,South Spring Street,tertiary,False,True,19.16,2,,"LINESTRING (-88.7043769 34.2537899, -88.7043791 34.2536176)",
"[13653422, 13648103]",South Broadway Street,residential,False,False,189.697,,,"LINESTRING (-88.7043769 34.2537899, -88.7052286 34.2538964, -88.7052584 34.2539617, -88.7052865 34.2540236, -88.7053282 34.254881)",
248179551,South Spring Street,tertiary,False,False,19.16,2,,"LINESTRING (-88.7043791 34.2536176, -88.7043769 34.2537899)",
13648104,,residential,False,False,125.779,,,"LINESTRING (-88.7043791 34.2536176, -88.7036585 34.2536447, -88.7035641 34.2541739)",
"[661360385, 13650409]",East Franklin Street,tertiary,False,False,227.584,"['4', '5']",,"LINESTRING (-88.6981794 34.2574799, -88.6981797 34.2576545, -88.6981803 34.2579402, -88.6981627 34.2583774, -88.6981631 34.2584174, -88.6981649 34.2585769, -88.6981701 34.2590425, -88.6981779 34.2595263)",
"[661360386, 13654004]",East Elizabeth Street,tertiary,False,True,187.285,"['3', '2']",30 mph,"LINESTRING (-88.6981794 34.2574799, -88.6981868 34.2573069, -88.6981911 34.2572075, -88.6981961 34.2570675, -88.6982145 34.2568723, -88.6982245 34.2568082, -88.698246 34.256671, -88.6983465 34.2563165, -88.6984534 34.2559243, -88.6984754 34.2558191)",
"[754293248, 754293247]",East Main Street,primary,True,False,137.316,"['1', '2']",30 mph,"LINESTRING (-88.6981794 34.2574799, -88.6983762 34.2575475, -88.6983841 34.2575502, -88.6991235 34.2575557, -88.699581 34.2575536, -88.6996565 34.2575533)",
"[640711489, 754293249]",East Main Street,primary,True,False,65.281,"['3', '2']",30 mph,"LINESTRING (-88.6988798 34.2574302, -88.6986627 34.2574311, -88.6983736 34.2574315, -88.6983282 34.2574347, -88.6981794 34.2574799)",
764110391,Mulberry Street,residential,False,True,89.68599999999999,,,"LINESTRING (-88.6988798 34.2574302, -88.6988803 34.2573599, -88.6988824 34.257069, -88.6989364 34.2569958, -88.6989385 34.2568636, -88.6989421 34.2566362)",
754293252,South Commerce Street,residential,False,False,10.742,,,"LINESTRING (-88.702126 34.2574229, -88.7021249 34.2575195)",
