osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,bridge,access
34200261,True,,B2195,North Street,secondary,30 mph,False,82.884,"LINESTRING (-0.3232331 51.0643814, -0.3233249 51.0643098, -0.3233682 51.0642821, -0.3235656 51.0641677, -0.3235944 51.0641498, -0.3236258 51.0641278, -0.3236488 51.0641099, -0.32369 51.064076, -0.3237094 51.0640583, -0.3237268 51.0640423, -0.3237477 51.0640221, -0.3237638 51.0640067, -0.3237818 51.0639887, -0.3238079 51.0639616, -0.3238365 51.063929, -0.3238585 51.0639019, -0.3238917 51.0638562, -0.3239155 51.0638231, -0.3239363 51.063791)",,,,
32744090,True,,B2195,Park Street,secondary,30 mph,False,74.521,"LINESTRING (-0.3239363 51.063791, -0.323947 51.0637751, -0.324124 51.0635134, -0.3244237 51.0631966)",,,,
32744068,True,,,Copnall Way,unclassified,,False,29.073,"LINESTRING (-0.325396 51.0626388, -0.3254913 51.0626019, -0.3255456 51.0625836, -0.3256343 51.0625503, -0.3257723 51.062539)",,,,
794207359,True,3,A281,Park Way,primary,30 mph,False,8.628,"LINESTRING (-0.3251464 51.0627518, -0.3252084 51.0628189)",,,,
32744068,True,,,Copnall Way,unclassified,,False,21.837,"LINESTRING (-0.3251464 51.0627518, -0.3252093 51.0627036, -0.325396 51.0626388)",,,,
32888829,False,,,Cedar Close,residential,,True,172.195,"LINESTRING (-0.3305722 51.0673319, -0.3306186 51.0671396, -0.3306255 51.0671131, -0.3306337 51.0670864, -0.330645 51.0670573, -0.3306574 51.0670304, -0.3306858 51.0669763, -0.3307228 51.0669115, -0.3307659 51.0668452, -0.3308815 51.0666643, -0.3309271 51.0666002, -0.3309705 51.0665456, -0.3309924 51.066521, -0.3310141 51.0665, -0.3310371 51.0664821, -0.3310594 51.066466, -0.3310877 51.0664515, -0.3311256 51.0664354, -0.3311596 51.0664225, -0.3311935 51.0664112, -0.3312335 51.0663997, -0.3312663 51.0663919, -0.3312989 51.0663868, -0.3313256 51.0663854, -0.3313551 51.0663871, -0.331388 51.0663906, -0.3314233 51.0663963, -0.3315225 51.0664165, -0.3319577 51.0665146, -0.3319785 51.0665193)",,,,
881123906,False,,,Blunts Way,residential,,False,116.82799999999999,"LINESTRING (-0.3305722 51.0673319, -0.3298438 51.0672934, -0.3297393 51.0672873, -0.329656 51.067282, -0.3295894 51.0672764, -0.3295131 51.0672691, -0.3294393 51.0672611, -0.3289149 51.067201)",,,,
32888829,False,,,Cedar Close,residential,,False,172.19500000000002,"LINESTRING (-0.3319785 51.0665193, -0.3319577 51.0665146, -0.3315225 51.0664165, -0.3314233 51.0663963, -0.331388 51.0663906, -0.3313551 51.0663871, -0.3313256 51.0663854, -0.3312989 51.0663868, -0.3312663 51.0663919, -0.3312335 51.0663997, -0.3311935 51.0664112, -0.3311596 51.0664225, -0.3311256 51.0664354, -0.3310877 51.0664515, -0.3310594 51.066466, -0.3310371 51.0664821, -0.3310141 51.0665, -0.3309924 51.066521, -0.3309705 51.0665456, -0.3309271 51.0666002, -0.3308815 51.0666643, -0.3307659 51.0668452, -0.3307228 51.0669115, -0.3306858 51.0669763, -0.3306574 51.0670304, -0.330645 51.0670573, -0.3306337 51.0670864, -0.3306255 51.0671131, -0.3306186 51.0671396, -0.3305722 51.0673319)",,,,
233689507,False,,B2237,Worthing Road,secondary,30 mph,False,95.87799999999999,"LINESTRING (-0.3363417 51.0601962, -0.3362881 51.0602552, -0.3362157 51.0603327, -0.3361674 51.0603799, -0.3361191 51.0604254, -0.3360588 51.0604811, -0.3359823 51.06053, -0.3359112 51.0605721, -0.3358013 51.0606277, -0.3357035 51.060686, -0.3356712 51.0607053, -0.3355886 51.0607581, -0.3354539 51.0608443)",,,,
34849414,False,,,River Mead,residential,,False,87.239,"LINESTRING (-0.3363094 51.0614122, -0.3362491 51.0613549, -0.3361975 51.0613058, -0.3361198 51.0612502, -0.3359427 51.0611423, -0.3357137 51.0610028, -0.3356519 51.0609652, -0.3355208 51.0608851, -0.3354539 51.0608443)",,,,
34849414,False,,,River Mead,residential,,True,87.23899999999999,"LINESTRING (-0.3354539 51.0608443, -0.3355208 51.0608851, -0.3356519 51.0609652, -0.3357137 51.0610028, -0.3359427 51.0611423, -0.3361198 51.0612502, -0.3361975 51.0613058, -0.3362491 51.0613549, -0.3363094 51.0614122)",,,,
"[329023944, 233689507, 34849415]",False,,B2237,Worthing Road,secondary,30 mph,False,71.709,"LINESTRING (-0.3354539 51.0608443, -0.3353963 51.0608797, -0.3353292 51.0609261, -0.3352796 51.060959, -0.3352367 51.0609927, -0.3351532 51.0610687, -0.3350516 51.0611587, -0.334839 51.0613585)",,,yes,
233689507,False,,B2237,Worthing Road,secondary,30 mph,True,95.87799999999999,"LINESTRING (-0.3354539 51.0608443, -0.3355886 51.0607581, -0.3356712 51.0607053, -0.3357035 51.060686, -0.3358013 51.0606277, -0.3359112 51.0605721, -0.3359823 51.06053, -0.3360588 51.0604811, -0.3361191 51.0604254, -0.3361674 51.0603799, -0.3362157 51.0603327, -0.3362881 51.0602552, -0.3363417 51.0601962)",,,,
34924913,False,,,Park Terrace East,residential,,True,75.196,"LINESTRING (-0.3224608 51.0618477, -0.3230047 51.0612642)",,,,
34924948,False,,,Normandy,residential,,False,3.748,"LINESTRING (-0.3304021 51.0595548, -0.3303635 51.0595314)",,,,
34924908,False,,,Duke's Square,residential,,True,61.635000000000005,"LINESTRING (-0.3275258 51.0598523, -0.3275517 51.0598575, -0.3275808 51.0598557, -0.3276264 51.0598489, -0.3276693 51.0598405, -0.3276948 51.0598363, -0.327735 51.0598346, -0.3277766 51.0598371, -0.3278342 51.0598456, -0.3278871 51.0598601, -0.3283115 51.060036)",,,,
24874696,False,,A281,Queen Street,primary,30 mph,False,17.703,"LINESTRING (-0.3235294 51.060709, -0.3233063 51.0606336)",,,,
34924904,True,,,Park Terrace East,residential,,False,71.804,"LINESTRING (-0.3235294 51.060709, -0.3230047 51.0612642)",,,,
"[24874696, 375343062]",False,2,A281,"['Queen Street', 'East Street']",primary,30 mph,True,50.147999999999996,"LINESTRING (-0.3235294 51.060709, -0.3239556 51.0608512, -0.324158 51.0609263)",,,,
3806209,False,,,Denne Road,residential,,True,36.315,"LINESTRING (-0.3283115 51.060036, -0.3280017 51.0602982)",,,,
3806209,False,,,Denne Road,residential,,False,131.721,"LINESTRING (-0.3283115 51.060036, -0.3287844 51.0596925, -0.3290708 51.0594844, -0.3293477 51.0592833, -0.3294097 51.0592377, -0.3294594 51.0591961, -0.3294909 51.059163, -0.3295171 51.059128)",,,,
34924908,False,,,Duke's Square,residential,,False,61.635,"LINESTRING (-0.3283115 51.060036, -0.3278871 51.0598601, -0.3278342 51.0598456, -0.3277766 51.0598371, -0.327735 51.0598346, -0.3276948 51.0598363, -0.3276693 51.0598405, -0.3276264 51.0598489, -0.3275808 51.0598557, -0.3275517 51.0598575, -0.3275258 51.0598523)",,,,
34924900,False,,,The Hornets,residential,,True,136.29000000000002,"LINESTRING (-0.3244216 51.0594516, -0.3238859 51.0592541, -0.323673 51.059164, -0.3236044 51.0591342, -0.3235565 51.0591151, -0.3235186 51.0591028, -0.323461 51.059089, -0.3231514 51.0590139, -0.323114 51.0590025, -0.3230607 51.0589828, -0.3230178 51.058964, -0.322974 51.0589405, -0.3229099 51.0588992, -0.3227771 51.0588129)",,,,
34924903,False,,,Queensway,residential,,False,152.886,"LINESTRING (-0.3244216 51.0594516, -0.3242332 51.05966, -0.3238507 51.0600954, -0.3237532 51.0601994, -0.3235448 51.0604088, -0.3233063 51.0606336)",,,,
34924903,False,,,Queensway,residential,,True,85.23299999999999,"LINESTRING (-0.3244216 51.0594516, -0.3248212 51.059016, -0.3250091 51.0588252, -0.3250385 51.0587905)",,,,
34924903,False,,,Queensway,residential,,False,85.233,"LINESTRING (-0.3250385 51.0587905, -0.3250091 51.0588252, -0.3248212 51.059016, -0.3244216 51.0594516)",,,,
34924932,False,,,Queensway,residential,,True,47.384,"LINESTRING (-0.3250385 51.0587905, -0.3253659 51.0588569, -0.3256875 51.0589135)",,,,
3806209,False,,,Denne Road,residential,,False,36.315,"LINESTRING (-0.3280017 51.0602982, -0.3283115 51.060036)",,,,
3806209,False,,,Denne Road,residential,,True,98.40800000000002,"LINESTRING (-0.3280017 51.0602982, -0.3278327 51.0604457, -0.32742 51.0608058, -0.3273724 51.0608435, -0.3273506 51.0608598, -0.3273234 51.0608778, -0.3272798 51.0609054, -0.3272398 51.0609265, -0.3271919 51.0609492, -0.3271193 51.0609813)",,,,
34924939,False,,,Hadmans Close,residential,,True,47.295,"LINESTRING (-0.3280017 51.0602982, -0.3281727 51.0603762, -0.3282031 51.0603882, -0.3282477 51.0604009, -0.3282819 51.0604058, -0.3283233 51.0604092, -0.3285555 51.0604168, -0.3286267 51.0604184)",,,,
34924907,False,,,Queensway,residential,,True,6.809,"LINESTRING (-0.3257247 51.0588569, -0.3256875 51.0589135)",,,,
34924939,False,,,Hadmans Close,residential,,False,47.294999999999995,"LINESTRING (-0.3286267 51.0604184, -0.3285555 51.0604168, -0.3283233 51.0604092, -0.3282819 51.0604058, -0.3282477 51.0604009, -0.3282031 51.0603882, -0.3281727 51.0603762, -0.3280017 51.0602982)",,,,
34924907,False,,,Queensway,residential,,False,5.786,"LINESTRING (-0.3256635 51.0589633, -0.3256875 51.0589135)",,,,
34924907,False,,,Queensway,residential,,False,6.809,"LINESTRING (-0.3256875 51.0589135, -0.3257247 51.0588569)",,,,
34924907,False,,,Queensway,residential,,True,5.786,"LINESTRING (-0.3256875 51.0589135, -0.3256635 51.0589633)",,,,
34924932,False,,,Queensway,residential,,False,47.384,"LINESTRING (-0.3256875 51.0589135, -0.3253659 51.0588569, -0.3250385 51.0587905)",,,,
34924913,False,,,Park Terrace East,residential,,False,75.196,"LINESTRING (-0.3230047 51.0612642, -0.3224608 51.0618477)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,False,37.644999999999996,"LINESTRING (-0.3353475 51.0645196, -0.3355492 51.06457, -0.3355958 51.0645798, -0.3358542 51.0646342)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,True,36.999,"LINESTRING (-0.3353475 51.0645196, -0.3349305 51.0643925, -0.3348711 51.0643744)",,,,
547208123,False,,,Richmond Mews,residential,,False,60.23,"LINESTRING (-0.3353475 51.0645196, -0.3351179 51.0647771, -0.3351115 51.0647868, -0.3351077 51.0647958, -0.3351076 51.0648032, -0.3351111 51.0648115, -0.3351164 51.0648186, -0.3351247 51.064825, -0.335138 51.064833, -0.335155 51.06484, -0.3351729 51.064846, -0.3353984 51.0649147)",,,,
58603480,False,,,,residential,,False,90.08999999999999,"LINESTRING (-0.3363817 51.0639275, -0.3362077 51.0641032, -0.3361971 51.0641145, -0.3361803 51.06413, -0.3361717 51.0641379, -0.3361335 51.0641611, -0.336047 51.0642046, -0.3360135 51.0642257, -0.3359695 51.0642678, -0.3359378 51.0643026, -0.3359139 51.0643402, -0.3358954 51.0643845, -0.3358734 51.064456, -0.3358678 51.0644742, -0.3358512 51.0645376, -0.3358542 51.0646342)",,,,
58603480,False,,,,residential,,True,90.09,"LINESTRING (-0.3358542 51.0646342, -0.3358512 51.0645376, -0.3358678 51.0644742, -0.3358734 51.064456, -0.3358954 51.0643845, -0.3359139 51.0643402, -0.3359378 51.0643026, -0.3359695 51.0642678, -0.3360135 51.0642257, -0.336047 51.0642046, -0.3361335 51.0641611, -0.3361717 51.0641379, -0.3361803 51.06413, -0.3361971 51.0641145, -0.3362077 51.0641032, -0.3363817 51.0639275)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,False,56.035000000000004,"LINESTRING (-0.3358542 51.0646342, -0.3359349 51.0646486, -0.3359888 51.0646582, -0.3360508 51.0646693, -0.3362242 51.0647004, -0.3363229 51.0647172, -0.3364034 51.0647323, -0.3365053 51.0647593, -0.3365781 51.0647804, -0.3366135 51.0647923)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,True,37.644999999999996,"LINESTRING (-0.3358542 51.0646342, -0.3355958 51.0645798, -0.3355492 51.06457, -0.3353475 51.0645196)",,,,
38588899,False,,,Park Terrace West,residential,,True,183.435,"LINESTRING (-0.3228042 51.0623394, -0.3238685 51.0612172, -0.3240289 51.061048, -0.3241073 51.0609719, -0.324158 51.0609263)",,,,
525285329,True,,,Albion Way,secondary,30 mph,False,5.395,"LINESTRING (-0.3346949 51.0623878, -0.3346972 51.0623701, -0.3347056 51.0623532, -0.3347154 51.0623417)",roundabout,,,
289889613,True,,,,secondary,30 mph,False,3.215,"LINESTRING (-0.3343912 51.061691, -0.3343461 51.0616853)",roundabout,,,
405201321,True,2,B2237,Albion Way,secondary,30 mph,False,87.76200000000001,"LINESTRING (-0.3346088 51.0616049, -0.3346252 51.06165, -0.3346389 51.0616815, -0.3346559 51.0617054, -0.3346683 51.0617211, -0.3347691 51.0618317, -0.3348082 51.0618826, -0.3348339 51.0619218, -0.3348567 51.0619618, -0.3348728 51.061996, -0.3348862 51.0620306, -0.3348943 51.0620577, -0.3349224 51.0622181, -0.3349261 51.0622482, -0.3349315 51.0622827, -0.3349355 51.0623173, -0.3349382 51.0623333, -0.3349441 51.0623549)",,,,
785699330,True,,,,secondary,30 mph,False,19.334,"LINESTRING (-0.3346088 51.0616049, -0.3345872 51.0616319, -0.3345676 51.061648, -0.3345369 51.0616657, -0.3345041 51.0616784, -0.3344795 51.0616845, -0.3344553 51.0616887, -0.3344164 51.0616923, -0.3343912 51.061691)",roundabout,,,
23909064,True,,,,secondary_link,30 mph,False,37.369,"LINESTRING (-0.3252915 51.0630711, -0.3252562 51.0630494, -0.3252329 51.0630367, -0.325214 51.0630277, -0.3251937 51.0630192, -0.3251691 51.0630102, -0.3250938 51.062991, -0.3250392 51.0629803, -0.3249047 51.0629799, -0.3247999 51.0629759)",,,,
96980932,True,2,A281,Albion Way,primary,30 mph,False,27.211,"LINESTRING (-0.3252915 51.0630711, -0.3251494 51.0629409, -0.3250729 51.0628686)",,,,
182546119,True,2,,,primary,30 mph,False,1.642,"LINESTRING (-0.3269569 51.063981, -0.3269334 51.0639811)",roundabout,,,
182546119,True,2,,,primary,30 mph,False,2.984,"LINESTRING (-0.326766 51.0639143, -0.3267527 51.0638888)",roundabout,,,
405198682,False,,,Madeira Avenue,residential,,False,29.56,"LINESTRING (-0.326766 51.0639143, -0.3267715 51.0639392, -0.3267722 51.0639506, -0.3267718 51.0639601, -0.3267684 51.0639723, -0.3267627 51.0639868, -0.3267551 51.0640003, -0.3267469 51.0640126, -0.3267359 51.0640261, -0.3267249 51.0640362, -0.3267092 51.0640486, -0.3266888 51.0640613, -0.3266714 51.0640698, -0.3266497 51.0640782, -0.3266267 51.0640862, -0.3265443 51.0641103)",,,,
16234300,True,,,Albion Way,secondary,30 mph,False,15.584999999999999,"LINESTRING (-0.3348474 51.0624658, -0.3348251 51.0624671, -0.3348028 51.0624659, -0.3347812 51.0624624, -0.3347608 51.0624566, -0.3347423 51.0624487, -0.3347263 51.0624389, -0.3347133 51.0624276, -0.3347035 51.0624151, -0.3346973 51.0624017, -0.3346949 51.0623878)",roundabout,,,
154804012,True,2,B2237,Albion Way,secondary,30 mph,False,192.05700000000002,"LINESTRING (-0.3348474 51.0624658, -0.3347904 51.0624932, -0.3346087 51.0625919, -0.3342214 51.0628543, -0.3341349 51.0629217, -0.3340315 51.0630088, -0.3339281 51.0631137, -0.3338497 51.0631948, -0.3335515 51.0635479, -0.3334361 51.0636819, -0.3333964 51.0637285, -0.3333675 51.0637632, -0.3332796 51.0638647)",,,,
"[848818728, 289889610]",True,1,,Albion Way,secondary,30 mph,False,16.045,"LINESTRING (-0.3349441 51.0623549, -0.334949 51.0623639, -0.3349537 51.0623852, -0.3349494 51.0624065, -0.3349377 51.062425, -0.3349191 51.0624411, -0.3348949 51.0624539, -0.3348474 51.0624658)",roundabout,,,
16234247,True,2,B2237,Albion Way,secondary,30 mph,False,82.87899999999999,"LINESTRING (-0.3347154 51.0623417, -0.3347345 51.0623101, -0.3347464 51.0622869, -0.3347558 51.0622617, -0.3347679 51.0622267, -0.3347759 51.0621984, -0.3347817 51.0621701, -0.3347864 51.0621331, -0.3347861 51.0621045, -0.3347833 51.0620767, -0.3347751 51.0620464, -0.3347631 51.0620146, -0.3347444 51.0619752, -0.3347272 51.0619476, -0.3347039 51.0619136, -0.3346725 51.0618779, -0.3346426 51.0618454, -0.3346117 51.0618144, -0.3345641 51.0617722, -0.3345386 51.0617526, -0.3345158 51.0617399, -0.3344836 51.0617273, -0.3343912 51.061691)",,,,
"[525285328, 786180285]",True,,,Albion Way,secondary,30 mph,False,19.715,"LINESTRING (-0.3347154 51.0623417, -0.3347323 51.0623285, -0.3347459 51.062321, -0.334761 51.0623147, -0.3347774 51.0623099, -0.3347978 51.0623061, -0.334819 51.0623044, -0.3348403 51.062305, -0.3348612 51.0623077, -0.3348811 51.0623126, -0.3348994 51.0623195, -0.3349157 51.0623281, -0.3349295 51.0623383, -0.3349376 51.0623463, -0.3349441 51.0623549)",roundabout,,,
144977356,False,,,Barnes Mews,living_street,10 mph,True,21.38,"LINESTRING (-0.3333551 51.0642112, -0.3336247 51.0643021)",,,,yes
144977356,False,,,Barnes Mews,living_street,10 mph,False,21.38,"LINESTRING (-0.3336247 51.0643021, -0.3333551 51.0642112)",,,,yes
325744449,False,,,,living_street,,False,11.652,"LINESTRING (-0.3336247 51.0643021, -0.3337701 51.0643534)",,,,
144977355,False,,,Barnes Mews,residential,,False,30.512,"LINESTRING (-0.3336247 51.0643021, -0.333761 51.0641146, -0.3338061 51.0640525)",,,,
144977355,False,,,Barnes Mews,residential,,True,30.512,"LINESTRING (-0.3338061 51.0640525, -0.333761 51.0641146, -0.3336247 51.0643021)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,False,82.585,"LINESTRING (-0.3338061 51.0640525, -0.3338791 51.0640737, -0.3340349 51.0641191, -0.3342882 51.0641965, -0.3345163 51.0642661, -0.3348711 51.0643744)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,True,42.306,"LINESTRING (-0.3338061 51.0640525, -0.3335222 51.0639507, -0.3334907 51.063939, -0.3334283 51.0639168, -0.3333698 51.0638961, -0.3333095 51.0638748, -0.3332796 51.0638647)",,,,
39669568,True,,,Chichester Terrace,unclassified,,False,73.009,"LINESTRING (-0.3234033 51.0628579, -0.3229024 51.0634341)",,,,
"[32744056, 154801586, 309433414]",True,,,"['Norfolk Road', 'Norfolk Terrace', 'Wellington Road']",residential,,False,200.96399999999997,"LINESTRING (-0.3234033 51.0628579, -0.3228378 51.0627077, -0.322668 51.0626681, -0.3225698 51.0626534, -0.3225171 51.0626538, -0.322468 51.0626691, -0.3224247 51.0626919, -0.3223977 51.0627117, -0.3223681 51.0627385, -0.3220562 51.0630638, -0.3220341 51.0631025, -0.3220327 51.063131, -0.3220464 51.0631545, -0.3220775 51.0631746, -0.3221091 51.063188, -0.3229024 51.0634341)",,,,
154801590,True,,,Norfolk Road,residential,,False,82.432,"LINESTRING (-0.3229024 51.0634341, -0.3239363 51.063791)",,,,
3806247,True,2,A281,Albion Way,primary,30 mph,False,139.974,"LINESTRING (-0.330397 51.0644402, -0.3287635 51.0642863, -0.3287065 51.0642811, -0.3286808 51.0642786, -0.3284191 51.0642432)",,,,
847554964,False,,B2237,North Parade,secondary,30 mph,False,133.91199999999998,"LINESTRING (-0.3289149 51.067201, -0.3290443 51.0668575, -0.3291723 51.0665036, -0.3292628 51.0662413, -0.3293926 51.066037)",,,,
881123906,False,,,Blunts Way,residential,,True,116.828,"LINESTRING (-0.3289149 51.067201, -0.3294393 51.0672611, -0.3295131 51.0672691, -0.3295894 51.0672764, -0.329656 51.067282, -0.3297393 51.0672873, -0.3298438 51.0672934, -0.3305722 51.0673319)",,,,
529003719,False,,,Potter's Place,residential,,False,14.385,"LINESTRING (-0.3297562 51.0656165, -0.329939 51.065676)",,,,
155736724,False,,B2237,Springfield Road,secondary,30 mph,False,109.547,"LINESTRING (-0.3297562 51.0656165, -0.3298093 51.0655541, -0.3298426 51.0655184, -0.3298762 51.0654837, -0.3299099 51.0654529, -0.3299672 51.0654007, -0.3300232 51.0653537, -0.3300681 51.0653172, -0.3301037 51.0652893, -0.3301513 51.0652539, -0.3302367 51.0651858, -0.3304428 51.0650196, -0.3305177 51.0649552, -0.3305555 51.0649208, -0.3306481 51.0648094)",,,,
155736724,False,,B2237,Springfield Road,secondary,30 mph,True,53.221000000000004,"LINESTRING (-0.3297562 51.0656165, -0.3296662 51.0657145, -0.3293926 51.066037)",,,,
34924900,False,,,The Hornets,residential,,True,39.091,"LINESTRING (-0.3227771 51.0588129, -0.3224561 51.0591008)",,,,
34924900,False,,,The Hornets,residential,,False,136.29000000000002,"LINESTRING (-0.3227771 51.0588129, -0.3229099 51.0588992, -0.322974 51.0589405, -0.3230178 51.058964, -0.3230607 51.0589828, -0.323114 51.0590025, -0.3231514 51.0590139, -0.323461 51.059089, -0.3235186 51.0591028, -0.3235565 51.0591151, -0.3236044 51.0591342, -0.323673 51.059164, -0.3238859 51.0592541, -0.3244216 51.0594516)",,,,
34924900,False,,,The Hornets,residential,,False,39.091,"LINESTRING (-0.3224561 51.0591008, -0.3227771 51.0588129)",,,,
286118933,False,,,King's Mews,residential,,False,59.266000000000005,"LINESTRING (-0.3348711 51.0643744, -0.3346485 51.0645633, -0.3346384 51.064576, -0.3346334 51.0645899, -0.3346364 51.064603, -0.334648 51.0646148, -0.3346605 51.0646216, -0.3346774 51.06463, -0.3346993 51.0646376, -0.3349841 51.0647328)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,False,36.999,"LINESTRING (-0.3348711 51.0643744, -0.3349305 51.0643925, -0.3353475 51.0645196)",,,,
408908268,False,,A281,Bishopric,primary,30 mph,True,82.58500000000001,"LINESTRING (-0.3348711 51.0643744, -0.3345163 51.0642661, -0.3342882 51.0641965, -0.3340349 51.0641191, -0.3338791 51.0640737, -0.3338061 51.0640525)",,,,
286118933,False,,,King's Mews,residential,,True,59.266000000000005,"LINESTRING (-0.3349841 51.0647328, -0.3346993 51.0646376, -0.3346774 51.06463, -0.3346605 51.0646216, -0.334648 51.0646148, -0.3346364 51.064603, -0.3346334 51.0645899, -0.3346384 51.064576, -0.3346485 51.0645633, -0.3348711 51.0643744)",,,,
4005940,False,,,Causeway,residential,,True,26.628999999999998,"LINESTRING (-0.3288208 51.0616447, -0.3290097 51.0617127, -0.3290782 51.0617373, -0.3291068 51.061745, -0.3291276 51.0617486, -0.3291588 51.0617524)",,,,
24875396,False,,,Causeway,residential,,True,48.063,"LINESTRING (-0.3288208 51.0616447, -0.3288465 51.0616337, -0.3288708 51.0616186, -0.3289095 51.0615887, -0.3289614 51.0615485, -0.3289796 51.0615344, -0.3290659 51.0614676, -0.3292632 51.0613149)",,,,
512580616,False,,,Causeway,residential,,False,11.75,"LINESTRING (-0.3288208 51.0616447, -0.3287998 51.0616483, -0.3287715 51.0616531, -0.3287414 51.0616557, -0.3287036 51.0616553, -0.3286551 51.0616515)",,,,
88301045,True,,B2195,Park Street,secondary,30 mph,False,34.922,"LINESTRING (-0.3246129 51.0629852, -0.3246927 51.0629499, -0.32475 51.062911, -0.3248539 51.0628645, -0.3249119 51.0628459, -0.3249692 51.0628296, -0.3250224 51.0628093)",,,,
460154430,True,,,,secondary_link,30 mph,False,42.191,"LINESTRING (-0.3246129 51.0629852, -0.3246233 51.0629228, -0.3247071 51.0628568, -0.324759 51.0628243, -0.3247785 51.0628148, -0.324847 51.0627744, -0.3248903 51.0627344, -0.324906 51.0626719)",,,,
325744449,False,,,,living_street,,True,11.652,"LINESTRING (-0.3337701 51.0643534, -0.3336247 51.0643021)",,,,
405201322,True,,,Mill Bay Lane,residential,,False,21.585000000000004,"LINESTRING (-0.3343899 51.0612495, -0.3343917 51.0612521, -0.3344161 51.0612912, -0.33444 51.0613514, -0.3344507 51.0613783, -0.3344615 51.0613986, -0.3344722 51.0614163, -0.3344829 51.0614289, -0.334483 51.0614338)",,,,
823201730,False,,,Mill Bay Lane,residential,,False,64.337,"LINESTRING (-0.3343899 51.0612495, -0.334369 51.0611883, -0.334352 51.0611615, -0.3343373 51.0611342, -0.3342957 51.0611001, -0.3342064 51.0610456, -0.3341013 51.0609884, -0.3340024 51.0609356, -0.3339309 51.0608974, -0.3338001 51.0608255)",,,,
24685191,False,,,Madeira Avenue,residential,,False,58.730000000000004,"LINESTRING (-0.3265443 51.0641103, -0.3264592 51.0641218, -0.3262248 51.064153, -0.3257261 51.0642307)",,,,
24685191,False,,,Madeira Avenue,residential,,True,31.324000000000005,"LINESTRING (-0.3265443 51.0641103, -0.3266192 51.0640985, -0.3266426 51.064094, -0.3266612 51.0640894, -0.3266877 51.0640811, -0.326715 51.0640711, -0.3267387 51.0640614, -0.3267586 51.0640523, -0.3267784 51.0640411, -0.326794 51.0640322, -0.3268149 51.0640196, -0.3268363 51.064008, -0.3268541 51.0640001, -0.3268707 51.0639931, -0.3268862 51.0639888, -0.3269023 51.0639855, -0.3269334 51.0639811)",,,,
405198682,False,,,Madeira Avenue,residential,,True,29.559999999999995,"LINESTRING (-0.3265443 51.0641103, -0.3266267 51.0640862, -0.3266497 51.0640782, -0.3266714 51.0640698, -0.3266888 51.0640613, -0.3267092 51.0640486, -0.3267249 51.0640362, -0.3267359 51.0640261, -0.3267469 51.0640126, -0.3267551 51.0640003, -0.3267627 51.0639868, -0.3267684 51.0639723, -0.3267718 51.0639601, -0.3267722 51.0639506, -0.3267715 51.0639392, -0.326766 51.0639143)",,,,
4005942,True,,,,secondary,30 mph,False,4.767,"LINESTRING (-0.334483 51.0614338, -0.3345055 51.0614396, -0.3345403 51.0614564)",roundabout,,,
405201324,True,,,Worthing Road,unclassified,,False,23.684,"LINESTRING (-0.3340963 51.0617769, -0.3341979 51.0615737)",,,,
"[460402513, 24845946, 23905185, 24976564]",False,2,,"['Worthing Road', 'Blackhorse Way']",unclassified,,False,420.86699999999996,"LINESTRING (-0.3340963 51.0617769, -0.3340512 51.0618159, -0.3339897 51.0618802, -0.3338996 51.0619794, -0.3338053 51.0620938, -0.3337481 51.0621593, -0.3336367 51.0622436, -0.3335595 51.0622924, -0.3334339 51.0623674, -0.3333068 51.0624274, -0.3332476 51.0624494, -0.3331487 51.0624745, -0.3330742 51.0624943, -0.3329307 51.0625111, -0.3328533 51.0625185, -0.332822 51.0625219, -0.3327343 51.0625384, -0.3326377 51.0625627, -0.332587 51.0625874, -0.3325501 51.0626209, -0.3324353 51.0627591, -0.3324225 51.0627745, -0.332412 51.0627863, -0.3324026 51.0627965, -0.3323916 51.0628084, -0.3323816 51.0628145, -0.3323714 51.0628199, -0.3323511 51.0628272, -0.3323308 51.0628305, -0.3323111 51.0628319, -0.3322911 51.0628327, -0.332264 51.0628312, -0.3322295 51.0628264, -0.3321771 51.062818, -0.3321416 51.0628106, -0.3320979 51.0628012, -0.3320686 51.0627963, -0.332045 51.0627929, -0.3320174 51.0627903, -0.3319903 51.0627885, -0.3319577 51.0627872, -0.331914 51.0627861, -0.3318832 51.0627856, -0.33186 51.0627846, -0.3318371 51.0627826, -0.3318149 51.0627794, -0.3317981 51.0627754, -0.331772 51.0627678, -0.3315266 51.0626773, -0.3312568 51.062576, -0.331227 51.0625641, -0.3312043 51.0625556, -0.3311722 51.0625445, -0.3311274 51.0625304, -0.331089 51.06252, -0.3310287 51.0625047, -0.3306709 51.0624069, -0.3302977 51.0622938, -0.330192 51.0622648, -0.3301289 51.0622476, -0.3300696 51.0622325, -0.3300127 51.0622194, -0.3299641 51.062209, -0.3298957 51.0621963, -0.3298136 51.0621821, -0.3296819 51.0621585, -0.3295591 51.0621353, -0.3291356 51.0620492)",,,,
